GMID,Name,School,Year,Grade,AST,PercATrans,PercARim,PercA2PJ,PercA3P,PercADunks,TO,PercTOFoul,PercTOStea,PercTOMisc
57320,Kendall Jackson,Columbia,2013,Fr,7,42.86%,28.57%,14.29%,57.14%,0.00%,6,0.00%,66.67%,33.33%
27061,Maodo Lo,Columbia,2013,So,66,25.76%,45.45%,6.06%,48.48%,6.06%,67,4.48%,49.25%,46.27%
23860,Meiko Lyles,Columbia,2013,Jr,15,13.33%,26.67%,6.67%,66.67%,6.67%,26,3.85%,46.15%,50.00%
57321,Chris McComber,Columbia,2013,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,100.00%,0.00%
43219,Grant Mullins,Columbia,2013,So,52,25.00%,34.62%,0.00%,65.38%,1.92%,41,4.88%,51.22%,43.90%
30846,Cory Osetkowski,Columbia,2013,Jr,56,12.50%,19.64%,3.57%,76.79%,0.00%,41,4.88%,53.66%,41.46%
57322,Luke Petrasek,Columbia,2013,Fr,29,6.90%,37.93%,6.90%,55.17%,0.00%,36,11.11%,41.67%,47.22%
43220,Paddy Quinn,Columbia,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30844,Alex Rosenberg,Columbia,2013,Jr,44,11.36%,47.73%,11.36%,40.91%,2.27%,52,11.54%,42.31%,46.15%
30845,Noah Springwater,Columbia,2013,Jr,2,0.00%,0.00%,0.00%,100.00%,0.00%,3,33.33%,66.67%,0.00%
57323,Conor Voss,Columbia,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
44423,Andre Armstrong,Coppin State,2013,Sr,19,31.58%,21.05%,31.58%,47.37%,5.26%,28,10.71%,53.57%,35.71%
59242,Jerimyjah Batts,Coppin State,2013,Fr,2,0.00%,0.00%,0.00%,100.00%,0.00%,12,0.00%,41.67%,58.33%
23232,Daquan Brickhouse,Coppin State,2013,Jr,69,39.13%,24.64%,13.04%,60.87%,5.80%,26,0.00%,76.92%,23.08%
44424,Zach Burnham,Coppin State,2013,RS-So,0,NA,NA,NA,NA,NA,2,50.00%,50.00%,0.00%
31577,Taariq Cephas,Coppin State,2013,Jr,121,43.80%,33.06%,15.70%,51.24%,6.61%,82,2.44%,47.56%,50.00%
59243,Arnold Fripp,Coppin State,2013,Jr,8,12.50%,37.50%,0.00%,62.50%,25.00%,24,8.33%,33.33%,58.33%
59244,Dallas Gary,Coppin State,2013,Jr,20,25.00%,35.00%,5.00%,60.00%,5.00%,36,5.56%,33.33%,61.11%
44426,Charles Ieans,Coppin State,2013,Sr,11,27.27%,45.45%,9.09%,45.45%,0.00%,13,0.00%,23.08%,76.92%
59246,Christian Kessee,Coppin State,2013,Fr,8,0.00%,50.00%,0.00%,50.00%,0.00%,8,0.00%,50.00%,50.00%
23565,Michael Murray,Coppin State,2013,Sr,28,17.86%,21.43%,17.86%,60.71%,3.57%,49,10.20%,38.78%,51.02%
59247,Michael Oyefusi,Coppin State,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
59248,Van Rolle,Coppin State,2013,Fr,3,0.00%,33.33%,0.00%,66.67%,0.00%,0,NA,NA,NA
44429,Sterling Smith,Coppin State,2013,So,43,16.28%,25.58%,16.28%,58.14%,0.00%,37,2.70%,64.86%,32.43%
31579,Brandon St. Louis,Coppin State,2013,Jr,9,0.00%,55.56%,33.33%,11.11%,0.00%,18,5.56%,55.56%,38.89%
17307,Montez Blair,Cornell,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
24727,Braxston Bunce,Cornell,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30851,Devin Cherry,Cornell,2013,Jr,88,38.64%,25.00%,11.36%,63.64%,2.27%,81,2.47%,61.73%,35.80%
43221,Nolan Cressler,Cornell,2013,So,42,33.33%,35.71%,7.14%,57.14%,4.76%,53,11.32%,43.40%,45.28%
57324,JoJo Fallas,Cornell,2013,Fr,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
57325,Desmond Fleming,Cornell,2013,Fr,3,33.33%,0.00%,66.67%,33.33%,0.00%,0,NA,NA,NA
30854,Deion Giddens,Cornell,2013,Jr,4,25.00%,25.00%,0.00%,75.00%,0.00%,4,25.00%,75.00%,0.00%
57326,Robert Hatter,Cornell,2013,Fr,39,38.46%,30.77%,23.08%,46.15%,7.69%,38,0.00%,55.26%,44.74%
30850,Dave LaMore,Cornell,2013,Jr,3,33.33%,0.00%,33.33%,66.67%,0.00%,10,20.00%,40.00%,40.00%
23853,Jake Matthews,Cornell,2013,Sr,15,33.33%,13.33%,20.00%,66.67%,0.00%,14,7.14%,28.57%,64.29%
43223,Robert Mischler,Cornell,2013,So,2,0.00%,0.00%,50.00%,50.00%,0.00%,1,0.00%,100.00%,0.00%
57327,David Onuorah,Cornell,2013,Fr,7,14.29%,28.57%,14.29%,57.14%,14.29%,23,26.09%,21.74%,52.17%
23852,Dominick Scelfo,Cornell,2013,Sr,19,26.32%,26.32%,21.05%,52.63%,15.79%,7,0.00%,71.43%,28.57%
57328,Darryl Smith,Cornell,2013,Fr,20,30.00%,40.00%,5.00%,55.00%,5.00%,29,6.90%,37.93%,55.17%
23855,Dwight Tarwater,Cornell,2013,Jr,26,19.23%,30.77%,11.54%,57.69%,7.69%,20,5.00%,50.00%,45.00%
30853,Nenad Tomic,Cornell,2013,Jr,2,50.00%,0.00%,0.00%,50.00%,0.00%,9,11.11%,33.33%,55.56%
23482,Will Artino,Creighton,2013,Jr,6,33.33%,33.33%,0.00%,66.67%,0.00%,22,13.64%,45.45%,40.91%
57017,Devin Brooks,Creighton,2013,Jr,76,42.11%,42.11%,5.26%,52.63%,5.26%,48,0.00%,56.25%,43.75%
30516,Austin Chatman,Creighton,2013,Jr,142,28.17%,28.17%,8.45%,63.38%,0.70%,53,9.43%,54.72%,35.85%
30519,Avery Dingman,Creighton,2013,Jr,24,33.33%,33.33%,12.50%,54.17%,0.00%,18,16.67%,44.44%,38.89%
57014,Steven Ferrarini,Creighton,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
8329,Grant Gibbs,Creighton,2013,Sr,103,26.21%,47.57%,12.62%,39.81%,4.85%,52,13.46%,59.62%,26.92%
30520,Geoff Groselle,Creighton,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
57013,Zach Hanson,Creighton,2013,Fr,0,NA,NA,NA,NA,NA,3,66.67%,0.00%,33.33%
23479,Jahenns Manigat,Creighton,2013,Sr,91,18.68%,30.77%,12.09%,57.14%,5.49%,25,4.00%,64.00%,32.00%
23478,Doug McDermott,Creighton,2013,Sr,47,23.40%,23.40%,2.13%,74.47%,2.13%,60,8.33%,43.33%,48.33%
30517,Mogboluwaga Oginni,Creighton,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30518,Alex Olsen,Creighton,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
7127,Ethan Wragge,Creighton,2013,Sr,21,23.81%,61.90%,9.52%,28.57%,4.76%,15,0.00%,46.67%,53.33%
42585,Isaiah Zierden,Creighton,2013,Fr,18,33.33%,38.89%,16.67%,44.44%,5.56%,4,0.00%,25.00%,75.00%
23304,Abdul Ahmed,Cal State Bakersfield,2013,Jr,8,0.00%,50.00%,0.00%,50.00%,12.50%,24,0.00%,33.33%,66.67%
57648,Aly Ahmed,Cal State Bakersfield,2013,So,12,25.00%,66.67%,8.33%,25.00%,0.00%,40,10.00%,37.50%,52.50%
14417,Brandon Barnes,Cal State Bakersfield,2013,Jr,41,19.51%,31.71%,12.20%,56.10%,2.44%,55,7.27%,34.55%,58.18%
31134,Tyrell Corbin,Cal State Bakersfield,2013,Jr,58,24.14%,32.76%,25.86%,41.38%,6.90%,41,2.44%,63.41%,34.15%
18944,Issiah Grayson,Cal State Bakersfield,2013,Sr,114,24.56%,39.47%,15.79%,43.86%,6.14%,87,1.15%,66.67%,32.18%
45258,Corey Hall,Cal State Bakersfield,2013,Sr,4,0.00%,25.00%,25.00%,50.00%,0.00%,25,8.00%,60.00%,32.00%
16027,Stefon Johnson,Cal State Bakersfield,2013,Sr,49,16.33%,36.73%,10.20%,53.06%,2.04%,38,2.63%,39.47%,57.89%
23799,Kregg Jones,Cal State Bakersfield,2013,Jr,1,0.00%,0.00%,100.00%,0.00%,0.00%,9,22.22%,44.44%,33.33%
45259,Erik Kinney,Cal State Bakersfield,2013,So,21,23.81%,38.10%,28.57%,33.33%,4.76%,43,6.98%,34.88%,58.14%
30798,Zachary Lamb,Cal State Bakersfield,2013,Sr,24,20.83%,45.83%,16.67%,37.50%,4.17%,12,16.67%,66.67%,16.67%
23671,Javonte Maynor,Cal State Bakersfield,2013,Jr,20,40.00%,30.00%,15.00%,55.00%,5.00%,23,0.00%,69.57%,30.43%
45260,Matthew Ratto,Cal State Bakersfield,2013,Sr,0,NA,NA,NA,NA,NA,2,50.00%,0.00%,50.00%
45261,Zech Smith,Cal State Bakersfield,2013,Jr,1,100.00%,100.00%,0.00%,0.00%,0.00%,15,13.33%,26.67%,60.00%
61701,Robert Cid,Cal State Northridge,2013,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
44751,Landon Drew,Cal State Northridge,2013,So,110,36.36%,45.45%,22.73%,31.82%,9.09%,62,3.23%,51.61%,45.16%
22812,Josh Greene,Cal State Northridge,2013,Sr,112,29.46%,48.21%,33.93%,17.86%,11.61%,68,2.94%,38.24%,58.82%
44752,Tre Hale-Edmerson,Cal State Northridge,2013,So,76,22.37%,60.53%,23.68%,15.79%,13.16%,61,3.28%,47.54%,49.18%
22813,Stephan Hicks,Cal State Northridge,2013,Jr,37,27.03%,35.14%,21.62%,43.24%,8.11%,53,5.66%,56.60%,37.74%
31114,Stephen Maxwell,Cal State Northridge,2013,Jr,18,16.67%,38.89%,27.78%,33.33%,5.56%,76,2.63%,35.53%,61.84%
58195,Aaron Parks,Cal State Northridge,2013,Fr,43,34.88%,48.84%,6.98%,39.53%,13.95%,40,5.00%,42.50%,52.50%
63285,Kevin Rutledge,Cal State Northridge,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
23045,J.J. Thomas,Cal State Northridge,2013,Jr,15,26.67%,53.33%,20.00%,26.67%,26.67%,22,4.55%,50.00%,45.45%
23433,Ben Vozzola,Cal State Northridge,2013,Jr,29,55.17%,48.28%,31.03%,20.69%,13.79%,29,0.00%,65.52%,34.48%
31117,Trevone Williams,Cal State Northridge,2013,So,9,11.11%,11.11%,22.22%,66.67%,0.00%,14,7.14%,64.29%,28.57%
44468,Dominique Youmans,Cal State Northridge,2013,Sr,2,0.00%,0.00%,100.00%,0.00%,0.00%,7,28.57%,14.29%,57.14%
43224,Connor Boehm,Dartmouth,2013,So,27,11.11%,40.74%,18.52%,40.74%,3.70%,47,8.51%,31.91%,59.57%
43225,Tommy Carpenter,Dartmouth,2013,So,11,27.27%,54.55%,36.36%,9.09%,0.00%,11,0.00%,54.55%,45.45%
43226,Kevin Crescenzi,Dartmouth,2013,So,21,42.86%,33.33%,23.81%,42.86%,4.76%,13,15.38%,30.77%,53.85%
57333,Wesley Dickinson,Dartmouth,2013,Fr,0,NA,NA,NA,NA,NA,8,37.50%,12.50%,50.00%
57332,Mike Fleming,Dartmouth,2013,Fr,8,12.50%,25.00%,25.00%,50.00%,0.00%,8,12.50%,62.50%,25.00%
43227,Malik Gill,Dartmouth,2013,So,29,48.28%,48.28%,10.34%,41.38%,6.90%,21,0.00%,47.62%,52.38%
30855,John Golden,Dartmouth,2013,Jr,49,14.29%,22.45%,28.57%,48.98%,4.08%,32,12.50%,43.75%,43.75%
57331,Cole Harrison,Dartmouth,2013,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,3,0.00%,33.33%,66.67%
57330,Eli Harrison,Dartmouth,2013,Fr,1,100.00%,0.00%,100.00%,0.00%,0.00%,5,0.00%,40.00%,60.00%
30859,Gabas Maldunas,Dartmouth,2013,Jr,28,7.14%,35.71%,17.86%,46.43%,10.71%,34,5.88%,41.18%,52.94%
43228,Brandon McDonnell,Dartmouth,2013,So,13,7.69%,23.08%,38.46%,38.46%,7.69%,14,0.00%,28.57%,71.43%
23850,Tyler Melville,Dartmouth,2013,Sr,32,15.63%,25.00%,28.13%,46.88%,0.00%,38,2.63%,68.42%,28.95%
43229,Alex Mitola,Dartmouth,2013,So,72,19.44%,33.33%,33.33%,33.33%,4.17%,38,2.63%,65.79%,31.58%
57329,Ike Ngwudo,Dartmouth,2013,Fr,0,NA,NA,NA,NA,NA,2,0.00%,0.00%,100.00%
43230,Matt Rennie,Dartmouth,2013,So,12,0.00%,41.67%,16.67%,41.67%,0.00%,8,25.00%,50.00%,25.00%
58762,Joe Aase,Davidson,2013,Fr,3,0.00%,0.00%,0.00%,100.00%,0.00%,4,0.00%,50.00%,50.00%
58763,Ryan Ansel,Davidson,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
44220,Jordan Barham,Davidson,2013,So,6,16.67%,33.33%,0.00%,66.67%,16.67%,15,13.33%,46.67%,40.00%
44219,Jake Belford,Davidson,2013,So,9,11.11%,11.11%,11.11%,77.78%,0.00%,28,7.14%,35.71%,57.14%
22910,De'Mon Brooks,Davidson,2013,Sr,36,13.89%,30.56%,11.11%,58.33%,2.78%,57,3.51%,38.60%,57.89%
22912,Chris Czerapowicz,Davidson,2013,Sr,21,19.05%,9.52%,4.76%,85.71%,4.76%,28,7.14%,57.14%,35.71%
22909,Tom Droney,Davidson,2013,Sr,92,26.09%,36.96%,8.70%,54.35%,6.52%,58,5.17%,51.72%,43.10%
58764,Manu Giamoukis,Davidson,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
58765,Jack Gibbs,Davidson,2013,Fr,58,37.93%,46.55%,10.34%,43.10%,3.45%,31,3.23%,67.74%,29.03%
31664,Tyler Kalinoski,Davidson,2013,Jr,102,20.59%,36.27%,16.67%,47.06%,3.92%,40,12.50%,42.50%,45.00%
22908,Ali Mackay,Davidson,2013,Jr,1,0.00%,100.00%,0.00%,0.00%,0.00%,1,0.00%,100.00%,0.00%
58766,Andrew McAuliffe,Davidson,2013,Fr,11,36.36%,18.18%,18.18%,63.64%,0.00%,21,4.76%,42.86%,52.38%
44218,Connor Perkey,Davidson,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
31309,Brian Sullivan,Davidson,2013,So,67,22.39%,31.34%,13.43%,55.22%,2.99%,39,2.56%,61.54%,35.90%
58767,Will Thoni,Davidson,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
22907,Clay Tormey,Davidson,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
56969,Kyle Davis,Dayton,2013,Fr,16,25.00%,43.75%,12.50%,43.75%,0.00%,13,15.38%,46.15%,38.46%
30566,Alex Gavrilovic,Dayton,2013,Jr,0,NA,NA,NA,NA,NA,3,33.33%,0.00%,66.67%
10345,Matt Kavanaugh,Dayton,2013,Sr,22,54.55%,45.45%,4.55%,50.00%,13.64%,32,15.63%,50.00%,34.38%
22543,Devin Oliver,Dayton,2013,Sr,84,20.24%,33.33%,11.90%,54.76%,5.95%,52,15.38%,36.54%,48.08%
24724,Dyshawn Pierre,Dayton,2013,So,58,32.76%,43.10%,12.07%,44.83%,5.17%,57,3.51%,38.60%,57.89%
56970,Kendall Pollard,Dayton,2013,Fr,8,37.50%,25.00%,0.00%,75.00%,0.00%,20,25.00%,35.00%,40.00%
42826,Khari Price,Dayton,2013,So,62,38.71%,35.48%,14.52%,50.00%,11.29%,39,5.13%,58.97%,35.90%
42827,Jalen Robinson,Dayton,2013,So,9,22.22%,44.44%,22.22%,33.33%,0.00%,30,16.67%,30.00%,53.33%
6093,Vee Sanford,Dayton,2013,Sr,54,24.07%,51.85%,9.26%,38.89%,3.70%,50,6.00%,52.00%,42.00%
27991,Devon Scott,Dayton,2013,So,15,13.33%,26.67%,13.33%,60.00%,6.67%,37,27.03%,24.32%,48.65%
9375,Jordan Sibert,Dayton,2013,Jr,52,21.15%,26.92%,11.54%,61.54%,1.92%,46,6.52%,30.43%,63.04%
49893,Scoochie Smith,Dayton,2013,Fr,66,40.91%,50.00%,18.18%,31.82%,16.67%,37,8.11%,45.95%,45.95%
56972,Bobby Wehrli,Dayton,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
23605,Tyshawn Bell,Delaware State,2013,Jr,23,21.74%,39.13%,30.43%,30.43%,21.74%,37,8.11%,56.76%,35.14%
44430,Ashwell Boyd,Delaware State,2013,Fr,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
58549,Rakeem Brown,Delaware State,2013,Fr,3,33.33%,33.33%,0.00%,66.67%,0.00%,4,0.00%,25.00%,75.00%
58550,Charles Burley,Delaware State,2013,Jr,63,14.29%,39.68%,20.63%,39.68%,11.11%,42,4.76%,50.00%,45.24%
44431,Nick Doyle,Delaware State,2013,So,17,11.76%,23.53%,47.06%,29.41%,17.65%,19,0.00%,47.37%,52.63%
23606,Kendall Gray,Delaware State,2013,Jr,22,9.09%,36.36%,27.27%,31.82%,0.00%,45,11.11%,51.11%,37.78%
58551,Larry Haley,Delaware State,2013,So,2,50.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
58552,DeAndre Haywood,Delaware State,2013,Fr,17,35.29%,58.82%,17.65%,23.53%,5.88%,23,13.04%,39.13%,47.83%
23574,Jordan Lawson,Delaware State,2013,Sr,2,0.00%,0.00%,50.00%,50.00%,0.00%,7,14.29%,42.86%,42.86%
44432,Chris Lewis (2),Delaware State,2013,So,3,0.00%,33.33%,0.00%,66.67%,0.00%,2,0.00%,0.00%,100.00%
58554,Mrdjan Gasevic,Delaware State,2013,Fr,3,0.00%,33.33%,66.67%,0.00%,0.00%,8,12.50%,12.50%,75.00%
58555,Jason Owens,Delaware State,2013,So,3,0.00%,0.00%,100.00%,0.00%,0.00%,17,5.88%,58.82%,35.29%
44434,Albert Thomas,Delaware State,2013,Sr,61,21.31%,26.23%,14.75%,59.02%,9.84%,38,13.16%,28.95%,57.89%
44659,Cahli Thomas,Delaware State,2013,So,1,100.00%,100.00%,0.00%,0.00%,0.00%,2,50.00%,0.00%,50.00%
23571,Casey Walker,Delaware State,2013,Sr,27,29.63%,55.56%,22.22%,22.22%,14.81%,25,4.00%,64.00%,32.00%
58556,Kendal Williams,Delaware State,2013,Jr,75,25.33%,30.67%,29.33%,37.33%,2.67%,44,4.55%,61.36%,34.09%
31223,Kyle Anderson (2),Delaware,2013,Jr,32,34.38%,31.25%,18.75%,50.00%,6.25%,28,0.00%,64.29%,35.71%
10726,Carl Baptiste,Delaware,2013,Sr,11,27.27%,36.36%,9.09%,54.55%,18.18%,55,18.18%,36.36%,45.45%
58200,Barnett Harris,Delaware,2013,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,6,16.67%,33.33%,50.00%
58201,Cazmon Hayes,Delaware,2013,Fr,5,20.00%,0.00%,0.00%,100.00%,0.00%,7,0.00%,42.86%,57.14%
44706,Maurice Jeffers,Delaware,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
31225,Marvin King-Davis,Delaware,2013,So,2,0.00%,50.00%,0.00%,50.00%,0.00%,14,21.43%,35.71%,42.86%
44704,Sean Locke,Delaware,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
58202,Dylan Miller,Delaware,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
58203,Devonne Pinkard,Delaware,2013,Fr,16,25.00%,25.00%,12.50%,62.50%,12.50%,12,0.00%,58.33%,41.67%
23638,Devon Saddler,Delaware,2013,Sr,95,40.00%,40.00%,17.89%,42.11%,12.63%,56,10.71%,53.57%,35.71%
24357,Jarvis Threatt,Delaware,2013,Jr,136,31.62%,25.74%,12.50%,61.76%,10.29%,60,5.00%,68.33%,26.67%
45849,Davon Usher,Delaware,2013,Sr,57,40.35%,36.84%,8.77%,54.39%,10.53%,67,8.96%,43.28%,47.76%
23640,Tommy Williams,Delaware,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
57504,Drick Bernstine,Denver,2013,Fr,14,21.43%,64.29%,7.14%,28.57%,21.43%,11,9.09%,45.45%,45.45%
31720,Marcus Byrd,Denver,2013,So,26,0.00%,38.46%,11.54%,50.00%,3.85%,24,4.17%,50.00%,45.83%
61283,Josiah Dunn,Denver,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42777,Nate Engesser,Denver,2013,So,26,7.69%,23.08%,7.69%,69.23%,3.85%,11,0.00%,81.82%,18.18%
31721,Cam Griffin,Denver,2013,Jr,60,8.33%,28.33%,18.33%,53.33%,3.33%,44,4.55%,54.55%,40.91%
42778,Jalen Love,Denver,2013,So,51,11.76%,41.18%,15.69%,43.14%,11.76%,35,2.86%,51.43%,45.71%
22532,Griffin McKenzie,Denver,2013,Jr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
31724,Brett Olson,Denver,2013,Jr,99,21.21%,50.51%,14.14%,34.34%,10.10%,57,3.51%,54.39%,42.11%
42779,Bryant Rucker,Denver,2013,So,27,29.63%,55.56%,11.11%,33.33%,14.81%,20,0.00%,60.00%,40.00%
42780,Dom Samac,Denver,2013,So,9,0.00%,33.33%,11.11%,55.56%,0.00%,5,0.00%,60.00%,40.00%
23034,Chris Udofia,Denver,2013,Sr,116,6.90%,25.00%,6.03%,68.10%,0.00%,51,5.88%,50.98%,43.14%
31725,Charles Webb,Denver,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28975,Jamee Crockett,DePaul,2013,Jr,6,33.33%,33.33%,50.00%,16.67%,16.67%,13,7.69%,7.69%,84.62%
57009,R.J. Curington,DePaul,2013,Fr,3,33.33%,33.33%,66.67%,0.00%,0.00%,7,28.57%,57.14%,14.29%
42384,Cory Dolins,DePaul,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
41395,Billy Garrett,DePaul,2013,Fr,86,23.26%,36.05%,18.60%,45.35%,6.98%,63,11.11%,63.49%,25.40%
57008,"Tommy Hamilton, Jr.",DePaul,2013,Fr,25,12.00%,36.00%,28.00%,36.00%,8.00%,57,10.53%,36.84%,52.63%
3992,Sandi Marcius,DePaul,2013,Sr,5,20.00%,40.00%,40.00%,20.00%,0.00%,39,23.08%,33.33%,43.59%
42385,DeJuan Marrero,DePaul,2013,Fr,4,0.00%,25.00%,75.00%,0.00%,0.00%,7,0.00%,28.57%,71.43%
42382,Durrell McDonald,DePaul,2013,So,36,36.11%,58.33%,8.33%,33.33%,16.67%,29,3.45%,68.97%,27.59%
23872,Edwind McGhee,DePaul,2013,Sr,3,33.33%,0.00%,33.33%,66.67%,0.00%,3,0.00%,100.00%,0.00%
28978,Charles McKinney,DePaul,2013,Jr,27,33.33%,40.74%,11.11%,48.15%,7.41%,27,3.70%,51.85%,44.44%
22397,Cleveland Melvin,DePaul,2013,Sr,18,16.67%,50.00%,16.67%,33.33%,0.00%,32,18.75%,50.00%,31.25%
31705,Forrest Robinson,DePaul,2013,Jr,7,0.00%,28.57%,0.00%,71.43%,0.00%,11,27.27%,45.45%,27.27%
42383,Peter Ryckbosch,DePaul,2013,So,0,NA,NA,NA,NA,NA,7,42.86%,42.86%,14.29%
57007,Greg Sequele,DePaul,2013,Jr,3,100.00%,100.00%,0.00%,0.00%,33.33%,10,10.00%,30.00%,60.00%
22399,Brandon Young,DePaul,2013,Sr,110,30.00%,29.09%,9.09%,61.82%,7.27%,94,2.13%,59.57%,38.30%
23737,Evan Bruinsma,Detroit-Mercy,2013,Sr,58,29.31%,39.66%,17.24%,43.10%,13.79%,77,12.99%,41.56%,45.45%
24211,Carlton Brundidge,Detroit-Mercy,2013,So,46,45.65%,32.61%,17.39%,50.00%,10.87%,50,2.00%,42.00%,56.00%
57258,Matthew Grant,Detroit-Mercy,2013,Fr,36,33.33%,25.00%,2.78%,72.22%,2.78%,30,13.33%,46.67%,40.00%
23972,"Juwan Howard, Jr.",Detroit-Mercy,2013,Jr,64,28.13%,34.38%,10.94%,53.13%,7.81%,61,9.84%,39.34%,50.82%
42889,Jermaine Lippert,Detroit-Mercy,2013,Sr,15,6.67%,26.67%,33.33%,40.00%,0.00%,16,6.25%,56.25%,37.50%
42890,Ugochukwu Njoku,Detroit-Mercy,2013,Sr,13,23.08%,46.15%,7.69%,46.15%,7.69%,30,20.00%,30.00%,50.00%
31511,Patrick Onwenu,Detroit-Mercy,2013,Jr,13,53.85%,46.15%,7.69%,38.46%,7.69%,39,17.95%,43.59%,38.46%
42891,Olumide Solanke,Detroit-Mercy,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
57259,Jarod Williams,Detroit-Mercy,2013,Fr,57,40.35%,43.86%,17.54%,38.60%,10.53%,46,6.52%,56.52%,36.96%
42892,Anton Wilson,Detroit-Mercy,2013,So,40,12.50%,50.00%,22.50%,27.50%,7.50%,27,3.70%,59.26%,37.04%
57153,Trevor Berkeley,Drake,2013,Jr,13,7.69%,7.69%,23.08%,69.23%,0.00%,23,8.70%,69.57%,21.74%
57154,Chris Caird,Drake,2013,Jr,38,23.68%,50.00%,10.53%,39.47%,2.63%,40,2.50%,62.50%,35.00%
42587,Richard Carter,Drake,2013,Sr,109,25.69%,26.61%,14.68%,58.72%,2.75%,70,2.86%,57.14%,40.00%
57155,Blake Danielak,Drake,2013,Fr,6,16.67%,50.00%,16.67%,33.33%,16.67%,11,0.00%,54.55%,45.45%
28826,Jordan Daniels,Drake,2013,So,58,24.14%,32.76%,6.90%,58.62%,3.45%,40,0.00%,70.00%,30.00%
27810,Jacob Enevold-Jensen,Drake,2013,Fr,7,14.29%,28.57%,0.00%,71.43%,0.00%,36,16.67%,44.44%,38.89%
7166,Aaron Hawley,Drake,2013,Sr,18,11.11%,50.00%,5.56%,44.44%,0.00%,34,0.00%,76.47%,23.53%
9318,Karl Madison,Drake,2013,So,41,12.20%,34.15%,14.63%,51.22%,0.00%,29,6.90%,44.83%,48.28%
30556,Mitch McLaughlin,Drake,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42591,Robert Puleikis,Drake,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42592,Gary Ricks Mondragon,Drake,2013,RS-Sr,27,29.63%,48.15%,7.41%,44.44%,0.00%,7,0.00%,42.86%,57.14%
61255,A.J. Rutter,Drake,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42593,Daddy Ugbede,Drake,2013,So,4,0.00%,50.00%,25.00%,25.00%,0.00%,19,15.79%,5.26%,78.95%
7181,Seth VanDeest,Drake,2013,Sr,29,13.79%,44.83%,3.45%,51.72%,0.00%,27,29.63%,33.33%,37.04%
31226,Kazembe Abif,Drexel,2013,Jr,5,40.00%,80.00%,0.00%,20.00%,20.00%,14,50.00%,42.86%,7.14%
31228,Tavon Allen,Drexel,2013,So,53,20.75%,47.17%,18.87%,33.96%,5.66%,44,9.09%,47.73%,43.18%
58204,Mohamed Bah,Drexel,2013,Fr,2,0.00%,0.00%,50.00%,50.00%,0.00%,3,0.00%,33.33%,66.67%
58205,Major Canady,Drexel,2013,Fr,25,20.00%,12.00%,20.00%,68.00%,0.00%,16,18.75%,68.75%,12.50%
18539,Chris Fouch,Drexel,2013,Sr,57,17.54%,49.12%,24.56%,26.32%,7.02%,37,10.81%,54.05%,35.14%
58206,Khris Lane,Drexel,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
31229,Damion Lee,Drexel,2013,RS-Jr,10,30.00%,40.00%,20.00%,40.00%,10.00%,7,14.29%,28.57%,57.14%
23643,Jake Lerner,Drexel,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
