GMID,Name,School,Year,Grade,AST,PercATrans,PercARim,PercA2PJ,PercA3P,PercADunks,TO,PercTOFoul,PercTOStea,PercTOMisc
17909,Tommy Brenton,Stony Brook,2011,Jr,100,21.00%,40.00%,19.00%,41.00%,7.00%,60,8.33%,56.67%,35.00%
17901,Danny Carter,Stony Brook,2011,Sr,5,0.00%,20.00%,20.00%,60.00%,20.00%,9,11.11%,22.22%,66.67%
22648,Dave Coley,Stony Brook,2011,So,37,16.22%,51.35%,5.41%,43.24%,8.11%,61,6.56%,42.62%,50.82%
17898,Bryan Dougher,Stony Brook,2011,Sr,46,19.57%,39.13%,30.43%,30.43%,2.17%,36,11.11%,69.44%,19.44%
17904,Leonard Hayes,Stony Brook,2011,Jr,30,23.33%,20.00%,20.00%,60.00%,0.00%,17,17.65%,35.29%,47.06%
22647,Anthony Jackson,Stony Brook,2011,So,19,31.58%,47.37%,15.79%,36.84%,10.53%,31,3.23%,61.29%,35.48%
17900,Dallis Joyner,Stony Brook,2011,Sr,24,12.50%,37.50%,8.33%,54.17%,0.00%,56,8.93%,28.57%,62.50%
17903,Eric McAlister,Stony Brook,2011,So,4,50.00%,25.00%,0.00%,75.00%,0.00%,8,25.00%,12.50%,62.50%
22650,Al Rapier,Stony Brook,2011,Sr,30,16.67%,40.00%,6.67%,53.33%,10.00%,55,12.73%,49.09%,38.18%
22649,Ben Resner,Stony Brook,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17905,Marcus Rouse,Stony Brook,2011,Jr,12,50.00%,33.33%,0.00%,66.67%,16.67%,16,12.50%,50.00%,37.50%
24158,Michael Carter-Williams,Syracuse,2011,Fr,30,53.33%,60.00%,16.67%,23.33%,26.67%,12,0.00%,58.33%,41.67%
24156,Rakeem Christmas,Syracuse,2011,Fr,6,0.00%,66.67%,16.67%,16.67%,0.00%,17,23.53%,47.06%,29.41%
22424,Russ DeRemer,Syracuse,2011,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
9362,C.J. Fair,Syracuse,2011,So,25,36.00%,32.00%,24.00%,44.00%,8.00%,25,4.00%,68.00%,28.00%
22422,Nolan Hart,Syracuse,2011,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6523,Griffin Hoffmann,Syracuse,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6530,Scoop Jardine,Syracuse,2011,Sr,170,41.18%,50.59%,13.53%,35.88%,31.18%,83,3.61%,56.63%,39.76%
6528,Mookie Jones,Syracuse,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6525,Kris Joseph,Syracuse,2011,Sr,52,30.77%,42.31%,17.31%,38.46%,13.46%,52,15.38%,38.46%,46.15%
22423,Baye Moussa Keita,Syracuse,2011,So,2,0.00%,50.00%,50.00%,0.00%,0.00%,11,18.18%,36.36%,45.45%
6526,Matt Lyde-Cajuste,Syracuse,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
7105,Fab Melo,Syracuse,2011,So,19,15.79%,68.42%,5.26%,26.32%,10.53%,40,15.00%,42.50%,42.50%
30406,Albert Nassar,Syracuse,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6521,Brandon Reese,Syracuse,2011,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6529,Nick Resavy,Syracuse,2011,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6524,James Southerland,Syracuse,2011,Jr,9,22.22%,66.67%,11.11%,22.22%,33.33%,10,0.00%,70.00%,30.00%
6527,Matt Tomaszewski,Syracuse,2011,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2282,Brandon Triche,Syracuse,2011,Jr,90,43.33%,38.89%,24.44%,35.56%,15.56%,49,8.16%,55.10%,36.73%
9280,Dion Waiters,Syracuse,2011,So,75,36.00%,41.33%,14.67%,44.00%,18.67%,44,13.64%,38.64%,47.73%
30626,Kyan Anderson,Texas Christian,2011,Fr,83,31.33%,33.73%,20.48%,45.78%,8.43%,61,1.64%,49.18%,49.18%
24960,Nate Butler-Lind,Texas Christian,2011,Jr,26,19.23%,50.00%,19.23%,30.77%,11.54%,30,6.67%,43.33%,50.00%
22375,J.R. Cadot,Texas Christian,2011,Sr,44,27.27%,43.18%,9.09%,47.73%,4.55%,47,4.26%,40.43%,55.32%
30625,Connell Crossland,Texas Christian,2011,Jr,16,50.00%,37.50%,12.50%,50.00%,6.25%,14,14.29%,57.14%,28.57%
22376,Amric Fields,Texas Christian,2011,So,26,26.92%,26.92%,15.38%,57.69%,7.69%,34,8.82%,26.47%,64.71%
9947,Garlon Green,Texas Christian,2011,Jr,23,26.09%,21.74%,21.74%,56.52%,4.35%,40,5.00%,35.00%,60.00%
9944,Cheick Kone,Texas Christian,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30627,Adrick McKinney,Texas Christian,2011,Jr,23,17.39%,39.13%,17.39%,43.48%,4.35%,50,8.00%,36.00%,56.00%
22377,Thomas Montigel,Texas Christian,2011,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
22379,Jarvis Ray,Texas Christian,2011,So,3,33.33%,0.00%,66.67%,33.33%,0.00%,5,0.00%,40.00%,60.00%
3705,Hank Thorns,Texas Christian,2011,Sr,141,35.46%,48.94%,11.35%,39.72%,13.48%,101,7.92%,48.51%,43.56%
10874,Craig Williams,Texas Christian,2011,Sr,14,7.14%,57.14%,7.14%,35.71%,0.00%,31,22.58%,29.03%,48.39%
31966,Chris Zurcher,Texas Christian,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
22529,Aaron Brown,Temple,2011,So,20,30.00%,45.00%,5.00%,50.00%,10.00%,9,0.00%,77.78%,22.22%
30601,Will Cummings,Temple,2011,Fr,4,0.00%,25.00%,25.00%,50.00%,0.00%,13,23.08%,53.85%,23.08%
10885,T.J. DiLeo,Temple,2011,Jr,27,33.33%,40.74%,7.41%,51.85%,18.52%,15,6.67%,40.00%,53.33%
10879,Micheal Eric,Temple,2011,Sr,14,14.29%,50.00%,14.29%,35.71%,0.00%,28,3.57%,50.00%,46.43%
10876,Juan Fernandez,Temple,2011,Sr,116,28.45%,48.28%,25.86%,25.86%,6.90%,72,5.56%,68.06%,26.39%
10875,Jake Godino,Temple,2011,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
10881,Rahlir Hollis-Jefferson,Temple,2011,Jr,76,19.74%,39.47%,7.89%,52.63%,1.32%,55,12.73%,36.36%,50.91%
22527,Anthony Lee,Temple,2011,Fr,6,50.00%,50.00%,0.00%,50.00%,0.00%,29,17.24%,27.59%,55.17%
22528,Jimmy McDonnell,Temple,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
10882,Ramone Moore,Temple,2011,Sr,102,31.37%,49.02%,16.67%,34.31%,12.75%,79,13.92%,41.77%,44.30%
30602,Nick Pendergast,Temple,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
10877,Khalif Wyatt,Temple,2011,Jr,93,37.63%,46.24%,12.90%,40.86%,12.90%,72,5.56%,41.67%,52.78%
3867,Muniru Bawa,Tennessee State,2011,So,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
31380,Kharon Butcher,Tennessee State,2011,Fr,15,40.00%,33.33%,13.33%,53.33%,13.33%,14,14.29%,57.14%,28.57%
19399,Chris Conner,Tennessee State,2011,Jr,5,20.00%,0.00%,40.00%,60.00%,0.00%,6,16.67%,50.00%,33.33%
11707,Robert Covington,Tennessee State,2011,Jr,43,32.56%,46.51%,13.95%,39.53%,11.63%,75,12.00%,52.00%,36.00%
10058,Jordan Cyphers,Tennessee State,2011,Jr,22,22.73%,22.73%,22.73%,54.55%,4.55%,39,15.38%,33.33%,51.28%
11708,Tashan Fredrick,Tennessee State,2011,Jr,5,20.00%,40.00%,60.00%,0.00%,0.00%,2,0.00%,100.00%,0.00%
22458,Michael Green,Tennessee State,2011,So,0,NA,NA,NA,NA,NA,12,8.33%,66.67%,25.00%
31381,Jay Harris (2),Tennessee State,2011,Fr,17,52.94%,47.06%,23.53%,29.41%,11.76%,35,2.86%,54.29%,42.86%
22461,Patrick Miller,Tennessee State,2011,So,113,44.25%,43.36%,10.62%,46.02%,15.04%,74,8.11%,36.49%,55.41%
22462,Kenny Moore,Tennessee State,2011,Sr,32,18.75%,34.38%,25.00%,40.63%,9.38%,31,12.90%,45.16%,41.94%
11709,Wil Peters,Tennessee State,2011,Sr,106,43.40%,36.79%,12.26%,50.94%,10.38%,78,3.85%,53.85%,42.31%
22463,M.J. Rhett,Tennessee State,2011,Fr,13,23.08%,61.54%,0.00%,38.46%,30.77%,30,6.67%,30.00%,63.33%
7298,Kellen Thornton,Tennessee State,2011,Jr,17,23.53%,41.18%,5.88%,52.94%,23.53%,37,10.81%,32.43%,56.76%
11831,Zach Bailey,Tennessee Tech ,2011,Sr,31,38.71%,35.48%,25.81%,38.71%,3.23%,43,13.95%,48.84%,37.21%
11829,Terrell Barnes,Tennessee Tech ,2011,Jr,41,29.27%,56.10%,12.20%,31.71%,7.32%,24,8.33%,41.67%,50.00%
11826,Jud Dillard,Tennessee Tech ,2011,Jr,40,35.00%,45.00%,25.00%,30.00%,15.00%,73,13.70%,39.73%,46.58%
11823,Chase Dunn,Tennessee Tech ,2011,So,14,57.14%,71.43%,14.29%,14.29%,14.29%,12,8.33%,58.33%,33.33%
22485,Mitchell Hill,Tennessee Tech ,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
11828,Riley Hunley,Tennessee Tech ,2011,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
11820,Bassey Inameti,Tennessee Tech ,2011,Sr,12,8.33%,41.67%,25.00%,33.33%,0.00%,35,14.29%,31.43%,54.29%
22484,Javon McKay,Tennessee Tech ,2011,Fr,9,11.11%,66.67%,22.22%,11.11%,22.22%,9,22.22%,33.33%,44.44%
6166,Liam McMorrow,Tennessee Tech ,2011,Sr,9,11.11%,44.44%,22.22%,33.33%,11.11%,31,29.03%,29.03%,41.94%
11827,Kevin Murphy,Tennessee Tech ,2011,Sr,68,30.88%,60.29%,19.12%,20.59%,13.24%,101,13.86%,44.55%,41.58%
22466,Dennis Ogbe,Tennessee Tech ,2011,So,8,12.50%,50.00%,12.50%,37.50%,25.00%,17,17.65%,58.82%,23.53%
5668,Zac Swansey,Tennessee Tech ,2011,Sr,183,37.16%,54.64%,18.58%,26.78%,17.49%,107,0.93%,57.94%,41.12%
28782,Galen Campbell,Tennessee,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
9411,Trae Golden,Tennessee,2011,So,147,29.25%,45.58%,8.16%,46.26%,12.93%,94,1.06%,64.89%,34.04%
5916,Kenny Hall,Tennessee,2011,Jr,8,12.50%,62.50%,0.00%,37.50%,25.00%,30,10.00%,43.33%,46.67%
20989,Ryan Kilmartin,Tennessee,2011,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28784,Brandon Lopez,Tennessee,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28785,Yemi Makanjuola,Tennessee,2011,Fr,3,66.67%,33.33%,0.00%,66.67%,0.00%,7,14.29%,57.14%,28.57%
3544,Jeronne Maymon,Tennessee,2011,Jr,39,28.21%,46.15%,2.56%,51.28%,17.95%,79,10.13%,53.16%,36.71%
5921,Skylar McBee,Tennessee,2011,Jr,23,26.09%,52.17%,17.39%,30.43%,17.39%,24,0.00%,41.67%,58.33%
9345,Jordan McRae,Tennessee,2011,So,49,18.37%,34.69%,28.57%,36.73%,6.12%,48,6.25%,43.75%,50.00%
6230,Dwight Miller,Tennessee,2011,Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,4,50.00%,0.00%,50.00%
14427,Rob Murphy,Tennessee,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28787,Josh Richardson,Tennessee,2011,Fr,19,21.05%,21.05%,5.26%,73.68%,5.26%,27,3.70%,59.26%,37.04%
24264,Jarnell Stokes,Tennessee,2011,Fr,10,20.00%,60.00%,20.00%,20.00%,10.00%,31,6.45%,54.84%,38.71%
23465,Tyler Summitt,Tennessee,2011,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
5912,Cam Tatum,Tennessee,2011,Sr,82,15.85%,39.02%,17.07%,43.90%,12.20%,60,1.67%,53.33%,45.00%
28786,Wes Washpun,Tennessee,2011,Fr,19,47.37%,31.58%,10.53%,57.89%,5.26%,11,9.09%,54.55%,36.36%
5920,Renaldo Woolridge,Tennessee,2011,Jr,7,28.57%,28.57%,14.29%,57.14%,0.00%,12,33.33%,33.33%,33.33%
9387,Daniel Alexander,Texas A&M,2011,Fr,8,0.00%,12.50%,37.50%,50.00%,12.50%,16,12.50%,31.25%,56.25%
23314,Alex Baird,Texas A&M,2011,Sr,3,0.00%,33.33%,0.00%,66.67%,0.00%,1,0.00%,0.00%,100.00%
24194,Jamal Branch,Texas A&M,2011,Fr,22,36.36%,54.55%,31.82%,13.64%,13.64%,20,0.00%,75.00%,25.00%
23317,Keith Davis,Texas A&M,2011,So,8,0.00%,37.50%,25.00%,37.50%,0.00%,29,27.59%,31.03%,41.38%
28937,Jordan Green,Texas A&M,2011,Fr,31,41.94%,51.61%,25.81%,22.58%,12.90%,34,20.59%,35.29%,44.12%
4284,Dash Harris,Texas A&M,2011,Sr,91,35.16%,38.46%,23.08%,38.46%,5.49%,39,7.69%,71.79%,20.51%
4293,Naji Hibbert,Texas A&M,2011,Jr,30,20.00%,26.67%,43.33%,30.00%,6.67%,20,0.00%,45.00%,55.00%
23316,Jarod Jahns,Texas A&M,2011,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28936,Grant Jolly,Texas A&M,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
5757,Zach Kinsley,Texas A&M,2011,Sr,3,0.00%,0.00%,100.00%,0.00%,0.00%,8,12.50%,25.00%,62.50%
4285,David Loubeau,Texas A&M,2011,Sr,17,0.00%,35.29%,11.76%,52.94%,11.76%,57,31.58%,38.60%,29.82%
23315,Blake McDonald,Texas A&M,2011,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
4294,Khris Middleton,Texas A&M,2011,Jr,42,38.10%,50.00%,14.29%,35.71%,9.52%,42,7.14%,59.52%,33.33%
9402,Kourtney Roberson,Texas A&M,2011,RS-So,0,NA,NA,NA,NA,NA,11,9.09%,45.45%,45.45%
6967,Elston Turner,Texas A&M,2011,Jr,64,26.56%,29.69%,28.13%,42.19%,3.13%,62,9.68%,46.77%,43.55%
4295,Ray Turner,Texas A&M,2011,Jr,8,25.00%,25.00%,37.50%,37.50%,25.00%,43,11.63%,41.86%,46.51%
15284,Aaron Clayborn,Texas Southern,2011,So,10,20.00%,50.00%,30.00%,20.00%,10.00%,33,15.15%,36.36%,48.48%
23175,Keithtrick Denson,Texas Southern,2011,Sr,1,100.00%,0.00%,100.00%,0.00%,0.00%,1,0.00%,100.00%,0.00%
31512,Dexter Ellington,Texas Southern,2011,Jr,58,31.03%,51.72%,13.79%,34.48%,24.14%,73,9.59%,49.32%,41.10%
31518,Madarious Gibbs,Texas Southern,2011,Fr,55,40.00%,32.73%,9.09%,58.18%,12.73%,71,9.86%,57.75%,32.39%
15290,Lawrence Johnson-Danner,Texas Southern,2011,So,27,25.93%,48.15%,14.81%,37.04%,14.81%,35,2.86%,37.14%,60.00%
7698,Daquan Joyner,Texas Southern,2011,Sr,12,41.67%,41.67%,16.67%,33.33%,16.67%,23,4.35%,60.87%,34.78%
23174,Daniel King,Texas Southern,2011,Sr,18,22.22%,33.33%,16.67%,50.00%,0.00%,29,20.69%,37.93%,41.38%
31511,Patrick Onwenu,Texas Southern,2011,Fr,8,25.00%,37.50%,12.50%,50.00%,0.00%,19,10.53%,42.11%,47.37%
31516,Jabari Peters,Texas Southern,2011,Fr,11,27.27%,72.73%,0.00%,27.27%,9.09%,7,0.00%,42.86%,57.14%
12780,Timothy Price,Texas Southern,2011,Sr,5,20.00%,20.00%,20.00%,60.00%,0.00%,20,10.00%,45.00%,45.00%
31515,DeAngelo Scott,Texas Southern,2011,Sr,20,20.00%,40.00%,25.00%,30.00%,15.00%,45,2.22%,42.22%,55.56%
31514,Omar Strong,Texas Southern,2011,Jr,48,41.67%,43.75%,20.83%,33.33%,10.42%,55,5.45%,56.36%,38.18%
31513,Fred Sturdivant,Texas Southern,2011,Jr,13,38.46%,15.38%,30.77%,53.85%,0.00%,50,22.00%,24.00%,54.00%
31853,Dante Bachus,Texas State,2011,Fr,1,100.00%,100.00%,0.00%,0.00%,0.00%,5,20.00%,60.00%,20.00%
31855,Gordon Ball,Texas State,2011,Jr,6,0.00%,50.00%,16.67%,33.33%,0.00%,20,10.00%,30.00%,60.00%
21999,John Bowman,Texas State,2011,Sr,31,19.35%,35.48%,16.13%,48.39%,3.23%,46,13.04%,36.96%,50.00%
23001,Basil Brown,Texas State,2011,Fr,9,33.33%,44.44%,11.11%,44.44%,0.00%,7,14.29%,28.57%,57.14%
31854,Xavier Dade,Texas State,2011,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,0.00%,100.00%
31852,Wesley Davis,Texas State,2011,Fr,33,48.48%,39.39%,21.21%,39.39%,3.03%,27,3.70%,74.07%,22.22%
23004,Nick Hinton,Texas State,2011,Fr,3,66.67%,33.33%,0.00%,66.67%,0.00%,17,11.76%,35.29%,52.94%
23007,Travis Jones,Texas State,2011,Sr,24,50.00%,41.67%,16.67%,41.67%,0.00%,31,12.90%,41.94%,45.16%
31851,Vonn Jones,Texas State,2011,Jr,103,41.75%,43.69%,16.50%,39.81%,4.85%,50,8.00%,60.00%,32.00%
23003,Jordan Kirschke,Texas State,2011,Jr,1,100.00%,0.00%,100.00%,0.00%,0.00%,2,50.00%,0.00%,50.00%
23005,Reid Koenen,Texas State,2011,So,22,45.45%,63.64%,9.09%,27.27%,4.55%,35,17.14%,45.71%,37.14%
31857,Luke Mergerson,Texas State,2011,Fr,2,100.00%,0.00%,0.00%,50.00%,0.00%,1,0.00%,0.00%,100.00%
3794,Eddie Rios,Texas State,2011,Sr,42,35.71%,26.19%,11.90%,61.90%,0.00%,38,5.26%,52.63%,42.11%
9853,Matt Staff,Texas State,2011,Jr,45,20.00%,46.67%,8.89%,44.44%,2.22%,47,2.13%,48.94%,48.94%
20234,Brooks Ybarra,Texas State,2011,Sr,36,30.56%,30.56%,16.67%,52.78%,2.78%,39,5.13%,41.03%,53.85%
28844,Luke Adams,Texas Tech,2011,Fr,23,17.39%,39.13%,34.78%,26.09%,8.70%,32,3.13%,59.38%,37.50%
4306,Jaye Crockett,Texas Tech,2011,So,30,16.67%,46.67%,23.33%,30.00%,3.33%,64,14.06%,46.88%,39.06%
28846,Toddrick Gotcher,Texas Tech,2011,RS-Fr,23,26.09%,52.17%,17.39%,30.43%,26.09%,13,0.00%,38.46%,61.54%
28849,Clark Lammert,Texas Tech,2011,Fr,3,0.00%,66.67%,33.33%,0.00%,33.33%,4,50.00%,25.00%,25.00%
4131,Robert Lewandowski,Texas Tech,2011,Sr,32,9.38%,50.00%,21.88%,28.13%,12.50%,60,10.00%,41.67%,48.33%
28850,Biggie Minnis,Texas Tech,2011,Fr,35,25.71%,42.86%,22.86%,34.29%,25.71%,49,10.20%,55.10%,34.69%
28851,Jaron Nash,Texas Tech,2011,Fr,2,100.00%,100.00%,0.00%,0.00%,0.00%,17,29.41%,23.53%,47.06%
25012,Ty Nurse,Texas Tech,2011,Jr,50,16.00%,16.00%,36.00%,48.00%,8.00%,49,26.53%,32.65%,40.82%
28852,Terran Petteway,Texas Tech,2011,Fr,19,21.05%,31.58%,36.84%,31.58%,15.79%,35,14.29%,40.00%,45.71%
28854,Jordan Tolbert,Texas Tech,2011,Fr,15,20.00%,53.33%,0.00%,46.67%,6.67%,73,20.55%,36.99%,42.47%
28855,Kevin Wagner,Texas Tech,2011,Fr,26,38.46%,30.77%,26.92%,42.31%,19.23%,18,11.11%,72.22%,16.67%
23319,Javarez Willis,Texas Tech,2011,So,54,18.52%,42.59%,22.22%,35.19%,14.81%,59,5.08%,64.41%,30.51%
28938,Jaylen Bond,Texas,2011,Fr,10,20.00%,50.00%,20.00%,30.00%,0.00%,16,18.75%,50.00%,31.25%
4280,J'Covan Brown,Texas,2011,Jr,117,30.77%,50.43%,18.80%,30.77%,17.95%,86,10.47%,48.84%,40.70%
4273,Clint Chapman,Texas,2011,Sr,8,12.50%,62.50%,25.00%,12.50%,12.50%,33,21.21%,42.42%,36.36%
4279,Andrew Dick,Texas,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
26603,Sterling Gibbs,Texas,2011,Fr,15,26.67%,0.00%,80.00%,20.00%,0.00%,22,31.82%,45.45%,22.73%
24198,Jonathan Holmes,Texas,2011,Fr,15,20.00%,46.67%,6.67%,46.67%,6.67%,42,23.81%,40.48%,35.71%
24149,Myck Kabongo,Texas,2011,Fr,166,37.35%,32.53%,22.89%,43.98%,6.63%,94,9.57%,55.32%,35.11%
24218,Julien Lewis,Texas,2011,Fr,23,8.70%,43.48%,8.70%,47.83%,8.70%,39,7.69%,41.03%,51.28%
24189,Sheldon Mac,Texas,2011,Fr,20,15.00%,35.00%,20.00%,45.00%,10.00%,29,10.34%,41.38%,48.28%
4278,Dean Melchionni,Texas,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
4272,Alexis Wangmene,Texas,2011,Sr,7,0.00%,14.29%,85.71%,0.00%,0.00%,29,17.24%,31.03%,51.72%
31666,C.J. Bray,Citadel,2011,Fr,15,6.67%,73.33%,20.00%,6.67%,13.33%,26,7.69%,65.38%,26.92%
21138,Nathan Conley,Citadel,2011,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
21137,Mike Groselle,Citadel,2011,Jr,49,10.20%,38.78%,12.24%,48.98%,0.00%,56,7.14%,50.00%,42.86%
31667,Marshall Harris III,Citadel,2011,Fr,74,28.38%,41.89%,14.86%,43.24%,2.70%,60,8.33%,56.67%,35.00%
21127,Bo Holston,Citadel,2011,Jr,29,10.34%,62.07%,17.24%,20.69%,0.00%,51,7.84%,43.14%,49.02%
31668,P.J. Horgan,Citadel,2011,Fr,2,0.00%,50.00%,0.00%,50.00%,0.00%,3,0.00%,66.67%,33.33%
21144,Will Keistler,Citadel,2011,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
31670,Lawrence Miller,Citadel,2011,Fr,32,34.38%,62.50%,12.50%,25.00%,3.13%,27,3.70%,51.85%,44.44%
31671,Ashton Moore,Citadel,2011,Fr,42,14.29%,47.62%,21.43%,30.95%,4.76%,52,9.62%,59.62%,30.77%
21131,Cosmo Morabbi,Citadel,2011,Sr,37,16.22%,35.14%,24.32%,40.54%,0.00%,30,6.67%,53.33%,40.00%
31672,Jordan Robertson,Citadel,2011,Fr,7,0.00%,57.14%,14.29%,28.57%,0.00%,19,0.00%,52.63%,47.37%
22935,Barry Smith,Citadel,2011,So,12,16.67%,58.33%,16.67%,25.00%,8.33%,14,7.14%,42.86%,50.00%
22951,DeVontae Wright,Citadel,2011,So,71,21.13%,33.80%,19.72%,46.48%,2.82%,48,0.00%,60.42%,39.58%
31323,Julius Brown,Toledo,2011,Fr,170,20.00%,51.76%,12.35%,35.88%,5.29%,103,4.85%,69.90%,25.24%
4176,Dominique Buckley,Toledo,2011,Jr,98,39.80%,43.88%,20.41%,34.69%,4.08%,69,5.80%,49.28%,44.93%
23966,Delino Dear,Toledo,2011,So,4,25.00%,25.00%,50.00%,25.00%,0.00%,17,23.53%,23.53%,52.94%
9850,Curtis Dennis,Toledo,2011,Jr,35,37.14%,40.00%,17.14%,42.86%,5.71%,35,11.43%,42.86%,45.71%
31324,James Ewing,Toledo,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
23967,Reese Holliday,Toledo,2011,So,39,7.69%,30.77%,25.64%,43.59%,2.56%,61,18.03%,44.26%,37.70%
31325,Ryan Majerle,Toledo,2011,Fr,7,28.57%,57.14%,0.00%,42.86%,28.57%,6,0.00%,66.67%,33.33%
31326,A.J. Mathew,Toledo,2011,Fr,8,0.00%,0.00%,25.00%,75.00%,0.00%,4,0.00%,75.00%,25.00%
15537,Rian Pearson,Toledo,2011,So,67,41.79%,41.79%,8.96%,49.25%,2.99%,87,10.34%,58.62%,31.03%
69375,Zach Riddle,Toledo,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
15534,Matt Smith,Toledo,2011,So,7,14.29%,28.57%,42.86%,28.57%,0.00%,39,17.95%,38.46%,43.59%
23970,Richard Wonnell,Toledo,2011,So,2,0.00%,0.00%,0.00%,100.00%,0.00%,12,33.33%,50.00%,16.67%
31261,Will Adams,Towson,2011,Fr,9,11.11%,55.56%,22.22%,22.22%,33.33%,19,10.53%,47.37%,42.11%
31281,Bryan Blackstone,Towson,2011,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
31262,Christian Collins,Towson,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
31280,Deyon Cook,Towson,2011,Sr,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
31263,Marcus Damas,Towson,2011,So,42,26.19%,54.76%,23.81%,21.43%,23.81%,75,9.33%,62.67%,28.00%
23681,Jamel Flash,Towson,2011,Fr,0,NA,NA,NA,NA,NA,4,25.00%,25.00%,50.00%
23683,Alex Giergen,Towson,2011,Fr,2,50.00%,50.00%,50.00%,0.00%,0.00%,13,15.38%,53.85%,30.77%
18893,Erique Gumbs,Towson,2011,So,17,17.65%,52.94%,29.41%,17.65%,17.65%,58,15.52%,53.45%,31.03%
31264,Deon Jones,Towson,2011,Fr,34,14.71%,32.35%,38.24%,26.47%,8.82%,83,12.05%,55.42%,32.53%
18898,Robert Nwankwo,Towson,2011,Sr,13,7.69%,23.08%,38.46%,38.46%,15.38%,62,14.52%,40.32%,45.16%
31265,Jervon Pressley,Towson,2011,Fr,7,0.00%,71.43%,14.29%,14.29%,0.00%,51,25.49%,49.02%,25.49%
31266,Kris Walden,Towson,2011,Fr,86,12.79%,41.86%,24.42%,33.72%,12.79%,125,4.80%,65.60%,29.60%
31694,Ray Chambers,Troy,2011,Jr,6,0.00%,16.67%,0.00%,83.33%,0.00%,19,5.26%,47.37%,47.37%
31692,Daronte Clark,Troy,2011,So,13,38.46%,15.38%,7.69%,76.92%,15.38%,12,0.00%,58.33%,41.67%
23062,Nic Combs,Troy,2011,So,6,100.00%,0.00%,0.00%,100.00%,0.00%,4,0.00%,50.00%,50.00%
20349,Steven Cunningham,Troy,2011,Sr,29,37.93%,37.93%,0.00%,62.07%,6.90%,28,3.57%,46.43%,50.00%
31697,Brian Feldman,Troy,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
31691,Alan Jones,Troy,2011,Jr,14,21.43%,14.29%,7.14%,78.57%,7.14%,24,0.00%,41.67%,58.33%
31690,Emil Jones,Troy,2011,Jr,50,20.00%,26.00%,10.00%,64.00%,8.00%,40,7.50%,42.50%,50.00%
23063,Tim Owens,Troy,2011,Sr,7,14.29%,42.86%,14.29%,42.86%,0.00%,20,5.00%,65.00%,30.00%
8210,R.J. Scott,Troy,2011,So,25,40.00%,16.00%,16.00%,64.00%,4.00%,46,0.00%,41.30%,58.70%
8217,Will Weathers,Troy,2011,Jr,139,41.73%,26.62%,11.51%,61.87%,2.16%,80,2.50%,56.25%,41.25%
31689,Justin Wright,Troy,2011,Jr,31,29.03%,38.71%,6.45%,54.84%,9.68%,39,2.56%,35.90%,61.54%
8648,Tomas Bruha,Tulane,2011,RS-Jr,0,NA,NA,NA,NA,NA,5,0.00%,40.00%,60.00%
