GMID,Name,School,Year,Grade,AST,A2PJ,S2P,A3P,DunkAss,TO,TOFoul,TOSteal,TOMisc
57015,Tyler Clement,Creighton,2014,Fr,13,0,5,8,2,11,2,6,3
81575,Gabriel Connealy,Creighton,2014,Jr,0,0,0,0,0,1,0,0,1
30519,Avery Dingman,Creighton,2014,Sr,28,7,8,13,1,25,3,17,5
81576,Leon Gilmore III,Creighton,2014,Fr,3,0,0,3,0,3,0,1,2
30520,Geoff Groselle,Creighton,2014,Jr,9,0,3,6,0,28,3,17,8
57013,Zach Hanson,Creighton,2014,So,4,0,1,2,0,33,7,14,12
57012,Toby Hegner,Creighton,2014,Fr,25,5,6,14,1,26,5,12,9
10171,Ricky Kreklow,Creighton,2014,Sr,48,5,26,17,3,44,4,21,19
57011,James Milliken,Creighton,2014,Jr,56,3,22,31,4,30,2,16,12
30517,Mogboluwaga Oginni,Creighton,2014,Jr,0,0,0,0,0,3,1,0,2
42585,Isaiah Zierden,Creighton,2014,So,29,2,14,13,1,13,0,7,6
23304,Abdul Ahmed,Cal State Bakersfield,2014,Sr,23,7,11,5,0,22,0,10,12
57648,Aly Ahmed,Cal State Bakersfield,2014,Jr,48,6,24,18,2,72,4,26,42
57647,Jaylin Airington,Cal State Bakersfield,2014,So,59,24,16,19,1,40,3,13,24
81879,Cortez Conners,Cal State Bakersfield,2014,Jr,26,9,9,8,1,25,0,10,15
31134,Tyrell Corbin,Cal State Bakersfield,2014,Sr,74,17,18,39,1,62,0,29,33
23799,Kregg Jones,Cal State Bakersfield,2014,Sr,0,0,0,0,0,11,1,4,6
23671,Javonte Maynor,Cal State Bakersfield,2014,Sr,33,10,14,9,0,36,3,15,18
48790,Kevin Mays,Cal State Bakersfield,2014,Jr,34,7,17,10,1,57,1,33,23
81880,Dashawn Richmond,Cal State Bakersfield,2014,Jr,19,3,9,7,0,30,0,10,20
45262,Dee Wallace,Cal State Bakersfield,2014,Sr,0,0,0,0,0,0,0,0,0
57646,Brent Wrapp,Cal State Bakersfield,2014,Fr,111,19,36,56,1,42,1,21,20
61701,Robert Cid,Cal State Northridge,2014,Sr,0,0,0,0,0,2,0,1,1
80535,Zacarry Douglas,Cal State Northridge,2014,Fr,1,0,1,0,1,0,0,0,0
44751,Landon Drew,Cal State Northridge,2014,Jr,139,59,60,19,11,56,1,38,17
80534,Ajon Efferson,Cal State Northridge,2014,Fr,16,7,6,3,2,16,0,10,6
23390,Devonte Elliott,Cal State Northridge,2014,Sr,29,9,11,9,1,50,0,30,20
44752,Tre Hale-Edmerson,Cal State Northridge,2014,Jr,83,18,48,17,15,62,3,35,24
22813,Stephan Hicks,Cal State Northridge,2014,Sr,46,25,11,10,1,60,2,34,24
31114,Stephen Maxwell,Cal State Northridge,2014,Sr,19,5,9,5,4,67,5,32,30
58195,Aaron Parks,Cal State Northridge,2014,So,58,19,25,14,12,73,5,33,35
80538,Taelin Webb,Cal State Northridge,2014,Fr,52,17,17,18,5,43,2,24,17
43224,Connor Boehm,Dartmouth,2014,Jr,29,1,10,18,1,52,5,23,24
43225,Tommy Carpenter,Dartmouth,2014,Jr,32,5,18,9,0,31,4,11,16
43226,Kevin Crescenzi,Dartmouth,2014,Jr,20,3,12,5,1,19,1,11,7
57333,Wesley Dickinson,Dartmouth,2014,So,2,1,1,0,0,11,1,4,6
43227,Malik Gill,Dartmouth,2014,RS-Jr,93,12,43,38,4,56,7,29,20
30855,John Golden,Dartmouth,2014,Sr,33,7,16,10,0,23,0,12,11
57331,Cole Harrison,Dartmouth,2014,So,2,0,0,2,0,15,6,6,3
57330,Eli Harrison,Dartmouth,2014,So,0,0,0,0,0,0,0,0,0
80709,Taylor Johnson (2),Dartmouth,2014,Fr,8,0,6,2,2,16,1,7,8
30859,Gabas Maldunas,Dartmouth,2014,Sr,45,8,17,20,0,70,9,26,35
43228,Brandon McDonnell,Dartmouth,2014,Jr,1,1,0,0,0,4,1,1,2
43229,Alex Mitola,Dartmouth,2014,Jr,79,17,29,33,2,37,2,23,12
57329,Ike Ngwudo,Dartmouth,2014,So,2,0,0,2,0,1,0,0,1
80710,Cameron Smith,Dartmouth,2014,Fr,2,0,1,1,0,2,0,2,0
80711,Alex Wolf (2),Dartmouth,2014,Fr,0,0,0,0,0,0,0,0,0
80712,Miles Wright,Dartmouth,2014,Fr,9,3,2,4,0,27,2,15,10
80311,Peyton Aldridge,Davidson,2014,Fr,49,3,20,26,5,26,1,20,5
44220,Jordan Barham,Davidson,2014,Jr,34,1,4,29,0,33,2,12,19
44219,Jake Belford,Davidson,2014,RS-Jr,13,0,4,9,1,9,2,2,5
80313,Nathan Ekwu,Davidson,2014,Fr,11,1,3,7,0,28,1,12,15
86229,Kamau Faines,Davidson,2014,Fr,0,0,0,0,0,1,0,1,0
58764,Manu Giamoukis,Davidson,2014,So,1,0,0,1,0,0,0,0,0
58765,Jack Gibbs,Davidson,2014,So,120,8,57,55,9,62,2,39,21
31664,Tyler Kalinoski,Davidson,2014,Sr,130,21,34,75,4,44,4,24,16
22908,Ali Mackay,Davidson,2014,Sr,5,1,2,2,0,2,0,1,1
58766,Andrew McAuliffe,Davidson,2014,So,12,0,4,8,0,14,2,6,6
52994,Oskar Michelsen,Davidson,2014,Fr,27,5,9,13,0,16,0,10,6
44218,Connor Perkey,Davidson,2014,Jr,0,0,0,0,0,1,0,0,1
80315,Rusty Reigel,Davidson,2014,Fr,2,2,0,0,0,2,0,1,1
31309,Brian Sullivan,Davidson,2014,Jr,124,20,30,74,6,45,1,25,19
80316,Jordan Watkins,Davidson,2014,Fr,18,3,4,11,0,13,0,7,6
82862,Matt Williams (2),Davidson,2014,Jr,1,0,1,0,0,3,0,1,2
23098,Ryan Bass,Dayton,2014,Sr,6,1,1,4,0,3,0,3,0
80317,Darrell Davis,Dayton,2014,Fr,23,3,12,8,2,25,3,13,9
56969,Kyle Davis,Dayton,2014,So,88,17,32,39,9,48,6,19,23
24724,Dyshawn Pierre,Dayton,2014,Jr,103,13,44,46,12,72,10,33,29
56970,Kendall Pollard,Dayton,2014,So,37,0,16,21,3,85,12,34,39
42827,Jalen Robinson,Dayton,2014,Jr,7,1,4,2,1,6,0,4,2
27991,Devon Scott,Dayton,2014,Jr,7,1,6,0,2,15,3,7,5
9375,Jordan Sibert,Dayton,2014,Sr,71,19,27,25,3,65,8,28,29
49893,Scoochie Smith,Dayton,2014,So,138,23,42,73,14,72,2,42,28
56972,Bobby Wehrli,Dayton,2014,Jr,10,3,3,4,0,15,6,6,3
23605,Tyshawn Bell,Delaware State,2014,Sr,35,7,12,16,4,31,7,14,10
58550,Charles Burley,Delaware State,2014,Sr,88,18,17,53,5,63,7,28,28
32593,Aric Dickerson,Delaware State,2014,Jr,8,2,2,4,0,25,4,9,12
23606,Kendall Gray,Delaware State,2014,Sr,35,4,15,15,0,70,3,37,30
58551,Larry Haley,Delaware State,2014,Jr,1,0,0,1,0,1,0,1,0
58552,DeAndre Haywood,Delaware State,2014,So,45,9,18,18,5,62,10,31,21
81604,Todd Hughes,Delaware State,2014,Fr,9,1,6,2,1,23,2,14,7
23569,Amere May,Delaware State,2014,Sr,85,11,34,39,14,93,11,41,41
58554,Mrdjan Gasevic,Delaware State,2014,So,4,0,1,3,0,15,2,7,6
58555,Jason Owens,Delaware State,2014,Jr,2,0,2,0,0,7,0,4,3
44433,Scott Sill,Delaware State,2014,So,3,1,1,1,0,8,0,6,2
81606,Artem Tavakalyan,Delaware State,2014,Fr,1,1,0,0,0,5,0,4,1
81607,Quincy Tillinghast,Delaware State,2014,Fr,5,1,1,3,0,4,0,2,2
81608,Kavon Waller,Delaware State,2014,Fr,16,2,4,10,1,24,2,16,6
58556,Kendal Williams,Delaware State,2014,Sr,93,21,38,34,14,48,1,35,12
44702,Tom Allshouse,Delaware,2014,Sr,0,0,0,0,0,0,0,0,0
31223,Kyle Anderson (2),Delaware,2014,Sr,46,9,25,12,7,45,2,28,15
80586,Eric Carter,Delaware,2014,Fr,12,3,6,3,0,20,6,5,9
80587,Chivarsky Corbett,Delaware,2014,Fr,24,5,6,13,1,30,3,15,12
85605,Matt Grassi,Delaware,2014,Fr,1,0,1,0,0,0,0,0,0
58200,Barnett Harris,Delaware,2014,So,9,1,3,4,0,9,3,2,4
58201,Cazmon Hayes,Delaware,2014,So,29,6,8,15,0,37,0,23,14
80588,Kory Holden,Delaware,2014,Fr,144,20,45,79,16,95,3,48,44
44706,Maurice Jeffers,Delaware,2014,So,28,8,10,10,2,49,7,28,14
80589,Skye Johnson,Delaware,2014,Fr,7,0,7,0,2,9,0,4,5
31225,Marvin King-Davis,Delaware,2014,Jr,17,7,8,2,0,25,3,17,5
44704,Sean Locke,Delaware,2014,Jr,1,0,0,1,0,0,0,0,0
80590,Anthony Mosley,Delaware,2014,Fr,36,6,8,22,0,23,1,12,10
58203,Devonne Pinkard,Delaware,2014,So,22,3,4,15,1,20,0,14,6
81489,Daniel Amigo,Denver,2014,Fr,17,0,5,12,0,27,0,12,15
31720,Marcus Byrd,Denver,2014,Jr,54,4,33,17,1,44,1,24,19
81490,Cam Delaney,Denver,2014,Fr,14,0,4,10,0,4,0,3,1
57502,Duke Douglas,Denver,2014,Fr,8,1,2,5,0,17,1,7,9
61283,Josiah Dunn,Denver,2014,So,0,0,0,0,0,0,0,0,0
42777,Nate Engesser,Denver,2014,Jr,69,6,32,30,3,35,2,21,12
31721,Cam Griffin,Denver,2014,Sr,66,4,19,43,1,62,5,30,27
42778,Jalen Love,Denver,2014,Jr,67,3,25,39,6,28,1,12,15
81491,Christian Mackey,Denver,2014,Fr,25,1,9,15,0,18,0,7,11
31724,Brett Olson,Denver,2014,Sr,90,6,63,20,6,52,1,20,31
81492,Jake Pemberton,Denver,2014,Fr,8,1,4,3,0,5,0,2,3
42779,Bryant Rucker,Denver,2014,Jr,39,5,18,16,2,32,1,15,16
28975,Jamee Crockett,DePaul,2014,Sr,43,8,14,21,4,49,1,30,18
57009,R.J. Curington,DePaul,2014,So,5,0,1,4,1,9,0,8,1
42384,Cory Dolins,DePaul,2014,Jr,1,0,0,1,0,1,0,1,0
41395,Billy Garrett,DePaul,2014,So,126,17,30,78,8,74,6,44,24
57008,"Tommy Hamilton, Jr.",DePaul,2014,So,30,6,11,11,2,65,5,25,35
82879,Joe Hanel,DePaul,2014,Fr,2,2,0,0,0,0,0,0,0
10170,Myke Henry,DePaul,2014,Jr,38,4,17,16,7,70,4,34,32
42382,Durrell McDonald,DePaul,2014,Jr,72,14,21,36,6,43,0,29,14
73827,David Molinari,DePaul,2014,Jr,2,1,0,1,0,0,0,0,0
31705,Forrest Robinson,DePaul,2014,Sr,11,0,2,9,0,27,5,11,11
57007,Greg Sequele,DePaul,2014,Sr,0,0,0,0,0,2,1,1,0
80299,Aaron Simpson,DePaul,2014,Jr,36,7,14,15,8,31,1,14,16
80296,Rashaun Stimage,DePaul,2014,Jr,0,0,0,0,0,7,2,1,4
28599,Darrick Wood,DePaul,2014,So,29,7,10,11,1,42,2,27,13
28772,Patrick Ackerman,Detroit-Mercy,2014,Jr,1,1,0,0,0,9,2,2,5
57257,Paris Bass,Detroit-Mercy,2014,Fr,62,15,20,27,3,84,5,43,36
24211,Carlton Brundidge,Detroit-Mercy,2014,Jr,33,8,8,17,2,19,1,9,9
57258,Matthew Grant,Detroit-Mercy,2014,So,54,6,19,29,5,22,1,15,6
80696,Jaleel Hogan,Detroit-Mercy,2014,Fr,8,1,3,4,2,25,17,4,4
23972,"Juwan Howard, Jr.",Detroit-Mercy,2014,Sr,78,11,33,34,10,69,9,32,28
29137,Chris Jenkins,Detroit-Mercy,2014,Fr,24,6,9,9,1,26,1,12,13
52328,Youssoupha Kane,Detroit-Mercy,2014,Jr,7,1,2,4,1,19,3,7,9
26604,Brandan Kearney,Detroit-Mercy,2014,Sr,57,7,23,27,9,47,1,19,27
31511,Patrick Onwenu,Detroit-Mercy,2014,RS-Sr,0,0,0,0,0,1,1,0,0
57259,Jarod Williams,Detroit-Mercy,2014,So,63,12,29,21,8,63,9,29,25
42892,Anton Wilson,Detroit-Mercy,2014,Jr,57,11,20,26,6,43,3,23,17
80851,Ore Arogundade,Drake,2014,Fr,19,4,10,5,3,28,2,15,11
57153,Trevor Berkeley,Drake,2014,Sr,20,6,9,5,0,36,2,21,13
57154,Chris Caird,Drake,2014,Sr,32,10,11,11,1,38,0,20,18
57155,Blake Danielak,Drake,2014,So,0,0,0,0,0,0,0,0,0
28826,Jordan Daniels,Drake,2014,Jr,42,5,16,21,3,30,1,19,10
27810,Jacob Enevold-Jensen,Drake,2014,So,12,0,6,6,0,76,3,32,41
72685,Kory Kuenstling,Drake,2014,Fr,2,0,0,2,0,23,3,7,13
9318,Karl Madison,Drake,2014,Jr,73,11,17,45,1,40,3,22,15
42592,Gary Ricks Mondragon,Drake,2014,Sr,57,8,26,23,3,28,1,16,11
80852,C.J. Rivers,Drake,2014,Fr,39,9,8,22,1,31,1,21,9
80854,Reed Timmer,Drake,2014,Fr,74,13,18,43,2,58,0,27,31
31228,Tavon Allen,Drexel,2014,Jr,68,14,14,40,5,60,5,32,23
58204,Mohamed Bah,Drexel,2014,So,14,3,7,4,2,24,4,13,7
25094,Sooren Derboghosian,Drexel,2014,Sr,0,0,0,0,0,5,1,3,1
31229,Damion Lee,Drexel,2014,Jr,63,10,26,27,17,50,2,27,21
80584,Rashann London,Drexel,2014,Fr,47,8,12,27,4,55,5,34,16
80582,Sammy Mojica,Drexel,2014,Fr,41,5,24,12,8,26,3,11,12
80585,Tyshawn Myles,Drexel,2014,Fr,5,1,0,3,0,8,1,3,4
80583,Austin Williams,Drexel,2014,Fr,6,1,2,3,1,6,1,2,3
58207,Rodney Williams (2),Drexel,2014,So,28,4,5,19,2,37,8,13,16
28962,Freddie Wilson,Drexel,2014,Sr,45,7,19,19,9,36,3,24,9
52340,Grayson Allen,Duke,2014,Fr,14,1,6,7,4,15,0,14,1
24179,Quinn Cook,Duke,2014,Sr,103,13,53,37,20,47,3,24,20
24249,Amile Jefferson,Duke,2014,Jr,33,3,16,14,4,41,1,11,29
24318,Matt Jones,Duke,2014,So,39,2,16,21,4,29,2,16,11
26752,Tyus Jones,Duke,2014,Fr,217,18,116,83,40,76,3,45,28
80059,Sean Kelly,Duke,2014,Sr,2,0,0,2,0,0,0,0,0
41446,Semi Ojeleye,Duke,2014,So,1,0,1,0,1,0,0,0,0
24685,Jahlil Okafor,Duke,2014,Fr,49,2,21,26,5,95,7,42,46
56776,Nick Pagliuca,Duke,2014,So,1,0,0,1,0,0,0,0,0
24177,Marshall Plumlee,Duke,2014,Jr,12,1,1,10,1,14,2,9,3
24258,Rasheed Sulaimon,Duke,2014,Jr,35,3,9,23,2,26,0,15,11
30323,Justise Winslow,Duke,2014,Fr,82,8,40,34,13,71,4,35,32
42829,Derrick Colter,Duquesne,2014,Jr,113,13,54,46,9,56,1,28,27
46292,Nick Foschia,Duquesne,2014,Jr,0,0,0,0,0,1,0,1,0
56965,L.G. Gill,Duquesne,2014,So,29,6,6,17,3,28,2,12,14
82864,David Haus,Duquesne,2014,Fr,2,0,0,2,0,0,0,0,0
80323,Eric James,Duquesne,2014,Fr,11,4,3,4,0,16,0,7,9
46293,Christian Johnston,Duquesne,2014,Jr,0,0,0,0,0,1,0,1,0
42830,Jeremiah Jones,Duquesne,2014,Jr,101,20,26,55,6,62,4,34,24
56966,Darius Lewis,Duquesne,2014,So,11,5,2,4,0,32,4,6,22
81570,Marshall Macheledt,Duquesne,2014,Fr,0,0,0,0,0,0,0,0,0
42590,Micah Mason,Duquesne,2014,Jr,89,14,43,32,8,41,0,23,18
30587,Dominique McKoy,Duquesne,2014,Sr,30,8,6,16,2,34,3,14,17
80325,TySean Powell,Duquesne,2014,Fr,8,0,4,4,0,34,2,11,21
56967,Desmond Ridenour,Duquesne,2014,So,17,5,8,3,3,15,0,7,8
26693,Jordan Robinson,Duquesne,2014,Fr,2,0,0,2,0,18,3,4,11
80327,Jordan Stevens (2),Duquesne,2014,Jr,53,4,32,17,10,36,2,21,13
79989,Kanu Aja,East Carolina,2014,Jr,4,0,0,4,0,18,10,6,2
57061,Greg Alexander,East Carolina,2014,So,1,0,1,0,0,1,0,1,0
31785,Keith Armstrong,East Carolina,2014,Jr,1,1,0,0,0,2,0,1,1
79990,Grant Bryant,East Carolina,2014,Fr,0,0,0,0,0,3,0,2,1
30743,Francis Edosomwan,East Carolina,2014,Sr,0,0,0,0,0,0,0,0,0
42523,Marshall Guilmette,East Carolina,2014,So,24,3,11,10,1,33,6,15,12
46758,Michel-Ofik Nzege,East Carolina,2014,So,20,4,5,11,0,36,3,20,13
46345,Peyton Robbins,East Carolina,2014,Jr,0,0,0,0,0,0,0,0,0
28211,Paris Roberts-Campbell,East Carolina,2014,Sr,24,3,10,11,2,12,2,9,1
57060,Antonio Robinson,East Carolina,2014,Sr,122,11,53,58,15,52,3,31,18
42187,"Lance Tejada, Jr.",East Carolina,2014,Fr,55,11,20,24,1,33,1,23,9
79991,B.J. Tyson,East Carolina,2014,Fr,46,8,16,22,0,51,6,27,18
24232,Terry Whisnant,East Carolina,2014,Jr,60,13,23,22,4,40,3,20,17
57059,Caleb White,East Carolina,2014,So,46,8,13,25,1,50,2,20,28
42524,Prince Williams,East Carolina,2014,Jr,22,4,10,8,1,17,2,12,3
42525,Michael Zangari,East Carolina,2014,Jr,18,3,5,10,1,19,5,7,7
43142,Keenan Anderson,Eastern Illinois,2014,Sr,3,0,1,2,0,5,0,4,1
81123,Trae Anderson,Eastern Illinois,2014,Jr,55,12,23,20,6,70,11,35,24
57458,Dylan Chatman,Eastern Illinois,2014,Sr,58,17,15,26,3,39,2,23,14
57455,Anthony Johnson (5),Eastern Illinois,2014,So,4,1,1,2,1,7,0,6,1
81124,Terrell Lewis,Eastern Illinois,2014,Fr,156,23,50,83,7,85,1,56,28
81125,Luke Norman,Eastern Illinois,2014,Jr,16,3,5,8,0,9,0,6,3
30547,Chris Olivier,Eastern Illinois,2014,Jr,27,4,10,13,0,40,7,16,17
30595,Luke Piotrowski,Eastern Illinois,2014,Jr,12,3,2,6,0,18,4,6,8
22661,Mat Piotrowski,Eastern Illinois,2014,Sr,0,0,0,0,0,3,0,2,1
31343,Josh Piper,Eastern Illinois,2014,Sr,27,8,5,14,1,15,1,8,6
9316,Reggie Smith,Eastern Illinois,2014,Sr,39,13,7,19,0,51,5,29,17
57450,Jake Verhagen,Eastern Illinois,2014,So,4,2,1,1,0,1,0,0,1
81129,LeTrell Viser,Eastern Illinois,2014,Jr,34,12,10,12,1,39,4,21,14
43138,Jaylen Babb-Harrison,Eastern Kentucky,2014,So,21,1,8,12,1,16,1,10,5
82912,Jonathan Hood,Eastern Kentucky,2014,Jr,6,0,1,5,0,3,0,2,1
82913,Paul Jackson,Eastern Kentucky,2014,Fr,41,5,12,24,4,15,0,8,7
31346,Timmy Knipp,Eastern Kentucky,2014,Sr,61,5,26,30,8,50,3,28,19
46416,Tommy Matthews,Eastern Kentucky,2014,Jr,10,3,2,5,0,9,1,5,3
57447,Isaac McGlone,Eastern Kentucky,2014,So,86,11,24,50,3,36,1,20,15
22468,Deverin Muff,Eastern Kentucky,2014,Sr,5,0,3,2,1,7,0,3,4
82914,Daniel Norl,Eastern Kentucky,2014,Fr,8,0,3,5,0,3,1,1,1
82915,Ja'Mill Powell,Eastern Kentucky,2014,Jr,37,5,15,17,1,48,4,25,19
82916,Denzel Richardson,Eastern Kentucky,2014,Jr,21,5,9,7,1,41,4,20,17
31345,Eric Stutz,Eastern Kentucky,2014,Sr,76,2,42,32,4,68,8,39,21
22585,Corey Walden,Eastern Kentucky,2014,Sr,123,6,49,67,4,71,5,38,28
80740,Olalekan Ajayi,Eastern Michigan,2014,Jr,4,0,0,4,0,10,0,6,4
80742,Ethan Alvano,Eastern Michigan,2014,Fr,50,6,22,22,6,24,1,15,8
80739,Tim Bond,Eastern Michigan,2014,Fr,26,4,9,13,2,38,0,17,21
23121,Jerome Hunter,Eastern Michigan,2014,Sr,4,0,1,3,0,18,1,5,12
42944,Raven Lee,Eastern Michigan,2014,So,54,7,23,24,9,101,5,49,47
61259,Jordan Martin,Eastern Michigan,2014,Jr,1,0,0,1,0,4,0,1,3
80738,Brandon Nazione,Eastern Michigan,2014,Jr,16,2,10,4,1,32,1,19,12
22429,Anali Okoloji,Eastern Michigan,2014,Sr,22,1,10,11,4,33,2,13,18
57388,Trent Perry,Eastern Michigan,2014,Fr,6,0,4,2,0,3,0,1,2
24689,Jodan Price,Eastern Michigan,2014,So,14,2,6,6,0,20,0,10,10
42600,Mike Samuels,Eastern Michigan,2014,Jr,7,1,2,4,1,27,3,9,15
22547,Mike Talley,Eastern Michigan,2014,Sr,147,13,61,73,20,64,3,29,32
57390,Karrington Ward,Eastern Michigan,2014,Sr,20,0,7,13,0,23,1,12,10
80415,Bogdan Bliznyuk,Eastern Washington,2014,Fr,39,0,12,27,1,47,6,20,21
58105,Drew Brandon,Eastern Washington,2014,Sr,160,6,56,98,18,62,1,42,19
62587,Nate Galgalo,Eastern Washington,2014,So,0,0,0,0,0,0,0,0,0
31059,Tyler Harvey,Eastern Washington,2014,Jr,82,7,29,46,7,64,1,38,25
25787,Daniel Hill,Eastern Washington,2014,Jr,2,0,2,0,2,3,0,3,0
45012,Venky Jois,Eastern Washington,2014,Jr,63,3,20,40,1,71,4,38,29
29369,Frederik Jorg,Eastern Washington,2014,So,3,0,2,1,1,5,1,0,4
31061,Parker Kelly,Eastern Washington,2014,Sr,36,2,7,27,1,14,0,9,5
58103,Ognjen Miljkovic,Eastern Washington,2014,So,32,3,14,15,7,58,5,23,30
45013,Garrett Moon,Eastern Washington,2014,Sr,3,0,2,1,0,11,0,4,7
80414,Kyle Reid,Eastern Washington,2014,Jr,5,0,1,4,0,11,1,4,6
41365,Felix Von Hofe,Eastern Washington,2014,So,20,2,7,11,3,17,1,5,11
58104,Sir Washington,Eastern Washington,2014,Fr,9,0,4,5,4,9,2,4,3
80579,Jack Anton,Elon,2014,Fr,5,1,0,4,0,5,0,1,4
31662,Kevin Blake,Elon,2014,Sr,36,4,11,21,2,44,2,22,20
61304,Ryder Bowline,Elon,2014,So,0,0,0,0,0,1,0,0,1
46358,Wes Brewer,Elon,2014,So,0,0,0,0,0,4,0,1,3
80581,Elijah Bryant,Elon,2014,Fr,89,8,51,30,4,115,10,52,53
58769,Luke Eddy,Elon,2014,So,23,5,12,6,3,21,1,14,6
58770,Christian Hairston,Elon,2014,So,22,2,8,12,2,47,9,22,16
31663,Austin Hamilton,Elon,2014,Sr,100,11,27,62,5,58,3,38,17
46359,Sam Hershberger,Elon,2014,Jr,3,1,1,1,0,0,0,0,0
80578,Collin Luther,Elon,2014,Fr,17,2,6,9,0,14,1,7,6
61303,Patrick Ryan,Elon,2014,So,2,0,1,1,0,2,0,2,0
44248,Tony Sabato,Elon,2014,Jr,25,1,18,6,3,24,2,10,12
44247,Tanner Samson,Elon,2014,Jr,44,7,17,20,3,44,2,19,23
80577,Dmitri Thompson,Elon,2014,Fr,14,2,6,6,0,32,2,11,19
31661,Ryan Winters,Elon,2014,Sr,14,1,3,10,1,22,4,9,9
35045,Tyler Ailshie,East Tennessee State,2014,Sr,2,0,1,1,0,0,0,0,0
57880,Isaac Banks,East Tennessee State,2014,So,19,0,6,13,0,18,4,13,1
23657,Alex Bates,East Tennessee State,2014,Sr,6,1,2,3,1,14,3,4,7
71543,Desonta Bradford,East Tennessee State,2014,Fr,29,3,9,17,1,29,0,17,12
22418,Ron Giplaye,East Tennessee State,2014,Sr,4,0,1,3,0,6,1,2,3
57878,Devin Harris,East Tennessee State,2014,So,27,3,6,18,1,42,0,24,18
45160,Petey McClain,East Tennessee State,2014,Jr,127,8,47,72,19,41,1,27,13
57881,A.J. Merriweather,East Tennessee State,2014,So,41,4,16,20,4,58,9,36,13
31026,Rashawn Rembert,East Tennessee State,2014,Sr,36,11,7,18,1,42,1,21,20
57879,Jalen Riley,East Tennessee State,2014,Sr,77,9,22,46,3,82,8,45,29
81253,Tommy Williams (2),East Tennessee State,2014,Jr,0,0,0,0,0,7,0,5,2
31024,Lester Wilson,East Tennessee State,2014,Jr,14,1,3,10,0,38,8,17,13
42594,D.J. Balentine,Evansville,2014,Jr,115,19,66,30,11,78,4,45,29
57161,Christian Benzon,Evansville,2014,So,12,5,3,4,0,18,2,10,6
57162,Jaylon Brown,Evansville,2014,So,88,22,40,26,6,47,5,27,15
24761,Mislav Brzoja,Evansville,2014,So,84,21,51,12,11,71,10,32,29
57163,Duane Gibson,Evansville,2014,So,97,32,46,19,8,63,10,25,28
42595,David Howard,Evansville,2014,So,3,0,3,0,0,3,3,0,0
24784,Egidijus Mockevicius,Evansville,2014,Jr,17,2,10,5,1,48,10,22,16
30552,Jaylon Moore,Evansville,2014,Sr,4,0,3,1,0,14,3,7,4
57165,Blake Simmons,Evansville,2014,So,84,30,41,13,10,44,4,25,15
80848,Taylor Stafford,Evansville,2014,Jr,13,3,8,2,0,3,0,3,0
42596,Adam Wing,Evansville,2014,Jr,56,10,35,11,7,57,9,32,16
58264,Doug Chappell,Fairfield,2014,So,0,0,0,0,0,3,0,1,2
80895,Kevin Degnan,Fairfield,2014,Fr,5,1,2,2,1,11,0,7,4
24192,Malcolm Gilbert,Fairfield,2014,Jr,8,1,3,4,1,12,0,4,8
44573,Marcus Gilbert,Fairfield,2014,Jr,38,6,13,19,0,67,0,35,32
80896,Jared Harper,Fairfield,2014,Fr,0,0,0,0,0,1,0,0,1
44575,Coleman Johnson,Fairfield,2014,Jr,19,0,8,11,0,27,3,11,13
46957,Steve Johnston,Fairfield,2014,Sr,15,4,7,4,0,23,0,13,10
80898,"Mike Kirkland, Jr.",Fairfield,2014,Jr,32,2,13,17,2,50,2,23,25
66285,Andrew Leone,Fairfield,2014,So,0,0,0,0,0,1,0,1,0
80899,Tyler Nelson,Fairfield,2014,Fr,41,6,17,18,2,40,4,23,13
58266,K.J. Rose,Fairfield,2014,So,76,11,30,35,2,55,0,32,23
80900,Jerome Segura,Fairfield,2014,Fr,64,6,14,44,1,60,0,36,24
44576,Amadou Sidibe,Fairfield,2014,Jr,16,1,6,9,0,30,2,13,15
58267,Steve Smith (2),Fairfield,2014,So,7,1,2,4,0,4,0,3,1
80901,DeMarcus Threatt,Fairfield,2014,Jr,3,0,1,2,0,1,0,1,0
81071,Darian Anderson,Fairleigh Dickinson,2014,Fr,86,7,39,40,10,75,3,45,27
44324,Xavier Harris,Fairleigh Dickinson,2014,Jr,19,3,10,6,2,38,4,12,22
57854,Stephan Jiggetts,Fairleigh Dickinson,2014,Fr,23,1,13,9,1,41,5,20,16
22642,Mustafaa Jones,Fairleigh Dickinson,2014,Sr,55,6,26,23,4,63,2,34,27
58643,Scott Kingsley,Fairleigh Dickinson,2014,So,3,0,1,2,0,9,0,5,4
58644,Matt MacDonald,Fairleigh Dickinson,2014,So,31,2,9,20,2,32,2,19,11
44323,Myles Mann,Fairleigh Dickinson,2014,So,2,0,2,0,0,6,1,2,3
58645,Malachi Nix,Fairleigh Dickinson,2014,So,53,4,19,30,6,46,2,24,20
81074,"Earl Potts, Jr.",Fairleigh Dickinson,2014,Fr,14,1,6,7,1,13,1,6,6
81075,Mike Schroback,Fairleigh Dickinson,2014,Fr,4,1,2,1,1,3,0,2,1
22346,Darius Stokes,Fairleigh Dickinson,2014,Sr,5,1,3,1,0,12,3,3,6
81076,Marques Townes,Fairleigh Dickinson,2014,Fr,30,5,16,9,2,25,0,17,8
57885,TeJai Allen,Florida Gulf Coast,2014,So,0,0,0,0,0,1,0,0,1
22611,Marcus Blake,Florida Gulf Coast,2014,Sr,3,0,2,1,0,4,0,1,3
