GMID,Name,School,Year,Grade,AST,A2PJ,S2P,A3P,DunkAss,TO,TOFoul,TOSteal,TOMisc
5073,Jeremiah Rivers,Indiana,2010,Sr,55,10,17,28,4,49,1,19,29
3858,Matt Roth,Indiana,2010,Jr,7,1,0,6,0,1,0,1,0
22338,Will Sheehey,Indiana,2010,Fr,12,3,6,3,1,27,1,13,13
3869,Christian Watford,Indiana,2010,So,32,5,11,16,0,55,0,32,23
22339,Taylor Wayer,Indiana,2010,Fr,0,0,0,0,0,0,0,0,0
23883,Sean Armand,Iona,2010,Fr,15,1,7,6,1,17,1,7,9
23884,Randy Dezouvre,Iona,2010,Jr,19,0,6,13,0,15,2,9,4
18145,Rashon Dwight,Iona,2010,Sr,83,3,33,47,6,65,2,39,24
18147,Trinity Fields,Iona,2010,Jr,23,1,8,14,4,17,1,9,7
23882,Mike Glover,Iona,2010,Jr,34,2,15,17,1,85,7,32,46
23886,Jayon James,Iona,2010,Fr,6,1,2,3,0,10,1,6,3
18139,Jermel Jenkins,Iona,2010,Jr,98,11,50,37,7,54,0,26,28
23885,Aleksander Kesic,Iona,2010,Fr,0,0,0,0,0,0,0,0,0
18146,Scott Machado,Iona,2010,Jr,281,21,157,102,59,131,6,77,48
18137,Chris Pelcher,Iona,2010,So,11,1,3,7,0,12,3,4,5
18135,Alejo Rodriguez,Iona,2010,Sr,36,5,15,16,5,37,8,16,13
18141,Kyle Smyth,Iona,2010,So,39,6,20,13,6,20,1,12,7
2544,Jake Anderson,Iowa State,2010,Sr,79,14,24,41,3,82,5,39,38
3541,Scott Christopherson,Iowa State,2010,Jr,77,14,26,37,4,47,4,29,14
23288,Melvin Ejim,Iowa State,2010,Fr,39,5,17,17,2,56,14,15,27
4175,Diante Garrett,Iowa State,2010,Sr,195,19,67,109,13,106,4,58,44
23285,Calvin Godfrey,Iowa State,2010,Fr,16,1,8,7,1,27,4,15,8
28836,Austin McBeth,Iowa State,2010,So,0,0,0,0,0,1,0,1,0
23286,Eric McKnight,Iowa State,2010,Fr,1,0,1,0,0,2,0,2,0
24328,Andrew Mitchell,Iowa State,2010,Sr,0,0,0,0,0,0,0,0,0
4182,Bubu Palo,Iowa State,2010,Fr,33,3,19,11,4,23,5,11,7
3543,DeMarcus Phillips,Iowa State,2010,Jr,4,1,1,2,0,4,0,0,4
23287,Jordan Railey,Iowa State,2010,Fr,4,1,1,2,0,16,8,7,1
4134,Jamie Vanderbeken,Iowa State,2010,Sr,32,3,16,13,2,34,7,18,9
5086,Devon Archie,Iowa,2010,Jr,8,2,3,3,0,10,0,3,7
22340,Melsahn Basabe,Iowa,2010,Fr,9,5,1,2,0,65,2,18,45
3871,Andrew Brommer,Iowa,2010,Jr,22,4,11,7,1,30,2,17,11
8814,Bryce Cartwright,Iowa,2010,Jr,182,50,78,54,16,102,3,58,41
3878,Jarryd Cole,Iowa,2010,Sr,17,3,4,10,0,35,2,13,20
22341,Cody Cox,Iowa,2010,Fr,1,0,0,1,0,0,0,0,0
3565,Matt Gatens,Iowa,2010,Jr,53,14,21,18,3,42,2,25,15
22342,Devyn Marble,Iowa,2010,Fr,41,11,18,12,6,34,1,16,17
3882,Eric May,Iowa,2010,So,38,17,11,10,1,60,1,29,30
22343,Zach McCabe,Iowa,2010,Fr,24,5,7,12,1,48,3,27,18
3884,Cully Payne,Iowa,2010,So,17,6,3,8,0,8,2,3,3
22344,T.J. Sayre,Iowa,2010,Sr,2,0,0,2,0,1,0,1,0
22345,Jordan Stoermer,Iowa,2010,Jr,9,3,4,2,1,5,0,4,1
22347,Branden Stubbs,Iowa,2010,Fr,0,0,0,0,0,1,0,0,1
12828,Ben Botts,Fort Wayne,2010,Sr,66,14,24,28,0,35,2,26,7
20124,Antwaun Boyd,Fort Wayne,2010,Jr,46,14,12,20,0,49,6,27,16
12831,Frank Gaines,Fort Wayne,2010,So,25,6,8,11,0,43,7,19,17
23083,Michael Kibiloski,Fort Wayne,2010,Fr,4,0,0,4,0,22,7,7,8
12835,Oleg Kovalov,Fort Wayne,2010,Sr,9,2,2,5,1,21,5,7,9
12837,Trey McCorkle,Fort Wayne,2010,Jr,27,3,9,15,0,33,8,12,13
12832,Jeremy Mixon,Fort Wayne,2010,Jr,52,7,16,29,3,44,0,24,20
12833,John Peckinpaugh,Fort Wayne,2010,Jr,50,12,13,25,3,35,6,15,14
12838,Zach Plackemeier,Fort Wayne,2010,Sr,133,17,58,57,1,54,2,34,18
23082,Krste Ruiz,Fort Wayne,2010,Fr,6,4,1,1,1,8,0,5,3
12903,Jason Smeathers,Fort Wayne,2010,Jr,18,4,5,9,0,15,1,7,7
11981,Terrance Williams,Fort Wayne,2010,Jr,0,0,0,0,0,1,0,0,1
12892,John Ashworth,IUPUI,2010,Sr,96,15,46,35,3,44,1,23,20
12896,Nick DeSchepper,IUPUI,2010,Sr,12,1,6,5,1,11,0,4,7
12897,Sean Esposito,IUPUI,2010,So,17,1,7,9,0,10,1,3,6
23084,Donovan Gibbs,IUPUI,2010,Fr,12,1,8,3,0,9,0,5,4
23086,P.J. Hubert,IUPUI,2010,Fr,2,1,0,1,0,5,0,4,1
12895,Nick Kitcoff,IUPUI,2010,So,2,1,0,1,0,1,0,0,1
12890,David Mazanowski,IUPUI,2010,So,0,0,0,0,0,0,0,0,0
12894,LeRoy Nobles,IUPUI,2010,Sr,41,11,15,15,2,66,8,30,28
23085,Mitchell Patton,IUPUI,2010,Fr,0,0,0,0,0,11,0,5,6
12891,Greg Rice,IUPUI,2010,RS-So,3,1,1,1,0,8,1,5,2
12889,Christian Siakam,IUPUI,2010,Jr,12,3,3,6,0,36,2,14,20
10351,Stephen Thomas,IUPUI,2010,Jr,86,10,28,48,6,49,1,26,22
12887,Anthony Williams,IUPUI,2010,Sr,1,0,0,0,0,2,0,1,1
9442,Alex Young,IUPUI,2010,Jr,78,13,35,30,4,113,9,55,49
15004,Gertavian Blake,Jackson State,2010,Sr,3,0,0,3,0,32,4,10,18
14998,Cason Burk,Jackson State,2010,Sr,59,9,30,20,7,35,2,20,13
23157,Jenirro Bush,Jackson State,2010,Jr,32,15,5,12,1,61,7,30,24
15002,DeSuan Dixon,Jackson State,2010,Sr,45,7,18,20,5,47,2,29,16
15012,Raymond Gregory,Jackson State,2010,So,3,0,0,3,0,16,1,10,5
9053,Tyrone Hanson,Jackson State,2010,Sr,70,10,45,15,14,75,6,34,35
14999,Chris Hyche,Jackson State,2010,Jr,5,0,0,5,0,7,0,1,6
15010,Oliver Jefferson,Jackson State,2010,Jr,2,0,0,2,0,7,0,5,2
15001,Davon Jones,Jackson State,2010,So,3,1,2,0,0,13,1,9,3
15007,Jonathan Lewis,Jackson State,2010,So,27,6,12,9,7,12,1,6,5
15005,Grant Maxey,Jackson State,2010,Sr,37,4,23,9,5,64,12,32,20
15013,Rod Melvin,Jackson State,2010,Jr,102,6,42,54,12,62,5,31,26
20179,Jacolby Pittman,Jackson State,2010,So,2,1,0,1,0,4,3,0,1
23457,Jamarious Sykes,Jackson State,2010,Fr,0,0,0,0,0,1,0,0,1
15000,Christian Williams,Jackson State,2010,So,12,1,6,5,3,11,1,6,4
15011,Phillip Williams,Jackson State,2010,Jr,24,7,11,6,2,26,4,17,5
22505,Latiq Agard,Jacksonville State,2010,Jr,0,0,0,0,0,1,0,0,1
22508,Frankie Bougher,Jacksonville State,2010,Fr,4,0,3,1,0,12,0,9,3
20701,DeAndre' Bynum,Jacksonville State,2010,Jr,12,7,3,2,1,11,0,3,8
12201,Jeremy Bynum,Jacksonville State,2010,Sr,44,13,17,14,2,41,0,22,19
22502,Nick Cook,Jacksonville State,2010,Fr,7,0,3,4,0,13,2,4,7
22506,Leventrice Gray,Jacksonville State,2010,Jr,6,2,2,2,0,11,3,2,6
12208,Stephen Hall,Jacksonville State,2010,Jr,34,6,14,14,1,71,7,37,27
22509,Brice Jenkins,Jacksonville State,2010,Fr,18,4,5,9,1,16,0,9,7
12203,Jonathan Merit,Jacksonville State,2010,So,0,0,0,0,0,1,0,1,0
12198,B.J. Miller,Jacksonville State,2010,Jr,49,13,15,21,2,56,2,34,20
12204,Nick Murphy,Jacksonville State,2010,Sr,70,17,18,35,2,74,5,27,42
12199,Dominique Shellman,Jacksonville State,2010,Jr,70,18,28,24,6,45,2,25,18
12207,Sean Thurston,Jacksonville State,2010,Sr,9,2,4,3,0,36,6,10,20
22507,Brian Williams (2),Jacksonville State,2010,Fr,45,5,12,28,2,36,1,24,11
22601,Aloys Cabell,Jacksonville,2010,Fr,29,5,12,12,1,48,2,22,24
14333,Travis Cohn,Jacksonville,2010,Sr,35,7,20,8,6,43,4,21,18
22599,Chris Davis,Jacksonville,2010,Fr,13,8,3,2,1,13,0,8,5
14332,Tevin Galvin,Jacksonville,2010,Jr,34,6,20,8,5,42,3,18,21
14320,A.J. Garden,Jacksonville,2010,So,0,0,0,0,0,0,0,0,0
5758,Delwan Graham,Jacksonville,2010,Jr,48,11,35,2,8,73,7,36,30
14321,Ayron Hardy,Jacksonville,2010,Sr,89,17,30,42,2,56,1,31,24
22600,Shamlie Jeffers,Jacksonville,2010,Jr,2,2,0,0,0,18,1,4,13
22602,Keith McDougald,Jacksonville,2010,Fr,29,8,16,5,4,55,3,26,26
22604,Keion Palmer,Jacksonville,2010,Fr,2,1,1,0,0,17,2,2,13
14326,Glenn Powell,Jacksonville,2010,So,8,1,5,2,0,45,10,14,21
14330,Russell Powell,Jacksonville,2010,So,97,18,35,44,5,61,3,27,31
14325,Chris Rozier,Jacksonville,2010,So,4,2,1,1,0,9,1,5,3
4286,Denzel Bowles,James Madison,2010,Sr,71,4,42,25,2,110,19,47,44
18714,Alioune Diouf,James Madison,2010,So,1,0,1,0,1,3,0,2,1
18724,Trevon Flores,James Madison,2010,So,4,0,3,1,1,2,0,0,2
23650,Rayshawn Goins,James Madison,2010,Jr,21,4,9,8,3,47,11,13,23
9441,Anthony Hitchens,James Madison,2010,Jr,66,13,29,24,9,43,4,25,14
23649,Chad Jackson,James Madison,2010,Fr,31,10,8,12,7,33,2,19,12
18717,Ben Louis,James Madison,2010,Sr,31,7,13,11,4,18,2,12,4
23648,Kevin McGaughey,James Madison,2010,Fr,0,0,0,0,0,0,0,0,0
18719,Devon Moore,James Madison,2010,So,137,37,40,60,18,75,7,36,32
23647,Andre Prince,James Madison,2010,Fr,2,1,1,0,0,1,1,0,0
18716,Andrey Semenov,James Madison,2010,So,28,7,8,11,3,29,2,16,11
9465,Julius Wells,James Madison,2010,Jr,63,11,30,22,10,55,8,22,25
9400,Freddy Asprilla,Kansas State,2010,Jr,10,2,5,3,0,23,2,6,15
4532,Jordan Henriquez,Kansas State,2010,So,13,2,5,6,1,19,1,7,11
4212,Martavious Irving,Kansas State,2010,So,31,10,8,13,4,25,0,7,18
2210,Wally Judge,Kansas State,2010,So,16,3,5,8,1,28,2,11,15
2532,Curtis Kelly,Kansas State,2010,Sr,39,8,17,14,2,66,4,25,37
4210,Rodney McGruder,Kansas State,2010,So,52,14,12,26,5,48,3,27,18
23292,Juevol Myles,Kansas State,2010,So,9,4,3,2,0,10,0,6,4
4209,Victor Ojeleye,Kansas State,2010,Jr,5,0,2,3,1,6,0,2,4
23453,Devon Peterson,Kansas State,2010,Sr,5,1,2,2,0,3,0,2,1
23290,Alex Potuzak,Kansas State,2010,Fr,0,0,0,0,0,3,0,3,0
4073,Jacob Pullen,Kansas State,2010,Sr,115,20,34,61,9,95,3,49,43
4211,Nick Russell,Kansas State,2010,So,29,8,10,11,2,30,0,14,16
4205,Jamar Samuels,Kansas State,2010,Jr,48,12,15,21,4,52,5,25,22
9406,Shane Southwell,Kansas State,2010,Fr,39,11,16,12,4,37,3,11,23
23294,Will Spradling,Kansas State,2010,Fr,63,21,18,24,4,40,0,26,14
23293,Nino Williams,Kansas State,2010,RS-Fr,0,0,0,0,0,1,0,0,1
4197,Elijah Johnson,Kansas,2010,So,64,10,24,30,10,30,1,16,13
4189,Jordan Juenemann,Kansas,2010,Jr,1,1,0,0,0,3,0,1,2
4190,Mario Little,Kansas,2010,Sr,27,5,13,9,4,19,2,6,11
4140,Brady Morningstar,Kansas,2010,Sr,126,26,57,43,22,45,4,25,16
4078,Marcus Morris,Kansas,2010,Jr,62,6,29,27,14,67,14,30,23
4191,Markieff Morris,Kansas,2010,Jr,53,10,25,18,12,78,15,29,34
4195,Tyrel Reed,Kansas,2010,Sr,66,15,23,28,5,35,4,21,10
4194,Travis Releford,Kansas,2010,So,20,5,9,6,2,15,2,8,5
23289,Niko Roberts,Kansas,2010,Fr,1,0,1,0,1,0,0,0,0
2383,Thomas Robinson,Kansas,2010,So,20,3,13,4,5,43,7,11,25
7111,Josh Selby,Kansas,2010,Fr,56,6,34,16,12,53,4,22,27
2323,Tyshawn Taylor,Kansas,2010,Jr,164,30,65,69,27,97,11,51,35
4518,Jeff Withey,Kansas,2010,So,5,0,3,2,1,12,2,5,5
9397,Royce Woolridge,Kansas,2010,Fr,9,1,3,5,2,4,1,2,1
23975,Aaron Anderson (2),Kennesaw State,2010,So,21,4,10,7,0,33,2,18,13
14389,Markeith Cummings,Kennesaw State,2010,So,56,3,28,25,5,90,14,42,34
22597,Brandon Dawson,Kennesaw State,2010,Fr,0,0,0,0,0,9,1,4,4
14392,Spencer Dixon,Kennesaw State,2010,Jr,106,13,49,44,15,94,10,49,35
14388,LaDaris Green,Kennesaw State,2010,So,45,5,20,20,1,64,4,39,21
22596,R.J. Hall (2),Kennesaw State,2010,So,0,0,0,0,0,1,0,0,1
14391,Romain Henry,Kennesaw State,2010,Jr,6,0,3,3,1,8,1,5,2
5598,Matt Heramb,Kennesaw State,2010,Sr,25,7,13,5,0,37,1,23,13
14380,Artie Marine,Kennesaw State,2010,Jr,12,2,6,4,2,9,0,3,6
14386,Kelvin McConnell,Kennesaw State,2010,Sr,60,7,33,20,11,51,2,30,19
14390,Mirza Medinic,Kennesaw State,2010,Sr,0,0,0,0,0,2,1,1,0
22598,Andrew Osemhen,Kennesaw State,2010,Fr,5,1,3,1,0,17,3,4,10
22595,Mirza Sabic,Kennesaw State,2010,So,4,2,1,1,0,11,2,3,6
22594,Nick Turner,Kennesaw State,2010,Fr,7,0,2,5,0,8,0,7,1
11487,Brian Frank,Kent State,2010,So,1,0,0,1,0,0,0,0,0
9334,Eric Gaines,Kent State,2010,Fr,17,4,7,6,0,22,2,8,12
11494,Justin Greene,Kent State,2010,Jr,61,4,46,9,11,111,11,56,44
9336,Carlton Guyton,Kent State,2010,Jr,76,11,37,27,7,50,4,25,21
23928,Mark Henniger,Kent State,2010,Fr,5,1,2,2,0,12,2,4,6
11497,Randal Holt,Kent State,2010,So,70,12,36,22,11,48,2,23,23
23930,Scooter Johnson,Kent State,2010,Fr,9,3,5,1,0,13,0,8,5
23931,Darius Leonard,Kent State,2010,Fr,1,1,0,0,0,3,0,2,1
11495,Justin Manns,Kent State,2010,Jr,8,2,4,2,0,20,1,8,11
23929,DeAndre Nealy,Kent State,2010,Jr,2,0,1,1,0,4,1,1,2
21444,Mike Porrini,Kent State,2010,Jr,160,22,73,65,13,102,13,48,41
11498,Rodriquez Sherman,Kent State,2010,Sr,103,21,51,30,10,88,7,41,40
11493,Jordan Wilds,Kent State,2010,So,0,0,0,0,0,0,0,0,0
5715,Josh Harrellson,Kentucky,2010,Sr,30,6,4,20,1,28,2,14,12
3551,Jon Hood,Kentucky,2010,So,4,0,2,2,2,2,0,2,0
7109,Terrence Jones,Kentucky,2010,Fr,60,7,19,34,6,75,6,35,34
2258,Brandon Knight,Kentucky,2010,Fr,159,23,59,77,14,120,5,74,41
7107,Doron Lamb,Kentucky,2010,Fr,62,6,15,41,6,50,3,17,30
5713,DeAndre Liggins,Kentucky,2010,Jr,96,13,37,46,8,55,2,21,32
2364,Darius Miller,Kentucky,2010,Jr,66,10,25,31,9,57,3,29,25
23343,Jarrod Polson,Kentucky,2010,Fr,0,0,0,0,0,3,0,1,2
9352,"Stacey Poole, Jr.",Kentucky,2010,Fr,1,0,1,0,1,1,0,0,1
5636,Eloy Vargas,Kentucky,2010,Jr,4,1,1,2,0,12,0,5,7
10538,Greg Danish,La Salle,2010,Sr,2,0,1,1,0,1,0,1,0
22533,Tyreek Duren,La Salle,2010,Fr,146,24,70,52,15,88,5,53,30
10542,Ruben Guillandeaux,La Salle,2010,Sr,79,12,47,20,8,61,8,27,26
22535,Sam Mills,La Salle,2010,Fr,54,14,21,19,1,41,4,20,17
8223,Aaric Murray,La Salle,2010,So,41,3,27,11,0,75,9,41,25
6330,Earl Pettis,La Salle,2010,Jr,86,14,45,27,9,79,3,43,33
22537,Matt Sheehan,La Salle,2010,Sr,0,0,0,0,0,2,0,2,0
22536,Cole Stefan,La Salle,2010,Fr,20,3,9,8,0,9,2,4,3
10543,Steve Weingarten,La Salle,2010,Sr,14,1,5,8,1,23,2,8,13
10537,Devon White,La Salle,2010,So,8,2,5,1,1,21,2,8,11
10539,Jerrell Williams,La Salle,2010,Sr,46,6,31,9,12,111,15,39,57
20007,Raymone Andrews,Louisiana,2010,So,66,13,30,23,5,55,2,26,27
20001,Colby Batiste,Louisiana,2010,Sr,2,0,1,1,0,4,1,0,3
23046,Josh Brown (2),Louisiana,2010,Jr,16,2,6,8,1,31,3,10,18
20010,Travis Bureau,Louisiana,2010,Sr,37,7,18,12,2,44,3,16,25
20006,Randell Daigle,Louisiana,2010,Sr,63,12,31,20,4,50,1,25,24
23048,Scottie Farrington,Louisiana,2010,Jr,4,1,1,2,0,37,3,12,22
20004,La'Ryan Gary,Louisiana,2010,Sr,26,3,9,14,2,51,3,14,34
20005,Phillip Jones,Louisiana,2010,Jr,2,1,1,0,0,2,0,0,2
23043,Bryant Mbamalu,Louisiana,2010,Fr,15,2,4,9,1,43,1,16,26
20003,Javan Mitchell,Louisiana,2010,So,12,1,4,7,0,23,4,6,13
12759,David Perez,Louisiana,2010,Jr,14,1,8,5,2,29,3,20,6
23045,J.J. Thomas,Louisiana,2010,Fr,19,2,9,8,1,39,3,24,12
20002,Courtney Wallace,Louisiana,2010,Sr,11,3,6,2,1,15,2,2,11
23049,Christian Bibi Ndongo,Louisiana-Monroe ,2010,Jr,5,2,3,0,0,15,1,8,6
4204,Fred Brown,Louisiana-Monroe ,2010,Jr,77,12,33,32,2,95,8,44,43
23050,Ifeanyi Eke,Louisiana-Monroe ,2010,Fr,0,0,0,0,0,1,0,1,0
4397,Lawrence Gilbert,Louisiana-Monroe ,2010,Sr,47,3,25,19,6,68,12,29,27
23051,Jamichael Goodin,Louisiana-Monroe ,2010,Fr,4,2,1,1,0,3,1,0,2
23053,Marcelis Hansberry,Louisiana-Monroe ,2010,Fr,45,9,16,20,0,38,3,24,11
23055,Steven McClellan,Louisiana-Monroe ,2010,Fr,14,2,2,10,1,23,3,6,14
23054,R.J. McCray,Louisiana-Monroe ,2010,Fr,14,1,7,6,0,13,1,6,6
20049,Hugh Mingo,Louisiana-Monroe ,2010,Jr,40,10,16,13,4,60,3,29,28
23052,Lonell Reeves,Louisiana-Monroe ,2010,Jr,22,8,4,10,0,18,2,13,3
20048,Fabio Ribeiro,Louisiana-Monroe ,2010,Jr,7,1,1,5,0,33,6,10,17
20054,Tommie Sykes,Louisiana-Monroe ,2010,Sr,36,7,8,21,0,63,8,24,31
17197,Darion Benbow,Lafayette,2010,Sr,24,6,8,10,0,35,1,18,16
17208,Rob Delaney,Lafayette,2010,Jr,77,21,13,43,0,46,3,15,28
22823,Jack Detmer,Lafayette,2010,Fr,2,0,0,2,0,1,0,1,0
17203,Levi Giese,Lafayette,2010,So,13,2,5,6,0,24,2,11,11
17210,Tony Johnson,Lafayette,2010,So,117,25,25,67,1,59,3,30,26
22825,Jake Kreuser,Lafayette,2010,Fr,1,0,0,1,0,10,0,6,4
17200,Jared Mintz,Lafayette,2010,Sr,69,12,35,22,1,62,2,21,39
17195,Andy Moore,Lafayette,2010,Jr,3,1,0,2,0,3,0,1,2
17202,Jim Mower,Lafayette,2010,Jr,45,16,15,14,1,43,1,19,23
17199,J.D. Pelham,Lafayette,2010,Jr,0,0,0,0,0,1,0,0,1
17206,Nick Petkovich,Lafayette,2010,Jr,12,3,5,4,1,20,0,10,10
22824,Les Smith,Lafayette,2010,Fr,2,0,0,2,0,10,0,7,3
17196,Ben Wheeler,Lafayette,2010,Sr,69,10,36,22,2,44,0,23,21
17209,Ryan Willen,Lafayette,2010,Jr,42,11,15,16,0,56,6,17,33
22962,Tremell Adams,Lamar,2010,Jr,12,0,5,7,0,23,2,9,12
22960,Orlando Brazier,Lamar,2010,Jr,8,0,2,6,0,26,1,7,18
21552,Stanford Brown,Lamar,2010,So,7,1,2,3,0,25,5,11,9
21540,Coy Custer,Lamar,2010,Sr,6,1,2,2,0,35,6,11,18
22956,Brandon Davis (2),Lamar,2010,Jr,44,15,19,10,4,21,2,8,11
21550,Osas Ebomwonyi,Lamar,2010,Fr,2,0,0,2,0,11,4,3,4
21539,Charlie Harper,Lamar,2010,Jr,25,3,12,10,3,38,6,16,16
22957,Darius Harris,Lamar,2010,Fr,3,0,2,1,0,7,1,0,6
21548,Kendrick Harris,Lamar,2010,Sr,80,20,31,29,8,66,10,20,36
22959,Mike James,Lamar,2010,Jr,44,3,17,24,3,40,4,17,19
22958,Devon Lamb,Lamar,2010,Jr,48,9,20,19,5,37,2,18,17
22961,Tre Lynch,Lamar,2010,Fr,4,0,2,2,0,4,1,1,2
21537,Anthony Miles,Lamar,2010,Jr,117,13,29,75,2,79,6,35,38
21541,Donley Minor,Lamar,2010,So,26,7,11,8,3,28,2,13,13
22963,Vincenzo Nelson,Lamar,2010,Jr,10,1,5,4,1,14,2,4,8
17256,John Adams,Lehigh,2010,Jr,5,0,3,2,0,16,1,13,2
22826,Anthony D'Orazio,Lehigh,2010,Fr,7,1,5,1,1,12,0,9,3
22827,Cory Goodman,Lehigh,2010,So,1,1,0,0,0,0,0,0,0
17255,Holden Greiner,Lehigh,2010,So,22,3,13,6,2,38,2,14,22
17257,Jordan Hamilton (2),Lehigh,2010,Jr,11,2,5,4,1,23,3,13,7
22828,Corey Huerta,Lehigh,2010,So,0,0,0,0,0,0,0,0,0
17263,Rob Keefer,Lehigh,2010,Sr,6,1,4,1,0,10,0,6,4
17254,Gabe Knutson,Lehigh,2010,So,14,2,7,5,0,44,0,20,24
17258,Justin Maneri,Lehigh,2010,Jr,4,1,1,2,0,5,0,2,3
22829,Kevin McCarthy,Lehigh,2010,Fr,2,1,1,0,0,6,0,1,5
17251,C.J. McCollum,Lehigh,2010,So,66,10,36,20,5,88,4,42,42
22830,Mackey McKnight,Lehigh,2010,Fr,112,37,34,41,7,48,2,21,25
17261,Michael Ojo,Lehigh,2010,Sr,25,0,17,8,3,57,2,26,29
22831,Bryant Reams,Lehigh,2010,So,0,0,0,0,0,2,0,1,1
17253,David Safstrom,Lehigh,2010,Sr,5,0,1,4,0,16,5,2,9
17262,Prentice Small,Lehigh,2010,Sr,91,18,30,43,2,36,2,13,21
16139,Jeremy Anderson,Liberty,2010,Jr,4,2,1,1,1,8,0,3,5
21150,John Brown,Liberty,2010,So,43,9,27,7,4,97,8,36,53
16133,Antwan Burrus,Liberty,2010,So,11,3,2,6,0,42,9,9,24
16137,Evan Gordon,Liberty,2010,So,70,19,32,19,4,87,12,39,36
23976,Tanner Hoyt,Liberty,2010,Jr,0,0,0,0,0,0,0,0,0
16151,Garen Lafser,Liberty,2010,Sr,0,0,0,0,0,0,0,0,0
16135,Carter McMasters,Liberty,2010,So,0,0,0,0,0,2,0,0,2
11841,David Minaya,Liberty,2010,Jr,40,9,18,13,3,38,12,14,12
22762,Sommy Ogukwe,Liberty,2010,Fr,1,0,0,1,0,17,4,5,8
22763,Chene Phillips,Liberty,2010,Fr,23,3,11,9,2,33,4,16,13
16140,Jesse Sanders,Liberty,2010,Jr,183,44,58,81,6,96,9,53,34
22764,John Caleb Sanders,Liberty,2010,Fr,20,4,5,11,1,20,9,6,5
16138,James Spencer,Liberty,2010,Sr,2,0,0,2,0,8,2,4,2
16141,Joel Vander Pol,Liberty,2010,Fr,5,0,3,2,0,25,7,9,9
22765,Asaad Woods,Liberty,2010,Fr,0,0,0,0,0,4,1,2,1
14420,Jacob Arnett,Lipscomb,2010,So,68,13,21,34,1,38,2,19,17
14417,Brandon Barnes,Lipscomb,2010,Fr,23,2,7,14,1,49,5,26,18
22592,Robert Boyd,Lipscomb,2010,Fr,64,11,29,24,2,45,2,28,15
3609,Brandon Brown,Lipscomb,2010,Sr,32,4,17,11,0,54,4,24,26
14428,Zach Brown,Lipscomb,2010,So,11,4,2,5,0,14,1,9,4
14422,Jordan Burgason,Lipscomb,2010,Jr,55,18,27,9,2,45,1,24,20
12777,Justin Glenn,Lipscomb,2010,Jr,15,2,9,4,0,21,4,9,8
9409,Adnan Hodzic,Lipscomb,2010,Sr,30,5,14,11,1,66,8,19,39
14426,Milos Kleut,Lipscomb,2010,So,1,1,0,0,0,9,1,2,6
14423,Josh Slater,Lipscomb,2010,Sr,139,26,58,54,2,92,7,46,39
14418,Brett Staal,Lipscomb,2010,Jr,2,0,2,0,1,1,0,1,0
14425,Michael Teller,Lipscomb,2010,Sr,18,8,4,6,0,15,0,10,5
14419,Brian Wright,Lipscomb,2010,Jr,3,1,1,0,0,8,0,4,4
19774,Derrick Bails,Little Rock,2010,Sr,9,1,1,7,0,29,2,9,18
6435,Solomon Bozeman,Little Rock,2010,Sr,99,23,28,47,10,92,9,29,54
19772,Alex Garcia-Mendoza,Little Rock,2010,Sr,38,10,13,15,2,43,3,20,20
23027,Chuck Guy,Little Rock,2010,Fr,72,8,24,40,2,47,2,17,28
19773,Courtney Jackson,Little Rock,2010,Jr,20,4,6,10,0,24,1,9,14
23029,Eric Kibi,Little Rock,2010,Jr,19,3,7,9,4,34,1,10,23
23030,Gus Leeper,Little Rock,2010,Fr,7,0,5,2,2,15,2,5,8
19777,Marlon Louzeiro,Little Rock,2010,Jr,9,1,2,6,0,20,2,4,14
19778,Matt Mouzy,Little Rock,2010,Sr,20,7,7,6,3,28,1,15,12
23032,Reggie Sonnier,Little Rock,2010,Fr,5,1,2,2,1,2,0,1,1
23033,Tramar Sutherland,Little Rock,2010,Jr,14,4,6,4,2,11,1,5,5
19779,Montrell Thornton,Little Rock,2010,Sr,12,3,2,7,0,23,1,6,16
23028,D'Andre Williams,Little Rock,2010,Jr,109,23,36,50,4,57,1,28,28
20556,Julian Boyd,Long Island,2010,So,49,2,27,20,2,60,9,24,27
23222,Jason Brickman,Long Island,2010,Fr,180,15,95,70,18,64,3,43,18
20560,Michael Culpo,Long Island,2010,Jr,20,3,4,13,2,26,2,14,10
20304,C.J. Garner,Long Island,2010,So,113,19,46,48,14,74,10,31,33
23223,Joel Gierbolini,Long Island,2010,Jr,0,0,0,0,0,1,0,0,1
20553,David Hicks,Long Island,2010,Sr,34,4,18,12,4,43,8,20,15
20551,Booker Hucks,Long Island,2010,So,1,0,0,1,0,17,2,10,5
20559,Kyle Johnson,Long Island,2010,Sr,29,3,11,14,0,41,3,20,18
20558,Kurt Joseph,Long Island,2010,So,1,0,0,1,0,6,0,3,3
20550,Arnold Mayorga,Long Island,2010,Jr,3,0,1,1,1,10,0,5,5
20562,Milos Nikolic,Long Island,2010,Sr,0,0,0,0,0,2,0,1,1
23224,Robinson Odoch Opong,Long Island,2010,Fr,2,2,0,0,0,4,0,4,0
20554,Jamal Olasewere,Long Island,2010,So,63,7,31,25,2,106,21,37,48
20557,Kenny Onyechi,Long Island,2010,So,8,0,4,4,0,45,14,11,20
16623,Larry Anderson,Long Beach State,2010,Jr,91,17,29,45,3,69,12,23,34
16624,Lin Chang,Long Beach State,2010,Jr,2,0,0,2,0,8,0,4,4
