GMID,Name,School,Year,Grade,PerRimABlkd,Per2PJABlkd,Per3PABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,PerS2APB,PerL2PAPB,PerPBDunked
24202,Julian Royal,George Mason,2015,Sr,0.00%,0.00%,0.00%,NA,33.33%,50.00%,0.00%,0.00%,NA
44707,Michael Rudy,George Mason,2015,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
46097,Myles Tate,George Mason,2015,Jr,NA,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%,NA
80360,Shevon Thompson,George Mason,2015,Sr,8.73%,13.51%,0.00%,41.67%,53.06%,0.00%,18.25%,14.86%,11.76%
42310,Tyler Cavanaugh,George Washington,2015,Jr,13.21%,5.22%,1.72%,37.50%,36.36%,37.68%,19.50%,2.61%,0.00%
80362,Matt Cimino,George Washington,2015,RS-So,NA,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA
24744,Patricio Garino,George Washington,2015,Sr,6.79%,8.99%,0.00%,53.45%,46.43%,28.77%,6.79%,1.12%,0.00%
85315,Collin Goss,George Washington,2015,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
79638,Matthew Hart,George Washington,2015,Jr,12.50%,0.00%,2.33%,37.50%,26.67%,21.74%,6.25%,0.00%,0.00%
71589,Paul Jorgenson,George Washington,2015,So,15.79%,3.23%,0.00%,52.38%,30.43%,45.95%,2.63%,1.61%,0.00%
42835,Kevin Larsen,George Washington,2015,Sr,10.43%,5.83%,0.00%,39.68%,34.57%,37.50%,17.18%,0.83%,0.00%
42836,Joe McDonald,George Washington,2015,Sr,17.02%,2.41%,0.00%,32.61%,35.29%,41.30%,9.57%,0.00%,0.00%
43229,Alex Mitola,George Washington,2015,Sr,20.00%,4.76%,2.17%,77.78%,33.33%,29.03%,0.00%,0.00%,NA
84392,Jordan Roland,George Washington,2015,Fr,33.33%,16.67%,10.00%,100.00%,22.22%,11.11%,0.00%,0.00%,NA
80364,Anthony Swan,George Washington,2015,So,0.00%,0.00%,0.00%,50.00%,0.00%,75.00%,25.00%,22.22%,0.00%
53707,Yuta Watanabe,George Washington,2015,So,9.88%,9.84%,0.00%,47.06%,30.77%,33.80%,8.64%,0.00%,0.00%
41439,Reggie Cameron,Georgetown,2015,Jr,7.69%,15.00%,1.11%,50.00%,15.38%,30.51%,7.69%,5.00%,0.00%
81537,Tre Campbell,Georgetown,2015,So,17.65%,0.00%,1.45%,33.33%,37.50%,38.00%,2.94%,0.00%,0.00%
52346,Isaac Copeland,Georgetown,2015,So,9.23%,3.96%,0.00%,56.25%,24.59%,35.37%,7.69%,3.96%,11.11%
73159,Marcus Derrickson,Georgetown,2015,Fr,7.14%,3.13%,1.03%,40.00%,25.00%,18.33%,25.00%,3.13%,0.00%
59513,Jessie Govan,Georgetown,2015,Fr,12.50%,7.41%,0.00%,36.36%,14.71%,25.00%,23.21%,1.85%,14.29%
44079,Bradley Hayes,Georgetown,2015,Jr,3.13%,0.92%,NA,36.00%,22.22%,NA,20.31%,2.75%,0.00%
84052,Kaleb Johnson,Georgetown,2015,Fr,18.52%,0.00%,0.00%,20.00%,50.00%,40.00%,22.22%,0.00%,0.00%
52559,Trey Mourning,Georgetown,2015,So,16.67%,0.00%,0.00%,100.00%,33.33%,25.00%,33.33%,0.00%,0.00%
71571,L.J. Peak,Georgetown,2015,So,13.33%,8.11%,1.22%,49.15%,33.33%,37.78%,5.19%,2.70%,0.00%
24269,D'Vauntes Smith-Rivera,Georgetown,2015,Sr,12.00%,5.41%,0.00%,35.71%,25.76%,19.40%,5.33%,0.00%,0.00%
41450,Paul White,Georgetown,2015,So,25.00%,33.33%,0.00%,100.00%,50.00%,33.33%,0.00%,0.00%,NA
66878,Riyan Williams,Georgetown,2015,Jr,100.00%,NA,0.00%,100.00%,NA,100.00%,0.00%,NA,NA
84923,Malik Benlevi,Georgia State,2015,Fr,19.05%,8.33%,0.00%,70.00%,20.00%,7.14%,14.29%,0.00%,0.00%
81410,Jalen Brown,Georgia State,2015,Sr,50.00%,NA,0.00%,50.00%,NA,25.00%,0.00%,NA,NA
44711,Markus Crider,Georgia State,2015,Sr,10.20%,2.53%,0.00%,31.58%,19.05%,0.00%,13.27%,0.00%,0.00%
59025,Isaiah Dennis,Georgia State,2015,Jr,7.14%,5.88%,0.00%,42.11%,0.00%,NA,1.79%,0.00%,0.00%
85484,Austin Donaldson,Georgia State,2015,Fr,20.00%,28.57%,0.00%,66.67%,60.00%,0.00%,6.67%,0.00%,0.00%
97849,Alario Harris,Georgia State,2015,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
24278,Jeremy Hollowell,Georgia State,2015,Jr,12.36%,0.00%,0.00%,42.11%,20.99%,15.71%,5.62%,0.70%,0.00%
81413,Jordan Session,Georgia State,2015,So,5.56%,5.77%,0.00%,37.50%,33.33%,0.00%,22.22%,3.85%,0.00%
44713,T.J. Shipes,Georgia State,2015,Sr,9.88%,3.57%,NA,37.93%,12.50%,NA,13.58%,0.00%,27.27%
81414,Jeff Thomas,Georgia State,2015,Fr,11.11%,0.00%,1.04%,50.00%,12.50%,25.00%,27.78%,2.27%,0.00%
24229,Kevin Ware,Georgia State,2015,Sr,14.46%,1.74%,0.00%,29.55%,24.62%,27.78%,3.61%,0.00%,0.00%
58789,Isaiah Williams (2),Georgia State,2015,So,23.08%,3.08%,0.97%,40.00%,29.55%,26.15%,1.92%,0.00%,0.00%
24663,Marcus Georges-Hunt,Georgia Tech,2015,Sr,8.33%,7.75%,0.00%,49.09%,55.41%,35.62%,3.03%,4.65%,0.00%
57417,Josh Heath,Georgia Tech,2015,Jr,7.14%,2.27%,6.25%,50.00%,55.17%,25.00%,0.00%,0.00%,NA
42300,Corey Heyward,Georgia Tech,2015,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
80071,Tadric Jackson,Georgia Tech,2015,So,15.38%,5.00%,0.00%,52.94%,20.00%,52.94%,7.69%,0.00%,0.00%
28790,Nick Jacobs,Georgia Tech,2015,Sr,3.55%,3.95%,NA,47.06%,32.99%,NA,23.40%,3.39%,2.56%
56780,Travis Jorgenson,Georgia Tech,2015,So,0.00%,13.33%,0.00%,NA,36.36%,38.46%,0.00%,6.67%,0.00%
80077,Ben Lammers,Georgia Tech,2015,So,8.51%,9.38%,NA,33.33%,26.32%,NA,25.53%,9.38%,20.00%
24655,Charles Mitchell,Georgia Tech,2015,Sr,8.59%,2.65%,NA,44.68%,27.47%,NA,35.16%,7.28%,0.00%
56781,Rand Rowland,Georgia Tech,2015,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
24352,Adam Smith,Georgia Tech,2015,Sr,22.58%,4.70%,0.39%,43.75%,33.33%,40.79%,3.23%,0.67%,0.00%
56782,Quinton Stephens,Georgia Tech,2015,Jr,6.25%,5.88%,0.00%,50.00%,50.00%,22.41%,56.25%,1.96%,0.00%
31716,James White,Georgia Tech,2015,Sr,11.63%,0.00%,NA,23.08%,29.27%,NA,55.81%,11.29%,12.90%
88687,Mike Edwards,Georgia,2015,Fr,7.32%,8.33%,NA,31.58%,45.45%,NA,26.83%,8.33%,0.00%
56710,J.J. Frazier,Georgia,2015,Jr,10.29%,3.62%,0.53%,45.16%,32.18%,31.58%,1.47%,0.72%,0.00%
28291,Kenny Gaines,Georgia,2015,Sr,8.00%,10.87%,1.86%,48.15%,44.07%,27.27%,12.00%,1.09%,0.00%
56711,Kenny Paul Geno,Georgia,2015,Jr,3.57%,18.18%,2.17%,23.08%,80.00%,18.75%,35.71%,9.09%,0.00%
81015,Osahen Iduwe,Georgia,2015,So,0.00%,100.00%,NA,0.00%,0.00%,NA,100.00%,0.00%,0.00%
84007,Will Jackson,Georgia,2015,Fr,40.00%,25.00%,0.00%,0.00%,28.57%,28.57%,0.00%,0.00%,NA
44069,Houston Kessler,Georgia,2015,Jr,6.06%,4.35%,0.00%,57.14%,43.75%,21.05%,21.21%,8.70%,0.00%
44070,Charles Mann,Georgia,2015,Sr,20.00%,19.15%,1.85%,52.63%,29.41%,43.75%,3.75%,0.00%,0.00%
81016,Yante Maten,Georgia,2015,So,9.76%,5.82%,0.00%,47.37%,32.72%,50.00%,19.51%,3.27%,3.03%
86746,Derek Ogbeide,Georgia,2015,Fr,9.09%,11.32%,NA,17.65%,24.32%,NA,36.36%,11.32%,0.00%
97440,Connor O'Neill,Georgia,2015,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
84048,E'Torrion Wilridge,Georgia,2015,Fr,0.00%,16.67%,0.00%,50.00%,25.00%,33.33%,7.69%,0.00%,0.00%
56714,Brandon Young (2),Georgia,2015,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
81300,Bryan Alberts,Gonzaga,2015,Fr,25.00%,0.00%,0.00%,66.67%,0.00%,25.00%,0.00%,0.00%,NA
44099,Rem Bakamus,Gonzaga,2015,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
97733,Jack Beach,Gonzaga,2015,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
30413,Kyle Dranginis,Gonzaga,2015,Sr,13.79%,6.67%,0.00%,44.44%,11.11%,21.21%,6.90%,0.00%,0.00%
57581,Ryan Edwards,Gonzaga,2015,So,0.00%,17.65%,0.00%,40.00%,30.00%,0.00%,33.33%,0.00%,0.00%
24347,Przemek Karnowski,Gonzaga,2015,RS-Sr,0.00%,0.00%,NA,28.57%,75.00%,NA,5.26%,0.00%,0.00%
30776,Eric McClellan,Gonzaga,2015,Sr,15.00%,6.67%,0.00%,56.60%,31.82%,22.73%,5.00%,2.22%,14.29%
81298,Silas Melson,Gonzaga,2015,So,13.89%,14.29%,2.78%,60.00%,28.57%,40.38%,2.78%,2.38%,0.00%
52563,Josh Perkins,Gonzaga,2015,Fr,12.09%,6.45%,0.00%,58.82%,33.33%,37.33%,3.30%,0.00%,0.00%
33381,Domas Sabonis,Gonzaga,2015,So,8.12%,4.20%,0.00%,33.90%,28.00%,25.00%,9.64%,3.50%,0.00%
61290,Dustin Triano,Gonzaga,2015,So,NA,NA,0.00%,NA,NA,100.00%,NA,NA,NA
24155,Kyle Wiltjer,Gonzaga,2015,Sr,11.40%,3.28%,0.00%,33.33%,31.63%,25.23%,14.91%,2.73%,0.00%
85575,Jefkins Agyeman-Budu,Grambling State,2015,So,0.00%,NA,NA,NA,NA,NA,0.00%,NA,NA
60481,Velario Altheimer,Grambling State,2015,Sr,7.69%,20.00%,NA,25.00%,75.00%,NA,15.38%,0.00%,0.00%
99082,"Michael Bethea, Jr.",Grambling State,2015,Jr,13.33%,12.50%,1.77%,20.00%,29.41%,24.10%,6.67%,0.00%,0.00%
60484,Remond Brown,Grambling State,2015,Jr,5.13%,5.56%,0.00%,28.57%,19.05%,25.00%,10.26%,5.56%,0.00%
60483,Chase Comier,Grambling State,2015,Jr,22.73%,0.00%,0.00%,43.75%,33.33%,14.29%,4.55%,0.00%,0.00%
99083,Deonte Hearns,Grambling State,2015,Jr,14.06%,11.43%,0.00%,36.21%,11.54%,25.00%,13.28%,2.86%,0.00%
82099,Mark Gray,Grambling State,2015,Sr,12.90%,3.23%,1.79%,30.00%,21.05%,22.50%,4.84%,3.23%,0.00%
99084,Ugur Hortum,Grambling State,2015,Jr,16.13%,15.79%,6.25%,17.65%,42.86%,30.77%,16.13%,0.00%,0.00%
86207,Carlton Lowe,Grambling State,2015,Jr,0.00%,14.29%,0.00%,66.67%,0.00%,13.64%,25.00%,14.29%,0.00%
99085,Ervin Mitchell,Grambling State,2015,Jr,6.98%,6.45%,0.00%,41.67%,27.78%,22.64%,4.65%,4.84%,0.00%
91707,Jack Ocwieja,Grambling State,2015,Jr,28.57%,11.11%,0.00%,25.00%,60.00%,100.00%,14.29%,0.00%,0.00%
89172,Nigel Riberio,Grambling State,2015,Fr,10.53%,10.39%,2.02%,50.00%,17.78%,25.35%,0.00%,1.30%,0.00%
30335,Arnold Richmond,Grambling State,2015,Sr,9.09%,2.94%,0.00%,28.57%,26.09%,30.00%,0.00%,0.00%,NA
82101,Kyle Williams (2),Grambling State,2015,So,5.00%,30.00%,NA,11.11%,0.00%,NA,20.00%,10.00%,0.00%
57626,Joshua Braun,Grand Canyon,2015,So,14.43%,12.50%,1.75%,34.04%,42.11%,25.96%,10.31%,3.13%,0.00%
81447,De'Andre Davis,Grand Canyon,2015,So,4.62%,7.14%,0.00%,45.83%,34.48%,23.08%,1.54%,0.00%,0.00%
57628,Jevon Estelle,Grand Canyon,2015,Sr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
30608,Grandy Glaze,Grand Canyon,2015,Sr,9.68%,7.41%,0.00%,37.35%,30.30%,9.09%,11.29%,7.41%,3.13%
28248,Matt Jackson,Grand Canyon,2015,So,15.87%,12.50%,0.00%,67.86%,41.18%,31.11%,9.52%,0.00%,0.00%
38588,Uros Ljeskovic,Grand Canyon,2015,Sr,3.23%,12.50%,NA,46.67%,50.00%,NA,3.23%,25.00%,0.00%
52557,Dominic Magee,Grand Canyon,2015,Fr,17.19%,4.88%,0.00%,41.94%,41.18%,27.27%,4.69%,2.44%,0.00%
31325,Ryan Majerle,Grand Canyon,2015,Sr,14.29%,0.00%,2.22%,50.00%,50.00%,37.04%,14.29%,0.00%,0.00%
41363,Gerard Martin,Grand Canyon,2015,Fr,3.33%,0.00%,0.00%,38.89%,40.00%,38.64%,6.67%,0.00%,0.00%
45031,Dewayne Russell,Grand Canyon,2015,Jr,16.22%,2.60%,0.00%,42.86%,35.00%,27.78%,2.70%,0.00%,0.00%
81450,Boubecar Toure,Grand Canyon,2015,RS-Fr,13.64%,0.00%,0.00%,50.00%,0.00%,100.00%,0.00%,0.00%,NA
57223,Keonta Vernon,Grand Canyon,2015,So,3.70%,7.14%,0.00%,28.81%,23.26%,100.00%,19.26%,3.57%,14.29%
31349,Grant White,Grand Canyon,2015,Sr,0.00%,33.33%,0.00%,NA,33.33%,0.00%,0.00%,0.00%,NA
57263,Turner Botz,Green Bay,2015,Jr,17.24%,9.52%,1.08%,31.25%,30.00%,31.67%,20.69%,4.76%,0.00%
97530,Anthony Brown (3),Green Bay,2015,Fr,4.55%,12.50%,0.00%,27.27%,42.86%,33.33%,0.00%,0.00%,NA
90005,Avery Brown,Green Bay,2015,Fr,0.00%,16.67%,0.00%,100.00%,25.00%,33.33%,0.00%,0.00%,NA
97531,Charles Cooper,Green Bay,2015,Jr,13.61%,7.61%,0.00%,44.74%,35.29%,15.38%,8.38%,0.00%,0.00%
57264,Tevin Findlay,Green Bay,2015,Jr,15.79%,7.69%,0.00%,35.48%,37.50%,25.00%,1.75%,0.00%,0.00%
42895,Jordan Fouse,Green Bay,2015,Sr,11.86%,5.83%,0.00%,33.96%,25.68%,30.59%,11.02%,5.83%,0.00%
97532,Jamar Hurdle,Green Bay,2015,Jr,4.23%,10.77%,0.00%,50.00%,30.23%,25.00%,16.90%,3.08%,7.14%
42177,Kerem Kanter,Green Bay,2015,So,0.00%,5.00%,0.00%,16.67%,33.33%,50.00%,18.42%,0.00%,0.00%
42896,Carrington Love,Green Bay,2015,Sr,14.48%,3.95%,0.89%,39.06%,36.00%,35.62%,0.69%,1.32%,0.00%
57265,Kenneth Lowe,Green Bay,2015,Jr,13.33%,2.47%,NA,50.00%,23.08%,NA,13.33%,1.23%,13.33%
80693,Khalil Small,Green Bay,2015,So,15.38%,8.14%,0.00%,38.24%,27.78%,25.93%,15.38%,4.65%,0.00%
80692,Henry Uwadiae,Green Bay,2015,Jr,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA,NA
44435,Dionte Adams,Hampton,2015,Sr,14.49%,1.96%,0.00%,39.29%,18.18%,0.00%,24.64%,7.84%,9.52%
89382,Branden Aughburns,Hampton,2015,Fr,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%,0.00%,NA
101364,Trevond Barnes,Hampton,2015,Fr,16.67%,0.00%,NA,33.33%,50.00%,NA,50.00%,14.29%,0.00%
28783,Quinton Chievous,Hampton,2015,Sr,7.77%,6.98%,0.00%,40.58%,28.00%,43.59%,14.08%,6.98%,3.13%
58577,Lawrence Cooks,Hampton,2015,Jr,12.20%,3.03%,1.01%,60.00%,40.00%,41.18%,2.44%,0.00%,0.00%
31205,Brian Darden,Hampton,2015,Sr,12.00%,3.08%,0.00%,55.17%,38.64%,40.13%,0.00%,1.54%,0.00%
84859,Kalin Fisher,Hampton,2015,Fr,19.23%,5.56%,0.00%,46.67%,33.33%,29.63%,3.85%,5.56%,0.00%
58576,Gregory Hayden,Hampton,2015,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
42951,Reggie Johnson (2),Hampton,2015,Sr,12.95%,6.56%,2.29%,47.37%,38.20%,29.60%,4.66%,0.00%,0.00%
101362,Imani Miller,Hampton,2015,Fr,37.50%,NA,NA,66.67%,NA,NA,0.00%,NA,NA
101363,Akim Mitchell,Hampton,2015,Fr,7.14%,5.00%,6.25%,50.00%,18.75%,33.33%,14.29%,0.00%,0.00%
101367,Devon Oakley,Hampton,2015,Fr,40.00%,NA,0.00%,50.00%,NA,100.00%,20.00%,NA,0.00%
31265,Jervon Pressley,Hampton,2015,Sr,13.98%,9.76%,NA,52.38%,19.35%,NA,11.83%,2.44%,25.00%
85690,Charles Wilson-Fisher,Hampton,2015,So,12.90%,0.00%,0.00%,25.00%,35.29%,40.00%,12.90%,0.00%,0.00%
88684,George Blagojevic,Hartford,2015,Fr,14.56%,1.85%,0.00%,23.21%,21.21%,10.91%,6.80%,1.85%,0.00%
79962,John Carroll,Hartford,2015,RS-So,19.35%,6.67%,0.00%,31.25%,18.18%,16.67%,16.13%,0.00%,0.00%
43201,Evan Cooper,Hartford,2015,Jr,14.29%,0.00%,1.09%,46.15%,16.67%,16.95%,3.57%,0.00%,0.00%
84730,Jason Dunne,Hartford,2015,Fr,6.98%,0.00%,0.00%,17.65%,0.00%,16.00%,9.30%,0.00%,0.00%
25791,Taylor Dyson,Hartford,2015,Sr,27.78%,0.00%,0.90%,18.18%,0.00%,22.06%,5.56%,5.00%,0.00%
56959,Jake Fay,Hartford,2015,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
57846,Justin Graham (2),Hartford,2015,Jr,18.29%,6.45%,1.30%,16.67%,19.05%,26.42%,0.00%,0.00%,NA
79963,Jack Hobbs,Hartford,2015,So,15.63%,0.00%,1.64%,45.45%,16.67%,11.63%,21.88%,0.00%,0.00%
84889,J.R. Lynch,Hartford,2015,Fr,9.09%,3.57%,1.72%,20.00%,26.67%,16.22%,0.00%,0.00%,NA
79965,Mark Plousis,Hartford,2015,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
42946,Jalen Ross,Hartford,2015,Jr,8.33%,5.63%,1.11%,30.00%,27.66%,22.22%,4.17%,0.00%,0.00%
42634,Pancake Thomas,Hartford,2015,Jr,13.25%,2.46%,0.58%,25.00%,22.22%,16.00%,3.61%,2.46%,0.00%
37851,Dougal Weir,Hartford,2015,Jr,14.29%,0.00%,0.00%,0.00%,0.00%,0.00%,14.29%,0.00%,0.00%
84906,TreVaughn Wilkerson,Hartford,2015,Fr,0.00%,8.33%,NA,33.33%,0.00%,NA,23.81%,0.00%,0.00%
80888,Andre Chatfield,Harvard,2015,So,0.00%,0.00%,0.00%,25.00%,NA,0.00%,0.00%,0.00%,NA
43231,Evan Cummins,Harvard,2015,Sr,6.82%,0.00%,NA,35.71%,18.18%,NA,11.36%,0.00%,0.00%
84513,Balsa Dragovic,Harvard,2015,Fr,0.00%,0.00%,0.00%,NA,NA,0.00%,0.00%,0.00%,NA
28279,Zena Edosomwan,Harvard,2015,Jr,9.20%,9.80%,NA,48.61%,17.65%,NA,6.90%,3.92%,12.50%
26699,Christopher Egi,Harvard,2015,So,6.90%,0.00%,NA,50.00%,33.33%,NA,10.34%,0.00%,0.00%
102226,Robbie Feinberg,Harvard,2015,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
58533,Matt Fraschilla,Harvard,2015,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
72587,Corey Johnson,Harvard,2015,Fr,5.88%,2.38%,0.00%,50.00%,31.25%,37.38%,11.76%,0.00%,0.00%
84443,Tommy McCarthy,Harvard,2015,Fr,11.11%,9.43%,1.92%,50.00%,32.50%,30.30%,0.00%,0.00%,NA
97659,James McLean,Harvard,2015,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
30862,Corbin Miller,Harvard,2015,Jr,0.00%,4.88%,1.42%,0.00%,36.67%,25.00%,50.00%,0.00%,0.00%
58534,Hunter Myers,Harvard,2015,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
43233,Agunwa Okolie,Harvard,2015,Sr,8.77%,2.25%,0.00%,39.02%,38.46%,28.57%,14.04%,7.87%,0.00%
72694,Weisner Perez,Harvard,2015,Fr,15.15%,6.67%,0.00%,64.71%,40.00%,10.00%,6.06%,0.00%,0.00%
26701,Patrick Steeves,Harvard,2015,Jr,0.00%,3.92%,1.54%,44.83%,26.47%,29.41%,6.90%,0.00%,0.00%
80889,Zach Yoshor,Harvard,2015,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
80541,Roderick Bobbitt,Hawaii,2015,Sr,10.00%,5.19%,0.64%,51.35%,40.43%,36.27%,1.43%,6.49%,0.00%
80543,Zach Buscher,Hawaii,2015,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
97653,Jakob Cornelissen,Hawaii,2015,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
53190,Sheriff Drammeh,Hawaii,2015,Fr,14.29%,12.50%,0.00%,50.00%,33.33%,37.50%,14.29%,0.00%,0.00%
44759,Dyrbe Enos,Hawaii,2015,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
80540,Niko Filipovich,Hawaii,2015,So,0.00%,0.00%,0.00%,0.00%,NA,36.36%,0.00%,0.00%,NA
80539,Isaac Fleming,Hawaii,2015,So,9.52%,9.09%,0.00%,50.00%,46.67%,37.29%,0.00%,13.64%,0.00%
44074,Stefan Jankovic,Hawaii,2015,Jr,7.22%,4.80%,0.00%,41.67%,31.34%,20.83%,10.31%,10.40%,0.00%
58163,Stefan Jovanovic,Hawaii,2015,Jr,14.29%,2.60%,NA,17.65%,23.81%,NA,5.71%,7.79%,0.00%
58165,Quincy Smith,Hawaii,2015,Sr,7.63%,13.33%,1.75%,44.23%,33.33%,51.22%,2.54%,11.11%,11.11%
80542,Brocke Stepteau,Hawaii,2015,Fr,NA,NA,0.00%,NA,NA,100.00%,NA,NA,NA
58166,Mike Thomas,Hawaii,2015,Jr,5.95%,4.41%,0.00%,39.13%,37.50%,19.23%,8.33%,20.59%,0.00%
28742,Sai Tummala,Hawaii,2015,Sr,17.65%,7.89%,0.00%,50.00%,24.00%,25.81%,17.65%,13.16%,0.00%
44762,Aaron Valdes,Hawaii,2015,Jr,5.13%,6.82%,0.00%,38.10%,44.23%,26.51%,3.85%,13.64%,6.67%
80490,DeAndre Barber,High Point,2015,So,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,NA
31580,Miles Bowman,High Point,2015,Jr,13.89%,20.00%,0.00%,50.00%,33.33%,14.29%,27.78%,0.00%,0.00%
31183,John Brown (2),High Point,2015,Sr,4.61%,4.07%,0.00%,31.67%,19.48%,NA,15.67%,6.50%,2.33%
44852,Lorenzo Cugini,High Point,2015,Sr,0.00%,8.93%,0.00%,40.00%,39.02%,20.48%,17.46%,0.00%,0.00%
84804,Andre Fox,High Point,2015,Fr,9.76%,5.41%,1.89%,40.00%,26.09%,29.73%,14.63%,5.41%,12.50%
97561,Dexter Gooding,High Point,2015,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
80489,K.J. James,High Point,2015,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
58149,Anthony Lindauer,High Point,2015,Jr,13.89%,1.64%,0.00%,41.18%,28.95%,36.23%,2.78%,1.64%,0.00%
84833,Ricky Madison,High Point,2015,Fr,19.61%,10.00%,0.00%,51.72%,40.00%,33.33%,15.69%,10.00%,0.00%
44855,Haiishen McIntyre,High Point,2015,Sr,13.85%,11.63%,0.00%,43.59%,42.86%,42.86%,1.54%,2.33%,0.00%
58148,Jorge Perez-Laham,High Point,2015,Jr,4.35%,6.67%,0.00%,75.00%,50.00%,35.71%,4.35%,0.00%,0.00%
58147,Tarique Thompson,High Point,2015,Jr,10.77%,6.06%,0.00%,37.04%,33.33%,0.00%,18.46%,0.00%,0.00%
44856,Adam Weary,High Point,2015,Sr,15.08%,3.49%,0.00%,39.58%,39.22%,36.00%,3.17%,4.65%,0.00%
72670,Austin White,High Point,2015,So,11.43%,7.89%,0.00%,46.15%,16.00%,38.46%,0.00%,0.00%,NA
97560,Jordan Whitehead,High Point,2015,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
42541,Brian Bernardi,Hofstra,2015,Jr,8.22%,4.88%,0.00%,39.39%,30.30%,33.33%,0.00%,0.00%,NA
84461,Desure Buie,Hofstra,2015,Fr,23.53%,3.57%,0.00%,56.25%,35.00%,33.33%,0.00%,0.00%,NA
31432,Juan'ya Green,Hofstra,2015,Sr,6.98%,6.84%,1.65%,45.45%,27.91%,23.93%,3.10%,0.00%,0.00%
32725,Rokas Gustys,Hofstra,2015,So,8.47%,5.88%,NA,42.11%,47.37%,NA,16.53%,17.65%,4.26%
30877,Denton Koon,Hofstra,2015,Sr,9.84%,11.63%,0.00%,40.38%,37.50%,32.63%,10.66%,4.65%,0.00%
80575,Malik Nichols,Hofstra,2015,Sr,7.69%,23.08%,0.00%,44.44%,50.00%,28.57%,28.85%,7.69%,0.00%
31433,Ameen Tanksley,Hofstra,2015,Sr,12.50%,6.32%,2.37%,41.54%,33.33%,32.41%,7.35%,6.32%,0.00%
80576,Andre Walker (2),Hofstra,2015,So,7.69%,0.00%,NA,42.86%,0.00%,NA,15.38%,0.00%,0.00%
84328,Justin Wright-Foreman,Hofstra,2015,Fr,23.08%,0.00%,0.00%,20.00%,50.00%,20.00%,0.00%,0.00%,NA
58688,Malachi Alexander,Holy Cross,2015,Jr,5.98%,3.92%,0.93%,40.00%,20.69%,16.67%,11.11%,0.00%,0.00%
44270,Isaiah Baker,Holy Cross,2015,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
84800,Pat Benzan,Holy Cross,2015,Fr,25.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,NA
58689,Robert Champion,Holy Cross,2015,Jr,8.70%,11.36%,0.67%,25.49%,24.00%,28.42%,6.09%,0.00%,0.00%
89207,Karl Charles,Holy Cross,2015,Fr,8.13%,3.85%,0.00%,40.38%,36.84%,26.09%,7.32%,7.69%,0.00%
84808,Jehyve Floyd,Holy Cross,2015,Fr,12.24%,0.00%,NA,31.25%,0.00%,NA,6.12%,0.00%,33.33%
44271,Eric Green,Holy Cross,2015,Sr,15.63%,2.44%,0.00%,29.41%,31.82%,0.00%,9.38%,0.00%,33.33%
44272,Cullen Hamilton,Holy Cross,2015,Sr,11.96%,9.21%,0.00%,30.95%,22.64%,13.11%,1.09%,1.32%,0.00%
58691,Matt Husek,Holy Cross,2015,Jr,3.33%,8.00%,0.00%,29.17%,15.15%,11.11%,10.00%,0.00%,0.00%
99028,Thomas Kennedy (2),Holy Cross,2015,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
103699,Derek Mountain,Holy Cross,2015,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
84375,Marcellis Perkins,Holy Cross,2015,Fr,0.00%,NA,0.00%,NA,NA,33.33%,0.00%,NA,NA
99029,Patrick Rielly,Holy Cross,2015,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
