GMID,Name,School,Year,Grade,S2PA,S2PM,S2PMAss,DunkA,DunkM,DunkAss,L2PA,L2PM,L2PMAss,A3P,M3P,Ass3PM,FTA,FTM
7557,Demetric Williams,Wichita State,2010,So,15,11,4,0,0,0,22,11,2,41,13,11,17,11
23661,Julian Boatner,William & Mary,2010,Fr,7,5,2,0,0,0,17,4,0,116,48,46,17,15
23662,Brandon Britt,William & Mary,2010,Fr,43,22,1,0,0,0,43,10,0,85,25,22,60,42
18985,Kendrix Brown,William & Mary,2010,Jr,11,6,2,1,1,0,39,15,2,29,4,4,14,9
18986,Kyle Gaillard,William & Mary,2010,So,63,34,15,9,8,7,28,12,1,38,12,12,28,12
9328,Fred Heldring,William & Mary,2010,Fr,4,2,1,1,0,0,6,2,1,3,0,0,4,2
18983,Doug Howard II,William & Mary,2010,So,2,1,0,0,0,0,1,0,0,0,0,0,2,2
18987,Marcus Kitts,William & Mary,2010,Sr,132,86,50,31,27,20,55,16,4,0,0,0,98,50
18984,JohnMark Ludwick,William & Mary,2010,Jr,3,2,0,0,0,0,5,1,1,78,32,29,10,6
18990,Quinn McDowell,William & Mary,2010,Jr,73,38,14,0,0,0,69,33,14,110,49,44,76,64
18980,Andrew Pavloff,William & Mary,2010,So,0,0,0,0,0,0,2,0,0,3,0,0,0,0
18989,Matt Rum,William & Mary,2010,So,21,10,2,0,0,0,26,7,1,70,20,19,24,19
23663,Tim Rusthoven,William & Mary,2010,Fr,38,27,17,1,1,1,40,21,15,11,1,1,29,23
23664,Ben Whitlatch,William & Mary,2010,Fr,0,0,0,0,0,0,1,0,0,2,1,1,0,0
16442,Justin Burton,Winthrop,2010,Sr,8,1,0,0,0,0,40,5,0,31,6,5,11,5
16382,Charles Corbin,Winthrop,2010,Sr,44,25,6,0,0,0,163,64,18,11,1,1,44,27
16392,Robbie Dreher,Winthrop,2010,So,31,19,5,2,2,0,86,19,2,74,28,27,94,61
16386,Julius Francis,Winthrop,2010,So,2,1,0,0,0,0,11,5,2,0,0,0,6,3
16385,Gideon Gamble,Winthrop,2010,So,9,8,6,0,0,0,53,18,9,60,18,15,11,6
22728,Joab Jerome,Winthrop,2010,Fr,14,9,3,0,0,0,20,6,1,5,1,1,25,14
16380,Andre Jones,Winthrop,2010,Jr,37,24,7,0,0,0,85,26,15,64,24,21,37,28
16391,Reggie King,Winthrop,2010,So,0,0,0,0,0,0,3,0,0,1,0,0,2,1
23981,Patrik Marcu,Winthrop,2010,Fr,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16390,Reggie Middleton,Winthrop,2010,Jr,32,21,4,0,0,0,61,19,3,55,18,15,47,29
10834,Matt Morgan,Winthrop,2010,Jr,50,28,13,3,2,2,136,46,37,5,0,0,49,33
22729,Derrick Scott,Winthrop,2010,Fr,0,0,0,0,0,0,2,1,1,2,0,0,0,0
16384,George Valentine,Winthrop,2010,Jr,62,47,15,2,1,0,43,14,7,0,0,0,44,22
3999,Jared Berggren,Wisconsin,2010,So,17,11,5,2,2,1,15,9,5,21,7,7,11,6
4008,Mike Bruesewitz,Wisconsin,2010,So,40,27,12,3,3,2,16,7,3,58,18,17,24,19
9319,Ben Brust,Wisconsin,2010,Fr,0,0,0,0,0,0,5,2,2,8,2,2,0,0
9272,Duje Dukan,Wisconsin,2010,Fr,1,0,0,0,0,0,2,0,0,0,0,0,0,0
5238,Ryan Evans,Wisconsin,2010,So,26,15,6,8,6,3,67,14,7,3,0,0,35,26
23216,Josh Gasser,Wisconsin,2010,Fr,37,25,14,0,0,0,30,13,3,56,16,15,36,34
3998,J.P. Gavinski,Wisconsin,2010,Sr,1,0,0,0,0,0,2,0,0,0,0,0,2,1
4005,Tim Jarmusz,Wisconsin,2010,Sr,6,3,3,0,0,0,9,4,1,75,28,28,11,9
4000,Jon Leuer,Wisconsin,2010,Sr,65,49,24,14,14,10,243,106,39,132,49,45,86,69
3542,Keaton Nankivil,Wisconsin,2010,Sr,33,24,9,9,8,5,72,34,28,119,54,52,28,24
4007,Wquinton Smith,Wisconsin,2010,Sr,7,2,1,0,0,0,4,2,0,3,1,1,5,2
4001,Jordan Taylor,Wisconsin,2010,Jr,63,31,13,0,0,0,172,65,7,152,66,26,130,107
3996,Brett Valentyn,Wisconsin,2010,Sr,0,0,0,0,0,0,0,0,0,21,7,7,0,0
4004,Rob Wilson,Wisconsin,2010,Jr,8,7,6,0,0,0,11,3,1,17,1,1,6,6
21470,Drew Crowell,Wofford,2010,Jr,13,10,6,0,0,0,13,8,7,0,0,0,0,0
21477,Noah Dahlman,Wofford,2010,Sr,267,162,103,0,0,0,70,28,9,0,0,0,157,120
21471,Jamar Diggs,Wofford,2010,Sr,54,31,8,0,0,0,140,54,17,49,17,13,85,67
21474,Kevin Giltner,Wofford,2010,Jr,18,9,4,0,0,0,15,5,4,97,43,40,18,9
21480,Tim Johnson (2),Wofford,2010,Sr,120,55,17,7,5,2,37,11,2,0,0,0,80,37
21467,Brad Loesing,Wofford,2010,Jr,40,22,3,0,0,0,36,14,3,61,26,24,24,20
21479,Terry Martin,Wofford,2010,Sr,50,25,17,1,1,1,59,25,17,2,0,0,53,41
22949,Cameron McQueen,Wofford,2010,Fr,1,1,1,0,0,0,2,0,0,0,0,0,0,0
21476,Nathan Parker,Wofford,2010,So,5,3,1,0,0,0,4,3,1,5,3,3,9,5
13476,Cameron Rundles,Wofford,2010,Sr,44,24,2,0,0,0,89,40,11,143,54,45,87,60
22948,Aerris Smith,Wofford,2010,Fr,6,1,0,1,0,0,1,0,0,0,0,0,3,1
21475,Matt Steelman,Wofford,2010,Jr,0,0,0,0,0,0,2,0,0,7,5,4,0,0
21473,Joseph Tecklenburg,Wofford,2010,Jr,0,0,0,0,0,0,2,0,0,0,0,0,2,1
21478,Taylor Wagener,Wofford,2010,So,0,0,0,0,0,0,0,0,0,9,2,2,4,4
8121,Armond Battle,Wright State,2010,So,11,6,2,0,0,0,15,6,0,23,10,10,27,19
23758,Kegan Clark,Wright State,2010,Fr,4,1,0,0,0,0,10,4,1,9,2,2,10,3
23760,Cole Darling,Wright State,2010,Fr,25,17,8,1,0,0,24,6,2,29,14,14,23,15
15809,Vaughn Duggins,Wright State,2010,Sr,93,61,16,2,2,2,182,70,13,91,26,21,131,111
15804,N'Gai Evans,Wright State,2010,Sr,75,48,6,1,1,1,106,38,3,57,23,16,90,69
23759,Vance Hall,Wright State,2010,Fr,2,0,0,0,0,0,1,0,0,20,9,9,2,1
15800,Cooper Land,Wright State,2010,Sr,28,18,9,0,0,0,41,14,8,76,30,29,48,33
20175,Johann Mpondo,Wright State,2010,Jr,31,20,14,3,3,3,47,16,13,0,0,0,39,25
23761,A.J. Pacher,Wright State,2010,Fr,18,13,7,2,2,2,27,7,4,52,18,17,11,6
15807,Troy Tabler,Wright State,2010,Sr,29,11,3,0,0,0,43,17,8,102,33,28,42,35
23762,Matt Vest,Wright State,2010,Fr,18,12,4,3,3,2,19,6,0,31,10,10,18,9
10106,Arthur Bouedo,Wyoming,2010,Jr,2,1,0,0,0,0,10,3,2,44,12,12,13,7
22354,Paco Cruz,Wyoming,2010,Jr,8,5,1,0,0,0,83,42,7,83,29,27,31,28
22355,Brian Gibson,Wyoming,2010,So,18,17,10,4,4,3,16,4,4,0,0,0,16,7
10107,Daylen Harrison,Wyoming,2010,So,8,8,3,0,0,0,28,10,0,29,9,8,18,16
22353,Joe Hudson,Wyoming,2010,Fr,0,0,0,0,0,0,5,1,0,55,13,12,1,1
10108,Desmar Jackson,Wyoming,2010,So,39,26,3,4,4,0,106,37,2,62,17,13,82,60
9092,JayDee Luster,Wyoming,2010,Jr,17,9,0,0,0,0,29,5,0,48,8,5,57,35
10105,Amath M'Baye,Wyoming,2010,So,69,57,14,12,10,4,150,49,21,36,6,6,68,48
10104,Afam Muojeke,Wyoming,2010,Jr,5,4,1,0,0,0,13,5,1,41,15,13,11,8
4488,Djibril Thiam,Wyoming,2010,Sr,72,56,29,28,27,18,73,23,12,9,2,2,93,55
10103,Adam Waddell,Wyoming,2010,Jr,19,13,8,3,2,2,51,10,6,3,1,1,49,26
22530,Jay Canty,Xavier,2010,Fr,7,6,4,2,2,2,5,1,1,7,1,1,1,1
10916,Kevin Feeney,Xavier,2010,Sr,0,0,0,0,0,0,0,0,0,3,1,1,4,1
10915,Kenny Frease,Xavier,2010,Jr,107,73,45,8,8,8,149,65,43,1,0,0,58,43
10919,Tu Holloway,Xavier,2010,Jr,69,37,4,1,1,0,92,33,6,140,48,25,159,141
10913,Joe Hughes,Xavier,2010,Sr,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10911,Dante' Jackson,Xavier,2010,Sr,11,4,2,0,0,0,32,12,5,125,44,42,22,17
22531,Jordan Latham,Xavier,2010,Fr,4,3,1,0,0,0,8,1,1,0,0,0,2,0
10917,Mark Lyons,Xavier,2010,So,101,44,7,1,0,0,48,15,5,121,40,36,76,56
10914,Johnny Mazza,Xavier,2010,Sr,0,0,0,0,0,0,0,0,0,2,1,0,0,0
22532,Griffin McKenzie,Xavier,2010,Fr,1,1,1,0,0,0,1,0,0,6,4,4,0,0
8132,Jamel McLean,Xavier,2010,Sr,135,87,44,34,33,21,56,13,6,2,0,0,105,65
10912,Jeff Robinson (2),Xavier,2010,So,55,38,18,16,16,6,29,9,6,13,3,3,27,18
10909,Andrew Taylor,Xavier,2010,Sr,22,20,16,0,0,0,24,11,8,0,0,0,18,13
12715,Rhett Anderson,Yale,2010,Jr,34,19,13,0,0,0,13,2,2,8,0,0,21,15
23824,Will Bartlett,Yale,2010,Fr,2,0,0,0,0,0,0,0,0,0,0,0,2,1
12712,Porter Braswell,Yale,2010,Sr,40,20,4,0,0,0,42,16,3,82,30,28,40,35
23825,Alfonso Costa,Yale,2010,Sr,1,0,0,0,0,0,2,0,0,1,0,0,0,0
12709,Michael Grace,Yale,2010,So,7,2,0,0,0,0,22,10,3,7,1,1,10,9
12706,Brian Katz,Yale,2010,Jr,4,3,2,0,0,0,3,0,0,12,3,3,4,3
23827,Jeremiah Kreisberg,Yale,2010,Fr,74,49,29,3,1,1,57,23,12,0,0,0,48,34
12707,Greg Mangano,Yale,2010,Jr,105,66,38,7,6,5,137,55,25,64,20,19,94,67
12713,Raffi Mantilla,Yale,2010,Sr,8,5,1,0,0,0,5,2,1,21,6,6,8,5
12716,Sam Martin,Yale,2010,So,3,2,0,0,0,0,5,4,2,35,10,9,9,5
12705,Austin Morgan,Yale,2010,So,47,26,7,0,0,0,31,12,3,98,47,41,81,64
23828,Jesse Pritchard,Yale,2010,Fr,6,4,3,0,0,0,6,1,1,12,2,2,10,7
23829,Isaiah Salafia,Yale,2010,Fr,5,2,0,0,0,0,11,0,0,15,3,3,6,6
12714,Reggie Willhite,Yale,2010,Jr,62,40,11,6,4,2,71,21,10,40,7,5,45,29
23764,Blake Allen,Youngstown State,2010,So,3,2,0,0,0,0,38,12,4,90,36,33,7,4
15848,Dan Boudler,Youngstown State,2010,Sr,18,12,12,0,0,0,23,7,2,0,0,0,8,4
23773,Tre Brewer,Youngstown State,2010,Jr,24,13,7,2,1,1,67,20,5,10,0,0,28,10
23771,Sheldon Brogdon,Youngstown State,2010,Fr,1,1,0,0,0,0,2,0,0,12,2,2,0,0
23770,DuShawn Brooks,Youngstown State,2010,Jr,13,9,6,0,0,0,102,36,20,73,18,16,16,10
23768,Josh Chojnacki,Youngstown State,2010,Fr,5,2,1,0,0,0,7,4,1,1,0,0,11,9
21386,Damian Eargle,Youngstown State,2010,So,64,53,35,17,17,15,153,54,16,0,0,0,78,37
23769,Devonte Maymon,Youngstown State,2010,Jr,13,4,1,0,0,0,38,11,1,55,24,20,26,18
23765,Kendrick Perry,Youngstown State,2010,Fr,14,10,2,0,0,0,47,21,6,75,27,24,20,17
23767,Nate Perry,Youngstown State,2010,Fr,1,0,0,0,0,0,1,1,0,8,3,3,3,1
23774,Mike Podolsky,Youngstown State,2010,Fr,0,0,0,0,0,0,1,0,0,2,0,0,0,0
15857,Vytas Sulskis,Youngstown State,2010,Sr,38,30,6,0,0,0,66,25,11,90,35,34,115,82
15846,Ashen Ward,Youngstown State,2010,Jr,17,10,5,0,0,0,59,23,9,117,39,38,28,18
31866,Hameed Ali,Texas A&M-CC,2011,Fr,18,7,1,0,0,0,55,11,2,47,14,13,5,3
31871,Myron Dempsey,Texas A&M-CC,2011,Jr,98,63,28,2,2,2,93,28,18,0,0,0,66,27
31875,Kennon Dvorak,Texas A&M-CC,2011,Fr,1,0,0,0,0,0,2,0,0,16,5,5,14,7
22995,Chris Hawkins-Mast,Texas A&M-CC,2011,Sr,124,73,36,3,2,0,85,16,7,58,12,9,109,72
21952,Terence Jones,Texas A&M-CC,2011,Jr,30,13,2,0,0,0,88,24,12,145,48,41,73,53
31867,Johnathan Jordan,Texas A&M-CC,2011,Fr,27,13,2,0,0,0,52,22,1,16,4,4,53,29
31874,James King,Texas A&M-CC,2011,Fr,3,2,0,0,0,0,1,0,0,9,2,2,1,0
31868,Jake Kocher,Texas A&M-CC,2011,Fr,2,1,0,0,0,0,15,3,0,39,13,12,11,6
31869,Kevin Lynch,Texas A&M-CC,2011,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31872,Nate Maxey,Texas A&M-CC,2011,Fr,34,24,15,17,14,12,16,5,2,0,0,0,28,12
31870,Jordan Pope-Didier,Texas A&M-CC,2011,Fr,13,11,6,0,0,0,24,6,5,4,0,0,7,2
31876,Jason Smith,Texas A&M-CC,2011,Jr,15,7,3,0,0,0,25,4,3,16,5,5,24,18
22999,Ted Wang,Texas A&M-CC,2011,So,9,2,1,1,1,1,19,6,4,1,0,0,12,6
30650,Colt Barnhill,Air Force,2011,Fr,6,1,1,0,0,0,7,2,1,5,1,1,9,4
9484,Adam Brakeville,Air Force,2011,Jr,4,2,1,1,1,1,3,1,0,0,0,0,1,1
9499,Taylor Broekhuis,Air Force,2011,Jr,57,34,19,11,11,9,57,30,12,51,17,16,70,50
30643,Chris Carter (2),Air Force,2011,Fr,5,3,0,0,0,0,6,1,1,10,0,0,20,13
30645,Brian Davidson,Air Force,2011,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30647,DeLovell Earls,Air Force,2011,Fr,9,7,2,0,0,0,4,1,0,3,1,1,12,3
9493,Mike Fitzgerald,Air Force,2011,Jr,47,29,16,2,2,2,21,12,6,93,33,33,46,37
9500,Todd Fletcher,Air Force,2011,Jr,21,16,11,0,0,0,50,24,11,75,24,21,34,30
9490,Kyle Green,Air Force,2011,Jr,5,4,0,0,0,0,9,3,1,35,11,10,8,5
30641,Justin Hammonds,Air Force,2011,Fr,29,15,10,0,0,0,19,11,7,13,6,6,27,10
9497,Shawn Hempsey,Air Force,2011,Sr,3,3,1,0,0,0,4,1,0,11,2,2,7,0
22361,Chase Kammerer,Air Force,2011,So,6,5,5,0,0,0,4,0,0,3,1,1,12,7
9492,Michael Lyons,Air Force,2011,Jr,29,21,12,3,3,1,66,16,7,92,35,34,43,31
30640,Marek Olesinski,Air Force,2011,Fr,0,0,0,0,0,0,3,0,0,18,6,6,0,0
9498,Taylor Stewart,Air Force,2011,Sr,34,20,6,0,0,0,30,12,6,12,3,2,29,22
10986,Scott Stucky,Air Force,2011,Sr,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30642,Kamryn Williams,Air Force,2011,Fr,26,11,7,2,1,1,24,6,2,38,13,12,24,11
30648,Max Yon,Air Force,2011,Fr,7,4,2,0,0,0,8,2,1,31,5,5,10,9
23936,Alex Abreu,Akron,2011,So,42,17,1,0,0,0,17,6,0,76,37,29,52,42
32597,Luke Avsec,Akron,2011,So,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11187,Nikola Cvetinovic,Akron,2011,Sr,125,76,40,4,4,3,46,6,2,41,12,11,46,31
20177,Quincy Diggs,Akron,2011,Jr,43,20,2,0,0,0,48,15,2,61,19,14,52,36
23937,Josh Egner,Akron,2011,So,12,5,2,0,0,0,9,1,1,1,0,0,6,4
17952,Chauncey Gilliam,Akron,2011,Jr,35,20,8,1,0,0,18,6,1,48,19,19,12,10
23939,Michael Green (2),Akron,2011,Fr,1,0,0,0,0,0,0,0,0,3,0,0,2,1
31286,Nick Harney,Akron,2011,Fr,73,46,21,13,12,9,45,13,5,19,8,7,36,25
31287,Deji Ibitayo,Akron,2011,Fr,6,2,0,0,0,0,2,1,0,7,2,0,8,6
11192,Zeke Marshall,Akron,2011,Jr,139,79,54,21,21,15,58,21,16,2,0,0,119,81
11180,Brett McClanahan,Akron,2011,Sr,10,5,0,0,0,0,26,7,3,72,19,17,24,15
11181,C.J. Oldham,Akron,2011,So,6,4,1,0,0,0,1,0,0,0,0,0,0,0
11185,Kyle Petersen,Akron,2011,Sr,2,0,0,0,0,0,0,0,0,0,0,0,2,1
31289,Tree Treadwell,Akron,2011,Fr,103,60,27,7,5,2,50,14,3,3,0,0,75,39
10910,Brian Walsh,Akron,2011,So,27,17,4,0,0,0,41,12,4,82,38,33,27,19
23985,Diamon Alexander,Alabama A&M ,2011,Sr,7,1,0,0,0,0,9,3,1,20,6,6,10,6
31462,Brandon Allen,Alabama A&M ,2011,Jr,12,6,0,0,0,0,20,6,3,21,6,5,15,9
23123,Justan Banks,Alabama A&M ,2011,So,18,11,7,11,8,7,3,1,1,0,0,0,6,4
14649,Casey Cantey,Alabama A&M ,2011,Sr,75,45,17,4,3,2,47,12,4,56,15,11,72,53
31460,Devin Coleman (2),Alabama A&M ,2011,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23120,Jeremy Crutcher,Alabama A&M ,2011,So,33,11,0,0,0,0,55,16,4,51,16,14,48,31
23117,Brandon Ellis,Alabama A&M ,2011,So,21,12,3,0,0,0,25,8,5,44,16,15,9,6
31459,"Eddie Hardy, Jr.",Alabama A&M ,2011,So,0,0,0,0,0,0,3,2,0,26,9,4,2,1
31898,Green Hill,Alabama A&M ,2011,So,14,8,1,0,0,0,29,14,3,11,1,1,22,14
23121,Jerome Hunter,Alabama A&M ,2011,So,48,30,15,8,5,4,28,11,5,0,0,0,21,11
31458,Jeremy Ingram (2),Alabama A&M ,2011,Jr,6,2,0,0,0,0,36,11,4,45,18,14,9,6
32456,Anthony Lanier,Alabama A&M ,2011,Fr,6,3,1,1,1,1,3,0,0,0,0,0,4,3
14659,Marcus Lee,Alabama A&M ,2011,Jr,5,4,1,0,0,0,3,1,1,6,1,1,6,6
23122,Jose Long,Alabama A&M ,2011,Fr,3,1,1,0,0,0,4,1,0,13,5,5,9,4
23125,Reginald Martin,Alabama A&M ,2011,So,0,0,0,0,0,0,30,10,8,0,0,0,6,4
23119,Demarquelle Tabb,Alabama A&M ,2011,So,94,59,35,20,16,11,58,11,6,1,0,0,79,43
14725,Stephawn Brown,Alabama State,2011,Jr,37,25,8,0,0,0,39,11,5,36,8,8,13,3
14726,Tramaine Butler,Alabama State,2011,Sr,62,36,10,1,1,0,80,18,6,99,30,26,77,45
31457,Phillip Crawford,Alabama State,2011,Jr,79,48,23,1,1,1,84,27,16,0,0,0,70,45
31455,Jonathan Jefferson,Alabama State,2011,So,12,6,4,0,0,0,12,3,1,19,2,2,16,10
31454,Eugene Johnson,Alabama State,2011,Fr,8,5,1,0,0,0,2,1,0,0,0,0,10,2
31453,Josh Mason,Alabama State,2011,RS-Jr,19,9,5,4,2,2,17,5,1,7,0,0,20,10
14718,Jeffery Middlebrooks,Alabama State,2011,Sr,18,6,0,0,0,0,25,4,2,80,19,13,44,33
31452,Luther Page,Alabama State,2011,Fr,34,16,10,2,2,2,52,12,9,0,0,0,56,21
31456,Anthony Price,Alabama State,2011,Jr,6,3,0,0,0,0,3,0,0,3,1,1,3,0
23130,Kenderek Washington,Alabama State,2011,Sr,17,9,3,1,1,1,58,24,14,67,26,23,37,23
14723,Ryan Watts,Alabama State,2011,Jr,27,12,3,0,0,0,54,18,7,55,16,15,33,25
14716,Ivory White,Alabama State,2011,Sr,32,25,9,2,2,2,37,5,2,100,33,32,35,23
32604,Ralph Wilson,Alabama State,2011,RS-Fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30365,Ken Blackledge,Alabama,2011,So,1,1,0,0,0,0,0,0,0,1,0,0,0,0
24349,Rodney Cooper,Alabama,2011,Fr,22,11,4,2,2,1,41,13,2,63,19,16,24,19
5497,Ben Eblen,Alabama,2011,Jr,5,3,0,0,0,0,8,0,0,1,0,0,1,0
23326,Carl Engstrom,Alabama,2011,So,15,8,4,0,0,0,4,1,1,0,0,0,9,4
2187,JaMychal Green,Alabama,2011,Sr,70,49,25,12,10,5,125,59,34,10,2,2,101,71
28789,Moussa Gueye,Alabama,2011,So,6,3,2,1,1,1,6,2,0,0,0,0,2,2
23327,"Charles Hankerson, Jr.",Alabama,2011,So,13,6,1,0,0,0,20,5,2,43,14,11,15,11
28790,Nick Jacobs,Alabama,2011,Fr,67,39,24,9,6,5,81,36,26,0,0,0,36,23
9281,Trevor Lacey,Alabama,2011,Fr,20,13,2,0,0,0,36,14,1,80,24,18,43,35
5506,Tony Mitchell,Alabama,2011,Jr,49,30,14,15,13,6,88,31,16,57,22,21,35,25
24171,Levi Randolph,Alabama,2011,Fr,25,13,6,2,2,2,72,24,5,63,17,13,37,20
9353,Trevor Releford,Alabama,2011,So,72,47,10,0,0,0,57,23,4,70,19,17,47,38
5495,Andrew Steele,Alabama,2011,Jr,22,14,6,0,0,0,23,6,0,12,4,3,39,28
17590,Logan Aronhalt,Albany,2011,Jr,36,17,5,1,1,1,89,36,11,115,40,38,50,43
17593,Mike Black,Albany,2011,Jr,67,40,6,0,0,0,70,16,1,116,42,28,70,49
22635,Luke Devlin,Albany,2011,So,39,25,15,0,0,0,49,20,12,52,14,14,38,25
30977,Tanner Gibson,Albany,2011,Fr,1,1,1,1,1,1,3,1,1,4,0,0,4,2
20295,Jayson Guerrier,Albany,2011,Jr,14,12,5,1,1,1,43,16,10,75,35,35,26,20
30978,Peter Hooley,Albany,2011,RS-Fr,1,0,0,0,0,0,0,0,0,5,0,0,0,0
16085,Jacob Iati,Albany,2011,Jr,0,0,0,0,0,0,6,2,1,64,31,29,6,5
17583,Blake Metcalf,Albany,2011,Jr,66,43,27,5,5,5,40,19,5,0,0,0,34,9
17589,John Puk,Albany,2011,So,28,17,12,2,2,2,23,10,8,0,0,0,13,8
30980,Sam Rowley,Albany,2011,Fr,21,13,7,0,0,0,8,0,0,0,0,0,11,9
30981,Angel Suero,Albany,2011,Jr,130,80,11,1,0,0,149,43,4,54,22,13,183,154
17594,Ralph Watts,Albany,2011,So,6,4,2,0,0,0,27,8,2,26,7,6,7,3
23139,Marquiz Baker,Alcorn State,2011,RS-Sr,4,1,0,0,0,0,9,1,0,20,6,4,8,4
32028,Chris Brand,Alcorn State,2011,Jr,18,11,4,1,1,1,22,6,2,14,8,5,9,8
32654,Devon Francis,Alcorn State,2011,Fr,2,1,0,0,0,0,0,0,0,1,1,1,0,0
14787,Ian Francis,Alcorn State,2011,Jr,77,38,14,5,4,3,31,8,4,2,0,0,50,32
31464,JaMichael Hawkins,Alcorn State,2011,Fr,21,9,1,0,0,0,29,5,1,53,14,9,17,12
23137,Kendrick McDonald,Alcorn State,2011,Sr,30,11,0,0,0,0,162,77,40,29,4,3,53,36
31465,Jarvis Moore,Alcorn State,2011,Jr,20,8,0,0,0,0,11,4,0,10,5,4,2,2
32559,Anthony Nieves,Alcorn State,2011,Jr,35,13,4,2,0,0,30,8,2,32,10,8,44,32
31466,Twann Oakley,Alcorn State,2011,Jr,25,15,6,0,0,0,57,21,5,102,30,20,45,33
31467,Xavian Rimmer,Alcorn State,2011,Fr,53,22,4,0,0,0,50,19,1,52,17,12,53,45
32064,Martevious Sanders,Alcorn State,2011,Jr,12,7,2,0,0,0,25,9,1,1,0,0,7,5
14792,Michael Starks,Alcorn State,2011,Jr,56,37,22,12,12,9,22,4,2,0,0,0,47,22
31468,KeDorian Sullivan,Alcorn State,2011,Fr,77,46,24,10,8,6,29,5,4,4,1,1,47,29
31463,Tyson Tufono,Alcorn State,2011,Fr,1,0,0,0,0,0,1,1,1,7,3,2,0,0
16942,Mike Bersch,American University,2011,Jr,2,0,0,0,0,0,7,4,0,26,8,7,5,3
16939,Jordan Borucki,American University,2011,Jr,1,0,0,0,0,0,2,0,0,0,0,0,0,0
5667,Troy Brewer,American University,2011,Sr,19,13,5,1,1,1,99,36,12,112,44,37,27,21
16935,Daniel Fisher,American University,2011,Jr,8,4,4,0,0,0,15,6,5,1,0,0,8,6
22844,"Warren Flood, Jr.",American University,2011,Jr,0,0,0,0,0,0,1,0,0,0,0,0,2,1
16944,Riley Grafft,American University,2011,Sr,42,31,25,11,10,8,22,7,5,1,1,1,31,16
16938,Joe Hill (2),American University,2011,Sr,0,0,0,0,0,0,1,0,0,13,5,5,0,0
5958,Charles Hinkle,American University,2011,Sr,52,26,11,1,1,0,148,53,8,158,67,60,116,98
16934,Blake Jolivette,American University,2011,Jr,41,17,1,0,0,0,116,38,8,24,11,8,31,22
30933,Kyle Kager,American University,2011,Fr,2,1,0,0,0,0,3,1,1,0,0,0,0,0
16945,Simon McCormack,American University,2011,Sr,49,28,8,0,0,0,17,8,0,0,0,0,16,6
16936,Daniel Munoz (2),American University,2011,Jr,37,14,3,0,0,0,48,13,4,75,32,29,38,25
30934,John Schoof,American University,2011,Fr,7,4,3,0,0,0,22,6,5,54,14,14,11,9
22819,Wayne Simon II,American University,2011,So,5,2,1,0,0,0,8,3,0,6,1,1,14,5
22820,Tony Wroblicky,American University,2011,So,88,54,33,4,4,1,73,28,19,0,0,0,40,23
20980,Isaac Butts,Appalachian State,2011,Sr,89,63,26,1,1,1,36,17,5,0,0,0,50,29
15915,Omar Carter,Appalachian State,2011,Sr,37,20,5,0,0,0,130,45,11,79,28,20,66,41
31625,Tab Hamilton,Appalachian State,2011,Fr,11,8,4,0,0,0,54,21,11,79,28,26,19,14
22899,Petey Hausley,Appalachian State,2011,Sr,14,7,4,1,1,0,14,4,2,0,0,0,18,8
20988,Nathan Healy,Appalachian State,2011,Jr,33,21,6,0,0,0,31,9,5,39,12,11,25,23
31626,Rodney Milum,Appalachian State,2011,Jr,4,2,0,0,0,0,10,3,1,51,21,20,6,4
31627,Mike Neal,Appalachian State,2011,Fr,23,12,0,0,0,0,50,17,4,68,24,23,43,29
6316,Brian Okam,Appalachian State,2011,So,3,1,0,0,0,0,2,0,0,0,0,0,4,2
4361,Jamaal Trice,Appalachian State,2011,Jr,36,18,3,1,1,1,42,11,2,101,37,31,50,36
8328,G.J. Vilarino,Appalachian State,2011,So,14,6,0,0,0,0,31,14,5,21,4,4,13,8
20979,Andre Williamson,Appalachian State,2011,Sr,81,57,27,6,6,6,76,31,12,15,8,8,64,36
22902,Mitch Woods,Appalachian State,2011,So,16,7,1,0,0,0,9,1,0,17,4,4,13,9
23246,Jordan Bachynski,Arizona State,2011,So,64,42,27,11,11,8,36,14,8,0,0,0,83,44
9329,Kyle Cain,Arizona State,2011,So,76,42,26,9,5,3,97,33,18,0,0,0,38,29
4186,Chris Colvin,Arizona State,2011,Jr,44,18,0,0,0,0,30,9,1,40,15,8,47,28
23245,Chanse Creekmur,Arizona State,2011,So,3,3,1,0,0,0,10,6,0,82,26,25,0,0
23244,Carrick Felix,Arizona State,2011,Jr,46,29,11,11,9,3,43,13,7,94,27,27,38,25
28983,Jonathan Gilling,Arizona State,2011,Fr,12,7,4,0,0,0,21,9,4,107,44,40,28,21
32006,Max Heller,Arizona State,2011,Fr,2,1,0,0,0,0,1,0,0,2,0,0,0,0
9297,Keala King,Arizona State,2011,So,29,19,7,0,0,0,36,14,2,17,6,4,47,34
6679,Trent Lockett,Arizona State,2011,Jr,78,52,15,10,9,3,53,13,4,33,15,13,95,65
