GMID,Name,School,Year,Grade,AST,A2PJ,S2P,A3P,DunkAss,TO,TOFoul,TOSteal,TOMisc
6522,DaShonte Riley,Eastern Michigan,2013,Sr,21,1,13,7,3,56,5,23,28
42946,Jalen Ross,Eastern Michigan,2013,So,25,7,12,6,6,11,0,5,6
11076,J.R. Sims,Eastern Michigan,2013,Sr,8,0,5,3,3,14,0,8,6
31303,Anthony Strickland,Eastern Michigan,2013,Sr,2,2,0,0,0,4,0,2,2
22547,Mike Talley,Eastern Michigan,2013,Jr,124,16,46,62,24,76,2,44,30
57390,Karrington Ward,Eastern Michigan,2013,Jr,27,4,13,10,4,43,0,23,20
58105,Drew Brandon,Eastern Washington,2013,Jr,138,11,59,68,17,68,1,43,24
62587,Nate Galgalo,Eastern Washington,2013,Fr,0,0,0,0,0,0,0,0,0
31059,Tyler Harvey,Eastern Washington,2013,So,73,9,35,29,10,60,3,40,17
25787,Daniel Hill,Eastern Washington,2013,So,9,1,4,4,3,12,0,6,6
45012,Venky Jois,Eastern Washington,2013,So,72,3,29,40,6,74,2,35,37
31061,Parker Kelly,Eastern Washington,2013,Jr,38,3,12,23,4,29,3,17,9
58103,Ognjen Miljkovic,Eastern Washington,2013,Fr,14,0,6,8,0,32,2,14,16
45013,Garrett Moon,Eastern Washington,2013,Jr,3,0,1,2,0,8,1,4,3
45015,Danny Powell,Eastern Washington,2013,Fr,0,0,0,0,0,0,0,0,0
27063,Thomas Reuter,Eastern Washington,2013,So,18,0,6,12,2,19,1,8,10
23250,Martin Seiferth,Eastern Washington,2013,Jr,5,0,0,5,0,28,5,12,11
41365,Felix Von Hofe,Eastern Washington,2013,Fr,4,1,1,2,0,5,0,2,3
22916,Ryley Beaumont,Elon,2013,Sr,54,4,15,34,2,55,0,30,25
31662,Kevin Blake,Elon,2013,Jr,30,7,12,11,1,25,3,10,12
61304,Ryder Bowline,Elon,2013,Fr,0,0,0,0,0,0,0,0,0
46358,Wes Brewer,Elon,2013,Fr,0,0,0,0,0,0,0,0,0
58768,Brian Dawkins,Elon,2013,Fr,2,0,0,2,0,11,1,3,7
58769,Luke Eddy,Elon,2013,Fr,8,0,2,6,1,12,0,9,3
58770,Christian Hairston,Elon,2013,Fr,3,0,0,3,0,8,0,6,2
31663,Austin Hamilton,Elon,2013,Jr,77,10,18,49,6,38,0,25,13
46359,Sam Hershberger,Elon,2013,So,0,0,0,0,0,0,0,0,0
22915,Jack Isenbarger,Elon,2013,Sr,63,14,21,28,0,34,1,19,14
22917,Sebastian Koch,Elon,2013,Sr,80,9,39,32,6,52,1,30,21
61303,Patrick Ryan,Elon,2013,Fr,0,0,0,0,0,0,0,0,0
44248,Tony Sabato,Elon,2013,So,5,0,3,2,1,13,1,7,5
44247,Tanner Samson,Elon,2013,So,44,11,11,22,3,21,1,12,8
22918,Lucas Troutman,Elon,2013,Sr,24,2,9,13,1,62,3,31,28
31661,Ryan Winters,Elon,2013,Jr,6,2,1,3,0,12,0,5,7
35045,Tyler Ailshie,East Tennessee State,2013,Jr,0,0,0,0,0,0,0,0,0
57880,Isaac Banks,East Tennessee State,2013,Fr,4,0,2,2,0,5,1,2,2
45156,Kinard Gadsden-Gilliard,East Tennessee State,2013,Sr,89,6,39,44,3,76,8,36,32
22418,Ron Giplaye,East Tennessee State,2013,Jr,0,0,0,0,0,0,0,0,0
31025,Todd Halvorsen,East Tennessee State,2013,Sr,0,0,0,0,0,1,0,1,0
57878,Devin Harris,East Tennessee State,2013,Fr,7,1,1,5,0,13,0,6,7
45157,Hunter Harris,East Tennessee State,2013,Sr,12,0,6,6,0,41,10,18,13
45160,Petey McClain,East Tennessee State,2013,So,106,11,33,62,8,41,1,24,16
57881,A.J. Merriweather,East Tennessee State,2013,Fr,40,2,16,22,0,63,7,29,27
14256,Lukas Poderis,East Tennessee State,2013,Sr,3,0,2,1,1,12,3,4,5
31026,Rashawn Rembert,East Tennessee State,2013,Jr,58,12,20,26,7,51,3,25,23
57879,Jalen Riley,East Tennessee State,2013,Jr,62,3,20,39,5,51,4,26,21
31024,Lester Wilson,East Tennessee State,2013,So,16,0,6,10,0,20,5,8,7
42594,D.J. Balentine,Evansville,2013,So,134,34,68,31,12,75,1,50,24
57161,Christian Benzon,Evansville,2013,Fr,2,1,1,0,0,6,1,4,1
57162,Jaylon Brown,Evansville,2013,Fr,43,16,17,10,3,29,4,12,13
30553,Rokas Cesnulevicius,Evansville,2013,Jr,0,0,0,0,0,1,0,0,1
57163,Duane Gibson,Evansville,2013,Fr,112,41,48,23,7,94,6,46,42
42595,David Howard,Evansville,2013,Fr,0,0,0,0,0,10,2,4,4
46396,Mike Leazer,Evansville,2013,So,0,0,0,0,0,0,0,0,0
24784,Egidijus Mockevicius,Evansville,2013,So,8,1,5,2,1,36,6,15,15
30552,Jaylon Moore,Evansville,2013,Jr,5,1,2,2,1,12,3,3,6
57164,Tyler Ptacek,Evansville,2013,Fr,2,1,1,0,0,8,1,4,3
30550,Ryan Sawvell,Evansville,2013,RS-Jr,4,0,3,1,0,4,0,2,2
57165,Blake Simmons,Evansville,2013,Fr,67,23,32,12,5,48,9,23,16
42596,Adam Wing,Evansville,2013,So,61,19,24,18,7,50,6,27,17
23887,Maurice Barrow,Fairfield,2013,Sr,37,7,11,19,2,59,2,27,30
58264,Doug Chappell,Fairfield,2013,Fr,14,3,4,7,2,27,1,15,11
58265,Lincoln Davis,Fairfield,2013,Fr,15,2,4,9,0,14,0,8,6
24192,Malcolm Gilbert,Fairfield,2013,So,5,0,2,3,1,13,0,10,3
44573,Marcus Gilbert,Fairfield,2013,So,45,10,13,22,2,86,1,42,43
28961,Sean Grennan,Fairfield,2013,So,28,3,7,18,2,31,0,14,17
44574,Justin Jenkins,Fairfield,2013,So,23,5,5,13,1,32,0,22,10
44575,Coleman Johnson,Fairfield,2013,So,23,3,7,13,1,38,4,18,16
46957,Steve Johnston,Fairfield,2013,Jr,14,3,3,8,0,7,1,3,3
66285,Andrew Leone,Fairfield,2013,Fr,0,0,0,0,0,0,0,0,0
58266,K.J. Rose,Fairfield,2013,Fr,104,20,35,49,5,87,5,54,28
44576,Amadou Sidibe,Fairfield,2013,So,26,5,8,12,0,35,3,15,17
58267,Steve Smith (2),Fairfield,2013,Fr,4,0,0,4,0,8,0,4,4
58642,Jayde Dawson,Fairleigh Dickinson,2013,RS-Fr,12,0,5,7,1,20,0,10,10
18331,Scooter Gillette,Fairleigh Dickinson,2013,Sr,9,1,5,3,0,34,4,13,17
44324,Xavier Harris,Fairleigh Dickinson,2013,So,2,0,2,0,0,21,1,8,12
22642,Mustafaa Jones,Fairleigh Dickinson,2013,Jr,36,3,13,20,1,35,0,21,14
58643,Scott Kingsley,Fairleigh Dickinson,2013,Fr,2,0,1,1,0,7,0,4,3
58644,Matt MacDonald,Fairleigh Dickinson,2013,Fr,22,2,7,13,2,33,3,18,12
44323,Myles Mann,Fairleigh Dickinson,2013,Fr,0,0,0,0,0,4,1,2,1
58645,Malachi Nix,Fairleigh Dickinson,2013,Fr,21,2,5,14,1,38,1,18,19
58646,Mike Owona,Fairleigh Dickinson,2013,Fr,5,0,2,3,0,14,0,4,10
44322,Kyle Pearson,Fairleigh Dickinson,2013,So,2,0,2,0,0,5,0,1,4
44321,"Sidney Sanders, Jr.",Fairleigh Dickinson,2013,Sr,170,11,59,100,17,75,4,38,33
23229,Mathias Seilund,Fairleigh Dickinson,2013,Sr,25,1,14,10,4,41,1,24,16
57885,TeJai Allen,Florida Gulf Coast,2013,Fr,0,0,0,0,0,0,0,0,0
22611,Marcus Blake,Florida Gulf Coast,2013,Jr,2,0,1,1,1,7,0,3,4
57884,Kevin Boyle,Florida Gulf Coast,2013,Jr,4,2,2,0,0,5,1,2,2
31030,Brett Comer,Florida Gulf Coast,2013,Jr,172,22,93,57,36,103,5,62,36
31031,Filip Cvjeticanin,Florida Gulf Coast,2013,Jr,11,2,3,6,1,33,1,20,12
22609,Chase Fieler,Florida Gulf Coast,2013,Sr,49,5,16,28,7,51,4,28,19
32981,Dajuan Graf,Florida Gulf Coast,2013,So,62,11,20,31,6,33,1,18,14
23531,Nate Hicks,Florida Gulf Coast,2013,Jr,6,1,0,5,0,21,0,15,6
9354,Jamail Jones,Florida Gulf Coast,2013,Jr,36,7,11,18,2,59,8,20,31
23286,Eric McKnight,Florida Gulf Coast,2013,Jr,2,1,1,0,0,37,5,12,20
57887,Armand Shoon,Florida Gulf Coast,2013,Fr,0,0,0,0,0,0,0,0,0
31029,Bernard Thompson,Florida Gulf Coast,2013,Jr,51,8,24,19,7,57,4,24,29
57436,Anthony Boswell,Florida International,2013,Fr,50,4,23,22,1,45,3,21,21
6124,Rakeem Buckles,Florida International,2013,Sr,20,6,8,6,0,70,4,27,39
32182,Joey De La Rosa,Florida International,2013,Jr,0,0,0,0,0,0,0,0,0
43423,Jerome Frink,Florida International,2013,So,24,2,11,11,1,45,3,23,19
43424,Ivan Jurkovic,Florida International,2013,Sr,1,0,1,0,0,7,0,3,4
30631,Cody Mann,Florida International,2013,So,38,5,17,15,1,20,0,11,9
23035,Dennis Mavin,Florida International,2013,Jr,55,3,35,17,7,77,7,30,40
19947,Steven Miro,Florida International,2013,Sr,1,0,0,1,0,3,0,0,3
43426,Tymell Murphy,Florida International,2013,Sr,68,6,28,33,7,85,2,37,46
61271,George Naldjieff,Florida International,2013,Sr,0,0,0,0,0,1,0,1,0
57434,Jonas Page,Florida International,2013,Fr,0,0,0,0,0,0,0,0,0
23228,Marco Porcher,Florida International,2013,Jr,7,1,5,1,1,14,1,4,9
19887,Raymond Taylor,Florida International,2013,Sr,37,2,21,14,3,13,1,6,6
57435,Dominique Williams,Florida International,2013,Fr,3,1,2,0,1,7,1,3,3
23036,Pablo Bertone,Florida Atlantic ,2013,Sr,62,13,17,32,4,80,10,39,31
59233,Marquan Botley,Florida Atlantic ,2013,Fr,81,15,28,38,11,34,2,18,14
22838,Brian Hornstein,Florida Atlantic ,2013,Jr,0,0,0,0,0,0,0,0,0
59232,D'Andre Johnson,Florida Atlantic ,2013,Fr,58,8,15,35,3,47,4,26,17
43418,Javier Lacunza,Florida Atlantic ,2013,So,4,1,1,2,0,5,0,2,3
46956,Richard Morrow,Florida Atlantic ,2013,Jr,6,2,2,2,1,14,6,3,5
59234,Tyler Pate,Florida Atlantic ,2013,Fr,2,0,1,1,0,2,0,2,0
59235,Grant Pelchen,Florida Atlantic ,2013,Fr,5,1,2,1,1,2,0,2,0
31727,Kelvin Penn,Florida Atlantic ,2013,Jr,17,4,3,10,0,34,7,11,16
23443,Justin Raffington,Florida Atlantic ,2013,Jr,33,3,7,23,1,70,10,27,33
4153,Dragan Sekelja,Florida Atlantic ,2013,Sr,28,4,15,9,3,39,3,16,20
43421,Jackson Trapp,Florida Atlantic ,2013,So,45,11,16,18,4,38,1,24,13
45333,Muhammad Abdul-Aleem,Florida A&M,2013,Sr,9,2,3,4,1,23,5,9,9
45329,Jamie Adams,Florida A&M,2013,Sr,111,20,35,56,2,101,8,53,40
45332,Jamari Bradshaw,Florida A&M,2013,Sr,30,3,14,13,2,39,4,11,24
31618,D'Andre Bullard,Florida A&M,2013,Jr,40,8,7,25,0,22,2,10,10
60093,Willie Connor,Florida A&M,2013,So,11,1,6,3,0,22,3,9,10
60094,Pierre Crawford,Florida A&M,2013,Jr,5,2,2,1,0,18,1,6,11
45327,Walter Davis,Florida A&M,2013,Sr,18,7,6,4,0,17,2,3,12
45330,Trey Kellum,Florida A&M,2013,So,19,5,8,6,2,56,9,16,31
60095,Bobby King,Florida A&M,2013,Jr,10,2,1,7,0,33,7,8,18
23580,Reggie Lewis,Florida A&M,2013,Sr,40,8,14,18,1,38,2,20,16
60096,Greg Nelson,Florida A&M,2013,Jr,2,1,1,0,0,6,0,2,4
45326,Onyekachukwu Odi,Florida A&M,2013,Sr,4,0,4,0,1,18,2,8,8
14325,Chris Rozier,Florida A&M,2013,Sr,2,0,1,1,0,10,1,3,6
60097,Richie Spiller,Florida A&M,2013,Fr,29,7,13,8,1,34,3,15,16
56777,Brandon Allen (2),Florida State,2013,Fr,0,0,0,0,0,2,0,2,0
42294,Boris Bojanovski,Florida State,2013,So,19,4,8,7,3,38,7,15,16
27283,Devon Bookert,Florida State,2013,So,98,13,49,36,22,65,1,34,30
24647,Montay Brandon,Florida State,2013,So,50,9,16,25,6,47,3,30,14
42295,Robert Gilchrist,Florida State,2013,Sr,7,0,5,2,0,30,6,10,14
42296,Joell Hopkins,Florida State,2013,So,0,0,0,0,0,1,0,1,0
9302,Ian Miller,Florida State,2013,Sr,82,17,40,25,19,90,3,40,47
42297,Michael Ojo (2),Florida State,2013,So,7,0,4,3,2,31,4,7,20
56778,Jarquez Smith,Florida State,2013,Fr,1,1,0,0,0,23,2,8,13
24205,Aaron Thomas,Florida State,2013,So,58,11,28,19,7,78,7,38,33
65220,Marquez White,Florida State,2013,Fr,0,0,0,0,0,0,0,0,0
9344,Okaro White,Florida State,2013,Sr,31,4,17,10,6,64,11,29,24
28964,Eli Carter,Florida,2013,RS-Jr,2,0,1,1,0,3,0,2,1
46377,Billy Donovan,Florida,2013,Jr,1,0,0,1,0,0,0,0,0
62315,Lexx Edwards,Florida,2013,So,0,0,0,0,0,0,0,0,0
24159,Dorian Finney-Smith,Florida,2013,So,66,11,25,30,10,56,4,25,27
24284,Michael Frazier,Florida,2013,So,40,8,14,18,1,42,4,28,10
28736,Dillon Graham,Florida,2013,RS-So,0,0,0,0,0,0,0,0,0
24317,Kasey Hill,Florida,2013,Fr,84,8,42,34,13,45,1,25,19
32165,Jacob Kurtz,Florida,2013,Jr,5,2,3,0,2,5,2,1,2
9343,Casey Prather,Florida,2013,Sr,53,10,21,22,5,73,6,39,28
24312,Chris Walker (2),Florida,2013,Fr,1,0,1,0,0,2,1,0,1
42346,DeVon Walker,Florida,2013,So,14,3,1,10,1,17,1,11,5
23338,Scottie Wilbekin,Florida,2013,Sr,116,16,43,56,16,52,0,28,24
23339,Will Yeguete,Florida,2013,Sr,41,10,20,11,7,44,5,18,21
7104,Patric Young,Florida,2013,Sr,29,4,10,15,3,49,6,17,26
30572,Ryan Canty,Fordham,2013,Jr,3,1,1,1,0,8,2,5,1
56959,Jake Fay,Fordham,2013,Fr,0,0,0,0,0,2,0,0,2
30573,Jared Fay,Fordham,2013,So,0,0,0,0,0,0,0,0,0
22540,Branden Frazier,Fordham,2013,Sr,115,24,38,52,2,86,3,49,34
42832,Travion Leonard,Fordham,2013,So,8,0,4,4,1,29,6,9,14
61165,Matt Massimino,Fordham,2013,Fr,0,0,0,0,0,0,0,0,0
42833,Jermaine Myers,Fordham,2013,So,22,0,8,14,2,7,0,6,1
28202,Ryan Rhoomes,Fordham,2013,So,13,4,3,6,1,15,3,4,8
23876,Khalid Robinson,Fordham,2013,Sr,0,0,0,0,0,0,0,0,0
56960,Jon Severe,Fordham,2013,Fr,57,15,26,16,2,70,5,46,19
30576,Bryan Smith,Fordham,2013,Jr,31,5,16,10,5,35,2,14,19
42834,Mandell Thomas,Fordham,2013,So,54,8,22,24,3,41,1,27,13
49453,Leo Walsh,Fordham,2013,Sr,0,0,0,0,0,0,0,0,0
56961,Chris Whitehead,Fordham,2013,Jr,24,5,5,14,0,14,2,6,6
57239,Alex Davis,Fresno State,2013,Jr,23,2,4,17,3,56,14,15,27
57238,Karachi Edo,Fresno State,2013,Fr,5,1,2,2,0,14,4,5,5
42627,Tanner Giddings,Fresno State,2013,So,4,2,0,2,0,14,3,7,4
24640,Cezar Guerrero,Fresno State,2013,So,130,22,58,49,15,78,2,46,30
42628,Marvelle Harris (2),Fresno State,2013,So,70,15,17,38,7,55,8,29,18
16672,Allen Huddleston,Fresno State,2013,Sr,51,13,4,34,2,30,4,18,8
57237,Kyle Jackson,Fresno State,2013,Jr,1,0,0,1,0,0,0,0,0
23365,Tyler Johnson,Fresno State,2013,Sr,96,21,22,53,7,42,4,21,17
42629,Broderick Newbill,Fresno State,2013,Fr,0,0,0,0,0,0,0,0,0
57235,Emmanuel Owootoah,Fresno State,2013,Fr,28,5,10,13,3,15,0,8,7
57236,Michael Salazar,Fresno State,2013,Jr,0,0,0,0,0,0,0,0,0
57234,Paul Watson,Fresno State,2013,Fr,24,5,6,13,0,47,7,20,20
42630,Blake Williams,Fresno State,2013,Fr,0,0,0,0,0,0,0,0,0
52126,Kris Acox,Furman,2013,Fr,7,0,3,4,0,10,1,5,4
31653,Keith Belfield,Furman,2013,So,18,2,4,11,1,23,0,12,11
44243,Kevin Chuisseu,Furman,2013,So,0,0,0,0,0,4,0,1,3
44246,Stephen Croone,Furman,2013,So,92,15,28,48,6,98,5,49,44
31656,Dominic Early,Furman,2013,So,6,2,0,3,0,1,0,1,0
44244,Kendrec Ferrara,Furman,2013,So,23,6,9,8,1,64,3,26,35
58773,"William Gates, Jr.",Furman,2013,Fr,17,4,6,7,1,45,0,29,16
58771,T.K. Hayes,Furman,2013,Fr,0,0,0,0,0,0,0,0,0
31658,Aaron O'Neill,Furman,2013,Jr,15,2,1,12,0,4,0,2,2
21282,Charlie Reddick,Furman,2013,Sr,38,12,14,12,3,36,1,22,13
58774,Adonis Rwabigwi,Furman,2013,Fr,8,1,5,2,0,34,3,13,18
44245,Larry Wideman,Furman,2013,So,30,9,9,12,1,40,2,19,19
58775,Zach Altany,Georgia Southern,2013,Jr,0,0,0,0,0,0,0,0,0
22924,Marvin Baynham,Georgia Southern,2013,Sr,9,1,4,4,0,45,1,20,24
22925,Tre Bussey,Georgia Southern,2013,Sr,57,3,27,26,1,48,2,22,24
58777,Grayson Clark,Georgia Southern,2013,Fr,1,0,0,1,0,0,0,0,0
58778,Curtis Diamond,Georgia Southern,2013,Jr,23,2,9,10,0,28,1,15,12
58779,Kyle Doyle,Georgia Southern,2013,Fr,8,0,6,2,1,40,3,15,22
31651,Kameron Dunnican,Georgia Southern,2013,RS-Jr,0,0,0,0,0,1,0,1,0
9414,Jelani Hewitt,Georgia Southern,2013,Jr,95,3,44,48,5,96,3,41,52
45306,Brian Holmes,Georgia Southern,2013,Sr,64,5,22,37,4,43,1,22,20
58780,Scott Kelly,Georgia Southern,2013,Fr,0,0,0,0,0,0,0,0,0
58781,Angel Matias,Georgia Southern,2013,Jr,17,1,5,11,2,45,5,15,25
22929,Sam Mike,Georgia Southern,2013,RS-Sr,2,0,0,1,0,12,1,4,7
45307,Cole Rives,Georgia Southern,2013,So,0,0,0,0,0,0,0,0,0
64598,D.J. Suter,Georgia Southern,2013,Jr,0,0,0,0,0,0,0,0,0
58782,Torlorf Thomas,Georgia Southern,2013,Fr,6,2,1,3,0,0,0,0,0
44847,Onzie Branch,Gardner-Webb,2013,Sr,30,5,15,10,4,37,4,19,14
22740,Michael Byron,Gardner-Webb,2013,Sr,7,0,2,5,1,23,7,5,11
23199,Josh Castellanos,Gardner-Webb,2013,Sr,77,27,29,21,1,35,3,19,13
22856,Jarvis Davis,Gardner-Webb,2013,Jr,6,2,0,4,0,7,1,2,4
28210,Donta Harper,Gardner-Webb,2013,Jr,51,6,20,25,2,67,10,30,27
31177,Corey Hensley,Gardner-Webb,2013,Jr,0,0,0,0,0,1,0,1,0
4293,Naji Hibbert,Gardner-Webb,2013,Sr,65,16,33,16,6,31,2,16,13
44848,Jerome Hill,Gardner-Webb,2013,So,35,7,17,11,0,58,11,21,26
44846,Isaiah Ivey,Gardner-Webb,2013,So,11,2,4,5,0,8,2,4,2
58152,Tyrell Nelson,Gardner-Webb,2013,Fr,14,2,7,5,3,40,6,15,19
31178,Tyler Strange,Gardner-Webb,2013,Jr,145,43,64,37,16,52,1,36,15
44849,Logan Stumpf,Gardner-Webb,2013,Fr,1,1,0,0,0,3,0,0,3
44850,Adam Sweeney,Gardner-Webb,2013,So,0,0,0,0,0,0,0,0,0
58151,Donell Tuff,Gardner-Webb,2013,Fr,0,0,0,0,0,0,0,0,0
23665,Bryon Allen,George Mason,2013,Sr,84,19,33,31,3,59,2,41,16
23666,Jonathan Arledge,George Mason,2013,RS-Sr,0,0,0,0,0,3,1,1,1
24187,Erik Copes,George Mason,2013,Jr,8,0,4,4,0,28,7,8,13
31274,Corey Edwards,George Mason,2013,Jr,29,7,11,11,2,25,0,17,8
31273,Vaughn Gray,George Mason,2013,Jr,6,1,2,3,1,8,0,3,5
24802,Marko Gujanicic,George Mason,2013,So,25,8,10,7,1,44,4,22,18
44709,Patrick Holloway,George Mason,2013,So,21,5,12,4,2,18,2,8,8
44708,Jalen Jenkins,George Mason,2013,Fr,41,7,17,17,1,61,9,26,26
56962,Marquise Moore,George Mason,2013,Fr,65,20,23,22,0,40,3,25,12
22429,Anali Okoloji,George Mason,2013,Jr,4,2,1,1,0,10,2,3,5
18583,Johnny Williams,George Mason,2013,Sr,17,4,10,3,1,35,6,11,18
18591,Sherrod Wright,George Mason,2013,Sr,25,10,6,9,0,75,7,39,29
6562,Isaiah Armwood,George Washington,2013,Sr,50,12,21,17,5,60,8,23,29
26740,Miguel Cartagena,George Washington,2013,Fr,22,4,9,9,3,19,1,14,4
3868,Maurice Creek,George Washington,2013,Sr,48,7,28,13,10,61,2,31,28
24744,Patricio Garino,George Washington,2013,So,46,8,18,20,4,45,4,28,13
56963,Nick Griffin,George Washington,2013,Fr,2,0,0,2,0,3,0,2,1
30580,John Kopriva,George Washington,2013,Jr,10,3,0,7,0,20,4,14,2
42835,Kevin Larsen,George Washington,2013,So,52,2,24,26,5,42,4,22,16
26519,Paris Maragkos,George Washington,2013,So,0,0,0,0,0,8,1,4,3
42836,Joe McDonald,George Washington,2013,So,126,33,51,42,11,66,4,31,31
22554,Nemanja Mikic,George Washington,2013,Sr,17,4,8,5,3,16,3,6,7
42837,Kethan Savage,George Washington,2013,So,45,11,20,14,3,34,2,21,11
56964,Skyler White,George Washington,2013,Fr,0,0,0,0,0,0,0,0,0
44078,David Allen,Georgetown,2013,So,0,0,0,0,0,0,0,0,0
22402,Moses Abraham,Georgetown,2013,Jr,8,1,4,3,0,16,2,4,10
22400,Aaron Bowen,Georgetown,2013,Jr,24,1,16,7,5,39,1,16,22
41439,Reggie Cameron,Georgetown,2013,Fr,11,4,4,3,0,13,0,7,6
22401,John Caprio,Georgetown,2013,Sr,6,1,1,4,0,4,1,2,1
41332,Stephen Domingo,Georgetown,2013,So,1,1,0,0,0,2,0,1,1
44079,Bradley Hayes,Georgetown,2013,Fr,1,1,0,0,0,2,0,1,1
24226,Mikael Hopkins,Georgetown,2013,Jr,30,2,17,11,2,49,10,18,21
9294,Nate Lubick,Georgetown,2013,Sr,54,4,30,20,2,38,2,27,9
2374,Joshua Smith,Georgetown,2013,Jr,9,2,6,1,0,19,2,9,8
24269,D'Vauntes Smith-Rivera,Georgetown,2013,So,80,14,38,28,4,53,1,26,26
9372,Markel Starks,Georgetown,2013,Sr,124,20,56,47,16,65,5,40,20
24220,Jabril Trawick,Georgetown,2013,Jr,41,5,28,8,3,41,9,18,14
3713,Manny Atkins,Georgia State,2013,Sr,42,10,18,14,7,40,2,19,19
44710,Denny Burguillos,Georgia State,2013,Sr,0,0,0,0,0,5,1,3,1
44711,Markus Crider,Georgia State,2013,So,12,2,5,5,1,17,3,8,6
59025,Isaiah Dennis,Georgia State,2013,Fr,0,0,0,0,0,0,0,0,0
31234,Ryann Green,Georgia State,2013,Jr,4,1,2,1,0,2,0,1,1
9292,Ryan Harrow,Georgia State,2013,Jr,132,11,43,78,11,53,1,29,23
59024,Jaylen Hinton,Georgia State,2013,Fr,16,2,4,10,1,2,0,2,0
44712,R.J. Hunter,Georgia State,2013,So,53,4,31,17,5,31,2,13,16
23673,Rashaad Richardson,Georgia State,2013,Sr,4,1,3,0,2,6,0,2,4
59023,Darius Sharpe,Georgia State,2013,Fr,0,0,0,0,0,0,0,0,0
31236,Kevin Shaw,Georgia State,2013,Jr,1,0,0,1,0,0,0,0,0
44713,T.J. Shipes,Georgia State,2013,So,2,0,2,0,0,8,0,4,4
44714,LaRon Smith,Georgia State,2013,So,0,0,0,0,0,1,0,1,0
23264,Curtis Washington,Georgia State,2013,Jr,5,1,2,2,0,19,2,9,8
23675,Devonta White,Georgia State,2013,Sr,127,9,45,73,19,52,3,34,15
42298,Chris Bolden,Georgia Tech,2013,So,36,10,16,10,4,32,1,18,13
24267,"Robert Carter, Jr.",Georgia Tech,2013,So,23,4,14,5,4,41,3,20,18
42299,Brooks Doyle,Georgia Tech,2013,So,0,0,0,0,0,0,0,0,0
24663,Marcus Georges-Hunt,Georgia Tech,2013,So,64,19,25,20,6,52,8,19,25
9411,Trae Golden,Georgia Tech,2013,Sr,88,16,37,35,6,57,4,30,23
56779,Colin Gurry,Georgia Tech,2013,So,0,0,0,0,0,0,0,0,0
42300,Corey Heyward,Georgia Tech,2013,Fr,42,13,13,16,4,21,1,13,7
3742,Kammeon Holsey,Georgia Tech,2013,Sr,27,1,11,15,4,45,5,8,32
56780,Travis Jorgenson,Georgia Tech,2013,RS-Fr,7,1,6,0,2,9,0,7,2
3744,Daniel Miller,Georgia Tech,2013,Sr,47,9,19,19,3,48,3,34,11
9365,Jason Morris,Georgia Tech,2013,Sr,3,2,1,0,1,7,1,5,1
32059,Aaron Peek,Georgia Tech,2013,Jr,0,0,0,0,0,0,0,0,0
9352,"Stacey Poole, Jr.",Georgia Tech,2013,Jr,7,3,2,2,1,14,0,4,10
24325,Solomon Poole,Georgia Tech,2013,So,27,8,16,3,2,25,0,15,10
56782,Quinton Stephens,Georgia Tech,2013,Fr,22,9,10,3,2,16,1,8,7
56783,Ron Wamer,Georgia Tech,2013,So,1,0,1,0,0,1,0,0,1
28777,John Cannon,Georgia,2013,Jr,0,0,0,0,0,8,1,6,1
28778,Tim Dixon,Georgia,2013,Jr,5,1,2,2,1,10,1,5,4
28780,Nemanja Djurisic,Georgia,2013,Jr,22,4,13,5,2,55,6,31,18
46362,Taylor Echols,Georgia,2013,Jr,8,1,2,5,1,7,1,4,2
28845,Cameron Forte,Georgia,2013,So,23,3,13,7,3,24,0,17,7
56710,J.J. Frazier,Georgia,2013,Fr,25,2,11,12,1,17,1,9,7
28291,Kenny Gaines,Georgia,2013,So,29,7,14,8,5,38,9,17,12
56711,Kenny Paul Geno,Georgia,2013,Fr,2,1,0,1,0,1,0,1,0
44069,Houston Kessler,Georgia,2013,Fr,0,0,0,0,0,0,0,0,0
44070,Charles Mann,Georgia,2013,So,91,11,34,46,9,110,12,54,44
44071,Brandon Morris (2),Georgia,2013,So,41,6,16,19,4,51,5,23,23
56713,Juwan Parker,Georgia,2013,Fr,32,5,16,11,4,24,1,18,5
9306,Marcus Thornton,Georgia,2013,Jr,16,3,10,3,2,50,6,24,20
23341,Donte Williams,Georgia,2013,Sr,15,2,8,5,0,19,3,11,5
56714,Brandon Young (2),Georgia,2013,Fr,0,0,0,0,0,0,0,0,0
7869,Drew Barham,Gonzaga,2013,Sr,8,2,3,3,0,12,4,4,4
24203,"Gary Bell, Jr.",Gonzaga,2013,Jr,44,5,18,21,7,31,3,16,12
49436,Brian Bhaskar,Gonzaga,2013,Sr,0,0,0,0,0,0,0,0,0
9355,Gerard Coleman,Gonzaga,2013,Jr,21,1,9,11,3,31,3,13,15
8334,Sam Dower,Gonzaga,2013,Sr,32,10,19,3,2,49,4,25,20
30413,Kyle Dranginis,Gonzaga,2013,So,81,11,25,45,6,42,3,24,15
57581,Ryan Edwards,Gonzaga,2013,Fr,0,0,0,0,0,2,1,0,1
61288,Connor Griffin,Gonzaga,2013,Fr,0,0,0,0,0,0,0,0,0
24347,Przemek Karnowski,Gonzaga,2013,So,26,3,13,9,0,63,10,23,30
57580,Luke Meikle,Gonzaga,2013,Fr,0,0,0,0,0,0,0,0,0
24638,Angel Nunez,Gonzaga,2013,So,0,0,0,0,0,11,5,4,2
