GMID,Name,School,Year,Grade,AST,A2PJ,S2P,A3P,DunkAss,TO,TOFoul,TOSteal,TOMisc
11337,Mike DiNunno,Eastern Kentucky,2011,Jr,76,3,30,43,1,57,8,31,18
22467,Taylor Filipek,Eastern Kentucky,2011,So,10,2,4,4,1,13,3,7,3
22469,Jeff Johnson,Eastern Kentucky,2011,So,32,2,14,16,2,20,5,11,4
22472,Jaron Jones,Eastern Kentucky,2011,Sr,57,6,10,41,2,58,14,25,19
11993,Joshua Jones,Eastern Kentucky,2011,Sr,42,6,19,17,1,47,6,22,19
31346,Timmy Knipp,Eastern Kentucky,2011,Fr,13,2,7,4,0,12,1,7,4
22474,Jabs Newby,Eastern Kentucky,2011,So,37,2,8,27,2,17,1,11,5
22470,Ryan Parsons,Eastern Kentucky,2011,So,0,0,0,0,0,0,0,0,0
31347,D'Mitri Riggs,Eastern Kentucky,2011,Jr,43,6,10,27,1,27,2,17,8
31344,Robbie Stenzel,Eastern Kentucky,2011,Fr,0,0,0,0,0,0,0,0,0
31345,Eric Stutz,Eastern Kentucky,2011,Fr,20,1,8,11,0,42,8,20,14
31304,Antoine Chandler,Eastern Michigan,2011,Fr,2,1,1,0,1,6,0,4,2
11083,Matt Balkema,Eastern Michigan,2011,Jr,12,2,4,6,1,34,3,12,19
11084,Quintin Dailey,Eastern Michigan,2011,Sr,15,4,7,4,2,20,1,9,10
11072,Antonio Green,Eastern Michigan,2011,Sr,43,11,20,12,2,41,3,20,18
11126,Austin Harper,Eastern Michigan,2011,So,33,7,10,16,3,31,0,19,12
11078,Jamell Harris,Eastern Michigan,2011,Jr,15,4,4,7,0,41,1,19,21
11081,Kamil Janton,Eastern Michigan,2011,Sr,1,1,0,0,0,12,1,2,9
18457,Darrell Lampley,Eastern Michigan,2011,Sr,101,16,46,38,13,88,5,50,33
6522,DaShonte Riley,Eastern Michigan,2011,So,15,5,8,2,1,51,2,17,32
11076,J.R. Sims,Eastern Michigan,2011,So,20,8,4,8,3,34,4,14,16
31303,Anthony Strickland,Eastern Michigan,2011,So,11,0,2,9,1,20,3,6,11
12096,Derek Thompson,Eastern Michigan,2011,Jr,21,4,7,9,3,22,1,11,10
8540,Collin Chiverton,Eastern Washington,2011,Jr,17,2,9,6,6,30,2,18,10
22692,Cliff Colimon,Eastern Washington,2011,Sr,151,14,48,89,15,102,5,64,33
22697,Cliff Ederaine,Eastern Washington,2011,Sr,88,14,28,46,2,97,4,38,55
13354,Jeffrey Forbes,Eastern Washington,2011,Jr,45,5,12,28,2,31,0,12,19
13356,Laron Griffin,Eastern Washington,2011,Sr,10,0,3,7,2,20,1,7,12
22690,Willie Hankins,Eastern Washington,2011,Fr,1,1,0,0,0,0,0,0,0
22696,Jaylen Henry,Eastern Washington,2011,So,1,1,0,0,0,0,0,0,0
31060,Jordan Hickert,Eastern Washington,2011,Jr,8,1,2,5,1,8,1,1,6
22694,Tremayne Johnson,Eastern Washington,2011,Sr,10,3,2,5,1,36,4,14,18
31061,Parker Kelly,Eastern Washington,2011,Fr,9,3,4,2,1,6,0,5,1
13355,Kevin Winford,Eastern Washington,2011,Jr,22,2,3,17,1,15,0,9,6
22916,Ryley Beaumont,Elon,2011,So,31,4,8,19,2,42,2,24,16
31662,Kevin Blake,Elon,2011,Fr,9,3,2,3,0,6,0,4,2
22097,Josh Bonney (2),Elon,2011,Jr,32,4,8,20,0,28,1,15,12
21245,Roger Dugas,Elon,2011,Jr,2,0,1,1,0,6,0,4,2
7908,Egheosa Edomwonyi,Elon,2011,So,8,2,1,5,0,26,3,8,15
21236,Brett Ervin,Elon,2011,Jr,6,1,1,4,0,22,0,9,13
31663,Austin Hamilton,Elon,2011,Fr,63,13,18,32,4,48,1,27,20
22915,Jack Isenbarger,Elon,2011,So,73,12,30,31,5,49,1,34,14
22917,Sebastian Koch,Elon,2011,So,59,10,23,26,6,48,3,22,23
21242,John Moody,Elon,2011,Jr,0,0,0,0,0,0,0,0,0
21235,Aaron Smith (2),Elon,2011,Jr,0,0,0,0,0,0,0,0,0
21241,Drew Spradlin,Elon,2011,Sr,46,9,14,23,6,53,3,31,19
22918,Lucas Troutman,Elon,2011,So,24,2,7,14,1,53,4,27,22
22914,Lucas Weavil,Elon,2011,So,1,0,1,0,0,0,0,0,0
31661,Ryan Winters,Elon,2011,Fr,1,0,0,1,0,4,0,3,1
14251,Isiah Brown,East Tennessee State,2011,Sr,30,2,19,9,2,69,12,19,38
14259,Sheldon Cooley,East Tennessee State,2011,Jr,47,15,15,17,3,44,5,21,18
31027,Marcus Dubose,East Tennessee State,2011,Jr,10,2,5,3,3,56,4,25,27
31025,Todd Halvorsen,East Tennessee State,2011,So,0,0,0,0,0,0,0,0,0
14260,Tommy Hubbard,East Tennessee State,2011,Sr,29,2,17,10,5,63,7,26,30
14253,Jarvis Jones,East Tennessee State,2011,Jr,26,8,9,9,5,24,1,14,9
14256,Lukas Poderis,East Tennessee State,2011,Jr,9,4,4,1,0,16,1,8,7
31026,Rashawn Rembert,East Tennessee State,2011,Fr,5,1,4,0,0,5,0,3,2
14248,Adam Sollazzo,East Tennessee State,2011,Sr,124,15,63,45,18,83,9,41,33
31023,John Walton III,East Tennessee State,2011,Fr,0,0,0,0,0,6,1,2,3
14252,J.C. Ward,East Tennessee State,2011,Jr,1,0,1,0,1,1,1,0,0
22626,Ryan Woumn,East Tennessee State,2011,Fr,0,0,0,0,0,0,0,0,0
30553,Rokas Cesnulevicius,Evansville,2011,Fr,7,0,2,5,1,8,4,1,3
7227,Andy Chinn,Evansville,2011,Jr,0,0,0,0,0,0,0,0,0
7237,Ned Cox,Evansville,2011,Jr,82,37,17,28,2,37,3,24,10
23487,Kenny Harris,Evansville,2011,Sr,48,8,19,21,3,57,9,20,28
7231,Denver Holmes,Evansville,2011,Sr,95,29,37,29,5,53,6,28,19
23486,Jordan Jahr,Evansville,2011,RS-So,2,0,2,0,0,12,3,6,3
7235,Lewis Jones,Evansville,2011,Jr,13,2,4,7,2,36,11,8,17
30552,Jaylon Moore,Evansville,2011,Fr,0,0,0,0,0,4,0,2,2
30551,Jordan Nelson,Evansville,2011,Fr,1,0,1,0,0,2,0,0,2
23488,Matt Peeler,Evansville,2011,Sr,0,0,0,0,0,6,3,2,1
7230,Colt Ryan,Evansville,2011,Jr,100,29,42,28,6,72,10,37,25
30550,Ryan Sawvell,Evansville,2011,Fr,9,1,2,6,1,19,4,6,9
7240,Troy Taylor,Evansville,2011,Jr,99,47,29,23,7,53,5,30,18
23521,Brandon Williams (3),Evansville,2011,Sr,0,0,0,0,0,0,0,0,0
23887,Maurice Barrow,Fairfield,2011,So,72,4,39,29,8,83,2,41,40
18098,Sean Crawford,Fairfield,2011,Jr,31,5,15,11,4,20,0,11,9
23888,Jamel Fields,Fairfield,2011,So,33,1,17,15,3,33,1,18,14
31412,Adam Jones,Fairfield,2011,Fr,1,0,1,0,0,3,1,1,1
18091,Gary Martin,Fairfield,2011,Sr,4,0,3,1,0,0,0,0,0
23890,Keith Matthews,Fairfield,2011,So,11,3,2,6,0,23,0,13,10
18090,Derek Needham,Fairfield,2011,Jr,89,13,41,35,14,77,1,44,32
18089,Colin Nickerson,Fairfield,2011,Jr,45,10,16,19,3,36,1,13,22
18096,Ryan Olander,Fairfield,2011,Sr,49,4,32,13,3,64,0,28,36
3770,Rakim Sanders,Fairfield,2011,Sr,87,11,56,20,6,119,3,52,64
7754,Desmond Wade,Fairfield,2011,Jr,94,10,52,32,8,43,2,16,25
10391,Melquan Bolding,Fairleigh Dickinson,2011,Jr,42,10,24,8,5,84,1,44,39
20513,Sam Fernley,Fairleigh Dickinson,2011,Sr,16,5,3,8,1,7,0,6,1
6120,George Goode,Fairleigh Dickinson,2011,Sr,42,4,22,16,2,46,0,25,21
31759,Lonnie Hayes,Fairleigh Dickinson,2011,Jr,41,7,21,13,2,43,1,21,21
20511,Louis Larizza,Fairleigh Dickinson,2011,Jr,0,0,0,0,0,0,0,0,0
11237,Mohammed Lo,Fairleigh Dickinson,2011,Sr,15,3,7,5,1,24,3,9,12
31757,Dylan Moody,Fairleigh Dickinson,2011,Fr,16,7,6,3,2,11,0,7,4
23226,Ayotunde Oyeniyi,Fairleigh Dickinson,2011,So,3,1,1,1,1,12,0,3,9
31758,Lonnie Robinson,Fairleigh Dickinson,2011,Jr,57,14,23,18,2,69,0,33,36
31755,Kinu Rochford,Fairleigh Dickinson,2011,Jr,26,7,16,3,7,44,2,16,26
23229,Mathias Seilund,Fairleigh Dickinson,2011,So,9,3,3,3,0,27,0,20,7
23227,Briahn Smith,Fairleigh Dickinson,2011,Sr,29,11,7,11,1,20,1,8,11
22611,Marcus Blake,Florida Gulf Coast,2011,Fr,0,0,0,0,0,0,0,0,0
14308,Sherwood Brown,Florida Gulf Coast,2011,Jr,22,1,1,20,0,33,5,15,13
5785,Kevin Cantinol,Florida Gulf Coast,2011,Sr,11,0,1,10,0,29,6,10,13
31964,Zachery Christian,Florida Gulf Coast,2011,So,0,0,0,0,0,0,0,0,0
31030,Brett Comer,Florida Gulf Coast,2011,Fr,165,14,68,83,16,127,7,75,45
31031,Filip Cvjeticanin,Florida Gulf Coast,2011,Fr,8,0,3,5,0,19,2,11,6
22609,Chase Fieler,Florida Gulf Coast,2011,So,57,9,31,17,4,39,2,17,20
31028,Dante Holmes,Florida Gulf Coast,2011,Fr,17,2,7,8,1,54,13,17,24
14303,Eddie Murray,Florida Gulf Coast,2011,Jr,14,2,3,9,0,17,3,7,7
14302,Ed Rolax,Florida Gulf Coast,2011,Sr,6,0,1,4,0,7,0,2,5
31029,Bernard Thompson,Florida Gulf Coast,2011,Fr,65,9,21,35,4,73,9,29,35
22606,Christophe Varidel,Florida Gulf Coast,2011,So,29,2,16,11,2,39,4,21,14
31729,Tola Akomolafe,Florida International,2011,Jr,8,1,3,4,0,18,1,9,8
23041,Jeremy Allen (2),Florida International,2011,Sr,35,2,20,13,1,52,2,19,31
23038,Cameron Bell,Florida International,2011,Jr,13,3,5,5,0,27,5,10,12
32182,Joey De La Rosa,Florida International,2011,Fr,3,0,3,0,1,12,2,5,5
31730,Gilles Dierickx,Florida International,2011,Fr,12,2,9,1,3,36,4,18,14
9358,Dominique Ferguson,Florida International,2011,So,18,6,7,5,0,63,5,26,32
31731,Deric Hill,Florida International,2011,Fr,33,4,14,15,1,27,2,19,6
19947,Steven Miro,Florida International,2011,So,4,0,1,3,0,4,0,1,3
23037,Brandon Moore (3),Florida International,2011,Jr,7,1,5,1,3,18,3,11,4
19939,Manuel Nunez,Florida International,2011,Jr,1,0,1,0,0,6,0,3,3
23042,Richaud Pack,Florida International,2011,RS-So,2,0,2,0,0,4,0,1,3
24326,Phillip Taylor,Florida International,2011,So,85,15,37,33,14,77,3,35,39
24360,Tanner Wozniak,Florida International,2011,Fr,2,0,1,1,1,3,0,2,1
23039,DeJuan Wright,Florida International,2011,Sr,37,5,12,20,1,65,5,27,33
23036,Pablo Bertone,Florida Atlantic ,2011,So,32,3,12,17,2,30,4,10,16
12347,Jelani Floyd,Florida Atlantic ,2011,Sr,0,0,0,0,0,0,0,0,0
19885,Greg Gantt,Florida Atlantic ,2011,Jr,20,4,9,7,1,28,2,11,15
31726,Omari Grier,Florida Atlantic ,2011,Fr,15,2,11,2,2,5,2,2,1
19879,Andre Mattison,Florida Atlantic ,2011,Jr,2,1,1,0,0,12,1,5,6
23035,Dennis Mavin,Florida Atlantic ,2011,So,17,3,2,12,0,32,7,15,10
19886,Jordan McCoy,Florida Atlantic ,2011,Jr,5,0,2,3,0,11,4,3,4
31727,Kelvin Penn,Florida Atlantic ,2011,Fr,0,0,0,0,0,19,2,7,10
19889,Shavar Richardson,Florida Atlantic ,2011,Sr,21,4,7,10,1,28,4,10,14
19887,Raymond Taylor,Florida Atlantic ,2011,Jr,119,19,40,60,8,65,5,34,26
19878,Alex Tucker,Florida Atlantic ,2011,Sr,118,24,34,60,7,58,6,28,24
7824,Kore White,Florida Atlantic ,2011,Jr,14,1,10,3,0,45,3,15,27
19226,Isaac Brown,Florida A&M,2011,Jr,4,2,1,1,0,4,0,0,4
31618,D'Andre Bullard,Florida A&M,2011,Fr,58,4,17,37,4,61,2,15,44
19231,Yannick Crowder,Florida A&M,2011,Sr,10,1,7,2,3,37,5,8,24
23579,Jeremy Dean,Florida A&M,2011,Jr,34,6,8,20,2,40,6,10,24
31617,Nathaniel Drayton,Florida A&M,2011,Jr,2,0,0,2,0,30,6,7,17
31904,Treshawn Hagood,Florida A&M,2011,Fr,9,1,3,4,1,12,0,5,7
23576,Brandon Hosley,Florida A&M,2011,Sr,14,3,5,5,1,22,4,9,9
24032,Jeffrey Kennings,Florida A&M,2011,Jr,39,10,16,13,5,43,4,18,21
23580,Reggie Lewis,Florida A&M,2011,So,45,10,20,14,3,38,5,18,15
23575,Avery Moore,Florida A&M,2011,So,38,10,18,9,5,51,3,19,29
23578,Jeffery Neal,Florida A&M,2011,Jr,0,0,0,0,0,1,0,1,0
31905,Vaughn Rose,Florida A&M,2011,So,0,0,0,0,0,5,0,0,5
19221,Amin Stevens,Florida A&M,2011,Jr,29,6,8,15,1,63,10,24,29
31619,Markee Teal,Florida A&M,2011,Jr,9,1,6,2,3,32,6,14,12
23577,Chris Watson,Florida A&M,2011,Sr,15,5,4,6,1,27,4,6,17
3691,Deividas Dulkys,Florida State,2011,Sr,36,7,11,18,5,50,0,33,17
3698,Xavier Gibson,Florida State,2011,Sr,14,2,7,5,0,63,15,17,31
23527,Bernard James,Florida State,2011,Sr,14,2,9,3,3,70,8,32,30
2531,Jonathan Kreft,Florida State,2011,Sr,7,1,3,3,1,34,5,18,11
3695,Luke Loucks,Florida State,2011,Sr,139,17,60,61,26,81,4,48,29
9302,Ian Miller,Florida State,2011,So,26,3,11,12,3,29,3,13,13
4889,Joey Moreau,Florida State,2011,Jr,0,0,0,0,0,0,0,0,0
3879,Jeff Peterson,Florida State,2011,Sr,56,5,30,21,14,48,2,28,18
23867,Rafael Portuondo,Florida State,2011,Jr,0,0,0,0,0,0,0,0,0
3699,Terrance Shannon,Florida State,2011,RS-Jr,3,0,2,1,0,7,0,3,4
2216,Michael Snaer,Florida State,2011,Jr,60,13,27,20,9,64,7,29,28
24204,Antwan Space,Florida State,2011,Fr,0,0,0,0,0,0,0,0,0
24232,Terry Whisnant,Florida State,2011,Fr,9,2,5,2,2,2,0,0,2
9344,Okaro White,Florida State,2011,So,15,0,9,6,7,40,7,16,17
24148,Bradley Beal,Florida,2011,Fr,75,11,28,36,9,70,7,27,36
2206,Kenny Boynton,Florida,2011,Jr,90,16,21,53,9,44,4,24,16
32165,Jacob Kurtz,Florida,2011,Fr,0,0,0,0,0,0,0,0,0
23337,Cody Larson (2),Florida,2011,Fr,0,0,0,0,0,5,1,2,2
2384,Erik Murphy,Florida,2011,Jr,28,4,8,15,1,40,4,15,21
24331,Walter Pitchford,Florida,2011,Fr,0,0,0,0,0,0,0,0,0
9343,Casey Prather,Florida,2011,So,5,0,1,4,1,17,1,8,8
2190,Mike Rosario,Florida,2011,Jr,27,3,8,16,4,28,0,14,14
4805,Erving Walker,Florida,2011,Sr,152,15,55,82,26,67,2,37,28
23338,Scottie Wilbekin,Florida,2011,So,50,7,15,28,4,17,0,12,5
23339,Will Yeguete,Florida,2011,So,21,2,12,6,6,16,3,8,5
7104,Patric Young,Florida,2011,So,37,1,19,16,5,50,5,17,28
22538,Kervin Bristol,Fordham,2011,Sr,12,3,4,5,1,26,1,11,14
30572,Ryan Canty,Fordham,2011,Fr,2,1,0,1,0,5,1,2,2
22539,Marvin Dominique,Fordham,2011,So,5,0,3,2,0,14,0,4,10
10435,Alberto Estwick,Fordham,2011,Sr,9,3,5,1,1,18,0,13,5
22540,Branden Frazier,Fordham,2011,So,111,26,55,30,11,58,0,35,23
30574,D.C. Gaitley,Fordham,2011,Fr,0,0,0,0,0,0,0,0,0
10438,Chris Gaston,Fordham,2011,Jr,27,3,14,9,4,71,4,33,34
10449,Ryan Hage,Fordham,2011,Sr,0,0,0,0,0,0,0,0,0
30575,Devon McMillan,Fordham,2011,Fr,74,15,27,32,9,73,1,45,27
23876,Khalid Robinson,Fordham,2011,Jr,0,0,0,0,0,0,0,0,0
24043,Lamount Samuell,Fordham,2011,So,25,7,10,8,1,28,0,12,16
28203,Jeffrey Short,Fordham,2011,Fr,3,1,1,1,1,5,0,2,3
30576,Bryan Smith,Fordham,2011,Fr,47,15,20,12,1,44,1,26,17
30577,Luka Zivkovic,Fordham,2011,Fr,1,0,1,0,0,0,0,0,0
8806,"Jerry Brown, Jr.",Fresno State,2011,So,30,6,14,10,2,45,6,13,26
32121,Brad Ely,Fresno State,2011,Jr,0,0,0,0,0,0,0,0,0
30447,Kevin Foster (2),Fresno State,2011,Jr,3,0,2,1,0,57,7,20,30
30448,Grant Hefeng,Fresno State,2011,Fr,0,0,0,0,0,5,1,3,1
8804,Garrett Johnson,Fresno State,2011,Jr,15,4,3,8,0,15,0,7,8
23365,Tyler Johnson,Fresno State,2011,So,77,25,16,35,3,34,2,18,14
30449,Larry McGaughey,Fresno State,2011,Jr,3,0,1,2,1,5,2,1,2
23363,Kevin Olekaibe,Fresno State,2011,So,37,11,5,21,1,49,5,24,20
8811,Steven Shepp,Fresno State,2011,Sr,160,38,54,68,9,65,7,28,30
8807,Jonathan Wills,Fresno State,2011,Sr,30,6,12,12,1,49,11,17,21
21279,Bobby Austin,Furman,2011,Jr,42,12,9,21,0,55,2,30,23
21281,Bryson Barnes,Furman,2011,Sr,10,4,3,3,0,35,2,15,18
31654,David Brown (4),Furman,2011,Fr,26,4,5,17,3,15,0,11,4
22920,Richard Brown,Furman,2011,So,64,11,4,49,1,37,0,18,19
31656,Dominic Early,Furman,2011,Fr,7,1,1,5,0,13,0,7,6
31655,Tyler Hunt,Furman,2011,RS-Fr,0,0,0,0,0,0,0,0,0
10724,Bryant Irwin,Furman,2011,Jr,15,3,5,7,0,24,1,11,12
31657,Jordan Loyd,Furman,2011,Fr,44,9,12,23,0,43,1,25,17
31658,Aaron O'Neill,Furman,2011,Fr,0,0,0,0,0,0,0,0,0
21282,Charlie Reddick,Furman,2011,So,45,18,12,15,1,45,6,29,10
21285,Colin Reddick,Furman,2011,Jr,19,2,8,9,1,34,3,11,20
21280,Brandon Sebirumbi,Furman,2011,Sr,29,2,9,18,2,66,2,18,46
21284,Chris Toler,Furman,2011,Sr,10,0,1,9,1,27,1,9,17
21329,Cameron Baskerville,Georgia Southern,2011,Jr,10,0,5,5,1,44,4,11,29
22924,Marvin Baynham,Georgia Southern,2011,So,10,2,2,6,0,38,3,15,20
31650,Tyrone Brown,Georgia Southern,2011,Fr,4,3,0,1,0,19,3,4,12
22925,Tre Bussey,Georgia Southern,2011,So,5,1,3,1,0,26,2,13,11
21327,Ben Drayton III,Georgia Southern,2011,Sr,80,14,26,40,13,58,1,28,29
31651,Kameron Dunnican,Georgia Southern,2011,Fr,3,0,0,3,0,18,4,4,10
22923,Eric Ferguson,Georgia Southern,2011,So,21,4,8,9,0,59,5,20,34
31647,Joe Goydish,Georgia Southern,2011,Fr,0,0,0,0,0,0,0,0,0
31646,"Tracy Ham, Jr.",Georgia Southern,2011,Fr,0,0,0,0,0,0,0,0,0
31648,Edwin Harvey,Georgia Southern,2011,Fr,0,0,0,0,0,0,0,0,0
9414,Jelani Hewitt,Georgia Southern,2011,So,37,6,19,12,9,39,0,19,20
22929,Sam Mike,Georgia Southern,2011,So,0,0,0,0,0,2,0,1,1
31645,Jessie Pernell,Georgia Southern,2011,Fr,12,4,4,4,2,16,1,10,5
9452,Willie Powers III,Georgia Southern,2011,Sr,148,32,64,50,36,85,5,39,41
31649,Chad Waddell,Georgia Southern,2011,Fr,0,0,0,0,0,2,0,2,0
16021,David Brown (2),Gardner-Webb,2011,Sr,2,1,0,1,0,6,0,1,5
22738,Laron Buggs,Gardner-Webb,2011,Sr,50,7,25,18,5,46,8,20,18
22739,Santoine Butler,Gardner-Webb,2011,So,3,1,2,0,1,6,0,1,5
22740,Michael Byron,Gardner-Webb,2011,So,7,1,2,4,0,35,7,15,13
21472,Jason Dawson,Gardner-Webb,2011,Jr,44,9,26,9,5,32,5,17,10
28210,Donta Harper,Gardner-Webb,2011,Fr,18,3,9,6,4,48,7,19,22
31176,Kevin Hartley,Gardner-Webb,2011,Jr,31,4,13,14,2,49,8,25,16
31177,Corey Hensley,Gardner-Webb,2011,Fr,1,0,0,1,0,7,1,2,4
16027,Stefon Johnson,Gardner-Webb,2011,Jr,14,1,6,6,0,35,2,11,22
31179,Max Landis,Gardner-Webb,2011,Fr,41,7,15,19,1,49,2,19,28
24044,Jamal Mitchell,Gardner-Webb,2011,So,0,0,0,0,0,0,0,0,0
15093,Tashan Newsome,Gardner-Webb,2011,Jr,46,4,23,19,5,45,6,25,14
22736,Jay Royster,Gardner-Webb,2011,Jr,1,0,1,0,0,1,0,1,0
31178,Tyler Strange,Gardner-Webb,2011,Fr,76,18,29,29,5,51,2,30,19
23665,Bryon Allen,George Mason,2011,So,119,34,44,41,11,85,5,49,31
23666,Jonathan Arledge,George Mason,2011,So,10,4,4,2,2,23,9,10,4
31284,Jordan Baird,George Mason,2011,Jr,0,0,0,0,0,0,0,0,0
18588,Paris Bennett,George Mason,2011,So,4,0,2,2,1,5,0,3,2
24187,Erik Copes,George Mason,2011,Fr,2,0,2,0,0,28,6,16,6
18579,Andre Cornelius,George Mason,2011,Sr,26,7,10,9,3,38,1,18,19
31274,Corey Edwards,George Mason,2011,Fr,59,8,38,13,7,66,2,31,33
31273,Vaughn Gray,George Mason,2011,Fr,3,1,0,2,0,15,1,10,4
31283,Jacob Hoxie,George Mason,2011,So,0,0,0,0,0,0,0,0,0
31282,Bryce Lewis,George Mason,2011,Jr,0,0,0,0,0,0,0,0,0
18587,Mike Morrison,George Mason,2011,Sr,45,8,24,13,4,44,6,17,21
18590,Ryan Pearson,George Mason,2011,Sr,56,7,24,25,7,86,9,38,39
23668,Vertrail Vaughns,George Mason,2011,So,34,14,15,5,4,25,3,14,8
18591,Sherrod Wright,George Mason,2011,So,42,6,19,17,6,52,5,26,21
10488,Bryan Bynes,George Washington,2011,Jr,44,13,13,17,5,28,1,16,11
10499,Michael Conward,George Washington,2011,Sr,0,0,0,0,0,0,0,0,0
30579,Jonathan Davis,George Washington,2011,Fr,0,0,0,0,0,1,0,1,0
10495,Jabari Edwards,George Washington,2011,Sr,13,2,6,5,1,23,5,12,6
22552,Roy Ghantous,George Washington,2011,Jr,0,0,0,0,0,0,0,0,0
22553,Dan Guest,George Washington,2011,So,11,2,3,6,1,13,2,7,4
30580,John Kopriva,George Washington,2011,Fr,7,3,3,1,0,16,2,8,6
10498,Lasan Kromah,George Washington,2011,So,74,15,37,22,9,71,8,36,27
22554,Nemanja Mikic,George Washington,2011,So,20,7,5,7,1,27,3,11,13
10490,David Pellom,George Washington,2011,Jr,29,7,17,5,1,37,5,14,18
10492,Dwayne Smith,George Washington,2011,Jr,10,3,5,2,1,33,5,17,11
10501,Tony Taylor,George Washington,2011,Sr,130,28,63,39,15,84,6,38,40
10487,Aaron Ware,George Washington,2011,Sr,18,3,11,4,4,33,3,13,17
28972,Tyler Adams,Georgetown,2011,Fr,0,0,0,0,0,1,0,0,1
22400,Aaron Bowen,Georgetown,2011,Fr,0,0,0,0,0,0,0,0,0
22401,John Caprio,Georgetown,2011,So,0,0,0,0,0,0,0,0,0
12803,Jason Clark,Georgetown,2011,Sr,56,18,14,24,7,73,8,41,24
24226,Mikael Hopkins,Georgetown,2011,Fr,9,1,3,5,0,14,5,6,3
9294,Nate Lubick,Georgetown,2011,So,61,8,33,20,4,27,0,19,8
24181,Otto Porter,Georgetown,2011,Fr,45,4,20,21,4,38,5,15,18
2371,Henry Sims,Georgetown,2011,Sr,101,12,57,32,4,86,8,41,37
9372,Markel Starks,Georgetown,2011,So,46,14,13,19,2,40,4,22,14
6088,Hollis Thompson,Georgetown,2011,Jr,46,10,20,16,7,51,9,23,19
24220,Jabril Trawick,Georgetown,2011,Fr,11,4,2,5,0,13,2,9,2
28973,Greg Whittington,Georgetown,2011,Fr,26,7,8,10,0,33,3,19,11
18625,Jihad Ali,Georgia State,2011,Sr,42,8,17,17,4,47,4,26,17
23669,Eric Buckner,Georgia State,2011,Sr,13,2,8,3,1,45,7,19,19
18623,James Fields,Georgia State,2011,Sr,78,12,17,49,7,56,5,30,21
31232,Tyler Gamble,Georgia State,2011,Fr,0,0,0,0,0,1,0,0,1
31233,Justin Green,Georgia State,2011,Fr,0,0,0,0,0,0,0,0,0
31234,Ryann Green,Georgia State,2011,Fr,0,0,0,0,0,0,0,0,0
31235,"Tony Kimbro, Jr.",Georgia State,2011,Fr,26,2,15,9,2,25,5,7,13
4438,Brandon McGee,Georgia State,2011,Sr,13,2,8,3,3,16,0,10,6
23672,Josh Micheaux,Georgia State,2011,Sr,109,17,52,39,19,68,8,37,23
23673,Rashaad Richardson,Georgia State,2011,So,8,1,4,3,1,16,1,9,6
31236,Kevin Shaw,Georgia State,2011,Fr,0,0,0,0,0,0,0,0,0
23674,Jamar Taylor,Georgia State,2011,Sr,0,0,0,0,0,0,0,0,0
18624,James Vincent,Georgia State,2011,Jr,0,0,0,0,0,15,3,3,9
23675,Devonta White,Georgia State,2011,So,84,12,40,32,9,57,3,28,26
3735,Derek Craig,Georgia Tech,2011,Sr,3,1,0,2,0,0,0,0,0
3738,Nick Foreman,Georgia Tech,2011,Sr,7,1,1,5,0,10,3,2,5
23531,Nate Hicks,Georgia Tech,2011,So,3,1,1,1,0,10,2,3,5
3742,Kammeon Holsey,Georgia Tech,2011,So,26,5,8,13,3,68,7,29,32
3696,Pierre Jordan,Georgia Tech,2011,Jr,22,6,6,10,3,17,1,11,5
3744,Daniel Miller,Georgia Tech,2011,So,46,13,15,18,2,50,4,26,20
23530,McPherson Moore,Georgia Tech,2011,So,0,0,0,0,0,1,0,0,1
9365,Jason Morris,Georgia Tech,2011,So,32,6,10,16,2,50,3,24,23
32059,Aaron Peek,Georgia Tech,2011,Fr,0,0,0,0,0,0,0,0,0
19717,Brandon Reed,Georgia Tech,2011,So,37,7,20,10,5,53,2,23,28
3745,Glen Rice,Georgia Tech,2011,Jr,47,6,24,17,7,47,4,24,19
24202,Julian Royal,Georgia Tech,2011,Fr,13,2,8,3,3,21,1,8,12
31906,D.J. Spain,Georgia Tech,2011,So,0,0,0,0,0,0,0,0,0
2378,Mfon Udofia,Georgia Tech,2011,Jr,86,19,32,35,11,80,5,42,33
23342,Sherrard Brantley,Georgia,2011,Jr,12,4,4,4,0,12,0,7,5
5660,Matt Bucklin,Georgia,2011,Sr,0,0,0,0,0,0,0,0,0
24162,Kentavious Caldwell-Pope,Georgia,2011,Fr,39,6,14,18,3,35,5,16,14
28777,John Cannon,Georgia,2011,Fr,1,0,1,0,1,0,0,0,0
28778,Tim Dixon,Georgia,2011,Fr,0,0,0,0,0,4,1,1,2
28780,Nemanja Djurisic,Georgia,2011,Fr,26,6,15,5,4,48,6,27,15
28779,John Florveus,Georgia,2011,Jr,7,1,0,6,0,15,5,4,6
23464,Elliott Long,Georgia,2011,Fr,0,0,0,0,0,0,0,0,0
7675,Connor Nolte,Georgia,2011,Sr,3,2,0,1,0,8,1,5,2
5659,Gerald Robinson,Georgia,2011,Sr,107,13,44,50,22,75,10,29,36
32214,Jay Rome,Georgia,2011,Fr,0,0,0,0,0,0,0,0,0
9306,Marcus Thornton,Georgia,2011,So,21,4,10,7,4,30,5,10,15
5657,Dustin Ware,Georgia,2011,Sr,69,12,23,34,5,23,3,10,10
23341,Donte Williams,Georgia,2011,So,6,0,4,2,0,25,1,9,15
5664,Vincent Williams,Georgia,2011,Jr,34,6,14,14,6,21,1,11,9
