GMID,Name,School,Year,AST,A2PJ,S2P,A3P,DunkAss,TO,TOFoul,TOSteal,TOMisc
24147,Le'Bryan Nash,Oklahoma State,2012,47,14,15,18,71,71,12,25,34
24147,Le'Bryan Nash,Oklahoma State,2013,48,12,19,17,50,50,5,25,20
24147,Le'Bryan Nash,Oklahoma State,2014,56,5,19,32,92,92,11,48,33
24148,Bradley Beal,Florida,2011,76,12,31,33,66,66,4,26,36
24149,Myck Kabongo,Texas,2011,153,38,46,68,85,85,8,45,32
24149,Myck Kabongo,Texas,2012,44,3,13,28,30,30,2,18,10
24150,Adonis Thomas,Memphis,2011,11,1,4,6,19,19,1,14,4
24150,Adonis Thomas,Memphis,2012,58,8,29,21,47,47,4,25,18
24151,Khem Birch,Pittsburgh,2011,0,0,0,0,5,5,1,1,3
24151,Khem Birch,UNLV,2012,15,1,6,8,26,26,2,9,15
24151,Khem Birch,UNLV,2013,27,5,12,10,31,31,2,14,15
24152,Cody Zeller,Indiana,2011,40,3,22,15,52,52,2,25,25
24152,Cody Zeller,Indiana,2012,39,5,18,14,60,60,2,25,33
24153,P.J. Hairston,North Carolina,2011,24,13,7,4,21,21,3,14,4
24153,P.J. Hairston,North Carolina,2012,27,13,5,9,35,35,5,22,8
24154,Tony Wroten,Washington,2011,116,18,56,42,119,119,24,47,48
24155,Kyle Wiltjer,Kentucky,2011,14,3,5,6,22,22,2,10,10
24155,Kyle Wiltjer,Kentucky,2012,44,1,25,18,40,40,3,16,21
24155,Kyle Wiltjer,Gonzaga,2014,35,6,14,15,22,22,1,16,5
24155,Kyle Wiltjer,Gonzaga,2015,43,6,20,17,55,55,5,35,15
24156,Rakeem Christmas,Syracuse,2011,3,0,2,1,15,15,5,3,7
24156,Rakeem Christmas,Syracuse,2012,8,3,3,2,34,34,7,12,15
24156,Rakeem Christmas,Syracuse,2013,17,2,4,11,20,20,3,7,10
24156,Rakeem Christmas,Syracuse,2014,29,6,13,10,55,55,6,23,26
24157,Wayne Blackshear,Louisville,2011,2,1,1,0,5,5,0,3,2
24157,Wayne Blackshear,Louisville,2012,16,7,7,2,17,17,1,9,7
24157,Wayne Blackshear,Louisville,2013,19,4,6,9,9,9,1,4,4
24157,Wayne Blackshear,Louisville,2014,32,6,10,16,30,30,4,15,11
24158,Michael Carter-Williams,Syracuse,2011,41,7,20,14,13,13,0,9,4
24158,Michael Carter-Williams,Syracuse,2012,284,54,133,97,132,132,11,85,36
24159,Dorian Finney-Smith,Virginia Tech,2011,57,13,16,28,51,51,2,25,24
24159,Dorian Finney-Smith,Florida,2013,50,9,20,21,45,45,4,19,22
24159,Dorian Finney-Smith,Florida,2014,43,3,17,23,53,53,10,22,21
24159,Dorian Finney-Smith,Florida,2015,67,7,33,27,58,58,13,25,20
24160,Branden Dawson,Michigan State,2011,21,7,5,9,34,34,5,18,11
24160,Branden Dawson,Michigan State,2012,36,4,24,7,66,66,3,41,22
24160,Branden Dawson,Michigan State,2013,41,3,25,13,28,28,1,16,11
24160,Branden Dawson,Michigan State,2014,44,6,25,13,58,58,5,32,21
24161,B.J. Young,Arkansas,2011,12,1,8,3,24,24,0,14,10
24161,B.J. Young,Arkansas,2012,98,20,47,31,55,55,5,31,19
24162,Kentavious Caldwell-Pope,Georgia,2011,14,3,3,8,10,10,1,4,5
24162,Kentavious Caldwell-Pope,Georgia,2012,12,0,3,9,16,16,2,9,5
24163,Nick Johnson,Arizona,2011,79,17,27,35,56,56,8,28,20
24163,Nick Johnson,Arizona,2012,101,13,45,43,61,61,4,36,21
24163,Nick Johnson,Arizona,2013,100,21,55,24,63,63,4,33,26
24164,Jabari Brown,Oregon,2011,1,0,1,0,11,11,0,6,5
24164,Jabari Brown,Missouri,2012,26,2,14,10,40,40,5,22,13
24164,Jabari Brown,Missouri,2013,59,3,30,26,69,69,5,35,29
24165,Rodney Hood,Mississippi State,2011,51,12,18,20,24,24,0,16,8
24165,Rodney Hood,Duke,2013,62,12,11,39,43,43,2,19,22
24166,Josiah Turner,Arizona,2011,62,10,35,17,54,54,8,26,20
24167,Chane Behanan,Louisville,2011,28,3,18,7,66,66,6,32,28
24167,Chane Behanan,Louisville,2012,29,4,15,10,41,41,1,17,23
24167,Chane Behanan,Louisville,2013,7,0,3,4,12,12,1,5,6
24168,Michael Gbinije,Duke,2011,3,0,2,1,8,8,0,3,5
24168,Michael Gbinije,Syracuse,2013,34,6,13,15,12,12,0,6,6
24168,Michael Gbinije,Syracuse,2014,66,21,30,15,40,40,5,22,13
24168,Michael Gbinije,Syracuse,2015,140,16,50,74,88,88,12,44,32
24169,Shannon Scott,Ohio State,2011,46,12,24,10,32,32,2,16,14
24169,Shannon Scott,Ohio State,2012,101,16,49,36,39,39,2,19,18
24169,Shannon Scott,Ohio State,2013,117,15,56,46,63,63,2,31,30
24169,Shannon Scott,Ohio State,2014,198,28,97,72,80,80,1,43,36
24170,Johnny O'Bryant,LSU,2011,9,2,4,3,47,47,2,23,22
24170,Johnny O'Bryant,LSU,2012,12,1,3,8,30,30,2,7,21
24170,Johnny O'Bryant,LSU,2013,52,3,19,30,97,97,5,42,50
24171,Levi Randolph,Alabama,2011,46,14,20,12,28,28,1,16,11
24171,Levi Randolph,Alabama,2012,50,12,21,17,37,37,4,17,16
24171,Levi Randolph,Alabama,2013,42,6,15,21,44,44,2,21,21
24171,Levi Randolph,Alabama,2014,78,15,21,42,44,44,3,21,20
24172,Ky Madden,Arkansas,2011,10,2,3,5,14,14,0,8,6
24172,Ky Madden,Arkansas,2012,51,10,23,18,35,35,0,18,17
24172,Ky Madden,Arkansas,2013,84,9,42,33,66,66,6,28,32
24172,Ky Madden,Arkansas,2014,151,48,53,50,80,80,7,41,32
24173,Dai-Jon Parker,Vanderbilt,2011,23,6,5,12,15,15,0,11,4
24173,Dai-Jon Parker,Vanderbilt,2012,49,8,17,24,29,29,2,16,11
24173,Dai-Jon Parker,Vanderbilt,2013,23,6,10,7,20,20,1,13,6
24174,Dom Pointer,St. John's,2011,19,0,12,7,17,17,0,10,7
24174,Dom Pointer,St. John's,2012,33,9,16,8,21,21,0,13,8
24174,Dom Pointer,St. John's,2013,60,19,21,20,39,39,0,25,14
24174,Dom Pointer,St. John's,2014,87,20,25,42,60,60,4,28,28
24175,JaKarr Sampson,St. John's,2012,15,3,6,6,31,31,4,11,16
24175,JaKarr Sampson,St. John's,2013,36,4,10,22,47,47,1,20,26
24176,Amir Williams,Ohio State,2011,2,0,2,0,9,9,0,1,8
24176,Amir Williams,Ohio State,2012,3,0,3,0,22,22,2,6,14
24176,Amir Williams,Ohio State,2013,10,2,5,2,50,50,5,14,31
24176,Amir Williams,Ohio State,2014,11,4,5,2,32,32,4,10,18
24177,Marshall Plumlee,Duke,2012,1,0,0,1,4,4,0,1,3
24177,Marshall Plumlee,Duke,2013,7,0,0,7,9,9,0,4,5
24177,Marshall Plumlee,Duke,2014,8,1,0,7,11,11,1,9,1
24177,Marshall Plumlee,Duke,2015,36,2,12,22,38,38,3,17,18
24178,Nick Faust,Maryland,2011,18,3,9,6,33,33,3,15,15
24178,Nick Faust,Maryland,2012,79,12,46,21,63,63,7,28,28
24178,Nick Faust,Maryland,2013,37,1,13,22,34,34,1,14,19
24178,Nick Faust,Long Beach State,2015,25,3,3,19,33,33,4,12,17
24179,Quinn Cook,Duke,2011,47,9,21,17,13,13,0,8,5
24179,Quinn Cook,Duke,2012,173,27,83,62,69,69,1,36,32
24179,Quinn Cook,Duke,2013,139,24,54,61,51,51,1,33,17
24179,Quinn Cook,Duke,2014,82,11,42,29,38,38,2,19,17
24180,Maurice Harkless,St. John's,2011,4,1,2,1,20,20,0,13,7
24181,Otto Porter,Georgetown,2011,46,3,23,20,31,31,5,12,14
24181,Otto Porter,Georgetown,2012,66,10,35,21,38,38,4,20,14
24182,Dez Wells,Xavier,2011,31,7,15,9,36,36,5,17,14
24182,Dez Wells,Maryland,2013,50,6,14,30,61,61,5,31,25
24182,Dez Wells,Maryland,2014,65,7,23,35,72,72,10,37,25
24183,Jahii Carson,Arizona State,2012,163,17,66,80,112,112,8,72,32
24183,Jahii Carson,Arizona State,2013,138,16,36,86,101,101,7,58,36
24184,Sam Thompson,Ohio State,2011,25,4,10,11,14,14,1,4,9
24184,Sam Thompson,Ohio State,2012,27,5,11,11,30,30,0,14,16
24184,Sam Thompson,Ohio State,2013,27,2,8,17,25,25,1,8,16
24184,Sam Thompson,Ohio State,2014,60,12,27,21,40,40,1,18,21
24185,LaQuinton Ross,Ohio State,2011,1,0,1,0,2,2,0,1,1
24185,LaQuinton Ross,Ohio State,2012,11,3,4,4,45,45,4,18,23
24185,LaQuinton Ross,Ohio State,2013,29,2,15,12,57,57,5,20,32
24186,Deuce Bello,Baylor,2011,11,7,2,2,26,26,2,16,8
24186,Deuce Bello,Baylor,2012,18,5,11,2,27,27,1,16,10
24186,Deuce Bello,Missouri,2014,6,1,1,4,5,5,0,2,3
24186,Deuce Bello,East Tennessee State,2015,3,1,1,1,8,8,2,4,2
24187,Erik Copes,George Mason,2011,0,0,0,0,4,4,1,3,0
24187,Erik Copes,George Mason,2012,3,2,0,1,3,3,1,1,1
24187,Erik Copes,George Mason,2013,2,0,2,0,5,5,0,3,2
24187,Erik Copes,George Mason,2014,1,0,0,1,0,0,0,0,0
24188,Ben McLemore,Kansas,2012,49,8,27,14,59,59,4,32,23
24189,Sheldon Mac,Texas,2011,20,5,6,9,27,27,4,10,13
24189,Sheldon Mac,Texas,2012,22,2,12,8,47,47,2,28,17
24189,Sheldon Mac,Miami (FL),2014,53,3,20,30,40,40,6,22,12
24189,Sheldon Mac,Miami (FL),2015,47,7,18,22,41,41,5,22,14
24190,Michael Chandler,Oregon,2014,0,0,0,0,11,11,0,6,5
24191,Zach Price,Louisville,2011,0,0,0,0,3,3,1,1,1
24191,Zach Price,Louisville,2012,0,0,0,0,4,4,0,1,3
24191,Zach Price,Winthrop,2015,0,0,0,0,5,5,0,1,4
24192,Malcolm Gilbert,Pittsburgh,2011,0,0,0,0,3,3,0,0,3
24192,Malcolm Gilbert,Fairfield,2013,1,0,0,1,2,2,0,2,0
24192,Malcolm Gilbert,Fairfield,2014,1,0,1,0,0,0,0,0,0
24193,Adjehi Baru,Charleston,2011,1,0,1,0,4,4,1,2,1
24193,Adjehi Baru,Charleston,2012,0,0,0,0,4,4,1,2,1
24193,Adjehi Baru,Charleston,2013,2,0,2,0,3,3,0,0,3
24193,Adjehi Baru,Charleston,2014,1,0,1,0,9,9,2,3,4
24194,Jamal Branch,Texas A&M,2011,4,0,3,1,4,4,0,3,1
24194,Jamal Branch,St. John's,2012,22,7,10,5,15,15,1,7,7
24194,Jamal Branch,St. John's,2013,46,16,16,14,33,33,1,20,12
24194,Jamal Branch,St. John's,2014,66,12,22,32,27,27,0,14,13
24195,Norman Powell,UCLA,2011,27,6,10,11,16,16,4,8,4
24195,Norman Powell,UCLA,2012,24,12,4,8,31,31,4,14,13
24195,Norman Powell,UCLA,2013,63,20,19,24,35,35,3,25,7
24195,Norman Powell,UCLA,2014,60,20,13,27,58,58,11,31,16
24196,Hunter Mickelson,Arkansas,2011,0,0,0,0,9,9,2,3,4
24196,Hunter Mickelson,Arkansas,2012,18,0,14,4,26,26,5,13,8
24196,Hunter Mickelson,Kansas,2014,1,0,1,0,9,9,4,4,1
24196,Hunter Mickelson,Kansas,2015,11,2,3,6,7,7,1,1,5
24197,Chris Jones (2),Louisville,2013,63,7,25,31,28,28,1,14,13
24197,Chris Jones (2),Louisville,2014,78,11,31,36,51,51,3,28,20
24198,Jonathan Holmes,Texas,2011,16,2,7,7,40,40,10,16,14
24198,Jonathan Holmes,Texas,2012,12,3,4,5,34,34,9,16,9
24198,Jonathan Holmes,Texas,2013,26,9,11,6,44,44,10,25,9
24198,Jonathan Holmes,Texas,2014,27,8,12,7,38,38,0,16,22
24199,Chasson Randle,Stanford,2011,69,16,19,34,76,76,10,42,24
24199,Chasson Randle,Stanford,2012,68,16,22,30,68,68,10,33,25
24199,Chasson Randle,Stanford,2013,66,21,17,28,78,78,15,36,27
24199,Chasson Randle,Stanford,2014,87,28,22,37,60,60,13,28,19
24200,Trevor Cooney,Syracuse,2012,23,2,11,9,19,19,1,11,7
24200,Trevor Cooney,Syracuse,2013,28,11,12,5,18,18,1,11,6
24200,Trevor Cooney,Syracuse,2014,43,12,22,9,37,37,2,23,12
24200,Trevor Cooney,Syracuse,2015,64,10,27,27,45,45,1,27,17
24201,D'Angelo Harrison,St. John's,2011,14,2,7,5,24,24,5,10,9
24201,D'Angelo Harrison,St. John's,2012,15,6,5,4,11,11,1,5,5
24201,D'Angelo Harrison,St. John's,2013,55,17,21,17,42,42,1,22,19
24201,D'Angelo Harrison,St. John's,2014,60,12,20,28,50,50,3,23,24
24202,Julian Royal,Georgia Tech,2011,2,0,2,0,6,6,0,1,5
24202,Julian Royal,Georgia Tech,2012,0,0,0,0,2,2,0,0,2
24202,Julian Royal,George Mason,2014,1,0,1,0,4,4,0,3,1
24202,Julian Royal,George Mason,2015,0,0,0,0,4,4,0,3,1
24203,"Gary Bell, Jr.",Gonzaga,2011,47,7,10,30,41,41,5,22,14
24203,"Gary Bell, Jr.",Gonzaga,2012,49,13,12,24,29,29,3,14,12
24203,"Gary Bell, Jr.",Gonzaga,2013,37,6,14,17,24,24,2,13,9
24203,"Gary Bell, Jr.",Gonzaga,2014,47,8,15,24,19,19,2,7,10
24204,Antwan Space,Florida State,2011,0,0,0,0,1,1,1,0,0
24204,Antwan Space,Texas A&M,2013,4,1,3,0,9,9,1,5,3
24204,Antwan Space,Texas A&M,2014,4,1,2,1,13,13,1,5,7
24204,Antwan Space,Massachusetts,2015,10,0,5,4,14,14,2,7,5
24205,Aaron Thomas,Florida State,2012,6,0,1,5,11,11,1,6,4
24205,Aaron Thomas,Florida State,2013,57,14,24,19,78,78,7,40,31
24205,Aaron Thomas,Florida State,2014,13,1,11,1,16,16,2,5,9
24206,Angelo Chol,Arizona,2011,4,0,0,4,23,23,7,6,10
24206,Angelo Chol,Arizona,2012,2,0,1,1,16,16,5,6,5
24206,Angelo Chol,San Diego State,2014,5,1,2,2,21,21,3,8,10
24206,Angelo Chol,San Diego State,2015,8,1,2,5,20,20,5,9,6
24207,Ryan Anderson (2),Boston College,2011,9,1,2,6,16,16,1,8,7
24207,Ryan Anderson (2),Boston College,2012,5,0,0,5,16,16,1,10,5
24207,Ryan Anderson (2),N/A,2013,17,1,9,7,25,25,1,9,15
24207,Ryan Anderson (2),Arizona,2015,24,2,9,13,60,60,9,27,24
24208,Sidiki Johnson,Arizona,2011,0,0,0,0,1,1,0,0,1
24208,Sidiki Johnson,Providence,2012,1,1,0,0,10,10,1,1,8
24209,Malcolm Brogdon,Virginia,2011,32,9,17,6,42,42,1,24,17
24209,Malcolm Brogdon,Virginia,2013,85,18,35,32,44,44,1,23,20
24209,Malcolm Brogdon,Virginia,2014,65,17,23,25,47,47,2,28,17
24209,Malcolm Brogdon,Virginia,2015,89,21,30,38,46,46,2,28,16
24210,Ty Johnson,Villanova,2011,57,16,26,15,49,49,4,27,18
24210,Ty Johnson,South Carolina,2013,21,5,9,7,13,13,0,8,5
24210,Ty Johnson,South Carolina,2014,107,17,45,45,60,60,3,28,29
24211,Carlton Brundidge,Michigan,2011,1,1,0,0,4,4,1,1,2
24211,Carlton Brundidge,Detroit-Mercy,2013,7,0,3,4,8,8,0,3,5
24211,Carlton Brundidge,Detroit-Mercy,2014,6,1,2,3,4,4,0,1,3
24211,Carlton Brundidge,Detroit-Mercy,2015,9,2,2,5,5,5,0,5,0
24212,Myles Mack,Rutgers,2011,15,5,3,7,10,10,1,5,4
24212,Myles Mack,Rutgers,2012,28,6,13,9,26,26,1,10,15
24212,Myles Mack,Rutgers,2013,25,6,7,12,19,19,2,13,4
24212,Myles Mack,Rutgers,2014,51,18,18,15,24,24,2,12,10
24213,Naadir Tharpe,Kansas,2011,19,1,11,7,17,17,0,13,4
24213,Naadir Tharpe,Kansas,2012,80,13,33,34,32,32,2,18,12
24213,Naadir Tharpe,Kansas,2013,157,30,94,33,66,66,1,43,22
24215,Ryan Boatright,Connecticut,2011,88,20,39,29,49,49,4,31,14
24215,Ryan Boatright,Connecticut,2012,85,18,27,40,53,53,5,27,21
24215,Ryan Boatright,Connecticut,2013,96,13,34,49,59,59,1,33,25
24215,Ryan Boatright,Connecticut,2014,112,14,34,64,74,74,1,46,27
24216,Anthony Gill,South Carolina,2011,8,1,3,4,12,12,2,6,4
24216,Anthony Gill,N/A,2013,12,1,3,8,27,27,1,18,8
24216,Anthony Gill,Virginia,2014,24,3,6,15,29,29,0,20,9
24216,Anthony Gill,Virginia,2015,19,1,8,10,36,36,1,18,17
24217,Mike Shaw,Illinois,2011,3,2,1,0,12,12,0,2,10
24217,Mike Shaw,Illinois,2012,2,0,1,1,1,1,0,0,1
24217,Mike Shaw,Bradley,2014,3,1,2,0,11,11,5,2,4
24218,Julien Lewis,Texas,2011,25,3,11,11,36,36,3,17,16
24218,Julien Lewis,Texas,2012,31,8,13,10,46,46,2,19,25
24218,Julien Lewis,Fresno State,2014,2,0,2,0,4,4,0,2,2
24218,Julien Lewis,Fresno State,2015,13,4,5,4,2,2,1,1,0
24219,Andre Hollins,Minnesota,2011,63,14,32,17,74,74,8,37,29
24219,Andre Hollins,Minnesota,2012,101,24,48,29,61,61,5,40,16
24219,Andre Hollins,Minnesota,2013,65,11,29,25,55,55,5,33,17
24219,Andre Hollins,Minnesota,2014,88,13,50,25,54,54,9,26,19
24220,Jabril Trawick,Georgetown,2011,17,5,6,6,13,13,3,7,3
24220,Jabril Trawick,Georgetown,2012,52,8,13,31,41,41,6,17,18
24220,Jabril Trawick,Georgetown,2013,41,5,26,10,42,42,9,19,14
24220,Jabril Trawick,Georgetown,2014,71,7,39,25,52,52,8,23,21
24221,Joseph Uchebo,Pittsburgh,2013,0,0,0,0,1,1,0,0,1
24221,Joseph Uchebo,Pittsburgh,2014,3,1,1,1,4,4,0,2,2
24221,Joseph Uchebo,Charlotte,2015,5,0,3,2,7,7,0,6,1
24222,Nnanna Egwu,Illinois,2011,6,2,3,1,21,21,4,7,10
24222,Nnanna Egwu,Illinois,2012,16,0,1,15,33,33,13,12,8
24222,Nnanna Egwu,Illinois,2013,13,1,2,10,34,34,3,13,18
24222,Nnanna Egwu,Illinois,2014,30,2,2,26,33,33,7,14,12
24223,Trey Burke,Michigan,2011,121,17,47,57,67,67,2,37,28
24223,Trey Burke,Michigan,2012,226,34,102,90,66,66,7,38,21
24224,Kedren Johnson,Vanderbilt,2011,62,1,34,27,41,41,1,25,15
24224,Kedren Johnson,Vanderbilt,2012,92,5,26,61,74,74,10,37,27
24224,Kedren Johnson,Memphis,2014,52,11,24,17,39,39,3,24,12
24224,Kedren Johnson,Memphis,2015,1,0,0,1,7,7,1,6,0
24225,Tracy Abrams,Illinois,2011,48,9,23,16,44,44,2,19,23
24225,Tracy Abrams,Illinois,2012,109,20,26,63,85,85,3,41,41
24225,Tracy Abrams,Illinois,2013,97,15,20,62,59,59,2,33,24
24225,Tracy Abrams,Illinois,2016,74,31,17,26,41,41,4,23,14
24226,Mikael Hopkins,Georgetown,2011,10,1,3,6,12,12,5,5,2
24226,Mikael Hopkins,Georgetown,2012,36,5,15,16,58,58,9,27,22
24226,Mikael Hopkins,Georgetown,2013,34,2,21,11,54,54,10,22,22
24226,Mikael Hopkins,Georgetown,2014,39,8,15,16,55,55,5,23,27
24227,Robert Brown,Virginia Tech,2011,57,12,23,21,43,43,3,20,20
24227,Robert Brown,Virginia Tech,2012,10,5,2,3,17,17,0,8,9
24227,Robert Brown,UAB,2014,17,4,9,4,18,18,0,11,7
24227,Robert Brown,UAB,2015,6,1,2,3,9,9,0,5,4
24228,Joe Coleman,Minnesota,2011,37,10,17,10,43,43,7,21,15
24228,Joe Coleman,Minnesota,2012,46,12,14,20,60,60,4,36,20
24228,Joe Coleman,Saint Mary's,2014,0,0,0,0,2,2,0,0,2
24229,Kevin Ware,Louisville,2011,3,1,1,1,16,16,2,5,9
24229,Kevin Ware,Louisville,2012,24,7,9,8,30,30,3,11,16
24229,Kevin Ware,Louisville,2013,3,0,1,2,6,6,1,3,2
24229,Kevin Ware,Georgia State,2014,65,13,31,21,28,28,3,16,9
24229,Kevin Ware,Georgia State,2015,3,0,1,2,3,3,1,0,2
24230,Paul Jesperson,Virginia,2011,4,1,1,2,7,7,0,4,3
24230,Paul Jesperson,Virginia,2012,23,10,6,7,27,27,1,17,9
24230,Paul Jesperson,Northern Iowa,2014,10,4,2,4,10,10,0,5,5
24230,Paul Jesperson,Northern Iowa,2015,17,2,8,7,32,32,0,19,13
24231,Shaquille Thomas,Cincinnati,2012,14,2,4,8,17,17,0,13,4
24231,Shaquille Thomas,Cincinnati,2013,28,5,13,10,28,28,0,13,15
24231,Shaquille Thomas,Cincinnati,2014,16,3,4,9,47,47,2,23,22
24231,Shaquille Thomas,Cincinnati,2015,34,8,15,11,32,32,2,15,15
24232,Terry Whisnant,Florida State,2011,12,3,6,3,6,6,1,3,2
24232,Terry Whisnant,Florida State,2012,1,0,0,1,3,3,0,3,0
24232,Terry Whisnant,East Carolina,2014,13,2,3,8,10,10,0,7,3
24233,Amir Garrett,St. John's,2011,8,0,7,1,11,11,0,8,3
24233,Amir Garrett,St. John's,2012,2,0,0,2,11,11,0,1,10
24234,Pat Connaughton,Notre Dame,2011,25,6,12,7,22,22,1,14,7
24234,Pat Connaughton,Notre Dame,2012,68,12,37,19,25,25,3,13,9
24234,Pat Connaughton,Notre Dame,2013,80,14,34,32,34,34,2,23,9
24234,Pat Connaughton,Notre Dame,2014,50,8,18,24,34,34,2,23,9
24235,Aaron Ross,Texas Tech,2013,11,4,4,2,12,12,1,7,4
24235,Aaron Ross,Texas Tech,2014,2,1,1,0,10,10,1,3,6
24235,Aaron Ross,Texas Tech,2015,25,6,7,11,31,31,4,18,9
24235,Aaron Ross,Texas Tech,2016,32,8,11,13,25,25,4,14,7
24236,Jarrod Uthoff,Iowa,2013,25,6,7,12,28,28,1,18,9
24236,Jarrod Uthoff,Iowa,2014,54,12,20,22,31,31,3,13,15
24236,Jarrod Uthoff,Iowa,2015,33,7,13,12,33,33,2,14,17
24237,C.J. Barksdale,Virginia Tech,2011,7,0,2,5,12,12,0,3,9
24237,C.J. Barksdale,Virginia Tech,2012,3,1,1,1,7,7,1,3,3
24237,C.J. Barksdale,Virginia Tech,2013,0,0,0,0,5,5,0,1,4
24238,Damien Leonard,South Carolina,2011,5,2,1,2,14,14,2,5,7
24238,Damien Leonard,South Carolina,2012,2,0,1,1,7,7,1,5,1
24241,Andre Drummond,Connecticut,2011,12,3,6,3,40,40,8,19,13
24242,DaJuan Coleman,Syracuse,2012,4,0,4,0,23,23,3,10,10
24242,DaJuan Coleman,Syracuse,2013,3,0,0,3,8,8,1,2,5
24242,DaJuan Coleman,Syracuse,2015,10,0,4,6,32,32,8,18,6
24242,DaJuan Coleman,Syracuse,2016,3,1,0,2,20,20,6,9,5
24243,Isaiah Austin,Baylor,2012,34,6,21,7,59,59,4,36,19
24243,Isaiah Austin,Baylor,2013,46,4,24,18,68,68,9,27,32
24244,Cameron Ridley,Texas,2012,4,0,3,1,40,40,13,18,9
24244,Cameron Ridley,Texas,2013,11,2,8,1,50,50,9,21,20
24244,Cameron Ridley,Texas,2014,9,0,2,7,44,44,8,22,14
24244,Cameron Ridley,Texas,2015,6,0,1,5,24,24,5,8,11
24245,Shabazz Muhammad,UCLA,2012,26,6,11,9,43,43,10,26,7
24246,Grant Jerrett,Arizona,2012,14,1,7,6,16,16,2,6,8
24247,Brandon Ashley,Arizona,2012,23,4,7,12,46,46,11,19,16
24247,Brandon Ashley,Arizona,2013,18,2,12,4,35,35,7,12,16
24247,Brandon Ashley,Arizona,2014,20,3,6,10,51,51,4,21,26
24248,Kaleb Tarczewski,Arizona,2012,10,0,0,10,48,48,11,18,19
24248,Kaleb Tarczewski,Arizona,2013,19,1,7,11,60,60,12,22,26
24248,Kaleb Tarczewski,Arizona,2014,13,3,4,6,47,47,13,15,19
24248,Kaleb Tarczewski,Arizona,2015,16,3,4,9,28,28,10,9,9
24249,Amile Jefferson,Duke,2012,6,1,3,2,10,10,0,3,7
24249,Amile Jefferson,Duke,2013,31,1,3,27,19,19,3,5,11
24249,Amile Jefferson,Duke,2014,27,3,13,11,35,35,0,10,25
24249,Amile Jefferson,Duke,2015,13,0,3,10,14,14,0,6,8
24249,Amile Jefferson,Duke,2016,47,9,9,29,41,41,3,10,28
24250,Rodney Purvis,NC State,2012,36,5,19,11,38,38,1,17,20
24250,Rodney Purvis,Connecticut,2014,34,4,7,23,53,53,3,22,28
24250,Rodney Purvis,Connecticut,2015,61,6,21,34,45,45,5,20,20
24250,Rodney Purvis,Connecticut,2016,61,18,16,27,51,51,6,24,21
24252,Gary Harris,Michigan State,2012,39,9,16,14,44,44,6,23,15
24252,Gary Harris,Michigan State,2013,90,13,34,43,56,56,1,27,28
24253,Shaq Goodwin,Memphis,2012,41,11,22,8,52,52,7,23,22
24253,Shaq Goodwin,Memphis,2013,52,10,33,9,60,60,3,36,21
24253,Shaq Goodwin,Memphis,2014,36,4,20,12,49,49,4,26,19
24253,Shaq Goodwin,Memphis,2015,37,3,24,10,53,53,4,31,18
24254,Tony Parker,UCLA,2012,0,0,0,0,8,8,4,2,2
24254,Tony Parker,UCLA,2013,5,2,1,2,33,33,14,10,9
24254,Tony Parker,UCLA,2014,12,2,6,4,52,52,9,20,23
24254,Tony Parker,UCLA,2015,13,3,7,3,47,47,7,23,17
24255,Alex Murphy,Duke,2012,0,0,0,0,7,7,0,2,5
24255,Alex Murphy,Duke,2013,2,1,1,0,1,1,0,1,0
24255,Alex Murphy,Florida,2014,6,0,3,3,21,21,2,9,10
24255,Alex Murphy,Florida,2015,0,0,0,0,0,0,0,0,0
24255,Alex Murphy,Northeastern,2016,7,0,3,4,14,14,1,5,8
24256,Perry Ellis,Kansas,2012,15,1,8,6,14,14,4,7,3
24256,Perry Ellis,Kansas,2013,33,3,21,9,36,36,2,22,12
24256,Perry Ellis,Kansas,2014,41,4,16,21,53,53,6,26,21
24256,Perry Ellis,Kansas,2015,41,8,14,19,44,44,6,22,16
24257,Archie Goodwin,Kentucky,2012,86,6,35,45,94,94,4,46,44
24258,Rasheed Sulaimon,Duke,2012,60,1,32,27,41,41,0,20,21
24258,Rasheed Sulaimon,Duke,2013,67,6,25,35,30,30,1,20,9
24258,Rasheed Sulaimon,Duke,2014,33,3,9,21,24,24,0,13,11
24258,Rasheed Sulaimon,Maryland,2015,121,14,52,55,61,61,1,36,24
24259,Shaquille Cleare,Maryland,2012,5,0,1,4,20,20,7,8,5
24259,Shaquille Cleare,Maryland,2013,5,1,1,3,15,15,4,4,7
24259,Shaquille Cleare,Texas,2015,4,1,2,1,19,19,5,7,7
24259,Shaquille Cleare,Texas,2016,14,0,5,9,35,35,9,9,17
24260,Daniel Ochefu,Villanova,2012,15,4,6,5,37,37,3,15,19
24260,Daniel Ochefu,Villanova,2013,42,5,21,15,60,60,6,23,31
24260,Daniel Ochefu,Villanova,2014,46,5,18,23,55,55,6,23,26
24260,Daniel Ochefu,Villanova,2015,58,3,33,22,47,47,8,18,21
24261,L.J. Rose,Baylor,2012,36,9,17,10,27,27,1,15,11
24261,L.J. Rose,Houston,2013,34,6,17,11,19,19,1,12,6
24261,L.J. Rose,Houston,2014,32,4,6,22,13,13,0,10,3
24261,L.J. Rose,Houston,2015,4,0,0,4,0,0,0,0,0
24261,L.J. Rose,Brigham Young,2016,117,35,32,50,42,42,1,25,16
24262,Marcus Paige,North Carolina,2012,110,48,20,42,57,57,3,36,18
