GMID,Name,School,Year,Grade,A1PerRimAtt,A1Per2PT,PercFTsShootF
81076,Marques Townes,Fairleigh Dickinson,2014,Fr,0.057,0.043,84.00%
57885,TeJai Allen,Florida Gulf Coast,2014,So,NA,NA,NA
22611,Marcus Blake,Florida Gulf Coast,2014,Sr,0.000,0.000,66.67%
31030,Brett Comer,Florida Gulf Coast,2014,Sr,0.121,0.098,63.06%
30751,Julian DeBose,Florida Gulf Coast,2014,Jr,0.039,0.023,77.33%
42344,"Brian Greene, Jr.",Florida Gulf Coast,2014,So,0.000,0.000,85.71%
23531,Nate Hicks,Florida Gulf Coast,2014,Sr,0.020,0.015,66.67%
57886,Logan Hovey,Florida Gulf Coast,2014,Fr,0.000,0.000,100.00%
9354,Jamail Jones,Florida Gulf Coast,2014,Sr,0.085,0.048,71.43%
80310,Eric Moeller,Florida Gulf Coast,2014,So,0.333,0.176,48.00%
28714,Demetris Morant,Florida Gulf Coast,2014,So,0.044,0.040,66.67%
42555,Marc-Eddy Norelia,Florida Gulf Coast,2014,So,0.043,0.026,69.33%
42345,Nick Pellar,Florida Gulf Coast,2014,So,NA,NA,NA
57887,Armand Shoon,Florida Gulf Coast,2014,So,0.000,0.000,NA
80312,Christian Terrell,Florida Gulf Coast,2014,Fr,0.000,0.000,83.33%
31029,Bernard Thompson,Florida Gulf Coast,2014,Sr,0.072,0.029,77.22%
57436,Anthony Boswell,Florida International,2014,So,0.000,0.000,80.00%
80658,Larry Dennis,Florida International,2014,Fr,0.000,0.000,0.00%
80657,Tashwan Desir,Florida International,2014,Jr,0.000,0.000,62.50%
28939,Adrian Diaz,Florida International,2014,Jr,0.066,0.040,82.58%
81582,Daviyon Draper,Florida International,2014,Jr,0.086,0.043,71.23%
31123,Kris Gulley,Florida International,2014,Sr,0.091,0.047,83.33%
81583,Hassan Hussein,Florida International,2014,Fr,NA,0.000,0.00%
30631,Cody Mann,Florida International,2014,Jr,NA,NA,NA
23035,Dennis Mavin,Florida International,2014,Sr,0.100,0.053,80.79%
57434,Jonas Page,Florida International,2014,So,NA,NA,NA
80656,Michael Phillip,Florida International,2014,Jr,0.000,0.000,60.00%
23228,Marco Porcher,Florida International,2014,Sr,0.000,0.000,100.00%
45130,Ray Rodriguez,Florida International,2014,So,0.000,0.000,81.82%
57435,Dominique Williams,Florida International,2014,So,0.089,0.036,51.43%
81546,Maceo Baston II,Florida Atlantic ,2014,Fr,0.000,0.000,NA
59233,Marquan Botley,Florida Atlantic ,2014,So,0.203,0.076,72.46%
81547,Anthony Graves,Florida Atlantic ,2014,Sr,NA,NA,NA
22838,Brian Hornstein,Florida Atlantic ,2014,Sr,0.000,0.000,NA
59232,D'Andre Johnson,Florida Atlantic ,2014,So,0.059,0.030,62.50%
43418,Javier Lacunza,Florida Atlantic ,2014,Jr,0.125,0.067,81.82%
81548,Malcolm Laws,Florida Atlantic ,2014,Fr,NA,NA,NA
81549,Justin Massey,Florida Atlantic ,2014,Fr,0.143,0.063,82.61%
31727,Kelvin Penn,Florida Atlantic ,2014,Sr,0.080,0.059,66.67%
24325,Solomon Poole,Florida Atlantic ,2014,Jr,0.060,0.022,74.19%
23443,Justin Raffington,Florida Atlantic ,2014,Sr,0.043,0.024,87.04%
43421,Jackson Trapp,Florida Atlantic ,2014,Jr,0.042,0.014,76.09%
81550,C.J. Turman,Florida Atlantic ,2014,Fr,0.127,0.067,69.57%
44614,Quentin Bastian,Florida A&M,2014,Sr,0.058,0.026,66.67%
82079,"Craig Bowman, Jr.",Florida A&M,2014,Fr,0.182,0.066,62.67%
88062,Ernest Carter,Florida A&M,2014,Fr,NA,NA,NA
24695,Jerran Foster,Florida A&M,2014,Jr,0.125,0.057,47.62%
82849,Jordan Jackson (2),Florida A&M,2014,Fr,0.000,0.000,83.33%
38169,Mario Karailiev,Florida A&M,2014,So,0.053,0.021,25.00%
26643,Emanuel Pellot,Florida A&M,2014,Jr,0.048,0.010,35.29%
87675,Dalvin Roberts,Florida A&M,2014,Fr,0.000,0.000,69.23%
82081,Jorge Rosa,Florida A&M,2014,Fr,0.122,0.054,70.49%
82076,Jermaine Ruttley,Florida A&M,2014,Jr,0.093,0.049,72.73%
82083,Jayson Snearl,Florida A&M,2014,Fr,0.000,0.000,100.00%
82082,Johnathan Spicer,Florida A&M,2014,Fr,0.143,0.077,44.44%
56777,Brandon Allen (2),Florida State,2014,So,0.000,0.000,100.00%
80064,Robbie Berwick,Florida State,2014,Fr,0.000,0.000,71.43%
42294,Boris Bojanovski,Florida State,2014,Jr,0.133,0.082,63.16%
27283,Devon Bookert,Florida State,2014,Jr,0.136,0.034,75.38%
24647,Montay Brandon,Florida State,2014,Jr,0.167,0.113,73.33%
80066,Phil Cofer,Florida State,2014,Fr,0.119,0.067,66.67%
42297,Michael Ojo (2),Florida State,2014,Jr,0.171,0.120,61.90%
27051,Xavier Rathan-Mayes,Florida State,2014,Fr,0.095,0.037,74.42%
82871,Michael Saxton,Florida State,2014,Jr,NA,NA,NA
56778,Jarquez Smith,Florida State,2014,So,0.073,0.036,68.52%
24205,Aaron Thomas,Florida State,2014,Jr,0.000,0.000,75.00%
28819,Kiel Turpin,Florida State,2014,Sr,0.069,0.034,82.35%
80068,Dayshawn Watkins,Florida State,2014,So,0.000,0.000,28.57%
28964,Eli Carter,Florida,2014,Jr,0.070,0.034,81.58%
52547,Chris Chiozza,Florida,2014,Fr,0.071,0.049,76.92%
62315,Lexx Edwards,Florida,2014,Jr,NA,NA,NA
24159,Dorian Finney-Smith,Florida,2014,Jr,0.067,0.038,76.92%
24284,Michael Frazier,Florida,2014,Jr,0.047,0.025,86.36%
28736,Dillon Graham,Florida,2014,So,NA,NA,NA
24317,Kasey Hill,Florida,2014,So,0.057,0.031,86.05%
81017,Zach Hodskins,Florida,2014,Fr,NA,NA,NA
23202,Jon Horford,Florida,2014,Sr,0.000,0.000,89.47%
32165,Jacob Kurtz,Florida,2014,Sr,0.074,0.063,68.29%
24255,Alex Murphy,Florida,2014,Jr,0.040,0.034,77.27%
52053,Devin Robinson,Florida,2014,Fr,0.132,0.068,82.35%
24312,Chris Walker (2),Florida,2014,So,0.074,0.047,76.19%
56958,Antwoine Anderson,Fordham,2014,Fr,0.071,0.046,76.92%
80335,Dekeba Battee-Aston,Fordham,2014,Fr,0.000,0.000,166.67%
85581,Erando Halilaj,Fordham,2014,Sr,NA,NA,NA
61165,Matt Massimino,Fordham,2014,So,NA,NA,NA
41465,Nihad Musovic,Fordham,2014,Jr,NA,NA,NA
80338,Eric Paschall,Fordham,2014,Fr,0.147,0.082,65.00%
28202,Ryan Rhoomes,Fordham,2014,Jr,0.090,0.061,74.19%
53031,Christian Sengfelder,Fordham,2014,Fr,0.121,0.074,61.97%
56960,Jon Severe,Fordham,2014,So,0.088,0.034,61.29%
30576,Bryan Smith,Fordham,2014,Sr,0.074,0.043,77.42%
49894,Manny Suarez,Fordham,2014,Fr,0.000,0.000,66.67%
42834,Mandell Thomas,Fordham,2014,Jr,0.066,0.027,82.73%
52734,Zaire Thompson,Fordham,2014,Fr,NA,NA,NA
80342,Nemanja Zarkovic,Fordham,2014,Fr,0.000,0.000,54.55%
28831,Braeden Anderson,Fresno State,2014,So,0.200,0.125,78.26%
80955,Terrell Carter II,Fresno State,2014,Fr,0.118,0.065,80.00%
57239,Alex Davis,Fresno State,2014,Sr,0.091,0.050,76.00%
57238,Karachi Edo,Fresno State,2014,So,0.103,0.067,73.56%
24640,Cezar Guerrero,Fresno State,2014,Jr,0.154,0.078,86.67%
42628,Marvelle Harris (2),Fresno State,2014,Jr,0.081,0.043,74.67%
24218,Julien Lewis,Fresno State,2014,Jr,0.032,0.012,89.19%
57235,Emmanuel Owootoah,Fresno State,2014,So,0.091,0.053,66.67%
82907,Jerrod Patton,Fresno State,2014,Jr,NA,NA,NA
80954,Darnell Taylor,Fresno State,2014,Jr,0.037,0.028,66.67%
57234,Paul Watson,Fresno State,2014,So,0.113,0.044,86.42%
52126,Kris Acox,Furman,2014,So,0.073,0.059,72.73%
81260,Geoff Beans,Furman,2014,Fr,0.056,0.033,84.91%
44243,Kevin Chuisseu,Furman,2014,Jr,0.000,0.000,52.63%
44246,Stephen Croone,Furman,2014,Jr,0.174,0.123,77.45%
81259,John Davis III,Furman,2014,Fr,0.053,0.017,74.29%
44244,Kendrec Ferrara,Furman,2014,Jr,0.066,0.025,70.59%
81268,Daniel Fowler,Furman,2014,Fr,0.065,0.047,67.86%
58773,"William Gates, Jr.",Furman,2014,So,1.000,0.167,0.00%
58771,T.K. Hayes,Furman,2014,So,NA,NA,NA
81263,Gene Langan,Furman,2014,Fr,NA,NA,NA
31658,Aaron O'Neill,Furman,2014,Sr,NA,NA,NA
81265,Devin Sibley,Furman,2014,Fr,0.110,0.079,83.19%
44245,Larry Wideman,Furman,2014,Jr,0.067,0.034,76.47%
81402,Jake Allsmiller,Georgia Southern,2014,Fr,0.000,0.000,25.00%
58775,Zach Altany,Georgia Southern,2014,Sr,NA,NA,NA
81403,Devonte Boykins,Georgia Southern,2014,Fr,0.000,0.000,100.00%
58777,Grayson Clark,Georgia Southern,2014,So,0.000,0.000,NA
58778,Curtis Diamond,Georgia Southern,2014,Sr,0.064,0.031,73.33%
58779,Kyle Doyle,Georgia Southern,2014,So,0.047,0.031,72.00%
22923,Eric Ferguson,Georgia Southern,2014,Sr,0.024,0.020,95.52%
9414,Jelani Hewitt,Georgia Southern,2014,Sr,0.162,0.077,77.27%
81404,Mike Hughes,Georgia Southern,2014,Fr,0.090,0.072,75.76%
58780,Scott Kelly,Georgia Southern,2014,So,NA,NA,NA
58781,Angel Matias,Georgia Southern,2014,Sr,0.070,0.052,62.22%
81409,Coye Simmons,Georgia Southern,2014,Fr,0.091,0.067,66.67%
64598,D.J. Suter,Georgia Southern,2014,Sr,NA,0.000,NA
22906,Trent Wiedeman,Georgia Southern,2014,Sr,0.102,0.042,79.55%
80485,Herve Aholode,Gardner-Webb,2014,Jr,0.000,0.000,NA
31750,Adonis Burbage,Gardner-Webb,2014,Jr,0.094,0.042,77.27%
22856,Jarvis Davis,Gardner-Webb,2014,Sr,0.018,0.014,90.91%
31177,Corey Hensley,Gardner-Webb,2014,Sr,0.000,0.000,NA
44848,Jerome Hill,Gardner-Webb,2014,Jr,0.197,0.096,72.33%
44846,Isaiah Ivey,Gardner-Webb,2014,Jr,0.222,0.091,75.00%
80487,Harold McBride,Gardner-Webb,2014,Jr,0.108,0.043,92.06%
58152,Tyrell Nelson,Gardner-Webb,2014,So,0.064,0.039,85.51%
45136,Dylan Poston,Gardner-Webb,2014,Jr,0.000,0.000,27.27%
31178,Tyler Strange,Gardner-Webb,2014,Sr,0.088,0.065,76.19%
44850,Adam Sweeney,Gardner-Webb,2014,Jr,NA,NA,NA
24187,Erik Copes,George Mason,2014,Sr,0.000,0.000,72.73%
31274,Corey Edwards,George Mason,2014,Sr,0.154,0.044,88.89%
31273,Vaughn Gray,George Mason,2014,Sr,0.059,0.025,50.00%
24802,Marko Gujanicic,George Mason,2014,Jr,0.000,0.000,40.00%
44709,Patrick Holloway,George Mason,2014,Jr,0.140,0.041,58.82%
80353,Isaiah Jackson,George Mason,2014,Fr,0.044,0.016,80.00%
44708,Jalen Jenkins,George Mason,2014,So,0.115,0.055,74.23%
80354,Eric Lockett,George Mason,2014,RS-Fr,0.000,0.000,0.00%
56962,Marquise Moore,George Mason,2014,So,0.120,0.052,78.10%
80358,Trey Porter,George Mason,2014,Fr,0.071,0.031,85.11%
24202,Julian Royal,George Mason,2014,Jr,0.063,0.018,66.67%
44707,Michael Rudy,George Mason,2014,Jr,NA,NA,NA
46097,Myles Tate,George Mason,2014,So,NA,0.000,NA
80360,Shevon Thompson,George Mason,2014,Jr,0.097,0.059,69.92%
80361,Darian Bryant,George Washington,2014,Fr,0.000,0.000,75.00%
80362,Matt Cimino,George Washington,2014,Fr,0.500,0.500,66.67%
24744,Patricio Garino,George Washington,2014,Jr,0.085,0.066,56.80%
56963,Nick Griffin,George Washington,2014,So,0.000,0.000,33.33%
71589,Paul Jorgenson,George Washington,2014,Fr,0.000,0.000,100.00%
30580,John Kopriva,George Washington,2014,Sr,0.071,0.038,67.92%
42835,Kevin Larsen,George Washington,2014,Jr,0.095,0.061,71.43%
31425,Ryan McCoy (2),George Washington,2014,Jr,0.000,0.000,0.00%
42836,Joe McDonald,George Washington,2014,Jr,0.049,0.024,72.09%
42837,Kethan Savage,George Washington,2014,Jr,0.178,0.090,71.52%
80364,Anthony Swan,George Washington,2014,Fr,NA,0.000,0.00%
53707,Yuta Watanabe,George Washington,2014,Fr,0.063,0.030,72.55%
28972,Tyler Adams,Georgetown,2014,Sr,0.000,0.000,NA
44078,David Allen,Georgetown,2014,Jr,NA,NA,NA
22400,Aaron Bowen,Georgetown,2014,Sr,0.110,0.084,66.67%
41439,Reggie Cameron,Georgetown,2014,So,NA,0.000,0.00%
81537,Tre Campbell,Georgetown,2014,Fr,0.050,0.032,90.91%
52346,Isaac Copeland,Georgetown,2014,Fr,0.065,0.026,62.86%
44079,Bradley Hayes,Georgetown,2014,So,0.000,0.000,66.67%
24226,Mikael Hopkins,Georgetown,2014,Sr,0.024,0.018,69.57%
52559,Trey Mourning,Georgetown,2014,Fr,NA,NA,NA
71571,L.J. Peak,Georgetown,2014,Fr,0.115,0.082,59.15%
2374,Joshua Smith,Georgetown,2014,Sr,0.076,0.060,70.77%
24269,D'Vauntes Smith-Rivera,Georgetown,2014,Jr,0.075,0.022,67.59%
24220,Jabril Trawick,Georgetown,2014,Sr,0.118,0.103,71.28%
41450,Paul White,Georgetown,2014,Fr,0.107,0.040,46.88%
66878,Riyan Williams,Georgetown,2014,So,NA,NA,NA
81410,Jalen Brown,Georgia State,2014,Jr,0.000,0.000,61.54%
81411,Carter Cagle,Georgia State,2014,Fr,NA,NA,NA
44711,Markus Crider,Georgia State,2014,Jr,0.054,0.033,65.67%
59025,Isaiah Dennis,Georgia State,2014,So,0.029,0.023,76.92%
31234,Ryann Green,Georgia State,2014,Sr,0.000,0.000,84.62%
9292,Ryan Harrow,Georgia State,2014,Sr,0.050,0.029,71.60%
44712,R.J. Hunter,Georgia State,2014,Jr,0.128,0.043,87.05%
81412,Michael Pickney II,Georgia State,2014,Fr,NA,NA,NA
81413,Jordan Session,Georgia State,2014,Fr,0.095,0.067,46.15%
44713,T.J. Shipes,Georgia State,2014,Jr,0.054,0.043,85.71%
81415,Corey Tobin,Georgia State,2014,Fr,NA,NA,NA
44715,David Travers,Georgia State,2014,So,NA,NA,0.00%
24229,Kevin Ware,Georgia State,2014,Jr,0.099,0.055,78.79%
23264,Curtis Washington,Georgia State,2014,Sr,0.039,0.026,81.08%
42298,Chris Bolden,Georgia Tech,2014,Jr,0.043,0.015,76.92%
9379,Demarco Cox,Georgia Tech,2014,Sr,0.098,0.071,64.00%
42299,Brooks Doyle,Georgia Tech,2014,Jr,NA,NA,NA
24663,Marcus Georges-Hunt,Georgia Tech,2014,Jr,0.159,0.091,68.46%
80075,Abdoulaye Gueye,Georgia Tech,2014,Fr,0.000,0.000,NA
57417,Josh Heath,Georgia Tech,2014,So,0.065,0.020,65.22%
42300,Corey Heyward,Georgia Tech,2014,So,0.125,0.077,72.73%
80071,Tadric Jackson,Georgia Tech,2014,Fr,0.105,0.039,78.85%
56780,Travis Jorgenson,Georgia Tech,2014,Fr,0.000,0.000,100.00%
80077,Ben Lammers,Georgia Tech,2014,Fr,0.125,0.067,57.14%
24655,Charles Mitchell,Georgia Tech,2014,Jr,0.083,0.047,70.27%
32059,Aaron Peek,Georgia Tech,2014,Sr,NA,NA,NA
56781,Rand Rowland,Georgia Tech,2014,So,NA,NA,NA
22864,Robert Sampson,Georgia Tech,2014,Sr,0.018,0.009,73.08%
56782,Quinton Stephens,Georgia Tech,2014,So,0.188,0.038,64.71%
28780,Nemanja Djurisic,Georgia,2014,Sr,0.051,0.035,80.00%
46362,Taylor Echols,Georgia,2014,Sr,NA,NA,100.00%
28845,Cameron Forte,Georgia,2014,Jr,0.053,0.036,59.46%
56710,J.J. Frazier,Georgia,2014,So,0.043,0.025,76.34%
28291,Kenny Gaines,Georgia,2014,Jr,0.087,0.041,61.11%
56711,Kenny Paul Geno,Georgia,2014,So,0.000,0.000,69.23%
81015,Osahen Iduwe,Georgia,2014,Fr,NA,NA,NA
44069,Houston Kessler,Georgia,2014,So,0.000,0.000,60.00%
56712,Dusan Langura,Georgia,2014,Fr,NA,0.000,NA
44070,Charles Mann,Georgia,2014,Jr,0.175,0.088,75.50%
81016,Yante Maten,Georgia,2014,Fr,0.136,0.060,59.70%
56713,Juwan Parker,Georgia,2014,So,0.067,0.022,68.75%
9306,Marcus Thornton,Georgia,2014,Sr,0.105,0.053,73.53%
56714,Brandon Young (2),Georgia,2014,So,NA,NA,NA
44099,Rem Bakamus,Gonzaga,2014,So,NA,NA,NA
24203,"Gary Bell, Jr.",Gonzaga,2014,Sr,0.070,0.047,70.69%
30413,Kyle Dranginis,Gonzaga,2014,Jr,0.000,0.000,66.67%
61288,Connor Griffin,Gonzaga,2014,So,NA,NA,NA
24347,Przemek Karnowski,Gonzaga,2014,Jr,0.056,0.032,60.61%
30776,Eric McClellan,Gonzaga,2014,Jr,0.000,0.000,50.00%
81298,Silas Melson,Gonzaga,2014,Fr,0.250,0.077,44.44%
24638,Angel Nunez,Gonzaga,2014,Jr,0.077,0.071,15.38%
24345,Kevin Pangos,Gonzaga,2014,Sr,0.111,0.048,75.64%
52563,Josh Perkins,Gonzaga,2014,RS-Fr,0.000,0.000,100.00%
33381,Domas Sabonis,Gonzaga,2014,Fr,0.085,0.055,57.14%
61290,Dustin Triano,Gonzaga,2014,Fr,NA,NA,NA
30354,Byron Wesley,Gonzaga,2014,Sr,0.130,0.059,70.00%
24155,Kyle Wiltjer,Gonzaga,2014,Jr,0.080,0.034,75.29%
85575,Jefkins Agyeman-Budu,Grambling State,2014,Fr,0.091,0.048,0.00%
60481,Velario Altheimer,Grambling State,2014,Jr,0.000,0.000,50.00%
60484,Remond Brown,Grambling State,2014,So,0.051,0.013,70.49%
60483,Chase Comier,Grambling State,2014,So,0.139,0.079,63.33%
60486,Richard Freeman,Grambling State,2014,So,0.114,0.041,55.56%
82099,Mark Gray,Grambling State,2014,Jr,0.091,0.054,64.49%
86207,Carlton Lowe,Grambling State,2014,So,0.667,0.091,72.00%
82098,Telvin Marshall,Grambling State,2014,Jr,0.154,0.087,0.00%
85576,Lonnie McElwain,Grambling State,2014,Jr,0.000,0.000,NA
60488,Isiah Patterson,Grambling State,2014,So,0.000,0.000,0.00%
60489,A'Torri Shine,Grambling State,2014,Sr,0.083,0.019,76.06%
86206,Robert Wiley,Grambling State,2014,Fr,0.100,0.042,66.67%
82101,Kyle Williams (2),Grambling State,2014,Fr,0.037,0.020,69.57%
9387,Daniel Alexander,Grand Canyon,2014,Sr,0.061,0.039,66.67%
57626,Joshua Braun,Grand Canyon,2014,Fr,0.059,0.038,72.31%
82969,Adrian Carrion,Grand Canyon,2014,Fr,NA,NA,NA
57627,Sam Daly,Grand Canyon,2014,So,0.071,0.048,75.00%
81447,De'Andre Davis,Grand Canyon,2014,Fr,0.085,0.049,51.06%
57628,Jevon Estelle,Grand Canyon,2014,Sr,NA,NA,NA
34352,Jerome Garrison,Grand Canyon,2014,Sr,0.158,0.114,68.35%
28248,Matt Jackson,Grand Canyon,2014,Fr,0.000,0.000,92.31%
26698,Miroslav Jaksic,Grand Canyon,2014,Fr,0.000,0.000,75.00%
81446,Isaiah Juarez,Grand Canyon,2014,Fr,NA,NA,NA
31325,Ryan Majerle,Grand Canyon,2014,Jr,0.161,0.102,78.79%
81452,Tobe Okafor,Grand Canyon,2014,So,0.000,0.000,NA
45031,Dewayne Russell,Grand Canyon,2014,So,0.153,0.067,83.33%
81449,Kerwin Smith,Grand Canyon,2014,Fr,0.064,0.042,70.59%
9397,Royce Woolridge,Grand Canyon,2014,Sr,0.093,0.067,60.95%
57263,Turner Botz,Green Bay,2014,So,0.000,0.000,46.15%
57264,Tevin Findlay,Green Bay,2014,So,0.000,0.000,NA
42895,Jordan Fouse,Green Bay,2014,Jr,0.143,0.073,63.64%
80694,Daeshon Francis,Green Bay,2014,Fr,0.145,0.116,57.78%
30899,Josh Humphrey,Green Bay,2014,Jr,NA,0.000,NA
42177,Kerem Kanter,Green Bay,2014,Fr,0.200,0.111,66.67%
42896,Carrington Love,Green Bay,2014,Jr,0.022,0.014,78.02%
57265,Kenneth Lowe,Green Bay,2014,So,0.018,0.011,69.77%
30900,Greg Mays,Green Bay,2014,Sr,0.129,0.064,63.92%
22478,Alfonzo McKinnie,Green Bay,2014,Sr,0.083,0.044,77.19%
80693,Khalil Small,Green Bay,2014,Fr,0.143,0.095,76.92%
30901,Keifer Sykes,Green Bay,2014,Sr,0.107,0.044,70.55%
80692,Henry Uwadiae,Green Bay,2014,So,0.143,0.125,50.00%
44435,Dionte Adams,Hampton,2014,Jr,0.111,0.040,18.18%
44436,Ke'Ron Brown,Hampton,2014,Jr,0.136,0.079,54.55%
85692,Kamron Carroll,Hampton,2014,Fr,0.000,0.000,NA
28783,Quinton Chievous,Hampton,2014,Jr,0.108,0.074,63.64%
58577,Lawrence Cooks,Hampton,2014,So,0.200,0.111,50.00%
31205,Brian Darden,Hampton,2014,Jr,0.029,0.016,86.25%
58576,Gregory Hayden,Hampton,2014,So,NA,NA,0.00%
42951,Reggie Johnson (2),Hampton,2014,Jr,0.125,0.065,66.67%
31258,Breon Key,Hampton,2014,Jr,0.000,0.000,33.33%
44438,Dwight Meikle,Hampton,2014,Jr,0.111,0.035,74.07%
23582,Emmanuel Okoroba,Hampton,2014,Sr,0.059,0.039,66.67%
44440,Deron Powers,Hampton,2014,Jr,0.085,0.043,73.74%
31265,Jervon Pressley,Hampton,2014,Jr,0.066,0.040,74.16%
85688,"Donald Ralls, Jr.",Hampton,2014,Fr,NA,NA,NA
58575,Phillip Reed,Hampton,2014,So,0.000,0.000,46.15%
85690,Charles Wilson-Fisher,Hampton,2014,Fr,0.000,0.000,44.44%
79964,Noah Arciero,Hartford,2014,Fr,0.000,0.000,NA
79962,John Carroll,Hartford,2014,Fr,0.091,0.058,78.05%
30992,Wes Cole,Hartford,2014,Sr,0.050,0.027,83.33%
25791,Taylor Dyson,Hartford,2014,Jr,0.043,0.021,79.07%
57846,Justin Graham (2),Hartford,2014,So,0.031,0.027,89.83%
79963,Jack Hobbs,Hartford,2014,Fr,0.500,0.200,50.00%
30999,Yolonzo Moore II,Hartford,2014,Sr,0.059,0.040,78.13%
30995,Mark Nwakamma,Hartford,2014,Sr,0.064,0.037,77.50%
79965,Mark Plousis,Hartford,2014,Fr,NA,NA,NA
30996,Jamie Schneck,Hartford,2014,Sr,0.000,0.000,72.73%
30997,Nate Sikma,Hartford,2014,Sr,0.025,0.016,66.67%
37851,Dougal Weir,Hartford,2014,So,0.000,0.000,NA
30998,Corban Wroe,Hartford,2014,Sr,0.068,0.053,70.73%
49179,Charlie Anastasi,Harvard,2014,Sr,NA,0.000,NA
23840,Matt Brown,Harvard,2014,Sr,NA,0.000,0.00%
24646,Siyani Chambers,Harvard,2014,Jr,0.224,0.084,68.75%
80888,Andre Chatfield,Harvard,2014,Fr,0.000,0.000,NA
43231,Evan Cummins,Harvard,2014,Jr,0.038,0.033,78.26%
28279,Zena Edosomwan,Harvard,2014,So,0.082,0.051,68.09%
26699,Christopher Egi,Harvard,2014,Fr,0.000,0.000,66.67%
58533,Matt Fraschilla,Harvard,2014,So,NA,NA,NA
30862,Corbin Miller,Harvard,2014,So,0.500,0.029,82.61%
30863,Steve Moundou-Missi,Harvard,2014,Sr,0.057,0.026,74.60%
30864,Alex Nesbitt,Harvard,2014,Sr,NA,NA,NA
43233,Agunwa Okolie,Harvard,2014,Jr,0.059,0.036,74.07%
24354,Wesley Saunders,Harvard,2014,Sr,0.143,0.059,77.84%
30865,Kenyatta Smith,Harvard,2014,Sr,0.027,0.014,61.54%
30866,Jonah Travis,Harvard,2014,Sr,0.163,0.101,72.73%
80889,Zach Yoshor,Harvard,2014,Fr,NA,NA,NA
80541,Roderick Bobbitt,Hawaii,2014,Jr,0.111,0.063,75.00%
44759,Dyrbe Enos,Hawaii,2014,So,0.000,0.000,NA
80540,Niko Filipovich,Hawaii,2014,Fr,0.000,0.000,NA
80539,Isaac Fleming,Hawaii,2014,Fr,0.086,0.038,50.00%
44074,Stefan Jankovic,Hawaii,2014,So,0.259,0.061,65.52%
30485,Brandon Jawato,Hawaii,2014,Jr,NA,NA,NA
58163,Stefan Jovanovic,Hawaii,2014,So,0.150,0.044,56.25%
58164,Garrett Nevels,Hawaii,2014,Sr,0.109,0.029,75.00%
58165,Quincy Smith,Hawaii,2014,Jr,0.070,0.039,71.64%
58166,Mike Thomas,Hawaii,2014,So,0.167,0.056,61.11%
44762,Aaron Valdes,Hawaii,2014,So,0.113,0.047,67.67%
24721,Negus Webster-Chan,Hawaii,2014,So,0.040,0.012,64.52%
80490,DeAndre Barber,High Point,2014,Fr,0.000,0.000,50.00%
31183,John Brown (2),High Point,2014,Jr,0.078,0.041,77.01%
44852,Lorenzo Cugini,High Point,2014,Jr,0.089,0.042,75.76%
31184,Quincy Drye,High Point,2014,Sr,NA,0.000,NA
31181,Tre Duncan,High Point,2014,Sr,NA,NA,NA
80489,K.J. James,High Point,2014,Fr,0.000,0.000,100.00%
58149,Anthony Lindauer,High Point,2014,So,0.000,0.000,84.62%
44855,Haiishen McIntyre,High Point,2014,Jr,0.022,0.012,72.00%
58148,Jorge Perez-Laham,High Point,2014,So,0.000,0.000,72.73%
23350,Brian Richardson,High Point,2014,Sr,0.092,0.057,80.00%
58147,Tarique Thompson,High Point,2014,So,0.075,0.042,88.00%
31182,Devante Wallace,High Point,2014,Sr,0.111,0.043,85.71%
44856,Adam Weary,High Point,2014,Jr,0.137,0.068,76.92%
72670,Austin White,High Point,2014,Fr,0.077,0.037,66.67%
42541,Brian Bernardi,Hofstra,2014,So,0.097,0.050,60.47%
82891,Daryl Fowlkes,Hofstra,2014,So,NA,NA,NA
26742,Eliel Gonzalez,Hofstra,2014,Fr,0.000,0.000,0.00%
31432,Juan'ya Green,Hofstra,2014,Jr,0.125,0.066,79.62%
32725,Rokas Gustys,Hofstra,2014,Fr,0.039,0.031,76.60%
31241,Moussa Kone,Hofstra,2014,Sr,0.053,0.039,77.19%
23218,Dion Nesmith,Hofstra,2014,Sr,0.025,0.016,74.60%
80575,Malik Nichols,Hofstra,2014,Jr,0.051,0.037,62.16%
58209,Jamall Robinson,Hofstra,2014,So,0.045,0.015,75.86%
31433,Ameen Tanksley,Hofstra,2014,Jr,0.091,0.050,76.87%
80576,Andre Walker (2),Hofstra,2014,Fr,0.000,0.000,50.00%
30943,Taylor Abt,Holy Cross,2014,Sr,0.063,0.061,78.57%
58688,Malachi Alexander,Holy Cross,2014,So,0.063,0.039,68.89%
44270,Isaiah Baker,Holy Cross,2014,Jr,NA,NA,NA
30942,Justin Burrell (2),Holy Cross,2014,Sr,0.038,0.022,77.92%
58689,Robert Champion,Holy Cross,2014,So,0.161,0.106,47.62%
44271,Eric Green,Holy Cross,2014,Jr,0.000,0.000,84.21%
81161,Mitchell Hahn,Holy Cross,2014,Fr,0.154,0.083,70.37%
44272,Cullen Hamilton,Holy Cross,2014,Jr,0.059,0.029,72.00%
58691,Matt Husek,Holy Cross,2014,So,0.105,0.043,75.00%
44273,Chris Jayne,Holy Cross,2014,Sr,NA,NA,NA
30945,Patrick Kerrigan,Holy Cross,2014,Sr,NA,NA,NA
30944,Malcolm Miller,Holy Cross,2014,Sr,0.144,0.092,73.88%
44274,Christopher Morgan,Holy Cross,2014,Jr,0.036,0.023,58.82%
