GMID,Name,School,Year,Grade,A1PerRimAtt,A1Per2PT,PercFTsShootF
22845,Cameron Ayers,Bucknell,2010,Fr,0.100,0.027,85.11%
17062,G.W. Boon,Bucknell,2010,Sr,0.196,0.093,56.36%
22846,Ben Brackney,Bucknell,2010,Fr,NA,0.000,100.00%
17056,Bryan Cohen,Bucknell,2010,Jr,0.051,0.021,72.41%
22847,Ryan Hill,Bucknell,2010,Fr,0.000,0.000,100.00%
17057,Bryson Johnson,Bucknell,2010,So,0.333,0.139,62.07%
17058,Colin Klebon,Bucknell,2010,So,0.000,0.000,80.00%
17067,Probese Leo,Bucknell,2010,Jr,NA,NA,NA
17065,Mike Muscala,Bucknell,2010,So,0.158,0.067,68.49%
17060,Darryl Shazier,Bucknell,2010,Sr,0.104,0.054,76.81%
17069,Stephen Tyree,Bucknell,2010,Sr,0.000,0.000,0.00%
17063,Joe Willman,Bucknell,2010,So,0.060,0.014,80.00%
11439,Jawaan Alston,Buffalo,2010,Sr,0.060,0.044,56.14%
11437,Dave Barnett,Buffalo,2010,Jr,0.047,0.031,61.82%
11442,Mike Clifford,Buffalo,2010,So,0.111,0.091,0.00%
23957,Cameron Downing,Buffalo,2010,Fr,0.500,0.333,0.00%
11448,Zach Filzen,Buffalo,2010,Jr,0.115,0.020,82.22%
23955,Javon McCrea,Buffalo,2010,Fr,0.087,0.075,66.67%
11435,Byron Mulkey,Buffalo,2010,Sr,0.053,0.020,75.00%
23956,Auraum Nuiriankh,Buffalo,2010,Fr,0.200,0.125,0.00%
23952,Jarod Oldham,Buffalo,2010,Fr,0.000,0.000,47.06%
23954,Corey Raley-Ross,Buffalo,2010,Fr,0.000,0.000,0.00%
11446,Titus Robinson,Buffalo,2010,Jr,0.143,0.089,71.74%
11447,Tony Watson,Buffalo,2010,So,0.000,0.000,66.67%
11443,Mitchell Watt,Buffalo,2010,Jr,0.098,0.043,73.97%
15387,Alex Anglin,Butler,2010,Sr,0.000,0.000,NA
15391,Garrett Butcher,Butler,2010,Jr,0.000,0.000,50.00%
23728,Erik Fromm,Butler,2010,Fr,0.000,0.000,NA
15398,Zach Hahn,Butler,2010,Sr,0.071,0.031,86.96%
23729,Chrishawn Hopkins,Butler,2010,Fr,NA,0.000,0.00%
15393,Matt Howard,Butler,2010,Sr,0.145,0.076,71.29%
15390,Emerson Kampen,Butler,2010,So,NA,NA,NA
15392,Grant Leiendecker,Butler,2010,Sr,NA,NA,NA
9419,Shelvin Mack,Butler,2010,Jr,0.066,0.026,77.62%
9408,Khyle Marshall,Butler,2010,Fr,0.205,0.090,64.62%
15395,Ronald Nored,Butler,2010,Jr,0.077,0.056,83.33%
15388,Andrew Smith,Butler,2010,So,0.096,0.060,68.04%
15389,Chase Stigall,Butler,2010,So,0.077,0.036,75.00%
15396,Shawn Vanzant,Butler,2010,Sr,0.070,0.021,79.59%
9751,Charles Abouo,Brigham Young,2010,Jr,0.167,0.078,59.46%
9753,James Anderson (2),Brigham Young,2010,Jr,0.000,0.000,53.33%
9763,Chris Collinsworth,Brigham Young,2010,RS-So,0.250,0.042,86.96%
22358,Kyle Collinsworth,Brigham Young,2010,Fr,0.127,0.060,67.69%
9749,Brandon Davies,Brigham Young,2010,So,0.185,0.082,74.55%
3591,Jackson Emery,Brigham Young,2010,Sr,0.047,0.021,93.55%
9263,Jimmer Fredette,Brigham Young,2010,Sr,0.197,0.065,71.00%
9757,Noah Hartsrock,Brigham Young,2010,Jr,0.174,0.049,53.33%
9755,Logan Magnusson,Brigham Young,2010,Sr,0.077,0.032,68.75%
9764,Nick Martineau,Brigham Young,2010,So,0.000,0.000,NA
6686,Stephen Rogers,Brigham Young,2010,So,0.250,0.054,68.42%
9750,Brock Zylstra,Brigham Young,2010,So,1.000,0.250,44.44%
16459,Will Donahue,Cal Poly,2010,Jr,0.066,0.035,75.68%
16446,Ben Eisenhardt,Cal Poly,2010,Fr,0.000,0.000,0.00%
16448,David Hanson,Cal Poly,2010,Jr,0.041,0.021,71.43%
22774,Jamal Johnson,Cal Poly,2010,Fr,0.091,0.045,55.00%
22775,Ben Kelly,Cal Poly,2010,Fr,NA,NA,NA
16451,Jordan Lewis,Cal Poly,2010,Jr,0.000,0.000,88.89%
16458,Shawn Lewis,Cal Poly,2010,Sr,0.065,0.035,81.41%
22776,Maliik Love,Cal Poly,2010,Fr,0.098,0.067,82.61%
8649,Chris O'Brien,Cal Poly,2010,So,0.043,0.024,68.75%
16456,Ryan Pembleton,Cal Poly,2010,Fr,0.000,0.000,100.00%
16450,Dylan Royer,Cal Poly,2010,So,0.000,0.000,0.00%
16455,Matt Titchenal,Cal Poly,2010,Jr,0.200,0.071,76.92%
17754,Drake U'u,Cal Poly,2010,So,0.000,0.000,75.00%
22779,Orlando Brown,Cal State Fullerton,2010,Jr,0.167,0.051,79.59%
6434,Orane Chin,Cal State Fullerton,2010,Jr,0.179,0.066,76.12%
22777,Roger Guardia,Cal State Fullerton,2010,Sr,0.000,0.000,0.00%
13034,Andre Hardy,Cal State Fullerton,2010,Jr,0.099,0.045,87.91%
9910,Jer'Vaughn Johnson,Cal State Fullerton,2010,Sr,0.129,0.063,70.40%
22784,Steve Jurich,Cal State Fullerton,2010,Jr,0.143,0.059,44.44%
22782,Sedric Martin,Cal State Fullerton,2010,Jr,0.095,0.034,60.00%
16498,Devon Peltier,Cal State Fullerton,2010,Sr,0.429,0.068,70.33%
22778,Isiah Umipig,Cal State Fullerton,2010,Fr,0.083,0.027,75.00%
22780,Perry Webster,Cal State Fullerton,2010,Jr,0.138,0.038,82.29%
16499,Eric Williams,Cal State Fullerton,2010,Sr,0.500,0.100,83.33%
6720,Bak Bak,California,2010,So,0.263,0.106,54.55%
6727,Nigel Carter,California,2010,Jr,0.200,0.063,50.00%
9300,Allen Crabbe,California,2010,Fr,0.118,0.027,83.91%
9298,"Gary Franklin, Jr.",California,2010,Fr,0.182,0.057,51.85%
6724,Jorge Gutierrez,California,2010,Jr,0.078,0.036,75.42%
6723,Harper Kamp,California,2010,Jr,0.120,0.054,74.83%
23247,Emerson Murray,California,2010,Fr,0.250,0.083,0.00%
9602,Jeff Powers,California,2010,Fr,0.333,0.143,57.14%
6725,Markhuri Sanders-Frison,California,2010,Sr,0.068,0.024,61.73%
6721,Brandon Smith,California,2010,So,0.136,0.055,52.94%
23248,Richard Solomon,California,2010,Fr,0.129,0.083,62.34%
6730,Robert Thurman,California,2010,So,NA,NA,NA
14197,Larry Awosanya,Campbell,2010,So,NA,0.000,NA
14192,Amir Celestin,Campbell,2010,Jr,0.083,0.029,76.56%
22616,Anthony Dees,Campbell,2010,Fr,0.000,0.000,NA
14194,Cole Dewey,Campbell,2010,Jr,NA,0.000,NA
14201,Preston Dodson,Campbell,2010,Sr,0.098,0.052,70.89%
22617,Rico Ferguson,Campbell,2010,Fr,0.057,0.025,79.25%
22618,Eric Griffin,Campbell,2010,Jr,0.096,0.054,80.31%
22619,Marvelle Harris,Campbell,2010,Fr,0.086,0.044,78.26%
14195,Junard Hartley,Campbell,2010,Sr,0.063,0.021,72.64%
22620,Anthony Horton,Campbell,2010,Fr,0.083,0.029,0.00%
22621,Martell Jackson,Campbell,2010,Jr,0.137,0.072,61.54%
19403,Keishawn Mayes,Campbell,2010,So,0.043,0.030,75.86%
14198,Lorne Merthie,Campbell,2010,Jr,0.188,0.043,84.09%
22622,Andrew Ryan,Campbell,2010,RS-Fr,0.333,0.143,66.67%
6424,Gaby Belardo,Canisius,2010,So,0.062,0.029,60.71%
18042,Julius Coles,Canisius,2010,Sr,0.061,0.033,82.72%
23902,Marial Dahl,Canisius,2010,Jr,0.000,0.000,NA
18038,Elton Frazier,Canisius,2010,Sr,0.070,0.039,78.95%
18046,Robert Goldsberry,Canisius,2010,Sr,0.105,0.061,70.97%
18047,Rokas Gricius,Canisius,2010,Jr,NA,NA,NA
18043,Reggie Groves,Canisius,2010,Fr,0.154,0.087,64.00%
18035,Alshwan Hymes,Canisius,2010,So,0.000,0.000,71.43%
23898,Ashton Khan,Canisius,2010,Fr,0.000,0.000,50.00%
23899,Eric Kindler,Canisius,2010,Fr,0.000,0.000,100.00%
18041,Greg Logins,Canisius,2010,Sr,0.042,0.024,70.00%
23901,Chris Manhertz,Canisius,2010,Fr,0.000,0.000,85.71%
18048,Tomas Vazquez-Simmons,Canisius,2010,Sr,0.032,0.025,66.67%
14104,Jonathan Blount,Centenary,2010,Fr,0.136,0.073,54.55%
23078,Quin Cooper,Centenary,2010,Fr,0.042,0.021,37.50%
12762,Leo Davis,Centenary,2010,So,0.000,0.000,36.36%
23072,Baba Diallo,Centenary,2010,So,0.063,0.033,70.00%
23070,Aaron Harwell,Centenary,2010,Fr,0.059,0.030,64.29%
23073,Brandon Joseph,Centenary,2010,Fr,NA,NA,NA
23075,Jeff Latin,Centenary,2010,Fr,0.000,0.000,NA
23076,Logan Lowery,Centenary,2010,Fr,0.108,0.038,41.94%
12765,Maxx Nakwaasah,Centenary,2010,Jr,0.075,0.056,70.80%
12764,Matt Nichenko,Centenary,2010,Sr,0.000,0.000,NA
23071,Andrew Rebol,Centenary,2010,Fr,0.000,0.000,73.33%
12768,Travis Sims,Centenary,2010,So,0.063,0.022,62.86%
12760,Jeron Trotman,Centenary,2010,So,0.125,0.086,67.26%
12767,Roman Tubner,Centenary,2010,Sr,0.087,0.065,74.29%
21510,Dewan Clayborn,Central Arkansas,2010,Jr,0.182,0.063,38.64%
21506,Carlos Dos Santos,Central Arkansas,2010,Sr,0.098,0.038,76.19%
21507,Chris Henson,Central Arkansas,2010,Jr,0.125,0.035,64.00%
22953,Jeff Jackson,Central Arkansas,2010,So,0.000,0.000,100.00%
23276,Jacquan McClinton,Central Arkansas,2010,Sr,0.400,0.182,28.57%
21513,Mike Pouncy,Central Arkansas,2010,Sr,0.104,0.032,62.69%
21511,Aymard-Caha Walsh,Central Arkansas,2010,Sr,0.038,0.021,58.91%
22955,Mark Rutledge,Central Arkansas,2010,Jr,0.189,0.081,68.89%
21518,Tadre Sheppard,Central Arkansas,2010,Sr,0.103,0.049,69.88%
21517,T.K. Smith,Central Arkansas,2010,Jr,0.000,0.000,66.67%
14860,Terry Tidwell,Central Arkansas,2010,So,0.065,0.038,44.44%
23473,Ryan Williams,Central Arkansas,2010,Fr,0.103,0.032,71.05%
23234,Justin Alexander,Central Connecticut State,2010,Fr,NA,NA,NA
23235,Terrell Allen,Central Connecticut State,2010,Fr,0.091,0.050,56.25%
20453,Devan Bailey,Central Connecticut State,2010,So,0.000,0.000,72.73%
20451,Chris Baskerville,Central Connecticut State,2010,Jr,0.063,0.055,75.68%
20458,Markeys Deans,Central Connecticut State,2010,Sr,0.128,0.068,50.00%
20456,Joe Efese,Central Connecticut State,2010,So,0.080,0.049,65.52%
20457,Ken Horton,Central Connecticut State,2010,Jr,0.066,0.043,77.17%
23474,Mark LaPorte,Central Connecticut State,2010,Fr,NA,NA,NA
20460,Robby Ptacek,Central Connecticut State,2010,Jr,0.078,0.031,80.70%
20463,Vince Rosario,Central Connecticut State,2010,Jr,0.000,0.000,66.67%
23233,De'Angelo Speech,Central Connecticut State,2010,Fr,0.034,0.013,82.61%
20462,Shemik Thompson,Central Connecticut State,2010,Sr,0.033,0.013,63.46%
23918,Auston Barnes,Central Michigan,2010,RS-Fr,NA,NA,NA
23919,Andre Coimbra,Central Michigan,2010,Jr,0.052,0.032,78.05%
11018,Finis Craddock,Central Michigan,2010,So,0.063,0.038,71.43%
23926,Jevon Harden,Central Michigan,2010,Fr,0.000,0.000,0.00%
23925,Derek Jackson,Central Michigan,2010,Fr,0.043,0.016,85.19%
11024,Nick Jordan,Central Michigan,2010,Jr,0.000,0.000,NA
11029,William McClure,Central Michigan,2010,Sr,0.062,0.036,80.00%
11021,John Morris,Central Michigan,2010,So,0.000,0.000,NA
23920,Paris Paramore,Central Michigan,2010,Jr,0.000,0.000,NA
11014,Amir Rashid,Central Michigan,2010,Sr,0.056,0.012,70.00%
11019,Jalin Thomas,Central Michigan,2010,Sr,0.195,0.078,75.17%
23922,Nate Van Arendonk,Central Michigan,2010,Fr,NA,NA,NA
23923,Colin Voss,Central Michigan,2010,Fr,0.000,0.000,57.14%
11015,Antonio Weary,Central Michigan,2010,Sr,0.000,0.000,87.50%
9342,Trey Zeigler,Central Michigan,2010,Fr,0.099,0.036,67.57%
22748,Johnathan Brooks,Charleston Southern,2010,Jr,0.072,0.026,76.47%
22746,Mitchell Deter,Charleston Southern,2010,Fr,NA,NA,NA
22747,Chris Grier,Charleston Southern,2010,Fr,0.000,0.000,77.78%
15909,Stanley Honorat,Charleston Southern,2010,Sr,NA,0.000,100.00%
22745,Matt Kennedy,Charleston Southern,2010,Fr,0.000,0.000,66.67%
15904,Jo'el Lamb,Charleston Southern,2010,Jr,0.000,0.000,100.00%
15905,Kelvin Martin,Charleston Southern,2010,Jr,0.125,0.089,61.42%
15906,Kenny Mitchell,Charleston Southern,2010,Trans,0.043,0.020,85.37%
15912,Zimmy Nwogbo,Charleston Southern,2010,So,0.056,0.038,66.67%
22750,Thomas Odom,Charleston Southern,2010,Fr,NA,NA,NA
22743,Troy Pierce,Charleston Southern,2010,Jr,0.100,0.067,44.44%
15903,Jeremy Sexton,Charleston Southern,2010,So,0.089,0.034,76.92%
22744,Sheldon Strickland,Charleston Southern,2010,Fr,0.120,0.061,69.81%
15902,Jamarco Warren,Charleston Southern,2010,Sr,0.102,0.050,76.38%
10300,Javarris Barnett,Charlotte,2010,Jr,0.103,0.053,64.52%
10293,Chris Braswell,Charlotte,2010,So,0.071,0.038,81.43%
10299,Jamar Briscoe,Charlotte,2010,So,0.200,0.049,75.00%
10292,Charles Dewhurst,Charlotte,2010,Sr,0.000,0.000,57.14%
10295,Derrio Green,Charlotte,2010,Jr,0.023,0.014,76.92%
10303,Phil Jones,Charlotte,2010,Sr,0.049,0.027,74.29%
10294,Colby Lewis,Charlotte,2010,So,0.000,0.000,NA
22518,Ray Morgenstern,Charlotte,2010,Jr,NA,NA,0.00%
10301,K.J. Sherrill,Charlotte,2010,So,0.067,0.022,72.73%
10297,Gokhan Sirin,Charlotte,2010,So,0.000,0.000,75.00%
4366,Shamari Spears,Charlotte,2010,Sr,0.182,0.056,77.78%
10291,An'Juan Wilderness,Charlotte,2010,Sr,0.092,0.050,59.65%
5972,Keegan Bell,Chattanooga,2010,Jr,0.023,0.014,83.05%
20180,Jahmal Burroughs,Chattanooga,2010,Jr,0.162,0.115,65.00%
10021,Troy Cage,Chattanooga,2010,Sr,0.053,0.021,38.46%
21070,Chris Early,Chattanooga,2010,Jr,0.063,0.040,73.81%
21073,Dontay Hampton,Chattanooga,2010,So,0.235,0.138,36.00%
21072,DeAntre Jefferson,Chattanooga,2010,Sr,0.129,0.102,71.07%
21078,Josh Odem,Chattanooga,2010,So,0.200,0.125,57.14%
21077,Jeremy Saffore,Chattanooga,2010,Sr,0.091,0.064,72.00%
21076,Jeff Smith (2),Chattanooga,2010,Sr,0.000,0.000,0.00%
21079,Ricky Taylor,Chattanooga,2010,Jr,0.143,0.088,70.59%
21081,Sam Watson,Chattanooga,2010,So,0.000,0.000,23.53%
6096,Omar Wattad,Chattanooga,2010,Jr,0.140,0.061,61.22%
13876,Jamill Harris,Chicago State,2010,Jr,0.000,0.000,58.33%
13877,Joe Hill,Chicago State,2010,So,0.000,0.000,NA
13879,Pawel Kielbasa,Chicago State,2010,Sr,0.000,0.000,100.00%
13869,Antonio Lofton,Chicago State,2010,Sr,0.067,0.054,77.14%
13875,Hajji Martin,Chicago State,2010,Sr,0.122,0.035,55.56%
13880,Steve Martin,Chicago State,2010,Jr,0.000,0.000,66.67%
13872,Carl Montgomery,Chicago State,2010,Sr,0.101,0.058,68.18%
7467,Jon Montgomery,Chicago State,2010,Sr,0.214,0.054,67.86%
23692,Sean Montgomery,Chicago State,2010,Fr,0.000,0.000,100.00%
13881,Victor Scott,Chicago State,2010,So,0.087,0.044,64.00%
13870,Archie Seals,Chicago State,2010,Sr,0.000,0.000,66.67%
23691,Ardarius Simmons,Chicago State,2010,Jr,0.000,0.000,88.00%
23693,Quincy Ukaigwe,Chicago State,2010,So,0.250,0.091,0.00%
13873,Christian Wall,Chicago State,2010,Sr,0.082,0.041,78.79%
4343,Rashad Bishop,Cincinnati,2010,Sr,0.128,0.038,82.69%
4342,Larry Davis,Cincinnati,2010,Sr,0.133,0.043,46.15%
4339,Dion Dixon,Cincinnati,2010,Jr,0.149,0.080,66.67%
4348,Alex Eppensteiner,Cincinnati,2010,So,NA,NA,NA
2368,Yancy Gates,Cincinnati,2010,Jr,0.124,0.045,72.73%
9380,Justin Jackson,Cincinnati,2010,Fr,0.103,0.063,61.54%
4347,Sean Kilpatrick,Cincinnati,2010,Fr,0.118,0.065,65.82%
4346,Anthony McBride,Cincinnati,2010,Fr,NA,NA,NA
4334,Anthony McClain,Cincinnati,2010,Sr,0.000,0.000,100.00%
4345,Jaquon Parker,Cincinnati,2010,So,0.000,0.000,70.59%
4260,Ibrahima Thomas,Cincinnati,2010,Sr,0.061,0.034,80.00%
4340,Eddie Tyree,Cincinnati,2010,Sr,NA,NA,NA
4337,Darnell Wilks,Cincinnati,2010,Sr,0.063,0.043,79.07%
4336,Cashmere Wright,Cincinnati,2010,So,0.083,0.045,86.02%
3686,Zavier Anderson,Clemson,2010,Sr,0.000,0.000,85.71%
3675,Catalin Baciu,Clemson,2010,Jr,0.000,0.000,100.00%
3680,Jonah Baize,Clemson,2010,Sr,NA,NA,NA
3688,Devin Booker,Clemson,2010,So,0.050,0.023,76.32%
3678,Jerai Grant,Clemson,2010,Sr,0.178,0.090,65.15%
24045,DeAndre Hopkins,Clemson,2010,Fr,0.000,0.000,NA
2204,Milton Jennings,Clemson,2010,So,0.100,0.055,57.14%
3689,Noel Johnson,Clemson,2010,So,0.000,0.000,75.00%
3674,Bryan Narcisse,Clemson,2010,Jr,0.042,0.023,57.14%
3683,Tanner Smith,Clemson,2010,Jr,0.053,0.032,69.57%
23526,Cory Stanton,Clemson,2010,Fr,0.000,0.000,66.67%
3677,Demontez Stitt,Clemson,2010,Sr,0.123,0.069,78.42%
3673,Andre Young,Clemson,2010,Jr,0.067,0.019,79.31%
15435,Norris Cole,Cleveland State,2010,Sr,0.093,0.042,81.09%
15437,Trevon Harmon,Cleveland State,2010,Jr,0.087,0.063,77.67%
15436,Tim Kamczyc,Cleveland State,2010,So,0.135,0.060,70.27%
15430,Joe Latas,Cleveland State,2010,Jr,0.115,0.063,43.48%
23731,Devon Long,Cleveland State,2010,Fr,0.000,0.000,NA
23732,Keith Mackie,Cleveland State,2010,Fr,NA,NA,NA
15431,Josh McCoy,Cleveland State,2010,So,0.125,0.073,73.33%
9569,Jeremy Montgomery,Cleveland State,2010,Jr,0.084,0.058,86.54%
23733,Ludovic N'Daye,Cleveland State,2010,Fr,0.000,0.000,75.00%
15425,Aaron Pogue,Cleveland State,2010,Jr,0.147,0.083,78.08%
23734,Darius Ware,Cleveland State,2010,Fr,NA,NA,NA
15426,Anthony Wells,Cleveland State,2010,So,NA,NA,NA
15427,Charlie Woods,Cleveland State,2010,So,0.063,0.036,75.00%
12210,Brandon Crawford,Coastal Carolina,2010,Jr,0.098,0.061,52.78%
5886,Chad Gray,Coastal Carolina,2010,Sr,0.082,0.033,70.65%
15967,Kierre Greenwood,Coastal Carolina,2010,So,0.047,0.027,59.26%
15965,Jordan Griffin,Coastal Carolina,2010,Jr,NA,NA,NA
22741,Desmond Holloway,Coastal Carolina,2010,Jr,0.138,0.052,66.46%
4815,Mike Holmes,Coastal Carolina,2010,Sr,0.077,0.032,80.00%
22742,Willie Kirkland,Coastal Carolina,2010,Jr,0.000,0.000,100.00%
15971,Sam McLaurin,Coastal Carolina,2010,So,0.064,0.050,76.19%
15963,Dexter Moore,Coastal Carolina,2010,Jr,0.150,0.107,40.00%
15962,Danny Nieman,Coastal Carolina,2010,So,0.063,0.047,72.34%
15964,Jon Pack,Coastal Carolina,2010,Jr,0.222,0.190,47.62%
15960,Anthony Raffa,Coastal Carolina,2010,So,0.031,0.018,75.73%
21029,Bart Benton,Charleston,2010,So,NA,NA,NA
21033,Garrett Campbell,Charleston,2010,Sr,NA,NA,NA
22903,James Carlton,Charleston,2010,Fr,0.000,0.000,85.71%
9577,Andrew Goudelock,Charleston,2010,Sr,0.094,0.017,87.07%
21040,Willis Hall,Charleston,2010,So,0.065,0.037,74.19%
22904,Nori Johnson,Charleston,2010,Fr,NA,NA,100.00%
21027,Andrew Lawrence,Charleston,2010,So,0.069,0.059,93.33%
21032,Donavan Monroe,Charleston,2010,Sr,0.042,0.019,82.57%
22905,Jordan Scott,Charleston,2010,Fr,0.000,0.000,NA
21034,Jeremy Simmons,Charleston,2010,Sr,0.144,0.082,80.46%
21036,Jordan Turok,Charleston,2010,Sr,NA,NA,NA
22906,Trent Wiedeman,Charleston,2010,Fr,0.096,0.059,74.47%
21028,Antwaine Wiggins,Charleston,2010,Jr,0.119,0.060,78.26%
17109,Lazar Bogdanovic,Colgate,2010,So,0.000,0.000,50.00%
3751,John Brandenburg,Colgate,2010,So,0.040,0.016,71.43%
17115,Yaw Gyawu,Colgate,2010,Jr,0.078,0.036,74.07%
17107,Joe Hoban,Colgate,2010,Sr,0.079,0.056,82.46%
17105,Brandon James,Colgate,2010,So,0.033,0.017,50.00%
22821,Chad Johnson,Colgate,2010,Fr,0.056,0.032,70.59%
17114,Sterling Melville,Colgate,2010,Jr,0.197,0.141,74.74%
22822,Pat Moore,Colgate,2010,Fr,0.125,0.033,42.86%
17112,Nick Pascale,Colgate,2010,Jr,0.096,0.065,77.50%
17111,Mitch Rolls,Colgate,2010,So,0.129,0.036,73.17%
17110,Mike Venezia,Colgate,2010,Jr,0.250,0.029,80.00%
22370,Will Bell,Colorado State,2010,Jr,0.182,0.085,66.67%
9797,Jesse Carr,Colorado State,2010,So,0.000,0.000,87.50%
4181,Wes Eikmeier,Colorado State,2010,So,0.037,0.009,73.91%
9803,Travis Franklin,Colorado State,2010,Sr,0.110,0.093,68.82%
9796,Dorian Green,Colorado State,2010,So,0.143,0.065,75.00%
9802,Pierce Hornung,Colorado State,2010,So,0.039,0.033,58.82%
9794,Andre McFarland,Colorado State,2010,Sr,0.000,0.000,50.00%
9793,Adam Nigon,Colorado State,2010,Sr,0.091,0.053,47.62%
5800,Andy Ogide,Colorado State,2010,Sr,0.118,0.057,76.92%
24038,Kaipo Sabas,Colorado State,2010,Jr,NA,NA,NA
22367,Dwight Smith,Colorado State,2010,Fr,0.000,0.000,57.14%
10990,Greg Smith (2),Colorado State,2010,So,0.135,0.045,76.92%
9804,Trevor Williams,Colorado State,2010,Fr,NA,NA,NA
22368,Maurice Wiltz,Colorado State,2010,Fr,0.000,0.000,75.00%
4165,Trent Beckley,Colorado,2010,Sr,0.000,0.000,NA
4169,Alec Burks,Colorado,2010,So,0.121,0.053,76.26%
4158,Javon Coney,Colorado,2010,Sr,0.000,0.000,0.00%
3607,Austin Dufault,Colorado,2010,Jr,0.040,0.025,69.81%
4166,Trey Eckloff,Colorado,2010,Jr,0.000,0.000,0.00%
4071,Cory Higgins,Colorado,2010,Sr,0.096,0.033,74.07%
4160,Levi Knutson,Colorado,2010,Sr,0.053,0.023,65.22%
23284,Ben Mills,Colorado,2010,Fr,0.000,0.000,0.00%
4505,Marcus Relphorde,Colorado,2010,Sr,0.065,0.041,69.81%
23283,Andre Roberson,Colorado,2010,Fr,0.095,0.080,61.54%
4170,Shannon Sharpe,Colorado,2010,Fr,0.030,0.025,64.00%
4162,Nate Tomlinson,Colorado,2010,Jr,0.083,0.059,58.82%
12394,Noruwa Agho,Columbia,2010,Jr,0.163,0.065,75.00%
12383,Asenso Ampim,Columbia,2010,Sr,0.042,0.024,84.93%
12385,Brian Barbour,Columbia,2010,So,0.097,0.058,84.07%
12391,Mark Cisco,Columbia,2010,So,0.063,0.038,81.82%
8390,Max Craig,Columbia,2010,Sr,0.037,0.029,81.82%
12399,Zack Crimmins,Columbia,2010,Sr,0.000,0.000,66.67%
12389,John Daniels,Columbia,2010,So,0.161,0.093,66.67%
12397,Steven Egee,Columbia,2010,Jr,0.000,0.000,100.00%
23857,Danny Feldmann,Columbia,2010,Fr,0.000,0.000,100.00%
23858,Steve Frankoski,Columbia,2010,Fr,0.000,0.000,70.59%
23859,Van Green,Columbia,2010,Fr,0.143,0.100,85.71%
10553,Brian Grimes,Columbia,2010,Sr,0.088,0.051,84.85%
12392,Matt Johnson,Columbia,2010,Jr,0.000,0.000,NA
12387,Dean Kowalski,Columbia,2010,So,0.000,0.000,0.00%
23860,Meiko Lyles,Columbia,2010,Fr,0.000,0.000,100.00%
23861,Dyami Starks,Columbia,2010,Fr,0.000,0.000,83.33%
19090,Branden Doughty,Coppin State,2010,Jr,0.023,0.010,72.73%
23561,Akeem Ellis,Coppin State,2010,Jr,0.171,0.086,74.51%
23568,Tony Gallo,Coppin State,2010,Jr,0.116,0.069,75.00%
19101,Vince Goldsberry,Coppin State,2010,Sr,0.066,0.040,81.43%
19097,Michael Harper,Coppin State,2010,Jr,0.114,0.051,73.33%
23563,Collin Johnson,Coppin State,2010,Fr,0.000,0.000,28.57%
19091,Ceslovas Kucinskas,Coppin State,2010,Sr,0.067,0.048,70.83%
19104,Jordan Lee,Coppin State,2010,So,0.063,0.031,72.97%
23565,Michael Murray,Coppin State,2010,Fr,0.063,0.034,70.00%
23567,Osman Olol,Coppin State,2010,Jr,NA,0.000,NA
23566,Mike Simpson,Coppin State,2010,Fr,0.000,0.000,50.00%
23562,Antonio Williams,Coppin State,2010,Jr,0.062,0.032,86.96%
12454,Miles Asafo-Adjei,Cornell,2010,So,0.167,0.105,68.97%
12448,Eitan Chemerinski,Cornell,2010,So,0.100,0.059,53.33%
23854,Jamal Cherry,Cornell,2010,Fr,NA,NA,NA
5731,Mark Coury,Cornell,2010,Sr,0.042,0.025,77.78%
15766,Andrew Ferry,Cornell,2010,Jr,0.091,0.034,68.97%
12452,Josh Figini,Cornell,2010,So,0.100,0.044,85.71%
12446,Anthony Gatlin,Cornell,2010,Jr,0.143,0.048,85.71%
12451,Johnathan Gray,Cornell,2010,So,0.097,0.063,60.71%
10595,Max Groebe,Cornell,2010,Jr,0.063,0.027,80.00%
23853,Jake Matthews,Cornell,2010,Fr,0.000,0.000,66.67%
12456,Peter McMillan,Cornell,2010,So,NA,0.000,100.00%
12441,Aaron Osgood-Richardson,Cornell,2010,Sr,0.154,0.074,52.00%
12449,Errick Peck,Cornell,2010,So,0.080,0.038,85.88%
23856,Manny Sahota,Cornell,2010,Fr,0.333,0.143,0.00%
23855,Dwight Tarwater,Cornell,2010,RS-Fr,0.000,0.000,60.00%
12442,Adam Wire,Cornell,2010,Sr,0.152,0.094,73.33%
12447,Chris Wroblewski,Cornell,2010,Jr,0.024,0.006,82.24%
7125,Darryl Ashford,Creighton,2010,Sr,0.063,0.027,83.33%
7132,Matt Dorwart,Creighton,2010,Jr,NA,NA,NA
6319,Gregory Echenique,Creighton,2010,So,0.154,0.108,71.21%
4235,Ross Ferrarini,Creighton,2010,Fr,NA,NA,NA
7123,Casey Harriman,Creighton,2010,Sr,0.000,0.000,NA
7128,Josh Jones,Creighton,2010,So,0.000,0.000,93.10%
7130,Kaleb Korver,Creighton,2010,Sr,3.000,0.103,44.44%
7131,"Kenny Lawson, Jr.",Creighton,2010,Sr,0.055,0.022,72.97%
23479,Jahenns Manigat,Creighton,2010,Fr,0.000,0.000,77.78%
23478,Doug McDermott,Creighton,2010,Fr,0.064,0.031,62.18%
7134,Wayne Runnels,Creighton,2010,Sr,0.025,0.016,75.68%
7126,Derek Sebastian,Creighton,2010,Jr,NA,0.000,NA
