GMID,Name,School,Year,Position,BS2P,PerRimABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,DunkedPutbacks,PerPBDunked,PutbacksOwn,PerS2APB,PerL2PAPB
17373,Stephon Carter,Cal State Bakersfield,2012,Guard,92.32%,55.41%,35.21%,32.89%,87.20%,0.00%,NR,85.37%,NR,NR
17389,Durann Neil,Longwood,2010,Guard,77.61%,16.23%,11.71%,47.34%,33.75%,0.00%,NR,0.00%,NR,NR
17389,Durann Neil,Longwood,2011,Guard,0.00%,NR,NR,NR,10.50%,0.00%,NR,0.00%,NR,NR
17390,E.J. Dawson,Longwood,2009,Guard,72.85%,10.83%,11.08%,64.09%,83.67%,0.00%,NR,0.00%,NR,NR
17391,Earl Gee II,Longwood,2009,Guard,0.00%,NR,NR,60.81%,14.05%,0.00%,NR,0.00%,NR,NR
17391,Earl Gee II,Longwood,2010,Guard,45.93%,3.83%,91.51%,NR,NR,0.00%,NR,0.00%,NR,NR
17392,Ian Persaud,Longwood,2009,Guard,15.66%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17395,Kevin Swecker,Longwood,2009,Guard,15.66%,64.37%,83.69%,41.33%,48.29%,0.00%,NR,72.99%,NR,NR
17396,Martiz Washington,Longwood,2009,Guard,27.12%,54.41%,91.51%,80.43%,28.58%,0.00%,NR,49.68%,NR,NR
17396,Martiz Washington,Longwood,2010,Guard,15.66%,67.14%,56.67%,20.35%,22.30%,0.00%,NR,49.68%,NR,NR
17396,Martiz Washington,Longwood,2011,Guard,45.93%,28.83%,17.24%,66.87%,17.29%,0.00%,NR,0.00%,NR,NR
17397,Stephen Shockley,Longwood,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17397,Stephen Shockley,Longwood,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17397,Stephen Shockley,Longwood,2011,Guard,15.66%,NR,NR,NR,5.07%,0.00%,NR,0.00%,NR,NR
17397,Stephen Shockley,Longwood,2012,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17420,Clee Sherrod II,North Carolina Central,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17423,Dwayne Sims,North Carolina Central,2009,Guard,0.00%,NR,NR,25.94%,66.05%,0.00%,NR,49.68%,NR,NR
17423,Dwayne Sims,North Carolina Central,2010,Guard,0.00%,NR,NR,NR,89.00%,0.00%,NR,49.68%,NR,NR
17424,Effrin Ellison,North Carolina Central,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17428,Michael Glasker,North Carolina Central,2009,Guard,61.46%,9.12%,54.14%,54.79%,85.17%,0.00%,NR,0.00%,NR,NR
17428,Michael Glasker,North Carolina Central,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17430,P.J. Taylor,North Carolina Central,2009,Guard,27.12%,16.07%,94.18%,NR,NR,0.00%,NR,0.00%,NR,NR
17430,P.J. Taylor,North Carolina Central,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17431,Raphael McDonald,North Carolina Central,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17432,Ryan Fleming,North Carolina Central,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17434,Vincent Davis,North Carolina Central,2009,Guard,54.29%,53.15%,58.60%,27.16%,32.31%,0.00%,NR,72.99%,NR,NR
17446,Andrew Anderson,Savannah State,2009,Guard,15.66%,59.22%,74.35%,85.38%,28.51%,0.00%,NR,0.00%,NR,NR
17449,Cedric Smith,Savannah State,2009,Guard,15.66%,61.35%,83.69%,54.31%,72.04%,0.00%,NR,0.00%,NR,NR
17449,Cedric Smith,Savannah State,2010,Guard,61.46%,50.75%,43.83%,68.37%,96.05%,0.00%,NR,0.00%,NR,NR
17449,Cedric Smith,Savannah State,2011,Guard,95.31%,18.04%,74.76%,81.14%,NR,78.83%,NR,49.68%,NR,NR
17449,Cedric Smith,Savannah State,2012,Guard,92.32%,24.79%,56.67%,66.87%,NR,0.00%,NR,72.99%,NR,NR
17450,Darius Baugh,Savannah State,2009,Guard,54.29%,3.75%,36.30%,86.89%,52.29%,0.00%,NR,72.99%,NR,NR
17451,Darnel Jones,Savannah State,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17451,Darnel Jones,Savannah State,2010,Guard,37.08%,8.18%,0.00%,NR,14.05%,0.00%,NR,0.00%,NR,NR
17455,Marius Chawa,Savannah State,2009,Guard,27.12%,45.30%,86.82%,94.23%,NR,0.00%,NR,0.00%,NR,NR
17457,Patrick Hardy,Savannah State,2009,Guard,27.12%,59.22%,78.69%,19.65%,77.94%,0.00%,NR,49.68%,NR,NR
17458,Preston Blackman,Savannah State,2009,Guard,15.66%,70.64%,86.82%,93.46%,33.72%,0.00%,NR,49.68%,NR,NR
17458,Preston Blackman,Savannah State,2010,Guard,37.08%,68.29%,9.38%,48.06%,82.39%,0.00%,NR,0.00%,NR,NR
17458,Preston Blackman,Savannah State,2011,Guard,61.46%,48.58%,74.35%,56.43%,87.58%,0.00%,NR,49.68%,NR,NR
17458,Preston Blackman,Savannah State,2012,Guard,67.51%,55.01%,38.55%,42.79%,72.06%,0.00%,NR,0.00%,NR,NR
17461,Tracy Rankins,Savannah State,2009,Guard,54.29%,46.51%,75.59%,54.62%,57.05%,0.00%,NR,72.99%,NR,NR
17527,Cervante Burrell,Seattle,2009,Guard,92.32%,31.31%,56.92%,59.40%,62.78%,0.00%,NR,72.99%,NR,NR
17527,Cervante Burrell,Seattle,2010,Guard,98.81%,11.10%,14.31%,64.78%,14.05%,0.00%,NR,49.68%,NR,NR
17527,Cervante Burrell,Seattle,2011,Guard,45.93%,53.34%,36.30%,27.16%,NR,0.00%,NR,0.00%,NR,NR
17528,Chris Gweth,Seattle,2009,Guard,85.31%,32.57%,46.41%,80.64%,55.60%,0.00%,NR,49.68%,NR,NR
17529,Drew Harris,Seattle,2009,Guard,27.12%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17531,Garrett Lever,Seattle,2009,Guard,45.93%,45.30%,37.29%,96.26%,96.05%,0.00%,NR,72.99%,NR,NR
17531,Garrett Lever,Seattle,2010,Guard,61.46%,29.48%,9.06%,93.46%,28.51%,0.00%,NR,0.00%,NR,NR
17534,Peter Harris,Seattle,2009,Guard,0.00%,NR,NR,NR,96.05%,0.00%,NR,0.00%,NR,NR
17536,Taylor Olson,Seattle,2009,Guard,15.66%,NR,NR,18.31%,98.31%,0.00%,NR,0.00%,NR,NR
17542,Brandon Hobbs,Winston-Salem State,2009,Guard,27.12%,48.21%,74.35%,NR,96.05%,0.00%,NR,49.68%,NR,NR
17545,Dominic Alston,Winston-Salem State,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17548,Lamar Monger,Winston-Salem State,2009,Guard,37.08%,59.22%,76.37%,43.80%,19.38%,0.00%,NR,49.68%,NR,NR
17549,Marcus Wells,Winston-Salem State,2009,Guard,72.85%,25.76%,80.32%,46.67%,72.04%,0.00%,NR,0.00%,NR,NR
17552,"Ricky Bolton, Jr.",Winston-Salem State,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17555,Tate Kennings,Winston-Salem State,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17581,Brian Fisher,Winston-Salem State,2009,Guard,81.89%,29.05%,31.99%,32.85%,74.23%,0.00%,NR,0.00%,NR,NR
17585,Derrek Tartt,Albany,2009,Guard,15.66%,59.22%,25.02%,99.78%,89.82%,0.00%,NR,0.00%,NR,NR
17585,Derrek Tartt,Albany,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17590,Logan Aronhalt,Albany,2009,Guard,27.12%,56.26%,74.35%,93.46%,83.80%,0.00%,NR,0.00%,NR,NR
17590,Logan Aronhalt,Albany,2010,Guard,81.89%,15.00%,58.60%,42.42%,72.41%,0.00%,NR,0.00%,NR,NR
17590,Logan Aronhalt,Albany,2011,Guard,45.93%,62.93%,45.03%,67.34%,79.80%,0.00%,NR,0.00%,NR,NR
17590,Logan Aronhalt,Maryland,2012,Guard,15.66%,56.26%,74.35%,83.10%,78.42%,0.00%,NR,0.00%,NR,NR
17591,Louis Barraza,Albany,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17592,Mike Johnson,Albany,2009,Guard,37.08%,44.19%,83.69%,77.84%,91.09%,0.00%,NR,0.00%,NR,NR
17593,Mike Black,Albany,2009,Guard,67.51%,31.31%,78.03%,69.70%,96.14%,0.00%,NR,0.00%,NR,NR
17593,Mike Black,Albany,2010,Guard,72.85%,46.75%,75.08%,86.66%,46.81%,0.00%,NR,0.00%,NR,NR
17593,Mike Black,Albany,2011,Guard,67.51%,65.64%,58.72%,87.81%,87.72%,0.00%,NR,72.99%,NR,NR
17593,Mike Black,Albany,2012,Guard,98.12%,28.83%,78.05%,47.17%,43.16%,0.00%,NR,85.37%,NR,NR
17596,Tim Ambrose,Albany,2009,Guard,67.51%,57.64%,45.03%,55.48%,72.29%,0.00%,NR,85.37%,NR,NR
17596,Tim Ambrose,Albany,2010,Guard,81.89%,56.77%,51.23%,59.92%,74.41%,0.00%,NR,97.09%,NR,NR
17639,Chretien Lukusa,Binghamton,2009,Guard,81.89%,32.45%,34.07%,63.59%,73.77%,0.00%,NR,91.24%,NR,NR
17639,Chretien Lukusa,Binghamton,2010,Guard,77.61%,29.92%,44.66%,58.50%,38.70%,0.00%,NR,49.68%,NR,NR
17640,Dylan Talley,Binghamton,2009,Guard,77.61%,37.89%,82.39%,60.81%,63.52%,0.00%,NR,97.09%,NR,NR
17640,Dylan Talley,Nebraska,2011,Guard,15.66%,64.37%,42.37%,16.71%,35.56%,0.00%,NR,49.68%,NR,NR
17640,Dylan Talley,Nebraska,2012,Guard,61.46%,60.37%,42.61%,32.29%,16.40%,0.00%,NR,91.24%,NR,NR
17642,Jimmy Gray,Binghamton,2009,Guard,15.66%,NR,NR,NR,53.20%,0.00%,NR,0.00%,NR,NR
17642,Jimmy Gray,Binghamton,2010,Guard,81.89%,9.12%,74.35%,54.31%,19.04%,0.00%,NR,0.00%,NR,NR
17642,Jimmy Gray,Binghamton,2011,Guard,54.29%,43.37%,37.87%,11.27%,44.21%,0.00%,NR,0.00%,NR,NR
17642,Jimmy Gray,Binghamton,2012,Guard,0.00%,100.00%,81.53%,47.02%,33.99%,0.00%,NR,0.00%,NR,NR
17645,Mike Horn,Binghamton,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17645,Mike Horn,Binghamton,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17645,Mike Horn,Binghamton,2012,Guard,37.08%,NR,NR,NR,35.36%,0.00%,NR,49.68%,NR,NR
17648,Preston Pena,Binghamton,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17648,Preston Pena,Binghamton,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17694,B.J. Bailey,Boston University,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17694,B.J. Bailey,Lehigh,2011,Guard,15.66%,62.93%,74.35%,NR,77.94%,0.00%,NR,0.00%,NR,NR
17694,B.J. Bailey,Lehigh,2012,Guard,37.08%,22.70%,93.97%,8.39%,76.57%,0.00%,NR,0.00%,NR,NR
17696,Carlos Strong,Boston University,2009,Guard,27.12%,71.33%,27.96%,54.31%,23.32%,78.83%,NR,0.00%,NR,NR
17697,Corey Lowe,Boston University,2009,Guard,92.32%,15.15%,4.90%,54.48%,36.20%,0.00%,NR,85.37%,NR,NR
17701,Matt Griffin,Boston University,2010,Guard,37.08%,NR,NR,75.24%,44.67%,0.00%,NR,0.00%,NR,NR
17701,Matt Griffin,Boston University,2011,Guard,0.00%,NR,NR,97.23%,62.78%,0.00%,NR,49.68%,NR,NR
17702,Michael Schulze,Boston University,2009,Guard,15.66%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17705,Tunde Agboola,Boston University,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17706,Tyler Morris,Boston University,2009,Guard,61.46%,36.76%,25.02%,32.85%,47.95%,0.00%,NR,72.99%,NR,NR
17738,Andres Torres,Hartford,2009,Guard,45.93%,46.29%,2.63%,80.43%,3.95%,0.00%,NR,0.00%,NR,NR
17738,Andres Torres,Hartford,2011,Guard,95.31%,23.26%,18.92%,29.10%,23.18%,0.00%,NR,0.00%,NR,NR
17741,Charles White,Hartford,2009,Guard,27.12%,69.77%,25.02%,37.52%,10.50%,0.00%,NR,0.00%,NR,NR
17741,Charles White,Hartford,2010,Guard,45.93%,NR,NR,NR,NR,0.00%,NR,49.68%,NR,NR
17741,Charles White,Hartford,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17742,Clayton Brothers,Hartford,2009,Guard,37.08%,42.80%,0.87%,8.39%,75.71%,0.00%,NR,0.00%,NR,NR
17742,Clayton Brothers,Hartford,2010,Guard,72.85%,16.07%,56.67%,20.81%,16.90%,0.00%,NR,49.68%,NR,NR
17742,Clayton Brothers,Hartford,2011,Guard,67.51%,24.40%,17.71%,38.06%,23.50%,0.00%,NR,0.00%,NR,NR
17745,Joe Zeglinski,Hartford,2009,Guard,45.93%,60.48%,13.69%,15.12%,51.88%,0.00%,NR,72.99%,NR,NR
17745,Joe Zeglinski,Hartford,2010,Guard,61.46%,51.26%,27.96%,26.70%,37.00%,0.00%,NR,85.37%,NR,NR
17752,Zack Zeglinski,Hartford,2009,Guard,15.66%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17792,Andrew Rogers,Maine,2009,Guard,37.08%,17.14%,42.37%,NR,43.83%,0.00%,NR,0.00%,NR,NR
17792,Andrew Rogers,Maine,2010,Guard,27.12%,42.80%,34.07%,60.81%,83.67%,0.00%,NR,0.00%,NR,NR
17792,Andrew Rogers,Maine,2011,Guard,27.12%,56.26%,91.51%,66.87%,12.05%,0.00%,NR,0.00%,NR,NR
17793,Gerald McLemore,Maine,2009,Guard,45.93%,30.25%,84.54%,74.83%,68.92%,0.00%,NR,49.68%,NR,NR
17793,Gerald McLemore,Maine,2010,Guard,37.08%,64.55%,61.24%,84.38%,49.27%,0.00%,NR,72.99%,NR,NR
17793,Gerald McLemore,Maine,2011,Guard,37.08%,68.84%,75.59%,70.90%,30.94%,0.00%,NR,49.68%,NR,NR
17794,Jerrell Boswell,Maine,2009,Guard,0.00%,NR,NR,NR,75.71%,0.00%,NR,0.00%,NR,NR
17795,Jon McAllian,Maine,2009,Guard,15.66%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17795,Jon McAllian,Maine,2010,Guard,15.66%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17795,Jon McAllian,Maine,2011,Guard,0.00%,NR,NR,NR,2.97%,0.00%,NR,0.00%,NR,NR
17795,Jon McAllian,Maine,2012,Guard,0.00%,NR,NR,NR,4.51%,0.00%,NR,0.00%,NR,NR
17796,Junior Bernal,Maine,2009,Guard,54.29%,68.68%,46.24%,55.71%,3.45%,0.00%,NR,91.24%,NR,NR
17797,Malachi Peay,Maine,2009,Guard,27.12%,50.21%,1.36%,96.50%,NR,0.00%,NR,0.00%,NR,NR
17797,Malachi Peay,Maine,2010,Guard,27.12%,61.97%,74.35%,25.94%,NR,0.00%,NR,49.68%,NR,NR
17803,Terrance Mitchell,Maine,2009,Guard,81.89%,8.41%,26.63%,66.87%,34.04%,0.00%,NR,49.68%,NR,NR
17803,Terrance Mitchell,Maine,2010,Guard,15.66%,69.42%,74.35%,77.54%,62.78%,0.00%,NR,49.68%,NR,NR
17840,Alvin Abreu,New Hampshire,2009,Guard,98.12%,9.44%,74.51%,40.13%,52.30%,0.00%,NR,85.37%,NR,NR
17840,Alvin Abreu,New Hampshire,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17840,Alvin Abreu,New Hampshire,2011,Guard,67.51%,57.98%,37.41%,16.92%,19.47%,0.00%,NR,85.37%,NR,NR
17842,Chandler Rhoads,New Hampshire,2009,Guard,27.12%,66.65%,37.29%,77.84%,14.05%,0.00%,NR,49.68%,NR,NR
17842,Chandler Rhoads,New Hampshire,2010,Guard,90.36%,29.31%,31.85%,54.31%,89.05%,0.00%,NR,0.00%,NR,NR
17842,Chandler Rhoads,New Hampshire,2011,Guard,90.36%,40.89%,52.03%,12.13%,42.42%,0.00%,NR,72.99%,NR,NR
17842,Chandler Rhoads,New Hampshire,2012,Guard,81.89%,50.78%,44.04%,59.29%,63.20%,0.00%,NR,85.37%,NR,NR
17849,Russell Graham,New Hampshire,2009,Guard,67.51%,10.04%,77.22%,37.52%,49.13%,0.00%,NR,0.00%,NR,NR
17850,Ryan Herrion,New Hampshire,2010,Guard,0.00%,NR,NR,NR,89.82%,0.00%,NR,0.00%,NR,NR
17850,Ryan Herrion,New Hampshire,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17851,Tyrone Conley,New Hampshire,2009,Guard,61.46%,56.45%,29.40%,67.17%,67.53%,0.00%,NR,0.00%,NR,NR
17851,Tyrone Conley,New Hampshire,2010,Guard,77.61%,46.80%,38.55%,58.23%,46.81%,0.00%,NR,49.68%,NR,NR
17858,Salah Abdo,Boston College,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17898,Bryan Dougher,Stony Brook,2009,Guard,67.51%,49.65%,61.24%,61.69%,32.43%,0.00%,NR,72.99%,NR,NR
17898,Bryan Dougher,Stony Brook,2010,Guard,61.46%,21.33%,42.37%,56.56%,44.21%,0.00%,NR,0.00%,NR,NR
17898,Bryan Dougher,Stony Brook,2011,Guard,54.29%,50.46%,89.09%,95.55%,83.17%,0.00%,NR,72.99%,NR,NR
17899,Chris Martin,Stony Brook,2009,Guard,85.31%,46.10%,57.53%,21.21%,79.63%,0.00%,NR,97.09%,NR,NR
17899,Chris Martin,Stony Brook,2010,Guard,77.61%,13.09%,81.73%,25.94%,NR,0.00%,NR,72.99%,NR,NR
17902,Eddie Castellanos,Stony Brook,2009,Guard,27.12%,54.41%,25.02%,83.10%,NR,0.00%,NR,0.00%,NR,NR
17904,Leonard Hayes,Stony Brook,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17904,Leonard Hayes,Stony Brook,2010,Guard,27.12%,36.23%,74.35%,54.31%,42.98%,0.00%,NR,49.68%,NR,NR
17904,Leonard Hayes,Stony Brook,2011,Guard,27.12%,24.14%,25.02%,75.84%,72.47%,0.00%,NR,0.00%,NR,NR
17904,Leonard Hayes,Stony Brook,2012,Guard,0.00%,NR,NR,NR,96.05%,0.00%,NR,0.00%,NR,NR
17905,Marcus Rouse,Stony Brook,2009,Guard,37.08%,NR,NR,75.84%,40.97%,0.00%,NR,0.00%,NR,NR
17905,Marcus Rouse,Stony Brook,2010,Guard,0.00%,NR,NR,40.35%,14.05%,0.00%,NR,49.68%,NR,NR
17905,Marcus Rouse,Stony Brook,2011,Guard,0.00%,NR,NR,61.08%,97.15%,0.00%,NR,0.00%,NR,NR
17905,Marcus Rouse,Stony Brook,2012,Guard,15.66%,59.22%,93.97%,27.16%,18.38%,0.00%,NR,49.68%,NR,NR
17907,Patrick Dame,Stony Brook,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17950,Bakari Smith,UMBC,2009,Guard,15.66%,NR,NR,66.87%,NR,0.00%,NR,0.00%,NR,NR
17950,Bakari Smith,UMBC,2010,Guard,54.29%,12.88%,27.70%,54.31%,NR,0.00%,NR,0.00%,NR,NR
17952,Chauncey Gilliam,UMBC,2009,Guard,97.00%,13.61%,9.55%,47.47%,5.36%,0.00%,NR,91.24%,NR,NR
17952,Chauncey Gilliam,Akron,2011,Guard,72.85%,48.21%,59.76%,11.27%,87.81%,0.00%,NR,49.68%,NR,NR
17952,Chauncey Gilliam,Akron,2012,Guard,45.93%,56.71%,88.52%,93.46%,63.67%,0.00%,NR,91.24%,NR,NR
17953,Chris De La Rosa,UMBC,2009,Guard,95.31%,33.00%,42.37%,12.31%,8.93%,0.00%,NR,49.68%,NR,NR
17953,Chris De La Rosa,UMBC,2010,Guard,97.00%,40.08%,62.17%,55.01%,20.93%,0.00%,NR,91.24%,NR,NR
17953,Chris De La Rosa,UMBC,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
17955,Jamar Wertz,UMBC,2010,Guard,54.29%,10.47%,25.02%,61.40%,85.63%,0.00%,NR,72.99%,NR,NR
17955,Jamar Wertz,UMBC,2011,Guard,54.29%,1.27%,88.04%,84.38%,62.78%,0.00%,NR,49.68%,NR,NR
17955,Jamar Wertz,UMBC,2012,Guard,0.00%,100.00%,86.82%,7.63%,35.36%,0.00%,NR,49.68%,NR,NR
17958,Nick Groce,UMBC,2009,Guard,45.93%,9.12%,74.35%,64.09%,40.97%,0.00%,NR,0.00%,NR,NR
17959,Shawn Grant,UMBC,2009,Guard,54.29%,12.88%,58.60%,7.95%,5.52%,0.00%,NR,49.68%,NR,NR
17998,Brendan Bald,Vermont,2009,Guard,67.51%,20.57%,29.24%,93.86%,52.29%,78.83%,NR,0.00%,NR,NR
17998,Brendan Bald,Vermont,2010,Guard,67.51%,53.38%,28.95%,75.07%,88.49%,0.00%,NR,49.68%,NR,NR
17998,Brendan Bald,Vermont,2011,Guard,72.85%,39.66%,42.78%,31.15%,79.64%,0.00%,NR,0.00%,NR,NR
18002,Joey Accaoui,Vermont,2009,Guard,72.85%,10.83%,18.07%,61.08%,49.66%,0.00%,NR,0.00%,NR,NR
18002,Joey Accaoui,Vermont,2010,Guard,45.93%,57.54%,92.66%,81.68%,82.39%,0.00%,NR,0.00%,NR,NR
18004,Nick Vier,Vermont,2009,Guard,72.85%,21.92%,62.93%,96.30%,84.61%,0.00%,NR,0.00%,NR,NR
18006,Simeon Marsalis,Vermont,2009,Guard,37.08%,17.14%,15.27%,19.65%,97.15%,0.00%,NR,0.00%,NR,NR
18006,Simeon Marsalis,Vermont,2010,Guard,37.08%,7.13%,81.53%,95.54%,76.94%,0.00%,NR,0.00%,NR,NR
18035,Alshwan Hymes,Canisius,2009,Guard,15.66%,NR,NR,80.43%,51.81%,0.00%,NR,0.00%,NR,NR
18035,Alshwan Hymes,Canisius,2010,Guard,67.51%,8.51%,74.35%,94.06%,66.63%,0.00%,NR,0.00%,NR,NR
18035,Alshwan Hymes,Canisius,2011,Guard,54.29%,59.22%,14.31%,57.64%,64.33%,0.00%,NR,85.37%,NR,NR
18035,Alshwan Hymes,Canisius,2012,Guard,37.08%,28.83%,34.07%,74.54%,75.82%,0.00%,NR,49.68%,NR,NR
18036,Bob Bevilacqua,Canisius,2009,Guard,27.12%,NR,NR,NR,28.51%,0.00%,NR,0.00%,NR,NR
18039,Frank Turner,Canisius,2009,Guard,99.93%,20.99%,58.72%,76.50%,85.10%,0.00%,NR,72.99%,NR,NR
18042,Julius Coles,Canisius,2009,Guard,85.31%,43.26%,43.39%,81.94%,54.68%,0.00%,NR,94.99%,NR,NR
18042,Julius Coles,Canisius,2010,Guard,92.32%,31.31%,50.35%,61.12%,66.14%,0.00%,NR,85.37%,NR,NR
18043,Reggie Groves,Canisius,2009,Guard,0.00%,NR,NR,NR,82.39%,0.00%,NR,0.00%,NR,NR
18043,Reggie Groves,Canisius,2010,Guard,37.08%,12.88%,2.47%,77.54%,62.78%,0.00%,NR,0.00%,NR,NR
18043,Reggie Groves,Canisius,2011,Guard,72.85%,7.76%,94.23%,28.07%,28.51%,0.00%,NR,72.99%,NR,NR
18043,Reggie Groves,Canisius,2012,Guard,85.31%,1.22%,13.35%,81.14%,62.78%,0.00%,NR,0.00%,NR,NR
18043,Reggie Groves,North Carolina Central,2013,Guard,37.08%,12.88%,94.32%,60.81%,79.90%,0.00%,NR,49.68%,NR,NR
18046,Robert Goldsberry,Canisius,2009,Guard,15.66%,52.71%,25.02%,NR,37.73%,0.00%,NR,0.00%,NR,NR
18046,Robert Goldsberry,Canisius,2010,Guard,27.12%,48.21%,16.38%,5.13%,4.56%,0.00%,NR,0.00%,NR,NR
18089,Colin Nickerson,Fairfield,2009,Guard,81.89%,17.22%,31.46%,70.79%,36.99%,0.00%,NR,0.00%,NR,NR
18089,Colin Nickerson,Fairfield,2010,Guard,88.15%,16.07%,88.04%,97.66%,89.86%,0.00%,NR,0.00%,NR,NR
18089,Colin Nickerson,Fairfield,2011,Guard,72.85%,30.25%,88.52%,NR,87.20%,78.83%,NR,0.00%,NR,NR
18089,Colin Nickerson,Fairfield,2012,Guard,98.12%,18.26%,9.39%,83.61%,4.04%,0.00%,NR,49.68%,NR,NR
18090,Derek Needham,Fairfield,2009,Guard,85.31%,57.76%,86.88%,83.62%,30.36%,0.00%,NR,85.37%,NR,NR
18090,Derek Needham,Fairfield,2010,Guard,88.15%,30.81%,79.06%,54.31%,74.30%,0.00%,NR,0.00%,NR,NR
18090,Derek Needham,Fairfield,2011,Guard,72.85%,14.73%,15.27%,85.58%,90.04%,0.00%,NR,0.00%,NR,NR
18090,Derek Needham,Fairfield,2012,Guard,85.31%,40.78%,42.37%,56.12%,52.50%,0.00%,NR,0.00%,NR,NR
18091,Gary Martin,Fairfield,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
18091,Gary Martin,Fairfield,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
18091,Gary Martin,Fairfield,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
18093,Jamal Turner,Fairfield,2009,Guard,54.29%,8.41%,82.09%,NR,NR,0.00%,NR,0.00%,NR,NR
18094,Jimmy O'Sullivan,Fairfield,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
18095,Lyndon Jordan,Fairfield,2009,Guard,15.66%,70.64%,91.51%,19.65%,56.36%,0.00%,NR,49.68%,NR,NR
18095,Lyndon Jordan,Fairfield,2010,Guard,15.66%,59.22%,42.37%,54.31%,51.07%,0.00%,NR,0.00%,NR,NR
18098,Sean Crawford,Fairfield,2009,Guard,67.51%,7.84%,47.12%,74.54%,74.16%,0.00%,NR,0.00%,NR,NR
18098,Sean Crawford,Fairfield,2011,Guard,27.12%,24.14%,54.14%,83.10%,83.84%,0.00%,NR,0.00%,NR,NR
18100,Warren Edney,Fairfield,2010,Guard,61.46%,37.89%,34.07%,38.06%,66.61%,78.83%,NR,49.68%,NR,NR
18102,Brandon Davis,UNC Greensboro,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
18102,Brandon Davis,UNC Greensboro,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
18139,Jermel Jenkins,Iona,2009,Guard,61.46%,26.22%,76.37%,86.35%,46.67%,0.00%,NR,49.68%,NR,NR
18139,Jermel Jenkins,Iona,2010,Guard,77.61%,13.61%,50.86%,58.50%,69.88%,0.00%,NR,0.00%,NR,NR
18139,Jermel Jenkins,Iona,2011,Guard,37.08%,20.57%,56.67%,80.43%,66.23%,0.00%,NR,0.00%,NR,NR
18143,Milan Prodanovic,Iona,2009,Guard,15.66%,NR,NR,18.31%,33.02%,0.00%,NR,0.00%,NR,NR
