GMID,Name,School,Year,Grade,S2PA,S2PM,S2PMAss,DunkA,DunkM,L2PA,L2PM,L2PMAss,A3P,M3P,Ass3PM,FTA,FTM
22540,Branden Frazier,Fordham,2010,Fr,5,5,0,0,0,16,5,0,37,13,12,20,14
23875,Brian Freeman,Fordham,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
10438,Chris Gaston,Fordham,2010,So,41,24,13,1,1,71,24,9,0,0,0,53,33
22541,Bernard Gifford,Fordham,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
10443,Khiry Gordon,Fordham,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
22542,Matt Grayhack,Fordham,2010,Fr,0,0,0,0,0,1,0,0,0,0,0,0,0
6606,Jacob Green,Fordham,2010,Sr,4,2,2,0,0,4,0,0,0,0,0,2,1
10449,Ryan Hage,Fordham,2010,Jr,1,0,0,0,0,0,0,0,0,0,0,0,0
10995,Rayner Moquete,Fordham,2010,So,1,0,0,0,0,4,2,0,4,2,1,2,2
23876,Khalid Robinson,Fordham,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
24043,Lamount Samuell,Fordham,2010,Fr,10,3,0,0,0,4,0,0,12,4,3,9,6
23361,Bracken Funk,Fresno State,2010,Fr,11,7,4,0,0,8,1,1,12,2,2,7,4
8810,Nedeljko Golubovic,Fresno State,2010,Sr,9,5,3,0,0,12,3,0,17,3,3,13,7
8804,Garrett Johnson,Fresno State,2010,So,7,4,2,0,0,5,1,0,21,2,2,9,7
23365,Tyler Johnson,Fresno State,2010,Fr,4,1,0,1,1,8,4,1,3,0,0,4,2
23363,Kevin Olekaibe,Fresno State,2010,Fr,9,3,0,0,0,4,0,0,29,9,8,7,6
7972,Bennie Rhodes,Fresno State,2010,Jr,2,2,2,0,0,3,2,1,4,0,0,3,2
23362,John Ryan,Fresno State,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
8811,Steven Shepp,Fresno State,2010,Jr,2,0,0,0,0,3,0,0,14,4,4,1,0
8805,Greg Smith,Fresno State,2010,So,24,15,11,3,2,20,5,2,0,0,0,38,19
23364,Tim Steed,Fresno State,2010,Jr,15,9,5,1,1,14,5,2,13,8,7,14,7
8807,Jonathan Wills,Fresno State,2010,Jr,6,4,0,0,0,5,1,1,7,1,1,9,7
21279,Bobby Austin,Furman,2010,So,1,0,0,0,0,0,0,0,0,0,0,0,0
21281,Bryson Barnes,Furman,2010,Jr,1,1,0,0,0,0,0,0,1,0,0,0,0
22920,Richard Brown,Furman,2010,Fr,0,0,0,0,0,2,0,0,3,1,1,4,3
21287,Garrett Copeland,Furman,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
21289,Justin Dehm,Furman,2010,Sr,3,0,0,0,0,3,1,0,14,8,7,2,2
21290,Neil Duval,Furman,2010,Jr,3,2,0,0,0,0,0,0,0,0,0,3,1
21286,Darryl Evans,Furman,2010,Sr,10,5,1,0,0,9,3,1,8,4,4,12,9
21288,Jordan Miller,Furman,2010,Sr,4,1,1,0,0,13,7,1,13,6,5,5,3
21282,Charlie Reddick,Furman,2010,Fr,0,0,0,0,0,4,1,1,3,0,0,4,3
21285,Colin Reddick,Furman,2010,So,8,4,2,1,1,21,5,3,0,0,0,10,7
22921,Graham Rogers,Furman,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
6428,Amu Saaka,Furman,2010,Sr,14,11,4,1,1,18,7,4,14,4,4,21,19
21280,Brandon Sebirumbi,Furman,2010,Jr,16,15,5,1,1,15,7,2,0,0,0,20,14
21291,Noah States,Furman,2010,Sr,8,6,2,0,0,12,8,6,9,4,4,6,4
21284,Chris Toler,Furman,2010,Jr,5,2,1,0,0,8,2,1,0,0,0,2,1
21329,Cameron Baskerville,Georgia Southern,2010,So,2,2,1,1,1,9,2,2,2,0,0,5,4
22924,Marvin Baynham,Georgia Southern,2010,Fr,7,3,2,1,0,6,1,0,0,0,0,1,0
22925,Tre Bussey,Georgia Southern,2010,Fr,0,0,0,0,0,11,4,1,10,5,5,2,2
21327,Ben Drayton III,Georgia Southern,2010,Jr,13,8,1,0,0,25,12,3,10,3,3,10,9
22923,Eric Ferguson,Georgia Southern,2010,Fr,16,10,5,4,4,17,4,1,6,1,0,18,15
9414,Jelani Hewitt,Georgia Southern,2010,Fr,6,3,1,0,0,14,4,0,23,5,4,9,5
22926,Zuri James,Georgia Southern,2010,Fr,2,0,0,0,0,4,2,1,6,3,2,2,2
22929,Sam Mike,Georgia Southern,2010,Fr,0,0,0,0,0,1,0,0,0,0,0,0,0
14637,Rory Spencer,Georgia Southern,2010,Jr,20,9,3,1,0,34,14,11,0,0,0,26,17
22928,Justin Taylor,Georgia Southern,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
22927,Austin Younker,Georgia Southern,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
16021,David Brown (2),Gardner-Webb,2010,Jr,0,0,0,0,0,4,1,0,14,5,2,0,0
22738,Laron Buggs,Gardner-Webb,2010,Jr,4,2,1,0,0,17,5,0,16,5,2,15,10
16019,Bryan Burrell,Gardner-Webb,2010,Sr,0,0,0,0,0,1,0,0,0,0,0,0,0
22739,Santoine Butler,Gardner-Webb,2010,Fr,5,2,0,0,0,7,3,3,0,0,0,0,0
22740,Michael Byron,Gardner-Webb,2010,Fr,5,5,3,0,0,4,2,1,0,0,0,4,1
22737,Luke Davis,Gardner-Webb,2010,Fr,2,1,0,0,0,4,2,0,11,4,2,5,3
16025,Luke Engelken,Gardner-Webb,2010,Sr,0,0,0,0,0,2,0,0,12,1,1,0,0
16023,Joshua Henley,Gardner-Webb,2010,Jr,8,2,1,0,0,8,4,2,0,0,0,0,0
16027,Stefon Johnson,Gardner-Webb,2010,So,9,5,2,1,1,23,7,4,0,0,0,12,7
16024,Keith Manley,Gardner-Webb,2010,So,2,1,0,0,0,3,0,0,0,0,0,2,1
16018,Brian McNair,Gardner-Webb,2010,So,0,0,0,0,0,12,5,0,14,5,4,0,0
24044,Jamal Mitchell,Gardner-Webb,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
16022,Jonathan Moore,Gardner-Webb,2010,Sr,8,4,0,0,0,5,1,0,17,10,9,7,5
22736,Jay Royster,Gardner-Webb,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
23665,Bryon Allen,George Mason,2010,Fr,2,1,0,0,0,4,0,0,4,0,0,0,0
23666,Jonathan Arledge,George Mason,2010,Fr,9,5,4,2,2,3,1,1,1,1,1,4,2
23667,Thomas Armistead,George Mason,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
18588,Paris Bennett,George Mason,2010,RS-So,10,3,2,0,0,2,1,1,0,0,0,2,1
18579,Andre Cornelius,George Mason,2010,Jr,5,0,0,0,0,21,10,5,45,16,13,4,3
18586,Luke Hancock,George Mason,2010,So,24,18,4,1,1,25,6,1,16,2,2,36,28
18580,Cam Long,George Mason,2010,Sr,35,19,11,0,0,31,9,1,40,16,15,26,18
18587,Mike Morrison,George Mason,2010,Jr,25,21,15,14,14,23,6,1,0,0,0,19,5
18590,Ryan Pearson,George Mason,2010,Jr,50,30,16,1,1,43,13,2,12,4,3,52,37
18581,Isaiah Tate,George Mason,2010,Sr,22,14,4,1,1,11,0,0,13,1,1,7,4
23668,Vertrail Vaughns,George Mason,2010,Fr,4,1,0,0,0,4,1,0,18,13,10,0,0
18589,Rashad Whack,George Mason,2010,So,0,0,0,0,0,0,0,0,2,1,1,0,0
18583,Johnny Williams,George Mason,2010,So,7,4,3,0,0,13,5,4,1,0,0,2,1
10488,Bryan Bynes,George Washington,2010,So,4,3,1,0,0,17,3,0,23,6,5,10,9
10495,Jabari Edwards,George Washington,2010,Jr,13,9,3,6,5,4,1,0,0,0,0,0,0
22551,Chris Fitzgerald,George Washington,2010,Fr,0,0,0,0,0,1,0,0,1,0,0,0,0
22552,Roy Ghantous,George Washington,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
22553,Dan Guest,George Washington,2010,Fr,4,1,0,0,0,7,2,0,0,0,0,2,2
10500,Tim Johnson,George Washington,2010,So,1,0,0,0,0,2,1,1,5,1,1,4,3
10497,Joseph Katuka,George Washington,2010,Sr,18,13,6,2,1,56,21,14,0,0,0,25,13
22554,Nemanja Mikic,George Washington,2010,Fr,1,0,0,0,0,10,1,0,33,14,10,2,1
10490,David Pellom,George Washington,2010,So,19,17,13,12,12,10,2,2,3,0,0,7,4
10492,Dwayne Smith,George Washington,2010,So,20,10,1,2,2,33,12,3,16,3,3,12,8
10501,Tony Taylor,George Washington,2010,Jr,19,6,1,0,0,47,23,4,43,17,7,29,22
10487,Aaron Ware,George Washington,2010,Jr,12,5,1,0,0,27,16,8,4,2,2,17,13
10491,Daymon Warren,George Washington,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
22402,Moses Abraham,Georgetown,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,2,0
6089,Jerrelle Benimon,Georgetown,2010,So,11,8,5,0,0,2,0,0,5,0,0,5,2
22400,Aaron Bowen,Georgetown,2010,RS-Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
22401,John Caprio,Georgetown,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
12803,Jason Clark,Georgetown,2010,Jr,38,29,14,0,0,35,16,3,83,31,30,34,26
6091,Ryan Dougherty,Georgetown,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,Austin Freeman,Georgetown,2010,Sr,72,49,16,1,0,82,28,7,103,34,33,61,50
9294,Nate Lubick,Georgetown,2010,Fr,35,19,11,4,3,5,2,1,13,3,3,26,17
6093,Vee Sanford,Georgetown,2010,So,2,2,1,0,0,12,5,0,8,5,4,2,2
2371,Henry Sims,Georgetown,2010,Jr,19,16,7,3,2,28,11,7,1,0,0,19,11
9372,Markel Starks,Georgetown,2010,Fr,6,3,1,0,0,4,0,0,22,7,5,2,2
6088,Hollis Thompson,Georgetown,2010,So,24,14,9,2,2,29,16,6,52,21,19,17,10
4373,Julian Vaughn,Georgetown,2010,Sr,70,41,17,7,7,50,17,7,3,0,0,45,28
2157,Chris Wright,Georgetown,2010,Sr,50,31,14,0,0,33,7,2,77,27,22,34,22
18625,Jihad Ali,Georgia State,2010,Jr,4,2,1,0,0,14,4,2,15,5,4,3,1
18621,Daniel Brown,Georgia State,2010,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
23669,Eric Buckner,Georgia State,2010,Jr,22,16,12,8,8,8,3,1,0,0,0,23,15
6430,Dante Curry,Georgia State,2010,Sr,1,0,0,0,0,1,0,0,22,7,7,3,2
23670,Harold Doby,Georgia State,2010,Fr,3,0,0,0,0,3,0,0,0,0,0,3,2
18623,James Fields,Georgia State,2010,Jr,12,2,1,0,0,12,4,0,3,1,1,10,8
4425,Marques Johnson,Georgia State,2010,Sr,3,1,0,0,0,9,5,0,1,0,0,2,2
23671,Javonte Maynor,Georgia State,2010,Fr,0,0,0,0,0,1,0,0,14,6,6,0,0
4438,Brandon McGee,Georgia State,2010,Jr,13,10,5,1,1,13,6,3,11,6,6,6,5
23672,Josh Micheaux,Georgia State,2010,Jr,22,10,2,0,0,6,3,1,4,1,1,8,6
23673,Rashaad Richardson,Georgia State,2010,Fr,0,0,0,0,0,4,0,0,1,0,0,0,0
23674,Jamar Taylor,Georgia State,2010,Jr,2,0,0,0,0,1,1,1,0,0,0,2,2
18624,James Vincent,Georgia State,2010,So,6,5,2,0,0,1,0,0,0,0,0,6,3
23675,Devonta White,Georgia State,2010,Fr,1,0,0,0,0,1,0,0,3,1,1,0,0
3735,Derek Craig,Georgia Tech,2010,Jr,1,1,0,0,0,0,0,0,1,0,0,0,0
3738,Nick Foreman,Georgia Tech,2010,Jr,3,1,0,0,0,0,0,0,2,1,1,2,1
23531,Nate Hicks,Georgia Tech,2010,Fr,18,11,4,2,2,5,0,0,0,0,0,10,4
3742,Kammeon Holsey,Georgia Tech,2010,Fr,31,18,11,2,2,22,8,4,0,0,0,17,8
3744,Daniel Miller,Georgia Tech,2010,Fr,50,31,24,14,13,26,6,5,0,0,0,18,6
3618,Maurice Miller,Georgia Tech,2010,Sr,18,10,4,0,0,25,8,0,31,13,11,22,17
23530,McPherson Moore,Georgia Tech,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
9365,Jason Morris,Georgia Tech,2010,Fr,12,8,4,3,3,37,13,7,37,15,14,12,9
3743,Brian Oliver,Georgia Tech,2010,So,12,8,2,0,0,56,20,12,62,20,19,10,10
3745,Glen Rice,Georgia Tech,2010,So,48,22,8,9,6,69,24,7,76,24,13,39,26
2183,Iman Shumpert,Georgia Tech,2010,Jr,47,28,6,9,6,97,33,9,83,24,16,78,63
23529,Kyle Speller,Georgia Tech,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,Lance Storrs,Georgia Tech,2010,Sr,7,2,0,0,0,15,3,2,31,10,10,2,2
2378,Mfon Udofia,Georgia Tech,2010,So,25,13,6,0,0,38,10,1,29,7,6,33,17
5654,Chris Barnes,Georgia,2010,Sr,37,16,11,8,7,9,0,0,0,0,0,27,11
23342,Sherrard Brantley,Georgia,2010,So,2,0,0,0,0,6,2,0,41,18,18,6,4
5660,Matt Bucklin,Georgia,2010,Jr,1,0,0,0,0,0,0,0,0,0,0,0,0
5662,Travis Leslie,Georgia,2010,Jr,85,54,27,19,18,90,29,10,20,5,3,75,59
7675,Connor Nolte,Georgia,2010,Jr,8,4,4,1,1,5,2,1,3,0,0,3,2
4812,Jeremy Price,Georgia,2010,Sr,70,41,21,12,11,54,15,10,0,0,0,60,45
5659,Gerald Robinson,Georgia,2010,Jr,58,34,8,2,2,49,7,1,67,24,19,40,32
2363,Trey Thompkins,Georgia,2010,Jr,64,47,33,11,11,121,42,30,34,10,7,65,45
9306,Marcus Thornton,Georgia,2010,Fr,14,8,2,2,2,10,2,1,5,2,1,8,3
5657,Dustin Ware,Georgia,2010,Jr,7,2,2,0,0,14,6,3,76,37,30,14,13
23341,Donte Williams,Georgia,2010,Fr,3,0,0,1,0,8,1,1,0,0,0,4,2
5664,Vincent Williams,Georgia,2010,So,1,1,0,0,0,4,1,0,2,1,1,2,0
8331,Mangisto Arop,Gonzaga,2010,So,15,12,4,0,0,8,2,1,10,4,4,8,6
23410,Marquise Carter,Gonzaga,2010,Jr,3,0,0,0,0,13,2,1,17,7,6,12,9
8334,Sam Dower,Gonzaga,2010,RS-So,11,6,5,0,0,24,11,7,2,1,1,11,11
8326,Demetri Goodson,Gonzaga,2010,Jr,11,4,2,0,0,22,6,2,10,2,1,11,9
8335,Steven Gray,Gonzaga,2010,Sr,17,14,5,1,1,52,17,3,58,19,14,28,20
8327,Elias Harris,Gonzaga,2010,So,41,30,14,11,10,56,16,7,13,4,4,39,33
8332,Mike Hart,Gonzaga,2010,So,2,1,0,0,0,0,0,0,0,0,0,0,0
23412,Mathis Keita,Gonzaga,2010,Fr,3,3,1,0,0,1,0,0,4,1,1,0,0
23411,Mathis Moenninghoff,Gonzaga,2010,Fr,4,1,1,0,0,1,0,0,13,6,6,3,1
8330,Kelly Olynyk,Gonzaga,2010,So,12,7,3,1,1,19,8,3,9,5,3,17,10
8333,Robert Sacre,Gonzaga,2010,Jr,42,27,20,8,8,70,25,18,1,0,0,57,46
8325,David Stockton,Gonzaga,2010,Fr,4,3,1,0,0,5,1,0,11,2,1,4,3
23150,Chris Britt-Black,Grambling State,2010,Jr,5,3,2,0,0,4,1,1,0,0,0,0,0
20063,Raschard Boatner,Grambling State,2010,So,0,0,0,0,0,3,1,1,10,2,2,0,0
23154,Steven Danridge,Grambling State,2010,Fr,0,0,0,0,0,2,0,0,0,0,0,0,0
14932,Lance Feurtado,Grambling State,2010,Sr,1,1,0,0,0,3,0,0,8,0,0,2,2
14938,Rydell Harris,Grambling State,2010,So,1,0,0,0,0,2,0,0,0,0,0,0,0
7415,Derron Hobbs,Grambling State,2010,Jr,1,0,0,0,0,4,1,0,5,1,1,0,0
23155,YonDarius Johnson,Grambling State,2010,Fr,0,0,0,0,0,1,1,0,7,2,1,0,0
23156,Zane Knowles,Grambling State,2010,Fr,0,0,0,0,0,1,0,0,1,0,0,0,0
23152,Justin Patton,Grambling State,2010,Jr,2,2,1,0,0,13,4,1,16,4,3,6,1
14923,Donald Qualls,Grambling State,2010,Sr,1,0,0,0,0,4,1,1,8,3,2,3,2
23153,P.J. Roberson,Grambling State,2010,So,0,0,0,0,0,17,5,3,0,0,0,2,0
14937,Rupert Rose,Grambling State,2010,So,1,1,1,0,0,5,0,0,5,2,2,2,1
23149,Brandon Wilson,Grambling State,2010,So,0,0,0,0,0,5,3,2,3,1,0,3,2
23739,Steve Baker,Green Bay,2010,Jr,10,9,3,0,0,26,8,2,15,7,6,7,5
23740,Alec Brown,Green Bay,2010,Fr,19,16,10,0,0,28,13,7,0,0,0,24,16
23741,Kam Cerroni,Green Bay,2010,Fr,1,0,0,0,0,1,0,0,11,1,1,0,0
15539,Seth Evans,Green Bay,2010,So,0,0,0,0,0,5,2,0,11,4,4,0,0
15535,Rahmon Fletcher,Green Bay,2010,Sr,6,2,0,0,0,28,16,1,24,9,6,14,10
15528,Clayton Heuer,Green Bay,2010,Fr,3,2,1,0,0,3,1,1,5,1,1,0,0
15532,Greg LeSage,Green Bay,2010,Sr,8,5,3,2,2,6,1,1,0,0,0,2,2
15526,Bryquis Perine,Green Bay,2010,Sr,12,7,0,0,0,28,10,1,13,3,2,20,13
15530,Derek Semenas,Green Bay,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
15541,Troy Snyder,Green Bay,2010,So,4,3,2,1,1,6,2,1,4,1,1,5,4
23742,Daniel Turner,Green Bay,2010,Fr,12,11,6,1,1,15,3,1,7,1,1,10,4
23743,Eric Valentin,Green Bay,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
49838,Jarvis Williams,Green Bay,2010,So,12,7,2,0,0,18,6,3,0,0,0,17,10
23581,Danny Agbelese,Hampton,2010,Jr,4,2,0,1,1,2,0,0,0,0,0,2,1
23585,Wesley Dunning,Hampton,2010,So,1,0,0,0,0,0,0,0,1,0,0,4,2
19278,Charles Funches,Hampton,2010,Sr,7,5,0,0,0,13,3,1,4,2,2,1,1
19286,Milade Lola-Charles,Hampton,2010,Jr,3,3,1,1,1,1,0,0,0,0,0,1,1
23584,Travis McClenny,Hampton,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
19284,Kwame Morgan II,Hampton,2010,Jr,4,1,1,0,0,1,0,0,7,0,0,0,0
19280,Darrion Pellum,Hampton,2010,Jr,4,0,0,0,0,10,4,1,12,2,2,4,1
19283,Koron Reed,Hampton,2010,So,3,2,1,1,1,0,0,0,0,0,0,4,2
19276,Bakari Taylor,Hampton,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
19279,Christopher Tolson,Hampton,2010,Jr,0,0,0,0,0,3,1,0,2,1,1,0,0
19285,Mike Tuitt,Hampton,2010,Jr,3,1,0,0,0,4,2,0,1,0,0,1,0
19277,Brandon Tunnell,Hampton,2010,Sr,4,1,0,0,0,3,1,0,1,0,0,0,0
17751,Ryan Baker,Hartford,2010,So,0,0,0,0,0,1,1,1,2,1,1,0,0
17742,Clayton Brothers,Hartford,2010,Jr,2,1,0,0,0,3,2,1,1,0,0,0,0
17748,Milton Burton,Hartford,2010,Sr,3,0,0,0,0,6,2,0,13,2,2,2,2
17750,Ross Erickson,Hartford,2010,So,0,0,0,0,0,2,1,0,0,0,0,0,0
17747,Kevin Estes,Hartford,2010,Sr,1,1,0,0,0,0,0,0,0,0,0,0,0
22644,Oren Faulk,Hartford,2010,Fr,0,0,0,0,0,1,0,0,0,0,0,0,0
22642,Mustafaa Jones,Hartford,2010,Fr,0,0,0,0,0,2,0,0,3,1,0,0,0
17744,Genesis Maciel,Hartford,2010,Jr,2,0,0,0,0,7,1,0,6,3,3,0,0
17739,Anthony Minor,Hartford,2010,Sr,6,3,1,0,0,0,0,0,0,0,0,2,0
22643,Joe Nardi,Hartford,2010,Fr,0,0,0,0,0,0,0,0,1,0,0,0,0
22641,Ben O'Neill,Hartford,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
17749,Morgan Sabia,Hartford,2010,Sr,3,1,1,0,0,3,1,0,10,1,1,0,0
17741,Charles White,Hartford,2010,So,2,0,0,0,0,1,0,0,0,0,0,0,0
17745,Joe Zeglinski,Hartford,2010,Sr,2,1,0,0,0,4,0,0,14,4,4,0,0
23840,Matt Brown,Harvard,2010,Fr,0,0,0,0,0,0,0,0,1,0,0,0,0
12551,Kyle Casey,Harvard,2010,So,18,11,6,8,6,21,4,3,8,0,0,14,11
12543,Brandyn Curry,Harvard,2010,So,8,2,0,0,0,14,8,0,22,9,5,15,13
12549,Jeff Georgatos,Harvard,2010,So,1,1,1,0,0,5,0,0,1,1,1,0,0
12546,Dee Giger,Harvard,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
23841,Tom Hamel,Harvard,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
12553,Oliver McNally,Harvard,2010,Jr,6,2,1,0,0,1,1,0,12,5,5,11,11
23843,Ugo Okam,Harvard,2010,Fr,0,0,0,0,0,1,0,0,0,0,0,0,0
23844,Laurent Rivard,Harvard,2010,Fr,8,4,2,0,0,6,4,0,40,14,13,18,15
23845,Ernest Rouse,Harvard,2010,Fr,0,0,0,0,0,1,0,0,1,0,0,2,1
12542,Andrew Van Nest,Harvard,2010,So,1,1,1,1,1,3,0,0,4,0,0,2,2
12544,Christian Webster,Harvard,2010,So,4,2,1,0,0,10,6,4,32,13,12,20,19
12550,Keith Wright,Harvard,2010,Jr,47,26,16,4,3,29,14,7,0,0,0,21,14
8855,Bill Amis,Hawaii,2010,Sr,2,2,2,2,2,29,9,3,0,0,0,8,7
23367,Bo Barnes,Hawaii,2010,Fr,1,0,0,0,0,8,2,1,33,11,11,4,1
7416,Dominick Brumfield,Hawaii,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
23369,Jordan Coleman,Hawaii,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
23372,Vander Joaquim,Hawaii,2010,So,14,10,3,1,1,56,24,8,1,0,0,23,15
6656,Zane Johnson,Hawaii,2010,Jr,3,1,0,0,0,31,15,4,39,18,16,32,27
8857,Douglas Kurtz,Hawaii,2010,Sr,2,2,2,1,1,6,1,0,0,0,0,1,1
23368,Bobby Miles,Hawaii,2010,Fr,0,0,0,0,0,4,2,0,1,0,0,3,2
24042,Miah Ostrowski,Hawaii,2010,Jr,0,0,0,0,0,11,7,0,6,0,0,4,1
23366,Anthony Salter,Hawaii,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
23370,Joston Thomas,Hawaii,2010,So,7,4,3,2,2,32,13,7,11,2,2,23,11
8858,Hiram Thompson,Hawaii,2010,Sr,5,3,0,0,0,15,7,0,16,3,2,18,17
23371,Trevor Wiseman,Hawaii,2010,Fr,6,4,2,0,0,19,8,1,0,0,0,20,13
16081,Nick Barbour,High Point,2010,Jr,10,4,0,0,0,12,5,1,17,4,1,6,5
16076,Earnest Bridges,High Point,2010,Sr,3,3,1,0,0,6,1,0,0,0,0,0,0
16080,Moses Burgess,High Point,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
16075,David Campbell,High Point,2010,Sr,0,0,0,0,0,2,0,0,1,1,1,0,0
22755,Justin Cheek,High Point,2010,Fr,0,0,0,0,0,4,0,0,6,2,1,4,3
16082,Tehran Cox,High Point,2010,Sr,1,0,0,0,0,7,0,0,5,2,2,2,1
22760,Travis Elliott,High Point,2010,Fr,5,2,2,1,1,5,0,0,0,0,0,1,0
16071,Adam Hall,High Point,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
16072,Corey Law,High Point,2010,So,13,5,3,1,1,6,0,0,0,0,0,16,11
22754,Xavier Martin,High Point,2010,Fr,1,0,0,0,0,2,0,0,3,2,1,2,2
22758,Georges Massoda,High Point,2010,Fr,2,1,0,0,0,1,1,0,0,0,0,0,0
22759,Du'Vaughn Maxwell,High Point,2010,Fr,7,3,0,0,0,7,4,2,0,0,0,10,5
22756,Shay Shine,High Point,2010,Jr,5,1,0,0,0,13,4,0,8,1,1,12,9
16078,Jairus Simms,High Point,2010,So,0,0,0,0,0,3,1,0,3,2,2,0,0
22757,Cameron Solomon,High Point,2010,Fr,1,1,0,0,0,1,1,0,0,0,0,1,0
16079,Joe Stroman,High Point,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
18680,Paul Bilbo,Hofstra,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
23679,Roland Brown,Hofstra,2010,Fr,0,0,0,0,0,3,0,0,0,0,0,0,0
18676,Matt Grogan,Hofstra,2010,So,0,0,0,0,0,1,0,0,2,1,1,1,0
18673,David Imes,Hofstra,2010,So,16,9,7,4,2,21,8,7,5,1,1,10,6
4770,Charles Jenkins,Hofstra,2010,Sr,21,11,1,0,0,34,15,2,24,13,11,22,20
18681,Yves Jules,Hofstra,2010,So,1,1,0,0,0,7,0,0,4,2,1,2,1
18670,Brad Kelleher,Hofstra,2010,Jr,6,4,3,0,0,4,1,0,25,5,5,5,2
23677,Shemiye McLendon,Hofstra,2010,Fr,2,2,0,0,0,10,4,2,14,3,3,7,4
23676,Dwan McMillan,Hofstra,2010,Jr,3,2,1,0,0,2,0,0,1,1,1,5,1
10453,Mike Moore,Hofstra,2010,Jr,14,9,2,0,0,19,7,1,30,10,9,22,18
23678,Stephen Nwaukoni,Hofstra,2010,Fr,9,4,3,1,1,4,1,1,0,0,0,8,5
18674,Greg Washington,Hofstra,2010,Sr,12,7,6,3,3,34,14,9,0,0,0,15,13
17161,Phil Beans,Holy Cross,2010,So,2,1,1,0,0,3,0,0,2,0,0,0,0
17151,Andrew Beinert,Holy Cross,2010,Sr,0,0,0,0,0,2,1,0,6,4,4,2,0
17155,Devin Brown,Holy Cross,2010,Jr,4,3,0,0,0,3,2,1,12,4,4,2,2
22832,Steve Carver,Holy Cross,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
6489,Mike Cavataio,Holy Cross,2010,Jr,4,2,0,0,0,7,0,0,4,1,1,1,0
22834,Dave Dudzinski,Holy Cross,2010,Fr,2,1,1,0,0,2,2,1,1,0,0,0,0
17162,R.J. Evans,Holy Cross,2010,RS-Jr,7,4,0,0,0,0,0,0,0,0,0,6,3
17154,Dee Goens,Holy Cross,2010,So,0,0,0,0,0,1,0,0,1,0,0,0,0
17158,Jeff Harris,Holy Cross,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
17160,Josh Jones (2),Holy Cross,2010,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
17152,Andrew Keister,Holy Cross,2010,Sr,14,10,6,0,0,4,2,0,0,0,0,0,0
17153,Charlie Mills,Holy Cross,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
17156,Eric Obeysekere,Holy Cross,2010,So,2,1,0,0,0,1,0,0,0,0,0,2,2
22833,Joe O'Shea,Holy Cross,2010,Fr,0,0,0,0,0,1,0,0,1,0,0,0,0
17159,Jordan Stevens,Holy Cross,2010,So,0,0,0,0,0,1,1,0,1,0,0,0,0
23695,Aaron Asp,Houston Baptist,2010,Fr,0,0,0,0,0,0,0,0,1,0,0,0,0
12844,Terry Bembry,Houston Baptist,2010,Jr,5,0,0,0,0,3,0,0,0,0,0,6,3
23694,T.J. Berry,Houston Baptist,2010,Fr,0,0,0,0,0,0,0,0,1,1,1,2,1
13939,Ben Daniels,Houston Baptist,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
