GMID,Name,School,Year,Grade,AST,PercATrans,PercARim,PercA2PJ,PercA3P,PercADunks,TO,PercTOFoul,PercTOStea,PercTOMisc
30759,Jalen Jones,Texas A&M,2015,Sr,16,25.00%,56.25%,12.50%,31.25%,18.75%,42,23.81%,33.33%,42.86%
56695,Tavario Miller,Texas A&M,2015,Jr,7,28.57%,57.14%,0.00%,42.86%,28.57%,18,44.44%,27.78%,27.78%
53412,Elijah Thomas,Texas A&M,2015,Fr,0,NA,NA,NA,NA,NA,4,0.00%,25.00%,75.00%
81052,Tonny Trocha-Morelos,Texas A&M,2015,So,19,31.58%,73.68%,0.00%,26.32%,15.79%,17,0.00%,64.71%,35.29%
70677,David Blanks,Texas Southern,2015,Sr,23,17.39%,30.43%,26.09%,43.48%,4.35%,11,9.09%,36.36%,54.55%
59525,Tyree Bynum,Texas Southern,2015,Jr,1,0.00%,100.00%,0.00%,0.00%,0.00%,3,0.00%,33.33%,66.67%
84739,Brian Carey,Texas Southern,2015,Fr,5,40.00%,0.00%,40.00%,60.00%,0.00%,3,0.00%,33.33%,66.67%
31365,Orlando Coleman,Texas Southern,2015,Sr,5,0.00%,20.00%,20.00%,60.00%,0.00%,8,12.50%,62.50%,25.00%
42838,Jermaine Davis II,Texas Southern,2015,Jr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
87680,Joshua Friar,Texas Southern,2015,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28286,Derrick Griffin,Texas Southern,2015,Fr,3,33.33%,33.33%,0.00%,66.67%,0.00%,5,20.00%,40.00%,40.00%
56706,Jerron Martin,Texas Southern,2015,So,13,30.77%,46.15%,38.46%,15.38%,23.08%,9,0.00%,33.33%,66.67%
59527,Christian McCoggle,Texas Southern,2015,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
82004,Malcolm Riley,Texas Southern,2015,Sr,5,0.00%,20.00%,0.00%,80.00%,0.00%,13,7.69%,23.08%,69.23%
59528,Jose Rodriguez,Texas Southern,2015,Sr,8,12.50%,50.00%,12.50%,37.50%,12.50%,10,10.00%,60.00%,30.00%
24305,Chris Thomas,Texas Southern,2015,Sr,41,29.27%,53.66%,14.63%,31.71%,21.95%,31,6.45%,38.71%,54.84%
101248,Dewayne Washington,Texas Southern,2015,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
63912,"Eric Washington, Jr.",Texas Southern,2015,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
81467,Ojai Black,Texas State,2015,Jr,4,25.00%,25.00%,0.00%,75.00%,25.00%,4,0.00%,100.00%,0.00%
97949,Bobby Conley,Texas State,2015,Jr,2,50.00%,0.00%,50.00%,50.00%,0.00%,0,NA,NA,NA
81468,Austin Evans,Texas State,2015,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
59006,Emani Gant,Texas State,2015,Sr,2,0.00%,50.00%,0.00%,50.00%,0.00%,2,50.00%,0.00%,50.00%
59007,Kavin Gilder-Tilbury,Texas State,2015,Jr,7,42.86%,14.29%,28.57%,57.14%,0.00%,5,0.00%,40.00%,60.00%
97948,Nathan Josephs,Texas State,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
97947,Courtney Julien,Texas State,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
85326,K.J. Malveau,Texas State,2015,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,0.00%,100.00%
97950,Maljhum McCrea,Texas State,2015,Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,4,50.00%,0.00%,50.00%
81470,Ethan Montalvo,Texas State,2015,Sr,2,0.00%,0.00%,50.00%,50.00%,0.00%,1,0.00%,0.00%,100.00%
45131,Cameron Naylor,Texas State,2015,Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,7,0.00%,42.86%,57.14%
59009,Kendell Ramlal,Texas State,2015,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
97945,Anthony Roberson,Texas State,2015,Jr,1,0.00%,0.00%,100.00%,0.00%,0.00%,1,0.00%,0.00%,100.00%
97946,D'Angelo West,Texas State,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
80278,Keenan Evans,Texas Tech,2015,So,64,23.44%,45.31%,18.75%,35.94%,18.75%,47,4.26%,70.21%,25.53%
28846,Toddrick Gotcher,Texas Tech,2015,Sr,56,21.43%,37.50%,37.50%,25.00%,19.64%,18,5.56%,55.56%,38.89%
41275,Justin Gray,Texas Tech,2015,So,19,15.79%,10.53%,42.11%,47.37%,5.26%,29,10.34%,51.72%,37.93%
97469,Donovan Ham,Texas Tech,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
84113,Jordan Jackson (3),Texas Tech,2015,Fr,4,0.00%,50.00%,50.00%,0.00%,0.00%,3,33.33%,0.00%,66.67%
82877,Isaiah Manderson,Texas Tech,2015,So,0,NA,NA,NA,NA,NA,2,0.00%,0.00%,100.00%
80280,Norense Odiase,Texas Tech,2015,So,14,0.00%,64.29%,14.29%,21.43%,35.71%,26,19.23%,46.15%,34.62%
24235,Aaron Ross,Texas Tech,2015,Jr,20,20.00%,35.00%,20.00%,45.00%,20.00%,30,13.33%,56.67%,30.00%
80281,Zach Smith (2),Texas Tech,2015,So,39,7.69%,33.33%,17.95%,48.72%,5.13%,37,5.41%,70.27%,24.32%
97470,Andrew Sorrells,Texas Tech,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
98857,Matthew Temple,Texas Tech,2015,Jr,11,0.00%,63.64%,9.09%,18.18%,0.00%,16,25.00%,31.25%,43.75%
57185,Devon Thomas,Texas Tech,2015,Jr,29,34.48%,37.93%,27.59%,34.48%,10.34%,22,0.00%,68.18%,31.82%
88712,Rokas Ulvydas,Texas Tech,2015,Fr,0,NA,NA,NA,NA,NA,3,0.00%,66.67%,33.33%
80282,Devaugntah Williams,Texas Tech,2015,Sr,29,13.79%,41.38%,27.59%,31.03%,13.79%,39,7.69%,51.28%,41.03%
84161,"C.J. Williamson, Jr.",Texas Tech,2015,Fr,4,75.00%,75.00%,25.00%,0.00%,25.00%,8,0.00%,62.50%,37.50%
53452,Jordan Barnett,Texas,2015,So,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
24259,Shaquille Cleare,Texas,2015,Jr,4,0.00%,50.00%,25.00%,25.00%,0.00%,15,6.67%,40.00%,53.33%
52572,Eric Davis,Texas,2015,Fr,13,38.46%,46.15%,15.38%,38.46%,7.69%,19,0.00%,47.37%,52.63%
33246,Javan Felix,Texas,2015,Sr,58,18.97%,46.55%,12.07%,41.38%,22.41%,30,3.33%,60.00%,36.67%
42403,Demarcus Holland,Texas,2015,Sr,12,33.33%,41.67%,0.00%,58.33%,0.00%,13,0.00%,46.15%,53.85%
24659,Prince Ibeh,Texas,2015,Sr,2,0.00%,0.00%,0.00%,100.00%,0.00%,35,20.00%,28.57%,51.43%
29136,Connor Lammert,Texas,2015,Sr,19,5.26%,15.79%,42.11%,42.11%,10.53%,18,16.67%,55.56%,27.78%
83902,Tevin Mack,Texas,2015,Fr,8,25.00%,25.00%,0.00%,75.00%,0.00%,14,14.29%,64.29%,21.43%
80274,Ryan McClurg,Texas,2015,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42404,Danny Newsome,Texas,2015,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
24244,Cameron Ridley,Texas,2015,Sr,3,0.00%,33.33%,0.00%,66.67%,0.00%,14,14.29%,14.29%,71.43%
76739,"Kerwin Roach, Jr.",Texas,2015,Fr,24,33.33%,29.17%,16.67%,54.17%,0.00%,30,13.33%,40.00%,46.67%
87651,Joe Schwartz,Texas,2015,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
56862,Isaiah Taylor,Texas,2015,Jr,118,25.42%,27.97%,5.08%,66.95%,11.02%,42,11.90%,40.48%,47.62%
56864,Kendal Yancy,Texas,2015,Jr,7,14.29%,28.57%,14.29%,57.14%,14.29%,7,28.57%,28.57%,42.86%
30894,P.J. Boutte,Citadel,2015,Sr,4,100.00%,0.00%,0.00%,100.00%,0.00%,4,25.00%,75.00%,0.00%
81243,Tim Broom,Citadel,2015,So,1,100.00%,0.00%,0.00%,100.00%,0.00%,2,0.00%,100.00%,0.00%
97677,Bobby Duncan,Citadel,2015,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
87233,Matt Frierson,Citadel,2015,Fr,1,100.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
31214,Derrick Henry,Citadel,2015,Sr,2,0.00%,0.00%,0.00%,100.00%,0.00%,2,0.00%,50.00%,50.00%
58759,Tom Koopman,Citadel,2015,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
44223,Quinton Marshall,Citadel,2015,Sr,0,NA,NA,NA,NA,NA,5,0.00%,80.00%,20.00%
97674,Garrett Mullis,Citadel,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
88076,Zane Najdawi,Citadel,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
97675,Qwandell Newton,Citadel,2015,Fr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
97676,Tommy Olds,Citadel,2015,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
89163,Connor Schroeder,Citadel,2015,Fr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
58760,Warren Sledge,Citadel,2015,Jr,0,NA,NA,NA,NA,NA,2,0.00%,100.00%,0.00%
58761,Brian White,Citadel,2015,Jr,1,100.00%,0.00%,0.00%,100.00%,0.00%,2,100.00%,0.00%,0.00%
88551,Quayson Williams,Citadel,2015,Fr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
85212,Taylor Adway,Toledo,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42954,Nathan Boothe,Toledo,2015,Sr,4,25.00%,25.00%,25.00%,50.00%,0.00%,4,0.00%,75.00%,25.00%
57366,Zach Garber,Toledo,2015,Jr,2,0.00%,50.00%,0.00%,50.00%,0.00%,1,0.00%,100.00%,0.00%
98948,"Fred John, Jr.",Toledo,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
57367,Jordan Lauf,Toledo,2015,Jr,3,66.67%,33.33%,33.33%,33.33%,0.00%,0,NA,NA,NA
80726,Stuckey Mosley,Toledo,2015,So,10,20.00%,20.00%,40.00%,30.00%,10.00%,2,0.00%,0.00%,100.00%
84921,Nate Navigato,Toledo,2015,Fr,2,50.00%,50.00%,0.00%,0.00%,0.00%,2,0.00%,50.00%,50.00%
84133,Nick Rogers,Toledo,2015,Fr,1,100.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,0.00%,100.00%
84934,Jaelan Sanford,Toledo,2015,Fr,2,0.00%,0.00%,50.00%,50.00%,0.00%,1,0.00%,0.00%,100.00%
85136,Chandler White,Toledo,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
57368,Jonathan Williams,Toledo,2015,Jr,8,12.50%,37.50%,25.00%,37.50%,12.50%,4,25.00%,75.00%,0.00%
24666,Arnaud Moto,Towson,2015,Jr,21,38.10%,42.86%,19.05%,38.10%,4.76%,32,12.50%,37.50%,50.00%
58220,John Davis,Towson,2015,Jr,8,25.00%,25.00%,12.50%,62.50%,0.00%,5,0.00%,40.00%,60.00%
102307,Mike Davis (4),Towson,2015,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
58221,Walter Foster,Towson,2015,Jr,2,0.00%,50.00%,50.00%,0.00%,0.00%,2,0.00%,50.00%,50.00%
80562,Byron Hawkins,Towson,2015,So,26,23.08%,26.92%,26.92%,46.15%,15.38%,17,0.00%,52.94%,47.06%
42885,Josh Ivory,Towson,2015,Sr,8,0.00%,12.50%,37.50%,50.00%,0.00%,4,25.00%,75.00%,0.00%
80563,Eddie Keith,Towson,2015,So,16,18.75%,43.75%,25.00%,31.25%,18.75%,9,0.00%,55.56%,44.44%
80564,Jordan McNeil,Towson,2015,Fr,4,25.00%,25.00%,25.00%,50.00%,0.00%,6,16.67%,66.67%,16.67%
80565,Mike Morsell,Towson,2015,So,30,26.67%,36.67%,30.00%,33.33%,6.67%,20,0.00%,50.00%,50.00%
44735,Timajh Parker-Rivera,Towson,2015,Sr,10,20.00%,50.00%,20.00%,30.00%,10.00%,18,11.11%,44.44%,44.44%
85405,Alex Thomas,Towson,2015,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
81482,Aaron Ariri,Troy,2015,So,0,NA,NA,NA,NA,NA,1,100.00%,0.00%,0.00%
58991,Kelton Ford,Troy,2015,Jr,5,20.00%,40.00%,20.00%,40.00%,20.00%,4,0.00%,75.00%,25.00%
81485,Christian Harrison,Troy,2015,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
81486,Jeremy Hollimon,Troy,2015,Jr,4,0.00%,50.00%,0.00%,50.00%,0.00%,2,0.00%,50.00%,50.00%
52992,Shawn Hopkins,Troy,2015,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,0.00%,100.00%
61285,Jordan Howard,Troy,2015,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
89158,B.J. Miller (2),Troy,2015,Fr,12,33.33%,33.33%,0.00%,66.67%,0.00%,7,0.00%,57.14%,42.86%
39424,Jaro Moravek,Troy,2015,So,1,0.00%,100.00%,0.00%,0.00%,0.00%,1,0.00%,100.00%,0.00%
81487,Damion Ottman,Troy,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
97829,Daniel Peace,Troy,2015,Jr,16,37.50%,43.75%,12.50%,43.75%,12.50%,17,5.88%,58.82%,35.29%
81488,"Wesley Person, Jr.",Troy,2015,So,5,20.00%,20.00%,20.00%,60.00%,0.00%,6,16.67%,50.00%,33.33%
89323,Jordon Varnado,Troy,2015,Fr,3,0.00%,0.00%,0.00%,100.00%,0.00%,6,0.00%,66.67%,33.33%
31023,John Walton III,Troy,2015,Sr,1,100.00%,100.00%,0.00%,0.00%,0.00%,5,0.00%,100.00%,0.00%
80006,Riley Conroy,Tulane,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28007,Louis Dabney,Tulane,2015,Sr,33,18.18%,33.33%,9.09%,57.58%,15.15%,34,14.71%,50.00%,35.29%
83909,Melvin Frazier,Tulane,2015,Fr,12,33.33%,41.67%,0.00%,58.33%,0.00%,20,5.00%,40.00%,55.00%
84108,Kain Harris,Tulane,2015,Fr,7,14.29%,28.57%,0.00%,71.43%,0.00%,17,11.76%,52.94%,35.29%
30400,Jernard Jarreau,Tulane,2015,Sr,14,0.00%,64.29%,0.00%,35.71%,14.29%,11,0.00%,72.73%,27.27%
88524,Charvon Julien,Tulane,2015,Fr,30,30.00%,30.00%,13.33%,56.67%,10.00%,20,10.00%,75.00%,15.00%
42554,Kajon Mack,Tulane,2015,RS-Jr,4,0.00%,50.00%,25.00%,25.00%,25.00%,2,0.00%,50.00%,50.00%
28293,Malik Morgan,Tulane,2015,Jr,36,38.89%,38.89%,19.44%,41.67%,11.11%,47,4.26%,53.19%,42.55%
84235,Taron Oliver,Tulane,2015,Fr,2,0.00%,50.00%,0.00%,50.00%,0.00%,6,0.00%,66.67%,33.33%
80007,Dylan Osetkowski,Tulane,2015,So,20,15.00%,60.00%,20.00%,20.00%,30.00%,44,6.82%,45.45%,47.73%
84121,Blake Paul,Tulane,2015,Fr,1,0.00%,100.00%,0.00%,0.00%,100.00%,14,14.29%,57.14%,28.57%
57079,Cam Reynolds,Tulane,2015,So,7,28.57%,42.86%,14.29%,42.86%,42.86%,24,16.67%,58.33%,25.00%
57078,Ryan Smith,Tulane,2015,Jr,2,0.00%,50.00%,0.00%,50.00%,50.00%,3,0.00%,33.33%,66.67%
57266,Pat Birt,Tulsa,2015,Jr,18,22.22%,38.89%,22.22%,38.89%,16.67%,22,13.64%,36.36%,50.00%
97428,Kajon Brown,Tulsa,2015,Fr,1,100.00%,100.00%,0.00%,0.00%,100.00%,0,NA,NA,NA
57097,Marquel Curtis,Tulsa,2015,Sr,31,38.71%,45.16%,12.90%,41.94%,9.68%,25,4.00%,64.00%,32.00%
57100,Emmanuel Ezechinonso,Tulsa,2015,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42557,Shaquille Harrison,Tulsa,2015,Sr,69,28.99%,42.03%,5.80%,52.17%,5.80%,35,2.86%,54.29%,42.86%
42559,Rashad Ray,Tulsa,2015,Sr,26,23.08%,46.15%,15.38%,38.46%,15.38%,12,0.00%,41.67%,58.33%
30777,Rashad Smith,Tulsa,2015,Sr,13,7.69%,38.46%,30.77%,30.77%,7.69%,20,5.00%,55.00%,40.00%
30778,Brandon Swannegan,Tulsa,2015,Sr,5,40.00%,40.00%,20.00%,40.00%,0.00%,9,22.22%,33.33%,44.44%
71591,Sterling Taplin,Tulsa,2015,Fr,9,22.22%,77.78%,0.00%,22.22%,22.22%,7,14.29%,71.43%,14.29%
42560,Nick Wood,Tulsa,2015,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42561,James Woodard,Tulsa,2015,Sr,44,31.82%,43.18%,13.64%,43.18%,9.09%,37,10.81%,45.95%,43.24%
42562,D'Andre Wright,Tulsa,2015,Sr,5,0.00%,60.00%,0.00%,40.00%,0.00%,19,15.79%,36.84%,47.37%
58566,Hakeem Baxter,UAB,2015,Jr,7,0.00%,28.57%,42.86%,28.57%,0.00%,7,42.86%,0.00%,57.14%
24227,Robert Brown,UAB,2015,Sr,14,21.43%,57.14%,14.29%,28.57%,14.29%,12,0.00%,50.00%,50.00%
80610,Chris Cokley,UAB,2015,So,5,40.00%,40.00%,0.00%,60.00%,0.00%,5,0.00%,40.00%,60.00%
52556,William Lee,UAB,2015,So,8,0.00%,12.50%,12.50%,75.00%,0.00%,4,50.00%,50.00%,0.00%
80612,Lionel Love,UAB,2015,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
57090,Tyler Madison,UAB,2015,Jr,0,NA,NA,NA,NA,NA,1,100.00%,0.00%,0.00%
57091,Tosin Mehinti,UAB,2015,Jr,6,0.00%,16.67%,33.33%,50.00%,0.00%,5,0.00%,60.00%,40.00%
80613,Nick Norton,UAB,2015,So,15,13.33%,40.00%,13.33%,46.67%,6.67%,6,0.00%,66.67%,33.33%
52854,Thomas Smallwood,UAB,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
80614,Lewis Sullivan,UAB,2015,So,3,33.33%,0.00%,0.00%,100.00%,0.00%,4,25.00%,75.00%,0.00%
57094,Denzell Watts,UAB,2015,Jr,5,40.00%,80.00%,0.00%,20.00%,20.00%,8,12.50%,87.50%,0.00%
85378,Dirk Williams,UAB,2015,Jr,6,66.67%,50.00%,16.67%,33.33%,16.67%,6,33.33%,33.33%,33.33%
28987,Nolan Berry,UC Davis,2015,So,1,0.00%,100.00%,0.00%,0.00%,100.00%,1,0.00%,100.00%,0.00%
44780,Josh Fox,UC Davis,2015,Sr,16,18.75%,37.50%,6.25%,56.25%,0.00%,11,0.00%,63.64%,36.36%
26780,Georgi Funtarov,UC Davis,2015,Jr,2,0.00%,50.00%,0.00%,50.00%,0.00%,3,0.00%,66.67%,33.33%
89318,Garrison Goode,UC Davis,2015,Fr,3,33.33%,33.33%,0.00%,66.67%,0.00%,4,0.00%,75.00%,25.00%
44774,Darius Graham,UC Davis,2015,Jr,16,37.50%,43.75%,25.00%,31.25%,6.25%,18,0.00%,44.44%,55.56%
58173,Brynton Lemar,UC Davis,2015,Jr,8,25.00%,50.00%,25.00%,25.00%,12.50%,3,0.00%,66.67%,33.33%
22387,Neal Monson,UC Davis,2015,Jr,2,0.00%,0.00%,0.00%,100.00%,0.00%,11,9.09%,63.64%,27.27%
81581,Michael Onyebalu,UC Davis,2015,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
84508,Rogers Printup,UC Davis,2015,Fr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
88562,Siler Schneider,UC Davis,2015,Fr,14,7.14%,21.43%,50.00%,28.57%,7.14%,18,5.56%,72.22%,22.22%
85398,Lawrence White,UC Davis,2015,Jr,6,16.67%,16.67%,50.00%,33.33%,16.67%,6,33.33%,33.33%,33.33%
31139,Mike Best,UC Irvine,2015,Sr,3,0.00%,66.67%,33.33%,0.00%,33.33%,9,11.11%,44.44%,44.44%
26511,Giannis Dimakopoulos,UC Irvine,2015,Jr,3,0.00%,33.33%,33.33%,33.33%,0.00%,6,16.67%,50.00%,33.33%
30629,Dominique Dunning,UC Irvine,2015,Sr,7,0.00%,28.57%,42.86%,28.57%,14.29%,10,0.00%,70.00%,30.00%
80550,Jonathan Galloway,UC Irvine,2015,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,3,33.33%,66.67%,0.00%
58176,Jaron Martin,UC Irvine,2015,Jr,13,23.08%,46.15%,23.08%,30.77%,30.77%,7,0.00%,71.43%,28.57%
41432,Mamadou Ndiaye,UC Irvine,2015,Jr,2,50.00%,50.00%,0.00%,50.00%,0.00%,22,13.64%,45.45%,40.91%
50483,Luke Nelson,UC Irvine,2015,Jr,24,4.17%,66.67%,16.67%,16.67%,37.50%,13,0.00%,38.46%,61.54%
58177,Shawn Ray,UC Irvine,2015,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
80551,Spencer Rivers,UC Irvine,2015,Fr,1,100.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
41342,Haroldas Saprykinas,UC Irvine,2015,So,0,NA,NA,NA,NA,NA,2,0.00%,100.00%,0.00%
84313,Brandon Smith (3),UC Irvine,2015,Fr,2,50.00%,50.00%,50.00%,0.00%,0.00%,3,66.67%,33.33%,0.00%
31144,Aaron Wright,UC Irvine,2015,Sr,8,12.50%,12.50%,62.50%,25.00%,12.50%,9,22.22%,55.56%,22.22%
44778,Alex Young (2),UC Irvine,2015,Sr,29,37.93%,44.83%,20.69%,34.48%,6.90%,6,0.00%,33.33%,66.67%
31369,Jaylen Bland,UC Riverside,2015,Sr,6,16.67%,66.67%,0.00%,33.33%,0.00%,6,0.00%,33.33%,66.67%
53081,Robert Boezeman,UC Riverside,2015,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,100.00%,0.00%
54071,Menno Dijkstra,UC Riverside,2015,Fr,0,NA,NA,NA,NA,NA,4,0.00%,25.00%,75.00%
98367,Koh Flippin,UC Riverside,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
98368,Primitivo Gomez,UC Riverside,2015,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
44783,Taylor Johns,UC Riverside,2015,Sr,2,50.00%,50.00%,0.00%,50.00%,0.00%,7,0.00%,42.86%,57.14%
98365,Secean Johnson,UC Riverside,2015,Jr,8,12.50%,12.50%,0.00%,87.50%,0.00%,8,0.00%,37.50%,62.50%
44784,Steven Jones,UC Riverside,2015,Sr,8,25.00%,25.00%,37.50%,37.50%,12.50%,3,0.00%,33.33%,66.67%
37890,Alexander Larsson,UC Riverside,2015,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,3,0.00%,0.00%,100.00%
84278,Eric Rwahwire,UC Riverside,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
84562,D.J. Sylvester,UC Riverside,2015,RS-Fr,2,50.00%,100.00%,0.00%,0.00%,50.00%,3,33.33%,66.67%,0.00%
88548,Malik Thames,UC Riverside,2015,Jr,8,0.00%,50.00%,12.50%,37.50%,12.50%,4,0.00%,100.00%,0.00%
98363,Gentrey Thomas,UC Riverside,2015,Jr,8,37.50%,37.50%,0.00%,62.50%,12.50%,9,0.00%,55.56%,44.44%
44791,Sam Beeler,UC Santa Barbara,2015,Sr,5,0.00%,20.00%,0.00%,80.00%,0.00%,18,16.67%,38.89%,44.44%
84515,Jarriesse Blackmon,UC Santa Barbara,2015,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,2,50.00%,50.00%,0.00%
44789,Mitch Brewe,UC Santa Barbara,2015,Sr,7,14.29%,14.29%,0.00%,71.43%,0.00%,9,22.22%,55.56%,22.22%
44790,Michael Bryson,UC Santa Barbara,2015,Sr,38,10.53%,52.63%,13.16%,34.21%,5.26%,33,9.09%,39.39%,51.52%
80556,Justin Burks,UC Santa Barbara,2015,Fr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
58181,Eric Childress,UC Santa Barbara,2015,Jr,58,31.03%,41.38%,17.24%,41.38%,15.52%,29,3.45%,51.72%,44.83%
31154,John Green (2),UC Santa Barbara,2015,Sr,14,14.29%,35.71%,21.43%,42.86%,0.00%,18,0.00%,27.78%,72.22%
58184,Alex Hart,UC Santa Barbara,2015,So,3,0.00%,0.00%,33.33%,66.67%,0.00%,6,0.00%,16.67%,83.33%
84603,Maxwell Kupchak,UC Santa Barbara,2015,Fr,6,16.67%,33.33%,16.67%,50.00%,16.67%,8,0.00%,50.00%,50.00%
80554,Ami Lakoju,UC Santa Barbara,2015,Fr,0,NA,NA,NA,NA,NA,3,33.33%,0.00%,66.67%
53456,Tide Osifeso,UC Santa Barbara,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
80553,DaJuan Smith,UC Santa Barbara,2015,Sr,7,14.29%,14.29%,28.57%,57.14%,0.00%,8,12.50%,75.00%,12.50%
31152,T.J. Taylor (2),UC Santa Barbara,2015,Sr,19,10.53%,36.84%,21.05%,42.11%,5.26%,8,0.00%,62.50%,37.50%
74075,Grant Troutt,UC Santa Barbara,2015,Fr,2,50.00%,50.00%,0.00%,50.00%,0.00%,0,NA,NA,NA
80552,Gabe Vincent,UC Santa Barbara,2015,So,29,17.24%,48.28%,20.69%,31.03%,3.45%,30,16.67%,36.67%,46.67%
80555,Sam Walters,UC Santa Barbara,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42564,Staphon Blair,UCF,2015,Sr,1,100.00%,0.00%,100.00%,0.00%,0.00%,7,14.29%,14.29%,71.43%
84130,Chad Brown,UCF,2015,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
56690,A.J. Davis (2),UCF,2015,So,30,26.67%,46.67%,10.00%,43.33%,10.00%,42,7.14%,61.90%,30.95%
80025,Shaheed Davis,UCF,2015,Sr,4,25.00%,25.00%,0.00%,75.00%,25.00%,21,9.52%,52.38%,38.10%
84951,Tanksley Efianayi,UCF,2015,Jr,9,22.22%,44.44%,11.11%,44.44%,0.00%,8,12.50%,87.50%,0.00%
83961,Tacko Fall,UCF,2015,Fr,7,14.29%,14.29%,14.29%,71.43%,14.29%,22,22.73%,22.73%,54.55%
42073,Adonys Henriquez,UCF,2015,So,20,10.00%,25.00%,25.00%,50.00%,10.00%,12,8.33%,75.00%,16.67%
56936,Justin McBride,UCF,2015,Jr,6,16.67%,33.33%,0.00%,66.67%,0.00%,23,0.00%,17.39%,82.61%
84104,Chance McSpadden,UCF,2015,Fr,18,33.33%,72.22%,5.56%,22.22%,33.33%,27,0.00%,77.78%,22.22%
80021,Djordjije Mumin,UCF,2015,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42567,Daiquan Walker,UCF,2015,Sr,51,15.69%,47.06%,3.92%,49.02%,17.65%,23,0.00%,65.22%,34.78%
42568,Matt Williams,UCF,2015,Jr,14,7.14%,35.71%,28.57%,35.71%,7.14%,13,7.69%,53.85%,38.46%
56839,Bryce Alford,UCLA,2015,Jr,100,28.00%,33.00%,36.00%,31.00%,8.00%,40,7.50%,55.00%,37.50%
73130,Prince Ali,UCLA,2015,Fr,7,42.86%,42.86%,14.29%,42.86%,14.29%,16,12.50%,31.25%,56.25%
