GMID,Name,School,Year,Grade,AST,PercATrans,PercARim,PercA2PJ,PercA3P,PercADunks,TO,PercTOFoul,PercTOStea,PercTOMisc
23420,Steve Tecker,South Dakota,2010,Fr,2,50.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,0.00%,100.00%
14021,Jake Thomas,South Dakota,2010,So,10,50.00%,60.00%,10.00%,30.00%,10.00%,8,12.50%,25.00%,62.50%
14018,Cliff Warner,South Dakota,2010,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
23419,Charlie Westbrook,South Dakota,2010,Jr,3,0.00%,33.33%,0.00%,66.67%,0.00%,13,15.38%,53.85%,30.77%
4208,Ron Anderson,South Florida,2010,Jr,17,5.88%,35.29%,5.88%,58.82%,17.65%,26,7.69%,42.31%,50.00%
6417,Mike Burwell,South Florida,2010,So,8,12.50%,25.00%,37.50%,37.50%,0.00%,12,16.67%,66.67%,16.67%
3953,Anthony Crater,South Florida,2010,So,95,30.53%,49.47%,14.74%,35.79%,13.68%,48,8.33%,50.00%,41.67%
9315,Lavonte Dority,South Florida,2010,Fr,9,11.11%,22.22%,22.22%,55.56%,11.11%,9,11.11%,77.78%,11.11%
6413,Jarrid Famous,South Florida,2010,Sr,8,12.50%,62.50%,0.00%,37.50%,0.00%,21,0.00%,42.86%,57.14%
6421,Toarlyn Fitzpatrick,South Florida,2010,So,5,40.00%,40.00%,20.00%,40.00%,40.00%,30,6.67%,50.00%,43.33%
6409,Augustus Gilchrist,South Florida,2010,Jr,15,20.00%,53.33%,6.67%,40.00%,20.00%,52,13.46%,40.38%,46.15%
22433,Shedrick Haynes,South Florida,2010,Jr,7,14.29%,14.29%,57.14%,28.57%,0.00%,13,7.69%,76.92%,15.38%
6420,Shaun Noriega,South Florida,2010,So,10,40.00%,40.00%,30.00%,30.00%,20.00%,18,0.00%,55.56%,44.44%
22435,Jawanza Poland,South Florida,2010,So,44,13.64%,59.09%,20.45%,20.45%,15.91%,44,6.82%,50.00%,43.18%
22436,Hugh Robertson,South Florida,2010,Jr,33,33.33%,45.45%,42.42%,12.12%,15.15%,39,5.13%,56.41%,38.46%
12094,Anthony Allison,Southeast Missouri State,2010,Sr,2,50.00%,50.00%,50.00%,0.00%,0.00%,11,9.09%,45.45%,45.45%
12107,Rae-Von Banks,Southeast Missouri State,2010,Jr,2,0.00%,50.00%,50.00%,0.00%,0.00%,0,NA,NA,NA
4523,Marcus Brister,Southeast Missouri State,2010,Jr,6,50.00%,66.67%,16.67%,16.67%,16.67%,14,7.14%,57.14%,35.71%
12095,Cameron Butler,Southeast Missouri State,2010,Sr,4,25.00%,0.00%,0.00%,100.00%,0.00%,6,16.67%,33.33%,50.00%
7247,Zach House,Southeast Missouri State,2010,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
22488,Waylon Jones,Southeast Missouri State,2010,So,2,0.00%,100.00%,0.00%,0.00%,0.00%,3,0.00%,33.33%,66.67%
22487,Nick Niemczyk,Southeast Missouri State,2010,RS-Jr,4,25.00%,75.00%,0.00%,25.00%,0.00%,3,0.00%,66.67%,33.33%
12105,Lucas Nutt,Southeast Missouri State,2010,Fr,7,14.29%,14.29%,14.29%,71.43%,0.00%,15,26.67%,53.33%,20.00%
12104,Leon Powell,Southeast Missouri State,2010,Jr,7,42.86%,14.29%,14.29%,71.43%,14.29%,7,28.57%,14.29%,57.14%
22486,Nate Schulte,Southeast Missouri State,2010,So,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
12106,Marland Smith,Southeast Missouri State,2010,So,8,37.50%,75.00%,0.00%,25.00%,0.00%,8,0.00%,50.00%,50.00%
22982,Antonnio Benton,Southeastern Louisiana,2010,Fr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
22984,Jeremy Campbell,Southeastern Louisiana,2010,Fr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
21830,Jonathan Curtis,Southeastern Louisiana,2010,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
21827,Gary Dixon,Southeastern Louisiana,2010,Sr,4,0.00%,50.00%,25.00%,25.00%,0.00%,7,0.00%,71.43%,28.57%
21823,Brandon Fortenberry,Southeastern Louisiana,2010,Jr,15,13.33%,33.33%,13.33%,53.33%,0.00%,13,7.69%,30.77%,61.54%
22986,Mike Harrel,Southeastern Louisiana,2010,Fr,4,0.00%,0.00%,50.00%,50.00%,0.00%,3,0.00%,66.67%,33.33%
21835,Trent Hutchin,Southeastern Louisiana,2010,Sr,5,20.00%,80.00%,0.00%,20.00%,0.00%,8,0.00%,62.50%,37.50%
21833,Roosevelt Johnson,Southeastern Louisiana,2010,So,3,33.33%,0.00%,33.33%,66.67%,0.00%,7,14.29%,28.57%,57.14%
5796,Rodney Jones,Southeastern Louisiana,2010,Sr,1,0.00%,100.00%,0.00%,0.00%,0.00%,2,0.00%,100.00%,0.00%
22985,Josh Lockett,Southeastern Louisiana,2010,Jr,1,100.00%,100.00%,0.00%,0.00%,0.00%,1,0.00%,0.00%,100.00%
21828,Jason Marks,Southeastern Louisiana,2010,Sr,6,16.67%,16.67%,16.67%,66.67%,0.00%,3,33.33%,66.67%,0.00%
21825,David Ndoumba,Southeastern Louisiana,2010,Sr,4,0.00%,25.00%,75.00%,0.00%,0.00%,10,20.00%,60.00%,20.00%
21826,Deshawn Patterson,Southeastern Louisiana,2010,Jr,14,28.57%,50.00%,21.43%,28.57%,0.00%,9,0.00%,33.33%,66.67%
9301,Bryce Dejean-Jones,USC,2010,Fr,4,25.00%,0.00%,75.00%,25.00%,0.00%,13,7.69%,53.85%,38.46%
6919,James Dunleavy,USC,2010,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
10442,Jio Fontan,USC,2010,Jr,47,25.53%,34.04%,17.02%,48.94%,12.77%,31,22.58%,35.48%,41.94%
23266,Garrett Jackson,USC,2010,Fr,4,0.00%,25.00%,25.00%,50.00%,0.00%,6,0.00%,33.33%,66.67%
9383,Maurice Jones,USC,2010,Fr,45,33.33%,42.22%,8.89%,46.67%,22.22%,24,0.00%,70.83%,29.17%
6913,Daniel Munoz,USC,2010,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6923,Marcus Simmons,USC,2010,Sr,25,4.00%,36.00%,40.00%,24.00%,16.00%,19,21.05%,36.84%,42.11%
6915,Donte Smith,USC,2010,Sr,29,10.34%,41.38%,24.14%,34.48%,10.34%,17,11.76%,35.29%,52.94%
2389,Alex Stepheson,USC,2010,Sr,4,25.00%,75.00%,0.00%,25.00%,0.00%,26,15.38%,15.38%,69.23%
23265,Eric Strangis,USC,2010,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6928,Tyler Sugiyama,USC,2010,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6925,Nikola Vucevic,USC,2010,Jr,20,10.00%,35.00%,20.00%,45.00%,10.00%,28,14.29%,53.57%,32.14%
23264,Curtis Washington,USC,2010,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
7513,Justin Bocot,Southern Illinois,2010,Jr,20,15.00%,45.00%,30.00%,25.00%,0.00%,21,0.00%,33.33%,66.67%
7514,Kendal Brown-Surles,Southern Illinois,2010,So,42,16.67%,38.10%,33.33%,28.57%,0.00%,33,3.03%,60.61%,36.36%
23513,Mykel Cleveland,Southern Illinois,2010,Jr,24,20.83%,16.67%,12.50%,66.67%,0.00%,29,3.45%,51.72%,44.83%
7510,Jack Crowder,Southern Illinois,2010,Sr,5,20.00%,60.00%,20.00%,20.00%,0.00%,18,16.67%,50.00%,33.33%
23511,Davante Drinkard,Southern Illinois,2010,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,5,0.00%,0.00%,100.00%
7508,Carlton Fay,Southern Illinois,2010,Sr,5,20.00%,40.00%,20.00%,40.00%,20.00%,20,5.00%,35.00%,60.00%
7511,John Freeman,Southern Illinois,2010,Sr,31,12.90%,35.48%,38.71%,25.81%,3.23%,20,5.00%,35.00%,60.00%
23514,Troy Long,Southern Illinois,2010,Jr,5,0.00%,20.00%,80.00%,0.00%,0.00%,7,0.00%,42.86%,57.14%
7515,Nate Mitchell,Southern Illinois,2010,Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,3,0.00%,33.33%,66.67%
7512,Jordan Myers,Southern Illinois,2010,Fr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
23512,Mamadou Seck,Southern Illinois,2010,Jr,21,19.05%,38.10%,28.57%,28.57%,9.52%,30,6.67%,30.00%,63.33%
4009,Diamond Taylor,Southern Illinois,2010,Fr,5,0.00%,0.00%,20.00%,80.00%,0.00%,5,0.00%,60.00%,40.00%
7509,Gene Teague,Southern Illinois,2010,So,7,0.00%,42.86%,0.00%,57.14%,28.57%,28,7.14%,17.86%,75.00%
8012,Josimar Ayarza,Southern Mississippi,2010,Sr,9,22.22%,11.11%,44.44%,44.44%,0.00%,12,8.33%,33.33%,58.33%
8015,Maurice Bolden,Southern Mississippi,2010,Jr,3,33.33%,0.00%,100.00%,0.00%,0.00%,15,0.00%,6.67%,93.33%
2549,Gary Flowers,Southern Mississippi,2010,Sr,10,10.00%,40.00%,20.00%,30.00%,0.00%,41,9.76%,36.59%,53.66%
8016,R.L. Horton,Southern Mississippi,2010,Sr,28,14.29%,21.43%,46.43%,32.14%,3.57%,15,0.00%,60.00%,40.00%
22882,Cedric Jenkins,Southern Mississippi,2010,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6932,Angelo Johnson,Southern Mississippi,2010,Jr,52,21.15%,15.38%,51.92%,32.69%,7.69%,16,12.50%,62.50%,25.00%
22883,D.J. Newbill,Southern Mississippi,2010,Fr,23,26.09%,13.04%,34.78%,52.17%,4.35%,28,7.14%,39.29%,53.57%
22884,LaShay Page,Southern Mississippi,2010,So,5,20.00%,0.00%,60.00%,40.00%,0.00%,5,20.00%,60.00%,20.00%
22885,Kayland Partee,Southern Mississippi,2010,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
8018,Torye Pelham,Southern Mississippi,2010,RS-Sr,0,NA,NA,NA,NA,NA,2,50.00%,0.00%,50.00%
9046,Ahyaro Phillips,Southern Mississippi,2010,Jr,4,25.00%,25.00%,50.00%,25.00%,0.00%,10,10.00%,80.00%,10.00%
8017,Sai'Quon Stone,Southern Mississippi,2010,Sr,6,16.67%,16.67%,33.33%,50.00%,16.67%,14,0.00%,57.14%,42.86%
22886,Kody Williams,Southern Mississippi,2010,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
15239,Madut Bol,Southern,2010,So,1,0.00%,100.00%,0.00%,0.00%,100.00%,7,14.29%,42.86%,42.86%
23169,Michael Celestin,Southern,2010,Fr,4,50.00%,0.00%,25.00%,75.00%,0.00%,5,0.00%,40.00%,60.00%
23172,Ray Ray Chase,Southern,2010,Fr,1,0.00%,100.00%,0.00%,0.00%,100.00%,0,NA,NA,NA
23165,Frederick Coleman,Southern,2010,Jr,3,0.00%,0.00%,33.33%,66.67%,0.00%,5,0.00%,80.00%,20.00%
23171,Patrick Coleman,Southern,2010,Fr,3,33.33%,33.33%,0.00%,66.67%,0.00%,1,0.00%,0.00%,100.00%
23168,Marceis Davis,Southern,2010,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,0,NA,NA,NA
15243,Quinton Doggett,Southern,2010,Jr,2,0.00%,50.00%,50.00%,0.00%,0.00%,5,20.00%,80.00%,0.00%
15234,Jameel Grace,Southern,2010,So,4,0.00%,25.00%,50.00%,25.00%,0.00%,1,0.00%,100.00%,0.00%
23167,Lloyd Hickinson,Southern,2010,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
15237,Julius Ingram,Southern,2010,Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,9,11.11%,44.44%,44.44%
15222,Blake Sanford,Southern,2010,Sr,5,0.00%,40.00%,40.00%,20.00%,0.00%,4,0.00%,50.00%,50.00%
23166,John Tatum,Southern,2010,Fr,1,100.00%,100.00%,0.00%,0.00%,0.00%,2,0.00%,100.00%,0.00%
23170,Neal Webb,Southern,2010,Fr,2,50.00%,50.00%,0.00%,50.00%,0.00%,5,0.00%,40.00%,60.00%
15224,Brandon White,Southern,2010,Sr,7,14.29%,28.57%,28.57%,42.86%,14.29%,9,0.00%,44.44%,55.56%
13226,Ryan Brimley,Southern Utah,2010,Sr,2,50.00%,50.00%,50.00%,0.00%,50.00%,3,0.00%,33.33%,66.67%
13214,Brian Cameron,Southern Utah,2010,So,0,NA,NA,NA,NA,NA,2,0.00%,100.00%,0.00%
23110,Kyle Davis (2),Southern Utah,2010,Fr,0,NA,NA,NA,NA,NA,3,0.00%,66.67%,33.33%
13217,Damon Heuir,Southern Utah,2010,So,5,0.00%,20.00%,60.00%,20.00%,20.00%,4,0.00%,75.00%,25.00%
13224,Matt Hodgson,Southern Utah,2010,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,4,0.00%,0.00%,100.00%
23112,"Ray Jones, Jr.",Southern Utah,2010,Jr,6,33.33%,33.33%,33.33%,33.33%,0.00%,8,0.00%,50.00%,50.00%
23113,Tyson Koehler,Southern Utah,2010,So,0,NA,NA,NA,NA,NA,5,0.00%,0.00%,100.00%
13225,Matt Massey,Southern Utah,2010,Jr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
13221,Jake Nielson,Southern Utah,2010,Jr,4,0.00%,0.00%,75.00%,25.00%,0.00%,2,0.00%,0.00%,100.00%
13220,Jackson Stevenett,Southern Utah,2010,So,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
23111,Ramell Taylor,Southern Utah,2010,Jr,0,NA,NA,NA,NA,NA,5,0.00%,80.00%,20.00%
13223,Jordan Weirick,Southern Utah,2010,So,1,0.00%,100.00%,0.00%,0.00%,0.00%,2,0.00%,100.00%,0.00%
10826,Ogo Adegboye,St. Bonaventure,2010,Sr,50,20.00%,26.00%,38.00%,36.00%,10.00%,39,5.13%,61.54%,33.33%
10816,Demetrius Conger,St. Bonaventure,2010,So,19,10.53%,21.05%,26.32%,52.63%,10.53%,43,9.30%,51.16%,39.53%
10815,Da'Quan Cook,St. Bonaventure,2010,Jr,19,5.26%,15.79%,31.58%,52.63%,5.26%,22,27.27%,63.64%,9.09%
10825,Michael Davenport,St. Bonaventure,2010,Jr,30,16.67%,36.67%,36.67%,26.67%,16.67%,33,0.00%,75.76%,24.24%
22573,Sam de Haas,St. Bonaventure,2010,Fr,4,75.00%,50.00%,0.00%,50.00%,0.00%,3,0.00%,66.67%,33.33%
10817,Jake Houseknecht,St. Bonaventure,2010,So,2,0.00%,0.00%,50.00%,50.00%,0.00%,1,0.00%,100.00%,0.00%
10813,Andrew Nicholson,St. Bonaventure,2010,Jr,22,13.64%,50.00%,9.09%,40.91%,4.55%,48,18.75%,41.67%,39.58%
10814,Brett Roseboro,St. Bonaventure,2010,So,0,NA,NA,NA,NA,NA,5,0.00%,40.00%,60.00%
10824,Marquise Simmons,St. Bonaventure,2010,So,8,25.00%,37.50%,50.00%,12.50%,12.50%,7,14.29%,57.14%,28.57%
22575,Matthew Wright,St. Bonaventure,2010,Fr,21,19.05%,19.05%,42.86%,38.10%,0.00%,6,0.00%,66.67%,33.33%
20835,Akeem Bennett,St. Francis (NY),2010,Sr,6,50.00%,0.00%,16.67%,83.33%,0.00%,12,16.67%,33.33%,50.00%
20843,Ricky Cadell,St. Francis (NY),2010,Sr,5,40.00%,40.00%,20.00%,40.00%,0.00%,9,22.22%,11.11%,66.67%
22177,Dre Calloway,St. Francis (NY),2010,Jr,13,7.69%,30.77%,7.69%,61.54%,0.00%,8,0.00%,62.50%,37.50%
22176,Adam Chmielewski,St. Francis (NY),2010,Fr,6,33.33%,0.00%,0.00%,100.00%,0.00%,6,0.00%,50.00%,50.00%
20842,Richard Clark,St. Francis (NY),2010,Jr,0,NA,NA,NA,NA,NA,1,100.00%,0.00%,0.00%
20836,Alexander Harrington,St. Francis (NY),2010,Sr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
20834,Akeem Johnson,St. Francis (NY),2010,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
22178,Matt Milk,St. Francis (NY),2010,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,3,0.00%,0.00%,100.00%
20839,Justin Newton,St. Francis (NY),2010,Jr,1,0.00%,100.00%,0.00%,0.00%,0.00%,3,0.00%,66.67%,33.33%
22180,Travis Nichols,St. Francis (NY),2010,So,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
20844,Stefan Perunicic,St. Francis (NY),2010,Jr,2,0.00%,50.00%,0.00%,50.00%,0.00%,6,16.67%,50.00%,33.33%
22179,Milos Trivic,St. Francis (NY),2010,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,4,50.00%,25.00%,25.00%
6472,Malik Boothe,St. John's,2010,Sr,52,40.38%,44.23%,19.23%,36.54%,7.69%,31,3.23%,51.61%,45.16%
6470,Justin Brownlee,St. John's,2010,Sr,49,26.53%,63.27%,14.29%,22.45%,10.20%,50,6.00%,58.00%,36.00%
6471,Justin Burrell,St. John's,2010,Sr,17,11.76%,47.06%,23.53%,29.41%,11.76%,33,12.12%,33.33%,54.55%
6481,Kevin Clark,St. John's,2010,Sr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
6468,Dele Coker,St. John's,2010,Sr,2,0.00%,50.00%,0.00%,50.00%,0.00%,8,25.00%,37.50%,37.50%
22411,Cameron Edison,St. John's,2010,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6478,Sean Evans,St. John's,2010,Sr,3,33.33%,66.67%,0.00%,33.33%,0.00%,12,25.00%,41.67%,33.33%
6469,Dwight Hardy,St. John's,2010,Sr,38,44.74%,60.53%,13.16%,26.32%,15.79%,46,8.70%,58.70%,32.61%
6475,Paris Horne,St. John's,2010,Sr,36,38.89%,38.89%,19.44%,38.89%,8.33%,32,9.38%,59.38%,31.25%
6467,D.J. Kennedy,St. John's,2010,Sr,45,46.67%,51.11%,20.00%,28.89%,6.67%,35,14.29%,54.29%,31.43%
22412,Dwayne Polee II,St. John's,2010,Fr,15,40.00%,26.67%,20.00%,53.33%,6.67%,12,8.33%,58.33%,33.33%
6476,Quincy Roberts,St. John's,2010,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6473,Malik Stith,St. John's,2010,So,8,50.00%,62.50%,12.50%,25.00%,25.00%,6,0.00%,66.67%,33.33%
8534,Phil Benson,Saint Mary's,2010,Sr,0,NA,NA,NA,NA,NA,2,50.00%,0.00%,50.00%
8530,Matt Dellavedova,Saint Mary's,2010,So,69,28.99%,49.28%,11.59%,39.13%,8.70%,39,5.13%,71.79%,23.08%
8535,Tim Harris,Saint Mary's,2010,So,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
23432,Stephen Holt,Saint Mary's,2010,Fr,7,28.57%,28.57%,14.29%,57.14%,0.00%,12,0.00%,50.00%,50.00%
8595,Rob Jones,Saint Mary's,2010,Jr,23,13.04%,21.74%,13.04%,65.22%,4.35%,29,17.24%,41.38%,41.38%
8531,Mickey McConnell,Saint Mary's,2010,Sr,65,24.62%,40.00%,16.92%,43.08%,10.77%,28,10.71%,50.00%,39.29%
8529,Jorden Page,Saint Mary's,2010,RS-So,1,100.00%,100.00%,0.00%,0.00%,0.00%,2,0.00%,100.00%,0.00%
8528,Clint Steindl,Saint Mary's,2010,Jr,10,30.00%,50.00%,10.00%,40.00%,10.00%,7,14.29%,28.57%,57.14%
7138,Kenton Walker,Saint Mary's,2010,Jr,0,NA,NA,NA,NA,NA,8,12.50%,25.00%,62.50%
8536,Tim Williams,Saint Mary's,2010,So,3,33.33%,66.67%,0.00%,33.33%,33.33%,8,37.50%,25.00%,37.50%
8532,Mitchell Young,Saint Mary's,2010,So,6,0.00%,66.67%,33.33%,0.00%,0.00%,16,12.50%,37.50%,50.00%
23257,Chris Barnum,Stanford,2010,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
23256,Aaron Bright,Stanford,2010,Fr,26,7.69%,38.46%,7.69%,53.85%,11.54%,17,5.88%,52.94%,41.18%
6998,Anthony Brown,Stanford,2010,Fr,10,20.00%,40.00%,20.00%,40.00%,10.00%,13,7.69%,38.46%,53.85%
23258,John Gage,Stanford,2010,Fr,2,0.00%,0.00%,100.00%,0.00%,0.00%,2,0.00%,0.00%,100.00%
4716,Jeremy Green,Stanford,2010,Jr,11,27.27%,45.45%,36.36%,18.18%,27.27%,30,20.00%,40.00%,40.00%
6852,Gabriel Harris,Stanford,2010,So,7,0.00%,0.00%,100.00%,0.00%,0.00%,16,0.00%,50.00%,50.00%
23259,Josh Huestis,Stanford,2010,Fr,2,50.00%,50.00%,0.00%,50.00%,0.00%,1,100.00%,0.00%,0.00%
23260,Robbie Lemons,Stanford,2010,Fr,1,100.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
6854,Jarrett Mann,Stanford,2010,Jr,45,26.67%,35.56%,26.67%,37.78%,13.33%,38,5.26%,42.11%,52.63%
23261,Stefan Nastic,Stanford,2010,RS-Fr,2,0.00%,0.00%,50.00%,50.00%,0.00%,3,0.00%,0.00%,100.00%
6855,Josh Owens,Stanford,2010,Jr,12,8.33%,8.33%,16.67%,75.00%,0.00%,30,33.33%,36.67%,30.00%
9346,Dwight Powell,Stanford,2010,Fr,14,7.14%,42.86%,42.86%,14.29%,14.29%,20,15.00%,35.00%,50.00%
6853,Jack Trotter,Stanford,2010,Jr,3,0.00%,66.67%,0.00%,33.33%,0.00%,4,50.00%,0.00%,50.00%
6845,Andrew Zimmermann,Stanford,2010,Jr,8,25.00%,25.00%,12.50%,62.50%,12.50%,17,11.76%,23.53%,64.71%
22588,Steve Forbes,Stetson,2010,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,2,50.00%,50.00%,0.00%
14567,Aaron Graham,Stetson,2010,Fr,3,100.00%,100.00%,0.00%,0.00%,0.00%,4,0.00%,25.00%,75.00%
14577,Ridge Graham,Stetson,2010,So,5,60.00%,40.00%,0.00%,60.00%,0.00%,12,0.00%,33.33%,66.67%
22586,Luis Jacobo,Stetson,2010,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,7,0.00%,14.29%,85.71%
14573,Liam McInerney,Stetson,2010,So,1,100.00%,100.00%,0.00%,0.00%,0.00%,4,0.00%,75.00%,25.00%
22584,Diego Morales,Stetson,2010,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
14572,Joel Naburgs,Stetson,2010,So,3,66.67%,66.67%,0.00%,33.33%,0.00%,4,25.00%,50.00%,25.00%
14581,Tyshawn Patterson,Stetson,2010,So,5,0.00%,0.00%,40.00%,60.00%,0.00%,7,0.00%,14.29%,85.71%
22169,Jermol Paul,Stetson,2010,Jr,1,0.00%,0.00%,100.00%,0.00%,0.00%,1,0.00%,0.00%,100.00%
22587,Spence Purnell,Stetson,2010,So,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,NA,NA,NA
14569,Graeme Radford,Stetson,2010,Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,2,50.00%,50.00%,0.00%
22585,Corey Walden,Stetson,2010,Fr,7,57.14%,71.43%,0.00%,28.57%,0.00%,7,0.00%,14.29%,85.71%
14570,J.R. Weston,Stetson,2010,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,100.00%,0.00%
17901,Danny Carter,Stony Brook,2010,Jr,5,0.00%,20.00%,20.00%,60.00%,0.00%,5,0.00%,20.00%,80.00%
22648,Dave Coley,Stony Brook,2010,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,3,0.00%,100.00%,0.00%
17898,Bryan Dougher,Stony Brook,2010,Jr,2,50.00%,0.00%,50.00%,50.00%,0.00%,4,0.00%,75.00%,25.00%
17904,Leonard Hayes,Stony Brook,2010,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
22647,Anthony Jackson,Stony Brook,2010,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,4,0.00%,100.00%,0.00%
17900,Dallis Joyner,Stony Brook,2010,Jr,2,0.00%,50.00%,50.00%,0.00%,0.00%,1,0.00%,0.00%,100.00%
17899,Chris Martin,Stony Brook,2010,Sr,3,33.33%,33.33%,0.00%,66.67%,0.00%,0,NA,NA,NA
22651,Anthony Mayo,Stony Brook,2010,Fr,0,NA,NA,NA,NA,NA,3,33.33%,33.33%,33.33%
17903,Eric McAlister,Stony Brook,2010,Fr,0,NA,NA,NA,NA,NA,2,50.00%,50.00%,0.00%
17908,Preye Preboye,Stony Brook,2010,So,5,20.00%,20.00%,60.00%,20.00%,0.00%,3,0.00%,0.00%,100.00%
22650,Al Rapier,Stony Brook,2010,Jr,2,0.00%,0.00%,100.00%,0.00%,0.00%,6,0.00%,66.67%,33.33%
22649,Ben Resner,Stony Brook,2010,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17905,Marcus Rouse,Stony Brook,2010,So,3,0.00%,0.00%,66.67%,33.33%,0.00%,1,0.00%,0.00%,100.00%
22424,Russ DeRemer,Syracuse,2010,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
9362,C.J. Fair,Syracuse,2010,Fr,8,12.50%,50.00%,12.50%,37.50%,12.50%,20,0.00%,70.00%,30.00%
22422,Nolan Hart,Syracuse,2010,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6523,Griffin Hoffmann,Syracuse,2010,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2357,Rick Jackson,Syracuse,2010,Sr,52,11.54%,42.31%,17.31%,40.38%,17.31%,56,8.93%,44.64%,46.43%
6530,Scoop Jardine,Syracuse,2010,Jr,134,40.30%,51.49%,17.91%,30.60%,17.91%,82,10.98%,60.98%,28.05%
6528,Mookie Jones,Syracuse,2010,So,1,100.00%,100.00%,0.00%,0.00%,100.00%,0,NA,NA,NA
6525,Kris Joseph,Syracuse,2010,Jr,42,35.71%,35.71%,16.67%,47.62%,11.90%,54,25.93%,42.59%,31.48%
22423,Baye Moussa Keita,Syracuse,2010,Fr,6,16.67%,50.00%,16.67%,33.33%,16.67%,12,33.33%,25.00%,41.67%
6526,Matt Lyde-Cajuste,Syracuse,2010,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
7105,Fab Melo,Syracuse,2010,Fr,6,16.67%,83.33%,0.00%,16.67%,66.67%,16,6.25%,62.50%,31.25%
6521,Brandon Reese,Syracuse,2010,Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
6529,Nick Resavy,Syracuse,2010,Jr,1,0.00%,0.00%,100.00%,0.00%,0.00%,0,NA,NA,NA
6524,James Southerland,Syracuse,2010,So,8,25.00%,62.50%,25.00%,12.50%,12.50%,4,25.00%,75.00%,0.00%
6527,Matt Tomaszewski,Syracuse,2010,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2282,Brandon Triche,Syracuse,2010,So,61,45.90%,60.66%,8.20%,31.15%,19.67%,48,14.58%,47.92%,37.50%
9280,Dion Waiters,Syracuse,2010,Fr,29,34.48%,41.38%,20.69%,37.93%,6.90%,25,16.00%,40.00%,44.00%
9952,Marin Bavcevic,Texas Christian,2010,Jr,0,NA,NA,NA,NA,NA,4,25.00%,75.00%,0.00%
22375,J.R. Cadot,Texas Christian,2010,Jr,18,50.00%,38.89%,16.67%,44.44%,16.67%,10,0.00%,50.00%,50.00%
9953,Nikola Cerina,Texas Christian,2010,So,6,0.00%,83.33%,0.00%,16.67%,33.33%,18,16.67%,38.89%,44.44%
22376,Amric Fields,Texas Christian,2010,Fr,6,50.00%,50.00%,16.67%,33.33%,16.67%,17,17.65%,35.29%,47.06%
