GMID,Name,School,Year,BLK,B2PJ,BS2P,B3P,R2PJ,RS2P,R3P,S2PJ,S2PS,S3PS,PickSix
18624,James Vincent,Georgia State,2011,14,6,8,0,3,5,0,0,2,0,0
18624,James Vincent,Georgia State,2012,70,29,40,0,23,23,0,2,5,0,0
18625,Jihad Ali,Georgia State,2009,11,2,8,1,2,6,0,1,2,0,2
18625,Jihad Ali,Georgia State,2010,19,4,15,0,1,8,0,3,0,0,1
18625,Jihad Ali,Georgia State,2011,20,8,10,2,5,5,1,1,2,0,5
18626,Kevin Lott,Georgia State,2009,0,0,0,0,0,0,0,0,1,0,1
18628,Ousman Krubally,Georgia State,2009,17,5,12,0,3,7,0,1,1,0,1
18629,Trae Goldston,Georgia State,2009,3,1,2,0,1,1,0,0,4,0,1
18670,Brad Kelleher,Hofstra,2010,1,1,0,0,0,0,0,1,2,1,2
18671,Chaz Williams,Hofstra,2009,1,1,0,0,1,0,0,1,2,0,5
18671,Chaz Williams,Massachusetts,2011,7,0,6,1,0,1,1,1,2,0,9
18671,Chaz Williams,Massachusetts,2012,3,1,2,0,1,1,0,0,4,0,7
18671,Chaz Williams,Massachusetts,2013,6,1,4,1,0,1,1,0,4,0,0
18672,Cornelius Vines,Hofstra,2009,5,2,2,1,1,1,1,2,4,0,3
18673,David Imes,Hofstra,2009,7,5,2,0,3,1,0,1,0,0,1
18673,David Imes,Hofstra,2010,24,6,18,0,3,7,0,2,4,0,0
18673,David Imes,Hofstra,2011,26,9,16,0,4,11,0,0,1,0,0
18673,David Imes,Hofstra,2012,28,15,13,0,3,5,0,3,5,0,0
18674,Greg Washington,Hofstra,2009,89,34,54,1,22,31,0,1,5,0,0
18674,Greg Washington,Hofstra,2010,73,24,48,0,11,28,0,0,8,0,1
18675,Halil Kanacevic,Hofstra,2009,58,35,22,1,18,15,0,3,3,0,2
18675,Halil Kanacevic,Saint Joseph's,2011,54,14,36,4,8,20,0,0,8,0,0
18675,Halil Kanacevic,Saint Joseph's,2012,42,14,28,0,7,19,0,0,5,0,3
18675,Halil Kanacevic,Saint Joseph's,2013,49,24,24,1,13,15,0,1,7,0,1
18676,Matt Grogan,Hofstra,2009,0,0,0,0,0,0,0,0,0,0,0
18676,Matt Grogan,Hofstra,2010,1,0,1,0,0,1,0,0,0,0,0
18676,Matt Grogan,Hofstra,2011,1,1,0,0,0,0,0,0,1,0,0
18676,Matt Grogan,Hofstra,2012,4,3,1,0,2,1,0,0,0,0,0
18678,Miklos Szabo,Hofstra,2009,8,4,4,0,3,3,0,2,3,0,0
18679,Nathaniel Lester,Hofstra,2009,18,9,3,6,7,3,5,2,4,0,3
18679,Nathaniel Lester,Hofstra,2011,14,5,5,4,4,1,3,1,1,0,3
18680,Paul Bilbo,Hofstra,2010,1,1,0,0,0,0,0,0,0,0,0
18681,Yves Jules,Hofstra,2009,0,0,0,0,0,0,0,0,0,0,0
18681,Yves Jules,Hofstra,2010,0,0,0,0,0,0,0,0,0,0,2
18681,Yves Jules,Fairleigh Dickinson,2012,1,0,0,1,0,0,1,0,1,0,1
18714,Alioune Diouf,James Madison,2009,6,1,4,0,0,2,0,0,2,0,0
18714,Alioune Diouf,James Madison,2010,1,0,1,0,0,0,0,0,1,0,0
18714,Alioune Diouf,James Madison,2011,12,8,4,0,4,2,0,0,1,0,0
18714,Alioune Diouf,James Madison,2012,14,7,7,0,4,3,0,1,1,0,0
18715,Alvin Brown,James Madison,2009,12,6,5,1,4,4,1,0,0,0,0
18716,Andrey Semenov,James Madison,2009,4,2,2,0,2,0,0,0,0,0,0
18716,Andrey Semenov,James Madison,2010,32,15,11,3,9,9,2,0,3,0,0
18716,Andrey Semenov,James Madison,2011,29,15,13,1,6,5,0,2,6,0,1
18716,Andrey Semenov,James Madison,2012,4,2,2,0,1,0,0,0,3,0,0
18716,Andrey Semenov,James Madison,2013,12,2,9,1,1,2,0,0,6,0,0
18717,Ben Louis,James Madison,2009,12,2,7,3,2,4,1,4,3,0,3
18717,Ben Louis,James Madison,2010,3,1,1,1,0,0,0,1,1,0,0
18718,Darren White,James Madison,2009,7,2,3,2,1,2,1,0,2,0,3
18718,Darren White,Campbell,2011,34,14,11,9,9,8,5,0,0,0,10
18718,Darren White,Campbell,2012,5,2,3,0,1,1,0,0,0,0,5
18719,Devon Moore,James Madison,2010,10,5,3,2,3,2,0,2,4,0,2
18719,Devon Moore,James Madison,2011,2,2,0,0,1,0,0,1,2,0,2
18719,Devon Moore,James Madison,2012,14,9,4,1,5,1,1,1,3,0,4
18722,Matt Parker,James Madison,2009,8,4,4,0,3,2,0,0,2,0,0
18723,Ryan Knight,James Madison,2009,0,0,0,0,0,0,0,0,0,0,0
18724,Trevon Flores,James Madison,2009,36,15,21,0,5,8,0,2,4,0,1
18724,Trevon Flores,James Madison,2010,8,6,1,0,5,0,0,1,2,0,0
18724,Trevon Flores,James Madison,2011,2,0,2,0,0,1,0,0,1,0,0
18763,Ahmad Grant,UNC Wilmington,2009,14,7,5,2,3,4,2,1,2,0,1
18763,Ahmad Grant,UNC Wilmington,2010,20,9,5,6,6,1,3,0,3,0,1
18764,Daniel Mercer,UNC Wilmington,2009,0,0,0,0,0,0,0,1,0,0,0
18765,Darion Jeralds,UNC Wilmington,2009,0,0,0,0,0,0,0,0,0,0,0
18766,Darryl Felder,UNC Wilmington,2009,6,3,2,1,1,0,1,0,2,0,1
18766,Darryl Felder,UNC Wilmington,2010,5,3,2,0,0,1,0,0,1,0,1
18767,Dominique Lacy,UNC Wilmington,2009,10,4,6,0,3,1,0,3,1,0,3
18768,Jeremy Basnight,UNC Wilmington,2009,1,0,0,1,0,0,1,0,1,0,0
18769,Josh Sheets,UNC Wilmington,2009,0,0,0,0,0,0,0,0,0,0,0
18770,Keith Rendleman,UNC Wilmington,2009,25,14,11,0,8,3,0,4,6,0,1
18770,Keith Rendleman,UNC Wilmington,2010,28,18,9,1,7,5,1,1,1,0,3
18770,Keith Rendleman,UNC Wilmington,2011,33,16,17,0,10,13,0,6,3,0,3
18770,Keith Rendleman,UNC Wilmington,2012,43,15,27,1,8,17,1,1,6,0,4
18771,Matt Wilson,UNC Wilmington,2009,8,7,1,0,4,1,0,0,1,0,0
18771,Matt Wilson,UNC Wilmington,2010,18,11,7,0,3,5,0,0,2,0,0
18771,Matt Wilson,UNC Wilmington,2011,5,1,3,0,0,1,0,2,7,0,0
18771,Matt Wilson,UNC Wilmington,2012,0,0,0,0,0,0,0,0,0,0,0
18772,Montez Downey,UNC Wilmington,2009,0,0,0,0,0,0,0,2,0,0,1
18773,Will Ohuaregbe,UNC Wilmington,2009,10,5,4,1,2,1,1,2,3,0,0
18803,Alwayne Bigby,Northeastern,2009,7,2,5,0,1,2,0,0,0,1,3
18803,Alwayne Bigby,Northeastern,2010,1,0,1,0,0,0,0,0,0,0,1
18803,Alwayne Bigby,Northeastern,2011,6,2,4,0,0,2,0,1,3,0,3
18803,Alwayne Bigby,Rhode Island,2012,2,0,2,0,0,1,0,0,2,0,0
18804,Baptiste Bataille,Northeastern,2009,1,1,0,0,0,0,0,0,1,0,4
18805,Ben Felix,Northeastern,2009,0,0,0,0,0,0,0,0,0,0,0
18805,Ben Felix,Northeastern,2010,0,0,0,0,0,0,0,0,0,0,0
18806,Brian McDonald,Northeastern,2009,0,0,0,0,0,0,0,0,0,0,0
18807,Chaisson Allen,Northeastern,2009,0,0,0,0,0,0,0,1,1,0,15
18807,Chaisson Allen,Northeastern,2010,2,1,1,0,0,0,0,1,1,0,7
18808,Chris Avenant,Northeastern,2010,2,0,2,0,0,2,0,0,0,0,0
18808,Chris Avenant,Northeastern,2011,0,0,0,0,0,0,0,0,0,0,0
18808,Chris Avenant,Northeastern,2012,2,1,1,0,0,1,0,0,1,0,0
18808,Chris Avenant,Northeastern,2013,1,0,1,0,0,0,0,1,1,0,0
18809,Dinko Marshavelski,Northeastern,2009,0,0,0,0,0,0,0,0,0,0,0
18809,Dinko Marshavelski,Northeastern,2010,14,2,12,0,2,1,0,0,2,0,0
18809,Dinko Marshavelski,Northeastern,2012,3,0,3,0,0,2,0,0,2,0,0
18810,Joel Smith,Northeastern,2009,3,0,1,2,0,1,0,0,0,0,0
18810,Joel Smith,Northeastern,2010,4,2,2,0,1,1,0,2,2,0,3
18810,Joel Smith,Northeastern,2011,7,2,5,0,1,3,0,0,6,0,3
18810,Joel Smith,Northeastern,2012,7,3,3,1,1,1,1,0,4,0,2
18811,Jonathan Lee,Northeastern,2009,0,0,0,0,0,0,0,0,0,0,1
18811,Jonathan Lee,Northeastern,2010,2,0,2,0,0,2,0,0,3,0,3
18811,Jonathan Lee,Northeastern,2011,3,0,2,1,0,1,0,0,2,0,10
18811,Jonathan Lee,Northeastern,2012,1,0,1,0,0,1,0,1,3,0,6
18812,Kauri Black,Northeastern,2009,4,2,2,0,1,1,0,0,3,0,0
18812,Kauri Black,Northeastern,2010,11,6,5,0,3,2,0,2,6,0,0
18812,Kauri Black,Northeastern,2011,21,12,9,0,7,5,0,0,4,0,2
18812,Kauri Black,Tulsa,2012,19,8,10,0,5,6,0,0,3,0,2
18813,Manny Adako,Northeastern,2009,9,4,5,0,1,5,0,1,1,0,0
18814,Mathiang Muo,Northeastern,2009,1,1,0,0,1,0,0,0,1,0,0
18814,Mathiang Muo,Charleston Southern,2011,9,3,5,0,1,3,0,1,2,0,1
18814,Mathiang Muo,Charleston Southern,2012,4,1,2,0,0,1,0,5,2,0,2
18815,Nkem Ojougboh,Northeastern,2009,64,25,37,1,11,17,1,0,0,0,0
18816,Vinny Lima,Northeastern,2009,1,0,1,0,0,1,0,1,0,0,0
18816,Vinny Lima,Northeastern,2010,3,2,1,0,1,1,0,1,1,0,0
18853,Anton Larsen,Old Dominion,2010,1,0,1,0,0,1,0,0,0,0,0
18853,Anton Larsen,Old Dominion,2011,2,1,1,0,1,1,0,0,0,0,0
18853,Anton Larsen,Old Dominion,2012,5,3,2,0,2,0,0,1,1,0,0
18853,Anton Larsen,Old Dominion,2013,3,1,2,0,1,1,0,0,0,0,0
18854,Ben Finney,Old Dominion,2009,9,2,7,0,2,5,0,1,1,0,3
18854,Ben Finney,Old Dominion,2010,18,9,9,0,6,8,0,0,3,0,5
18855,Chris Cooper,Old Dominion,2009,5,4,1,0,3,0,0,3,0,0,0
18855,Chris Cooper,Old Dominion,2010,24,8,15,1,4,11,1,0,2,0,0
18855,Chris Cooper,Old Dominion,2011,32,9,22,0,6,16,0,2,5,0,0
18856,Darius James,Old Dominion,2009,0,0,0,0,0,0,0,0,0,0,3
18856,Darius James,Old Dominion,2010,1,0,0,1,0,0,1,0,2,0,0
18857,Josh Hicks,Old Dominion,2010,0,0,0,0,0,0,0,0,0,0,0
18858,Kent Bazemore,Old Dominion,2009,15,4,8,3,0,4,2,1,4,0,8
18858,Kent Bazemore,Old Dominion,2010,29,7,17,3,4,9,3,1,1,0,11
18858,Kent Bazemore,Old Dominion,2011,7,3,4,0,3,4,0,0,6,0,7
18859,Keyon Carter,Old Dominion,2009,8,3,5,0,3,4,0,0,3,0,2
18859,Keyon Carter,Old Dominion,2010,11,3,7,1,2,4,0,0,1,0,2
18860,Marquel De Lancey,Old Dominion,2009,0,0,0,0,0,0,0,1,1,0,2
18860,Marquel De Lancey,Old Dominion,2010,2,0,2,0,0,2,0,0,1,0,1
18860,Marquel De Lancey,Old Dominion,2011,0,0,0,0,0,0,0,1,1,0,4
18861,Nick Wright,Old Dominion,2009,2,2,0,0,2,0,0,0,0,0,0
18861,Nick Wright,Old Dominion,2010,10,5,5,0,4,3,0,0,0,0,0
18861,Nick Wright,Old Dominion,2011,34,10,22,2,4,11,2,0,5,0,1
18861,Nick Wright,Old Dominion,2012,10,1,9,0,1,3,0,1,1,0,0
18862,Trian Iliadis,Old Dominion,2009,1,1,0,0,0,0,0,0,0,1,3
18862,Trian Iliadis,Old Dominion,2010,3,1,1,1,1,1,1,0,2,0,1
18862,Trian Iliadis,Old Dominion,2011,5,2,3,0,2,3,0,0,3,0,9
18891,Calvin Lee,Towson,2009,34,6,28,0,4,15,0,4,3,0,1
18892,Danny Quinn,Towson,2009,1,0,1,0,0,0,0,0,0,0,0
18892,Danny Quinn,Towson,2010,2,2,0,0,1,0,0,0,0,0,0
18893,Erique Gumbs,Towson,2009,0,0,0,0,0,0,0,0,0,0,0
18893,Erique Gumbs,Towson,2010,13,5,8,0,1,2,0,2,1,0,1
18893,Erique Gumbs,Towson,2011,14,3,10,0,1,7,0,0,1,0,1
18894,Isaiah Philmore,Towson,2009,4,3,0,1,1,0,1,1,3,0,1
18894,Isaiah Philmore,Towson,2010,12,5,5,2,4,4,2,0,6,0,3
18894,Isaiah Philmore,Xavier,2012,12,5,6,0,2,2,0,1,2,0,0
18894,Isaiah Philmore,Xavier,2013,2,1,1,0,1,1,0,1,1,0,0
18895,Jimmy Smith,Towson,2009,2,2,0,0,1,0,0,0,0,0,0
18896,Josh Brown,Towson,2009,2,0,1,1,0,0,0,0,1,0,2
18896,Josh Brown,Towson,2010,2,0,2,0,0,1,0,0,3,0,8
18897,RaShawn Polk,Towson,2009,6,4,1,1,2,0,1,2,1,0,4
18897,RaShawn Polk,Towson,2010,8,1,6,1,1,4,1,0,3,0,2
18898,Robert Nwankwo,Towson,2009,81,20,56,3,9,23,1,0,2,0,2
18898,Robert Nwankwo,Towson,2011,77,22,51,1,13,32,1,0,4,0,0
18899,Troy Franklin,Towson,2009,4,1,3,0,0,1,0,0,1,0,7
18899,Troy Franklin,Towson,2010,1,1,0,0,1,0,0,0,1,0,1
18899,Troy Franklin,Coppin State,2012,0,0,0,0,0,0,0,0,2,0,4
18939,Bradford Burgess,VCU,2009,12,4,8,0,3,2,0,2,1,0,1
18939,Bradford Burgess,VCU,2010,30,3,26,1,1,15,0,0,6,0,5
18939,Bradford Burgess,VCU,2011,10,2,7,1,2,4,1,3,2,0,4
18940,Brandon Rozzell,VCU,2009,3,0,3,0,0,1,0,0,2,0,12
18940,Brandon Rozzell,VCU,2010,1,0,1,0,0,1,0,1,2,0,5
18941,Darius Theus,VCU,2009,1,0,0,1,0,0,0,0,0,0,3
18941,Darius Theus,VCU,2010,9,6,2,1,3,1,0,1,3,0,4
18941,Darius Theus,VCU,2011,8,5,3,0,1,2,0,3,1,0,11
18941,Darius Theus,VCU,2012,7,2,1,4,2,1,3,1,3,0,3
18942,David Hinton,VCU,2009,0,0,0,0,0,0,0,0,0,0,0
18942,David Hinton,VCU,2010,3,1,1,0,0,1,0,0,0,0,0
18942,David Hinton,VCU,2011,1,0,1,0,0,0,0,0,2,0,0
18942,David Hinton,VCU,2012,4,0,3,1,0,2,0,0,0,0,0
18943,Ed Nixon,VCU,2009,8,3,5,0,1,1,0,2,3,0,3
18943,Ed Nixon,VCU,2010,15,5,6,4,5,3,0,1,3,0,8
18944,Issiah Grayson,VCU,2009,1,1,0,0,1,0,0,1,0,0,0
18944,Issiah Grayson,Cal State Bakersfield,2011,3,0,3,0,0,2,0,0,2,0,3
18944,Issiah Grayson,Cal State Bakersfield,2013,1,0,1,0,0,0,0,1,1,0,14
18945,Kirill Pishchalnikov,VCU,2009,5,0,5,0,0,3,0,2,5,0,0
18946,T.J. Gwynn,VCU,2009,4,0,4,0,0,2,0,0,1,0,0
18947,Terrance Saintil,VCU,2009,6,1,5,0,1,3,0,2,1,0,1
18948,Troy Daniels,VCU,2009,2,1,0,1,0,0,1,0,0,0,0
18948,Troy Daniels,VCU,2010,0,0,0,0,0,0,0,0,0,0,0
18948,Troy Daniels,VCU,2011,2,0,2,0,0,1,0,0,2,0,5
18948,Troy Daniels,VCU,2012,2,0,2,0,0,0,0,0,1,0,0
18980,Andrew Pavloff,William & Mary,2009,0,0,0,0,0,0,0,0,0,0,0
18980,Andrew Pavloff,William & Mary,2010,1,0,1,0,0,0,0,0,1,0,0
18980,Andrew Pavloff,William & Mary,2011,6,2,4,0,1,3,0,0,2,0,0
18980,Andrew Pavloff,William & Mary,2012,0,0,0,0,0,0,0,0,0,0,0
18981,Danny Sumner,William & Mary,2009,24,10,10,4,6,5,2,0,1,0,4
18982,David Schneider,William & Mary,2009,2,2,0,0,1,0,0,0,3,0,6
18983,Doug Howard II,William & Mary,2009,0,0,0,0,0,0,0,0,0,0,1
18983,Doug Howard II,William & Mary,2010,0,0,0,0,0,0,0,0,0,0,0
18983,Doug Howard II,William & Mary,2011,0,0,0,0,0,0,0,0,2,0,1
18983,Doug Howard II,William & Mary,2012,0,0,0,0,0,0,0,0,0,0,0
18984,JohnMark Ludwick,William & Mary,2009,3,1,2,0,0,1,0,1,1,0,0
18984,JohnMark Ludwick,William & Mary,2010,4,1,3,0,0,1,0,2,1,0,0
18984,JohnMark Ludwick,William & Mary,2011,2,0,2,0,0,2,0,0,0,0,0
18985,Kendrix Brown,William & Mary,2009,6,3,3,0,2,1,0,0,1,0,0
18985,Kendrix Brown,William & Mary,2010,4,2,1,1,2,1,1,2,1,0,4
18985,Kendrix Brown,William & Mary,2011,11,1,10,0,1,2,0,1,3,0,3
18986,Kyle Gaillard,William & Mary,2009,0,0,0,0,0,0,0,0,0,0,0
18986,Kyle Gaillard,William & Mary,2010,3,1,1,1,1,0,1,1,9,0,2
18986,Kyle Gaillard,William & Mary,2012,12,4,8,0,2,4,0,1,4,0,1
18986,Kyle Gaillard,William & Mary,2013,8,1,7,0,1,5,0,2,6,0,0
18987,Marcus Kitts,William & Mary,2009,32,16,16,0,8,9,0,2,5,0,0
18987,Marcus Kitts,William & Mary,2010,55,16,36,3,13,21,3,2,3,0,1
18988,Matt McFadden,William & Mary,2009,0,0,0,0,0,0,0,0,0,0,0
18989,Matt Rum,William & Mary,2009,0,0,0,0,0,0,0,0,1,0,0
18989,Matt Rum,William & Mary,2010,0,0,0,0,0,0,0,0,0,0,1
18989,Matt Rum,William & Mary,2011,3,0,3,0,0,2,0,1,2,0,1
18989,Matt Rum,William & Mary,2012,2,0,2,0,0,1,0,1,4,0,1
18990,Quinn McDowell,William & Mary,2009,3,0,3,0,0,1,0,1,2,0,3
18990,Quinn McDowell,William & Mary,2010,4,0,4,0,0,2,0,2,1,0,0
18990,Quinn McDowell,William & Mary,2011,4,3,1,0,2,1,0,0,3,0,4
18991,Steven Hess,William & Mary,2009,9,4,4,1,1,2,1,0,2,0,0
19024,Albert Abrahams,Bethune-Cookman,2009,23,10,13,0,7,6,0,3,6,0,0
19024,Albert Abrahams,Bethune-Cookman,2010,4,3,1,0,0,1,0,0,1,0,0
19025,Alexander Starling,Bethune-Cookman,2009,29,15,14,0,7,5,0,1,7,0,5
19025,Alexander Starling,Bethune-Cookman,2010,34,15,19,0,8,7,0,1,5,0,7
19026,Antroine Williford,Bethune-Cookman,2009,15,4,11,0,2,7,0,1,0,0,0
19027,Aric Miller,Bethune-Cookman,2009,2,0,1,1,0,0,1,0,0,0,1
19027,Aric Miller,Bethune-Cookman,2010,4,2,2,0,1,2,0,2,0,0,1
19028,C.J. Reed,Bethune-Cookman,2009,3,1,2,0,1,1,0,0,0,0,6
19028,C.J. Reed,Bethune-Cookman,2010,1,0,1,0,0,1,0,0,7,0,10
19028,C.J. Reed,Georgia Southern,2012,1,1,0,0,1,0,0,0,6,0,3
19029,Jarrell Thomas,Bethune-Cookman,2009,1,0,1,0,0,1,0,1,1,0,3
19030,Javoris Bryant,Bethune-Cookman,2009,15,8,5,2,7,2,1,2,3,0,1
19030,Javoris Bryant,Bethune-Cookman,2010,7,3,4,0,2,2,0,1,3,0,0
19030,Javoris Bryant,Bethune-Cookman,2011,9,3,3,3,2,1,1,0,2,0,2
19030,Javoris Bryant,Bethune-Cookman,2012,23,9,14,0,7,7,0,0,6,0,2
19031,"Jerry Jones, Jr.",Bethune-Cookman,2009,3,1,2,0,1,0,0,0,0,0,2
19032,Kene Anusionwu,Bethune-Cookman,2009,2,1,1,0,0,1,0,0,0,0,0
19033,Kevin Dukes,Bethune-Cookman,2009,2,0,2,0,0,0,0,1,2,0,2
19033,Kevin Dukes,Bethune-Cookman,2010,0,0,0,0,0,0,0,0,2,0,3
19033,Kevin Dukes,Bethune-Cookman,2011,4,2,1,1,1,0,1,0,2,0,3
19033,Kevin Dukes,Bethune-Cookman,2012,2,1,1,0,1,0,0,0,4,0,7
19034,Rashad Bailey,Bethune-Cookman,2009,0,0,0,0,0,0,0,0,0,0,0
19035,"Stanley Elliott, Jr.",Bethune-Cookman,2009,14,10,3,1,5,3,1,0,3,1,4
19035,"Stanley Elliott, Jr.",Bethune-Cookman,2010,9,4,5,0,4,3,0,2,4,0,2
19035,"Stanley Elliott, Jr.",Bethune-Cookman,2011,18,6,12,0,4,8,0,3,6,0,3
19036,Tyrel Adams,Bethune-Cookman,2009,5,3,1,0,2,1,0,3,0,0,0
19041,"Mike White, Jr.",Texas-San Antonio,2010,0,0,0,0,0,0,0,0,0,0,0
19090,Branden Doughty,Coppin State,2009,29,13,16,0,5,11,0,0,4,0,0
19090,Branden Doughty,Coppin State,2010,16,2,13,0,2,5,0,2,5,0,0
19091,Ceslovas Kucinskas,Coppin State,2009,8,0,7,1,0,3,0,0,5,0,0
19091,Ceslovas Kucinskas,Coppin State,2010,7,2,5,0,2,2,0,0,9,0,0
19092,Eddie Hayden,Coppin State,2009,3,3,0,0,2,0,0,1,1,0,0
19093,George Jackson,Coppin State,2009,1,1,0,0,1,0,0,0,2,0,1
19094,Jonathan Landry,Coppin State,2009,0,0,0,0,0,0,0,0,0,0,1
19095,Kareem Brown,Coppin State,2009,0,0,0,0,0,0,0,1,3,0,2
19096,Lenny Young,Coppin State,2009,0,0,0,0,0,0,0,1,2,0,3
19097,Michael Harper,Coppin State,2009,3,0,1,2,0,1,2,0,2,0,9
19097,Michael Harper,Coppin State,2010,9,1,6,2,0,2,1,2,1,0,8
19097,Michael Harper,Coppin State,2011,11,4,6,1,4,3,1,1,3,0,7
19099,Quinston Reggins,Coppin State,2009,0,0,0,0,0,0,0,1,3,0,2
19100,Sam Coleman,Coppin State,2009,18,3,15,0,2,3,0,1,5,0,1
19101,Vince Goldsberry,Coppin State,2009,1,1,0,0,0,0,0,0,2,0,7
19101,Vince Goldsberry,Coppin State,2010,3,0,3,0,0,1,0,2,0,0,4
19104,Jordan Lee,Coppin State,2010,8,4,4,0,2,3,0,0,2,0,0
19104,Jordan Lee,Coppin State,2011,0,0,0,0,0,0,0,0,0,0,0
19146,Alibaba Odd,Delaware State,2009,0,0,0,0,0,0,0,0,0,0,0
19146,Alibaba Odd,Delaware State,2010,2,0,2,0,0,1,0,0,0,0,0
19147,Amir Bell,Delaware State,2009,1,0,1,0,0,0,0,0,1,0,0
19148,Andre Wilburn,Delaware State,2009,0,0,0,0,0,0,0,0,0,0,0
19149,Brandon Oliver,Delaware State,2009,1,0,0,0,0,0,0,0,0,0,0
19149,Brandon Oliver,Delaware State,2010,0,0,0,0,0,0,0,0,0,0,0
19149,Brandon Oliver,Delaware State,2011,2,2,0,0,0,0,0,1,2,0,0
19149,Brandon Oliver,Delaware State,2012,1,1,0,0,1,0,0,0,1,0,0
19150,Brandon Baylor,Delaware State,2009,0,0,0,0,0,0,0,0,1,0,2
19150,Brandon Baylor,Delaware State,2010,0,0,0,0,0,0,0,0,0,0,2
19151,Chad Wilson,Delaware State,2009,0,0,0,0,0,0,0,0,0,0,1
19151,Chad Wilson,Delaware State,2010,0,0,0,0,0,0,0,0,2,0,1
19152,Frisco Sandidge,Delaware State,2009,18,8,8,2,4,5,0,1,5,0,8
19153,Greg Smith (3),Delaware State,2009,9,5,4,0,4,2,0,0,4,1,0
19154,Jabari Joyner,Delaware State,2009,0,0,0,0,0,0,0,0,0,0,0
19154,Jabari Joyner,Delaware State,2010,0,0,0,0,0,0,0,0,0,0,0
19154,Jabari Joyner,Delaware State,2011,0,0,0,0,0,0,0,0,0,0,0
19154,Jabari Joyner,Delaware State,2012,0,0,0,0,0,0,0,1,1,0,1
19155,James Marcellus,Delaware State,2009,2,1,1,0,1,1,0,0,3,0,0
19155,James Marcellus,Delaware State,2010,10,2,8,0,0,4,0,1,0,0,0
19155,James Marcellus,Delaware State,2011,17,8,9,0,6,5,0,0,1,0,0
19156,Marcus Neal,Delaware State,2009,5,3,2,0,2,0,0,0,1,0,0
19157,Marques Oliver,Delaware State,2009,26,16,10,0,5,3,0,1,8,0,1
19157,Marques Oliver,Delaware State,2010,63,23,38,1,15,25,0,2,6,0,3
19157,Marques Oliver,Delaware State,2011,72,29,42,1,14,26,0,0,2,0,0
19157,Marques Oliver,Delaware State,2012,61,17,41,2,4,25,1,0,4,0,2
19158,Sheridan Price,Delaware State,2009,0,0,0,0,0,0,0,0,0,0,0
19159,Terron Stowe,Delaware State,2009,1,1,0,0,1,0,0,0,1,0,0
19159,Terron Stowe,Delaware State,2010,3,0,3,0,0,1,0,2,1,0,0
19160,Trevor Welcher,Delaware State,2009,2,1,1,0,1,1,0,1,0,0,0
19160,Trevor Welcher,Delaware State,2010,0,0,0,0,0,0,0,0,3,0,5
19221,Amin Stevens,Florida A&M,2009,11,4,6,1,1,4,0,0,1,0,1
19221,Amin Stevens,Florida A&M,2010,17,9,8,0,7,5,0,0,3,0,4
19221,Amin Stevens,Florida A&M,2011,24,9,10,5,6,4,3,1,3,0,6
19222,Brandon Bryant,Florida A&M,2009,2,2,0,0,2,0,0,1,4,0,2
19223,Cecil Bent,Florida A&M,2009,3,3,0,0,1,0,0,0,4,0,0
19223,Cecil Bent,Florida A&M,2010,6,2,4,0,1,3,0,1,2,0,0
19224,Christopher Walker,Florida A&M,2009,14,4,7,3,2,3,1,0,4,0,4
19224,Christopher Walker,Florida A&M,2010,10,6,4,0,4,3,0,0,2,0,0
19225,David Buchanon,Florida A&M,2009,1,0,1,0,0,1,0,0,2,0,1
19226,Isaac Brown,Florida A&M,2009,0,0,0,0,0,0,0,0,1,0,0
19226,Isaac Brown,Florida A&M,2010,0,0,0,0,0,0,0,0,0,0,0
19226,Isaac Brown,Florida A&M,2011,0,0,0,0,0,0,0,0,1,0,0
19227,Larry Jackson,Florida A&M,2009,6,2,4,0,1,1,0,2,6,0,2
19227,Larry Jackson,Florida A&M,2010,10,4,6,0,2,6,0,3,4,0,0
19228,Nikko Acosta,Florida A&M,2009,3,1,2,0,0,1,0,0,1,0,0
19228,Nikko Acosta,Lamar,2011,23,11,11,0,5,7,0,0,2,0,0
19228,Nikko Acosta,Lamar,2012,21,9,12,0,5,4,0,2,1,0,0
19229,Rasheem Jenkins,Florida A&M,2009,1,0,0,0,0,0,0,0,3,0,2
19229,Rasheem Jenkins,Florida A&M,2010,0,0,0,0,0,0,0,0,5,0,0
19230,Travis Wallace,Florida A&M,2009,10,5,5,0,1,5,0,0,0,0,1
19230,Travis Wallace,North Florida,2011,12,1,11,0,1,8,0,1,2,0,0
19230,Travis Wallace,North Florida,2012,29,9,20,0,6,11,0,0,5,0,1
19230,Travis Wallace,North Florida,2013,31,12,19,0,9,12,0,0,5,0,0
19231,Yannick Crowder,Florida A&M,2009,30,19,11,0,8,3,0,3,4,0,1
19231,Yannick Crowder,Florida A&M,2010,59,39,19,1,21,10,0,2,4,0,1
19231,Yannick Crowder,Florida A&M,2011,70,28,39,3,13,23,2,0,4,0,1
19274,Antwyne Hines,Hampton,2009,0,0,0,0,0,0,0,0,0,0,0
19276,Bakari Taylor,Hampton,2009,1,1,0,0,1,0,0,0,2,0,0
19276,Bakari Taylor,Hampton,2010,0,0,0,0,0,0,0,0,0,0,0
19276,Bakari Taylor,Hampton,2011,1,0,1,0,0,1,0,0,0,0,0
19277,Brandon Tunnell,Hampton,2009,0,0,0,0,0,0,0,0,2,0,4
19277,Brandon Tunnell,Hampton,2010,1,0,1,0,0,0,0,1,3,0,4
