GMID,Name,School,Year,A1PerRimAtt,A1Per2PT,PercFTsShootF
88783,DeAundre Ballard,Florida,2017,0.050,0.014,91.67%
88784,Mohamed Bamba,Texas,2017,0.071,0.042,87.50%
88785,James Banks,Texas,2016,0.043,0.023,69.23%
88785,James Banks,Texas,2017,0.125,0.071,50.00%
88787,A.J. Caldwell,South Alabama,2017,NA,NA,NA
88788,David Caraher,Houston Baptist,2017,0.000,0.000,675.00%
88789,Ethan Chargois,Southern Methodist,2017,0.079,0.054,86.15%
88790,De'Von Cooper,Morehead State,2017,0.000,0.000,466.67%
88793,Dajour Dickens,Providence,2017,0.000,0.000,NA
88794,Myles Douglas,UCF,2017,0.130,0.094,81.82%
88795,Ishmael El-Amin,Ball State,2017,0.143,0.091,633.33%
88796,Victor Enoh,Memphis,2017,0.000,0.000,600.00%
88797,KeyShawn Feazell,Mississippi State,2017,0.091,0.033,50.00%
88800,A.J. Gareri,Ohio,2017,NA,NA,NA
88801,Jordan Goodwin,Saint Louis,2017,0.000,0.000,1500.00%
88805,Amauri Hardy,UNLV,2017,0.027,0.016,75.00%
88806,Jaren Jackson,Michigan State,2017,0.119,0.094,82.46%
88807,Markell Johnson,NC State,2016,0.083,0.067,300.00%
88807,Markell Johnson,NC State,2017,0.070,0.047,75.36%
88809,Zach Kent,Tennessee,2017,0.000,0.000,NA
88810,Jalen King,Eastern Michigan,2017,0.000,0.000,NA
88811,Derek Koch,Bowling Green,2017,NA,NA,NA
88812,Kimani Lawrence,Arizona State,2017,0.125,0.091,133.33%
88813,Terrence Lewis,Iowa State,2017,0.091,0.023,61.11%
88816,Hunter Maldonado,Wyoming,2017,0.000,0.000,276.92%
88817,Brady Manek,Oklahoma,2017,0.038,0.029,77.78%
88818,Goanar Mar,George Mason,2017,0.000,0.000,376.00%
88819,Remy Martin,Arizona State,2017,0.089,0.038,111.59%
88820,Terrance McBride,Cornell,2017,NA,0.000,NA
88821,Connor McCaffery,Iowa,2017,1.000,1.000,75.00%
88822,Brandon McCoy,UNLV,2017,0.146,0.088,107.41%
88823,Damari Milstead,Grand Canyon,2017,0.000,0.000,NA
88825,Damion Moore,Temple,2016,0.000,0.000,500.00%
88825,Damion Moore,Temple,2017,0.056,0.034,103.23%
88828,Sebastian Much,Princeton,2017,0.333,0.333,1900.00%
88830,Tomas Murphy,Northeastern,2017,0.143,0.071,1233.33%
88833,Christian Negron,Loyola (IL),2017,0.200,0.143,100.00%
88835,David Nickelberry,Memphis,2017,0.000,0.000,400.00%
88837,Jaylen Nowell,Washington,2017,0.077,0.029,1088.89%
88840,Chuck O'Bannon Jr.,USC,2017,0.000,0.000,85.71%
88841,Ike Obiagu,Florida State,2017,0.025,0.019,87.88%
88842,Chuma Okeke,Auburn,2017,0.164,0.105,97.50%
88843,Sunday Okeke,Wake Forest,2017,0.000,0.000,NA
88847,Darius Perry,Louisville,2017,0.143,0.069,100.00%
88850,John Petty,Alabama,2017,0.133,0.056,82.22%
88850,John Petty,Alabama,2017,0.133,0.056,82.22%
88851,Nate Pierre-Louis,Temple,2017,0.075,0.060,117.02%
88852,Richard Polanco,Eastern Washington,2017,0.000,0.000,700.00%
88853,Jordan Poole,Michigan,2017,0.161,0.085,86.00%
88854,Jeff Prophete,Towson,2017,0.000,0.000,100.00%
88857,Nick Richards,Kentucky,2017,0.068,0.041,76.92%
88860,Justin Roberts (2),DePaul,2017,0.000,0.000,109.09%
88861,Jordan Roberts,Long Beach State,2017,0.000,0.000,400.00%
88865,Colbey Ross,Pepperdine,2017,0.143,0.053,386.96%
88867,Cedric Russell,Louisiana,2017,0.000,0.000,200.00%
88868,Jordan Salzman,Arizona State,2017,0.000,0.000,NA
88869,Jermaine Samuels,Villanova,2017,0.000,0.000,150.00%
88871,Jalen Sanders (2),Northern Colorado,2017,0.000,0.000,NA
88872,Jordan Schakel,San Diego State,2017,0.000,0.000,75.00%
88873,D'Shawn Schwartz,Colorado,2017,0.000,0.000,300.00%
88875,Elizjah Scott,Loyola Marymount,2017,0.190,0.083,600.00%
88876,Paul Scruggs,Xavier,2017,0.093,0.074,71.88%
88879,Marcus Shaver,Portland,2017,0.091,0.027,1042.86%
88884,Devontae Shuler,Ole Miss,2017,0.039,0.022,105.56%
88885,Jarrod Simmons,Pennsylvania,2017,0.000,0.000,NA
88886,Caleb Simmons,San Jose State,2017,NA,0.000,NA
88888,Jade' Smith,Pepperdine,2017,0.111,0.071,425.00%
88895,Justin Smith (2),Indiana,2017,0.080,0.059,92.31%
88898,Parker Stewart,Pittsburgh,2017,0.125,0.053,262.50%
88900,Otto Taylor,Pacific,2017,NA,NA,NA
88902,Aaron Thompson (3),Butler,2017,0.075,0.042,93.24%
88903,Ethan Thompson,Oregon State,2017,0.071,0.033,455.56%
88905,Xavier Tillman,Michigan State,2017,0.079,0.067,77.78%
88906,Donnie Tillman,Utah,2017,0.097,0.078,82.81%
88907,Jeremiah Tilmon,Missouri,2017,0.035,0.020,87.67%
88908,"Gary Trent, Jr.",Duke,2017,0.127,0.039,85.57%
88909,Jordan Tucker,Duke,2017,0.000,0.000,100.00%
88910,Victor Uyaelunmo,USC,2017,0.000,0.000,100.00%
88912,Tydus Verhoeven,Duquesne,2017,0.000,0.000,1700.00%
88914,M.J. Walker,Florida State,2017,0.051,0.032,84.21%
88916,Lonnie Walker,Miami (FL),2017,0.082,0.050,91.67%
88917,Chyree Walker,Delaware,2017,NA,NA,NA
88918,Tremont Waters,LSU,2017,0.139,0.076,82.48%
88920,Kaleb Wesson,Ohio State,2017,0.108,0.069,85.61%
88921,Jamari Wheeler,Penn State,2017,0.026,0.018,104.35%
88922,Brion Whitley,Murray State,2017,NA,NA,NA
88923,Kris Wilkes,UCLA,2017,0.118,0.068,89.62%
88925,Malik Williams,Louisville,2017,0.167,0.075,100.00%
88927,Zafir Williams,Loyola Marymount,2017,0.143,0.050,525.00%
88932,Wyatt Yess,Yale,2017,0.000,0.000,500.00%
88933,Kyle Young,Ohio State,2017,0.000,0.000,90.91%
88934,Trae Young,Oklahoma,2017,0.078,0.054,78.49%
88936,A.J. Youngman,Eastern Kentucky,2017,0.000,0.000,NA
89000,Joe Wallace,UCLA,2017,NA,NA,NA
89006,Tyler Singleton,Incarnate Word,2015,0.000,0.000,233.33%
89006,Tyler Singleton,Incarnate Word,2016,0.600,0.200,800.00%
89007,James Butler,Navy,2016,NA,NA,NA
89008,Kamil Williams,Savannah State,2015,NA,0.000,2800.00%
89008,Kamil Williams,Savannah State,2016,0.000,0.000,100.00%
89011,Joe Rosga,Denver,2015,0.125,0.071,808.33%
89011,Joe Rosga,Denver,2016,0.500,0.250,1171.43%
89011,Joe Rosga,Denver,2017,0.250,0.100,1580.00%
89012,Malique Trent,Texas Christian,2015,0.194,0.103,261.76%
89012,Malique Trent,Texas Christian,2016,0.063,0.045,72.22%
89012,Malique Trent,Hampton,2017,0.000,0.000,NA
89013,Jovan Crnic,Abilene Christian,2015,0.000,0.000,3400.00%
89013,Jovan Crnic,Abilene Christian,2016,NA,NA,NA
89014,Elliott Cole,Chicago State,2015,0.000,0.000,209.09%
89016,Jeff Dowtin,Rhode Island,2016,0.061,0.027,83.72%
89016,Jeff Dowtin,Rhode Island,2017,0.086,0.038,127.27%
89018,Kellen Manek,Oral Roberts,2017,NA,NA,NA
89019,Hasahn French,Saint Louis,2017,0.000,0.000,675.00%
89020,Cam Smith,Florida International,2015,NA,NA,NA
89020,Cam Smith,Florida International,2016,0.000,0.000,NA
89020,Cam Smith,James Madison,2017,NA,NA,NA
89021,Elmo Stephen,Florida International,2015,NA,NA,NA
89021,Elmo Stephen,Florida International,2016,0.250,0.091,3500.00%
89022,Shakur Juiston,UNLV,2017,0.060,0.038,90.91%
89082,Marvin Bragg,American University,2017,0.250,0.167,262.50%
89082,Marvin Bragg,American University,2017,0.250,0.167,262.50%
89084,Brad Greene,UC Irvine,2016,0.000,0.000,900.00%
89084,Brad Greene,UC Irvine,2017,0.083,0.050,414.29%
89111,Jermaine Bishop,Saint Louis,2015,0.182,0.067,306.67%
89111,Jermaine Bishop,Saint Louis,2016,0.000,0.000,400.00%
89112,Josh Ajayi,South Alabama,2016,0.000,0.000,4400.00%
89112,Josh Ajayi,South Alabama,2017,0.000,0.000,780.00%
89114,Joe Hugley,Central Connecticut State,2017,0.000,0.000,2400.00%
89116,Mamadou Ndiaye (2),Saint Peter's,2015,0.000,0.000,NA
89116,Mamadou Ndiaye (2),Saint Peter's,2016,0.040,0.033,214.29%
89116,Mamadou Ndiaye (2),Saint Peter's,2017,0.000,0.000,1800.00%
89118,Walter Wright,Montana,2015,0.143,0.053,2900.00%
89118,Walter Wright,Montana,2016,0.000,0.000,4000.00%
89119,Sean Hoehn,Sacred Heart,2015,0.000,0.000,250.00%
89119,Sean Hoehn,Sacred Heart,2016,0.000,0.000,NA
89119,Sean Hoehn,Sacred Heart,2017,0.000,0.000,888.89%
89120,Matthew McCarthy,San Francisco,2015,0.000,0.000,1000.00%
89120,Matthew McCarthy,San Francisco,2016,0.000,0.000,288.89%
89120,Matthew McCarthy,San Francisco,2017,0.000,0.000,833.33%
89122,Cortez Edwards,Southern Mississippi,2015,0.000,0.000,NA
89122,Cortez Edwards,Southern Mississippi,2016,0.111,0.031,1625.00%
89122,Cortez Edwards,Southern Mississippi,2017,0.038,0.020,1442.86%
89123,Sarp Gobeloglu,Montana State,2015,0.000,0.000,NA
89123,Sarp Gobeloglu,Montana State,2016,NA,NA,NA
89124,DeSean Parsons,Portland State,2015,NA,NA,NA
89124,DeSean Parsons,Portland State,2016,0.122,0.071,12.33%
89125,Jonathan Jean,Furman,2015,NA,NA,NA
89125,Jonathan Jean,Furman,2016,0.000,0.000,300.00%
89125,Jonathan Jean,Furman,2017,NA,NA,NA
89126,Shamar Johnson,Loyola Marymount,2015,0.045,0.029,500.00%
89126,Shamar Johnson,Loyola Marymount,2016,0.000,0.000,300.00%
89127,Shikei Blake,Montana State,2015,0.000,0.000,233.33%
89128,Johnny Woodard,Tennessee State,2015,NA,NA,NA
89129,Miles Banks,Incarnate Word,2016,NA,NA,NA
89130,Deckie Johnson,North Texas,2015,0.000,0.000,1088.89%
89130,Deckie Johnson,North Texas,2016,0.200,0.125,500.00%
89131,Brandon Brown (2),Loyola Marymount,2015,0.118,0.052,494.12%
89131,Brandon Brown (2),Loyola Marymount,2016,0.043,0.025,338.89%
89133,Isaiah Robinson,Houston Baptist,2015,0.000,0.000,350.00%
89135,John Murry,Austin Peay,2015,0.143,0.067,269.23%
89137,Danny Cohen,New Orleans,2015,NA,NA,300.00%
89137,Danny Cohen,New Orleans,2016,0.000,0.000,NA
89138,Scott Meredith,St. Francis (PA),2015,NA,NA,NA
89138,Scott Meredith,St. Francis (PA),2016,NA,0.000,NA
89138,Scott Meredith,St. Francis (PA),2017,0.000,0.000,600.00%
89140,Nahjee Matlock,Montana State,2015,0.000,0.000,350.00%
89141,Brandon Gilbeck,Western Illinois,2015,0.000,0.000,1000.00%
89141,Brandon Gilbeck,Western Illinois,2016,0.000,0.000,5200.00%
89141,Brandon Gilbeck,Western Illinois,2017,0.286,0.095,1675.00%
89142,E.J. Eaves,South Carolina State,2015,0.095,0.056,700.00%
89142,E.J. Eaves,South Carolina State,2016,0.074,0.031,508.00%
89143,Kimani Jackson,Colorado State,2015,0.000,0.000,700.00%
89143,Kimani Jackson,Colorado State,2016,0.100,0.045,70.00%
89143,Kimani Jackson,Nicholls State,2017,NA,0.000,3300.00%
89144,Kevin Baker,Troy,2016,0.000,0.000,1375.00%
89144,Kevin Baker,Troy,2017,0.000,0.000,438.46%
89145,Isaiah Pineiro,Portland State,2015,NA,NA,NA
89145,Isaiah Pineiro,San Diego,2017,0.000,0.000,458.33%
89146,Cody Helgeland,Jacksonville,2016,0.000,0.000,1300.00%
89146,Cody Helgeland,Jacksonville,2017,0.000,0.000,1200.00%
89148,Corlbe Ervin,Kansas State,2015,0.059,0.048,61.76%
89148,Corlbe Ervin,Kansas State,2016,0.081,0.070,60.00%
89149,Dusty Baker,Weber State,2015,NA,0.000,800.00%
89149,Dusty Baker,Weber State,2016,NA,0.000,NA
89149,Dusty Baker,Weber State,2017,0.000,0.000,NA
89150,Jarrel Marshall,Portland,2015,0.000,0.000,1050.00%
89150,Jarrel Marshall,Portland,2016,0.000,0.000,1500.00%
89151,Isiah Blackmon,St. Francis (PA),2015,0.000,0.000,NA
89151,Isiah Blackmon,St. Francis (PA),2016,0.000,0.000,957.14%
89151,Isiah Blackmon,St. Francis (PA),2017,0.111,0.083,166.67%
89152,LaQuincy Rideau,Gardner-Webb,2015,0.056,0.053,814.29%
89152,LaQuincy Rideau,Gardner-Webb,2016,0.000,0.000,695.24%
89153,Jamall Gregory,South Carolina,2015,0.143,0.100,100.00%
89153,Jamall Gregory,Jacksonville State,2017,0.051,0.024,175.68%
89155,DaQuan Jeffries,Oral Roberts,2015,0.167,0.059,205.88%
89155,DaQuan Jeffries,Tulsa,2017,0.059,0.048,442.86%
89156,Willie Mangum,Eastern Michigan,2015,0.000,0.000,385.71%
89156,Willie Mangum,Eastern Michigan,2016,0.000,0.000,1200.00%
89157,Kwe Askew,Long Island,2016,NA,NA,NA
89158,B.J. Miller (2),Troy,2015,0.000,0.000,1000.00%
89158,B.J. Miller (2),Troy,2016,NA,NA,NA
89158,B.J. Miller (2),Troy,2017,0.000,0.000,700.00%
89159,Bryce Jones,Murray State,2015,0.167,0.059,1385.71%
89159,Bryce Jones,Murray State,2016,0.250,0.143,606.67%
89160,C.J. Bobbitt,Denver,2015,0.000,0.000,1240.00%
89160,C.J. Bobbitt,Denver,2016,NA,0.000,NA
89161,Dequon Miller,Missouri State,2015,0.050,0.021,546.67%
89161,Dequon Miller,Missouri State,2016,0.000,0.000,1022.22%
89162,Tanner Morgan,Northern Colorado,2015,0.000,0.000,425.00%
89162,Tanner Morgan,Northern Colorado,2017,0.000,0.000,NA
89163,Connor Schroeder,Citadel,2015,NA,NA,NA
89164,Benji Bell,Florida State,2015,0.080,0.048,92.31%
89165,Micaiah Henry,Tennessee Tech,2016,0.000,0.000,342.86%
89165,Micaiah Henry,Tennessee Tech,2017,0.111,0.063,366.67%
89166,Tom Capuano,Manhattan,2015,NA,0.000,NA
89166,Tom Capuano,Manhattan,2016,0.000,0.000,600.00%
89166,Tom Capuano,Manhattan,2017,NA,0.000,NA
89167,Kimar Williams,Florida International,2015,0.000,0.000,NA
89167,Kimar Williams,Florida International,2016,0.000,0.000,800.00%
89168,Everett Clemons,Indiana State,2015,0.050,0.043,554.55%
89168,Everett Clemons,Indiana State,2016,0.118,0.077,1300.00%
89169,Jordan Johnson (3),Milwaukee,2015,0.000,0.000,609.09%
89169,Jordan Johnson (3),UNLV,2017,0.194,0.107,109.86%
89170,Ty Gibson,Eastern Washington,2015,0.000,0.000,NA
89170,Ty Gibson,Eastern Washington,2016,NA,NA,NA
89170,Ty Gibson,Eastern Washington,2017,0.000,0.000,800.00%
89171,Devin Morgan,Delaware State,2015,0.000,0.000,775.00%
89171,Devin Morgan,Delaware State,2016,0.000,0.000,405.88%
89172,Nigel Riberio,Grambling State,2015,0.000,0.000,481.82%
89172,Nigel Riberio,Grambling State,2016,0.000,0.000,NA
89172,Nigel Riberio,Grambling State,2017,0.000,0.000,NA
89173,Cody John,Weber State,2015,NA,0.000,1000.00%
89173,Cody John,Weber State,2016,0.500,0.200,980.00%
89174,A.J. Patty,Murray State,2015,0.000,0.000,NA
89195,Mamadou Doucoure,Rutgers,2017,0.000,0.000,138.46%
89207,Karl Charles,Holy Cross,2015,0.000,0.000,950.00%
89207,Karl Charles,Holy Cross,2016,0.100,0.091,660.00%
89207,Karl Charles,Holy Cross,2017,0.200,0.200,1766.67%
89208,DeVaughn Mallory,Delaware State,2015,0.000,0.000,400.00%
89208,DeVaughn Mallory,Delaware State,2016,0.000,0.000,550.00%
89209,Ronnie Boyce III,San Francisco,2015,0.000,0.000,650.00%
89209,Ronnie Boyce III,San Francisco,2016,0.083,0.040,871.43%
89210,Daniel Utomi,Akron,2015,0.000,0.000,NA
89210,Daniel Utomi,Akron,2016,0.211,0.143,112.90%
89210,Daniel Utomi,Akron,2017,1.000,0.125,960.00%
89210,Daniel Utomi,Akron,2017,1.000,0.125,960.00%
89211,Kenny Jones (2),Austin Peay,2015,0.000,0.000,1550.00%
89212,Justin Leon,Florida,2015,0.026,0.013,73.08%
89212,Justin Leon,Florida,2016,0.077,0.041,74.19%
89213,John Majors,Presbyterian,2015,0.000,0.000,428.57%
89216,Jerry Johnson,Fairfield,2015,0.000,0.000,327.27%
89216,Jerry Johnson,Fairfield,2016,0.000,0.000,1325.00%
89217,Nick Billingsley,Texas-San Antonio,2015,0.333,0.125,328.57%
89217,Nick Billingsley,Texas-San Antonio,2016,NA,0.000,NA
89218,Donte Thomas (2),Arkansas State,2015,0.100,0.056,891.67%
89218,Donte Thomas (2),Arkansas State,2016,0.125,0.069,514.29%
89220,Quavius Copeland,Middle Tennessee State,2015,0.143,0.067,2500.00%
89220,Quavius Copeland,Middle Tennessee State,2016,0.000,0.000,100.00%
89221,Jevonlean Hedgeman,Louisiana,2015,0.000,0.000,316.67%
89222,Grant Dressler,Sacramento State,2015,NA,NA,NA
89222,Grant Dressler,Sacramento State,2016,NA,0.000,NA
89293,Tim Rowe,Southern Mississippi,2015,0.000,0.000,NA
89293,Tim Rowe,Southern Mississippi,2016,1.000,0.500,2100.00%
89293,Tim Rowe,Southern Mississippi,2017,0.200,0.077,540.00%
89294,Allante Holston,North Texas,2015,0.000,0.000,400.00%
89294,Allante Holston,North Texas,2016,0.000,0.000,NA
89294,Allante Holston,North Texas,2017,0.000,0.000,275.00%
89295,Rashad Jackson,Portland,2015,NA,0.000,NA
89295,Rashad Jackson,Portland,2016,0.000,0.000,428.57%
89295,Rashad Jackson,Portland,2017,0.000,0.000,1000.00%
89296,Raheem Watts,Southern Mississippi,2015,0.000,0.000,NA
89296,Raheem Watts,Southern Mississippi,2016,0.111,0.050,423.08%
89297,Samson Oyediran,Tennessee State,2015,NA,NA,NA
89297,Samson Oyediran,Tennessee State,2016,NA,NA,300.00%
89297,Samson Oyediran,Tennessee State,2017,NA,0.000,NA
89298,Samuel Idowu,Saint Peter's,2015,0.250,0.200,300.00%
89298,Samuel Idowu,Saint Peter's,2016,0.034,0.023,125.00%
89298,Samuel Idowu,Saint Peter's,2017,0.000,0.000,1800.00%
89299,Treshaad Williams,Morehead State,2015,0.250,0.250,833.33%
89299,Treshaad Williams,Morehead State,2016,0.200,0.100,980.00%
89300,Ikenna Okwarabizie,UCLA,2015,0.000,0.000,NA
89300,Ikenna Okwarabizie,UCLA,2016,NA,0.000,100.00%
89300,Ikenna Okwarabizie,UCLA,2017,0.000,0.000,NA
89301,Jarrell Brantley,Charleston,2015,0.143,0.065,266.67%
89301,Jarrell Brantley,Charleston,2016,0.152,0.086,119.17%
89301,Jarrell Brantley,Charleston,2017,0.154,0.083,581.82%
89302,DaRon Curry,Fairleigh Dickinson,2015,0.000,0.000,133.33%
89302,DaRon Curry,Fairleigh Dickinson,2016,NA,NA,NA
89303,Xavier Moon,Morehead State,2015,0.167,0.167,1966.67%
89303,Xavier Moon,Morehead State,2016,0.067,0.033,1071.43%
89304,Tevin King,South Dakota State,2015,0.200,0.158,122.73%
89304,Tevin King,South Dakota State,2016,0.077,0.063,585.71%
89304,Tevin King,South Dakota State,2017,0.111,0.065,480.00%
89305,Cameron Jones (3),Saint Peter's,2015,0.000,0.000,200.00%
89305,Cameron Jones (3),Saint Peter's,2017,0.000,0.000,1300.00%
89306,Hakeem Rogers,Tennessee Tech,2015,0.000,0.000,2600.00%
89306,Hakeem Rogers,Tennessee Tech,2016,0.200,0.182,408.33%
89307,Lamine Mbodj,New Orleans,2015,0.000,0.000,100.00%
89308,Larenz Stalcup,Louisiana,2016,0.000,0.000,200.00%
89308,Larenz Stalcup,Louisiana,2017,0.000,0.000,500.00%
89309,Russell Woods,Missouri,2015,0.000,0.000,236.36%
89309,Russell Woods,Missouri,2016,0.118,0.042,212.90%
89310,Malcolm Regisford,Colgate,2015,0.000,0.000,800.00%
89310,Malcolm Regisford,Colgate,2016,0.077,0.042,493.75%
89310,Malcolm Regisford,Colgate,2017,0.000,0.000,NA
89311,Peyton Woods,Chattanooga,2015,NA,0.000,NA
89311,Peyton Woods,Chattanooga,2016,NA,NA,300.00%
89312,JaQuan Smith,Stephen F. Austin,2015,0.143,0.083,140.00%
89313,Franklin Porter,Saint Mary's,2015,0.000,0.000,72.73%
89313,Franklin Porter,Portland,2017,0.059,0.027,229.41%
89314,Abdoulaye Harouna,Miami (OH),2015,0.000,0.000,NA
89314,Abdoulaye Harouna,Miami (OH),2016,0.000,0.000,3000.00%
89315,Aleksa Novakovic,Eastern Illinois,2015,NA,NA,NA
89316,Andre Sands,Sam Houston State,2015,0.000,0.000,360.00%
89317,Lovell Cabbil,Liberty,2015,0.000,0.000,2700.00%
89317,Lovell Cabbil,Liberty,2016,0.500,0.286,2800.00%
89317,Lovell Cabbil,Liberty,2017,0.000,0.000,925.00%
89318,Garrison Goode,UC Davis,2015,0.000,0.000,350.00%
89318,Garrison Goode,UC Davis,2016,0.000,0.000,NA
89318,Garrison Goode,UC Davis,2017,0.000,0.000,2100.00%
89320,Matt O'Boyle,Appalachian State,2015,NA,NA,400.00%
89320,Matt O'Boyle,Appalachian State,2016,0.000,0.000,200.00%
89323,Jordon Varnado,Troy,2015,0.063,0.043,1540.00%
89323,Jordon Varnado,Troy,2016,0.071,0.034,1069.23%
89323,Jordon Varnado,Troy,2017,0.000,0.000,542.86%
89324,Gerron Scissum,VCU,2015,0.000,0.000,100.00%
89324,Gerron Scissum,James Madison,2017,NA,0.000,NA
89325,Khari Holloway,Portland State,2015,NA,NA,NA
89325,Khari Holloway,Portland State,2016,0.000,0.000,0.00%
89326,Johnny Hamilton,Virginia Tech,2015,0.154,0.118,120.00%
89326,Johnny Hamilton,Virginia Tech,2016,NA,NA,100.00%
89326,Johnny Hamilton,Texas-Arlington,2017,0.092,0.054,111.54%
89327,Demajeo Wiggins,Bowling Green,2015,0.000,0.000,800.00%
89327,Demajeo Wiggins,Bowling Green,2016,0.000,0.000,1933.33%
89327,Demajeo Wiggins,Bowling Green,2017,0.000,0.000,NA
89328,Corey Baldwin,North Dakota,2015,0.000,0.000,1750.00%
89328,Corey Baldwin,North Dakota,2016,0.000,0.000,666.67%
89329,Chas Brown,Coppin State,2016,NA,NA,NA
89329,Chas Brown,Duquesne,2017,0.000,0.000,1300.00%
89330,Alex Hicks,Troy,2016,0.000,0.000,2000.00%
89330,Alex Hicks,Troy,2017,0.056,0.029,650.00%
89338,K.J. Davis,East Carolina,2017,0.000,0.000,700.00%
89339,Travis Ingram,Towson,2017,0.000,0.000,100.00%
89340,Nazeer Bostick,Penn State,2016,0.091,0.050,166.67%
89340,Nazeer Bostick,Penn State,2017,0.043,0.031,82.46%
89343,Rio Haskett,Harvard,2017,0.000,0.000,800.00%
89344,Charlie Brown,Saint Joseph's,2016,0.091,0.030,388.24%
89345,Billy Giles,Robert Morris,2015,0.000,0.000,NA
89345,Billy Giles,Robert Morris,2016,0.000,0.000,1000.00%
89347,Andrew Dotson,New Hampshire,2015,NA,0.000,NA
89349,Daryl Macon,Arkansas,2016,0.080,0.051,93.79%
89349,Daryl Macon,Arkansas,2017,0.078,0.039,77.22%
89350,Brachen Hazen,Arkansas,2016,0.000,0.000,100.00%
89351,Keith Williams,Cincinnati,2017,0.146,0.092,111.11%
89352,A.J. Durham,Indiana,2017,0.091,0.054,75.61%
89353,"Michael Hueitt, Jr.",Old Dominion,2017,0.000,0.000,NA
89356,Malik Moore,USC Upstate,2015,0.000,0.000,975.00%
89356,Malik Moore,USC Upstate,2016,0.182,0.133,566.67%
89356,Malik Moore,USC Upstate,2017,0.150,0.079,348.15%
89359,Nate Kennell,Bradley,2016,0.000,0.000,950.00%
89359,Nate Kennell,Bradley,2017,0.000,0.000,390.00%
89363,Stevie Jordan,Rider,2016,2.000,0.200,1150.00%
89363,Stevie Jordan,Rider,2017,0.118,0.069,465.00%
89382,Branden Aughburns,Hampton,2015,0.000,0.000,200.00%
89382,Branden Aughburns,Hampton,2016,0.222,0.154,500.00%
89383,Javin DeLaurier,Duke,2016,0.000,0.000,50.00%
89383,Javin DeLaurier,Duke,2017,0.130,0.113,81.58%
89384,Myo Baxter-Bell,Liberty,2016,0.000,0.000,NA
89384,Myo Baxter-Bell,Liberty,2017,0.000,0.000,NA
89385,Jacob Cushing,Delaware,2016,NA,0.000,700.00%
89385,Jacob Cushing,Delaware,2017,NA,NA,NA
89386,Jagan Mosley,Georgetown,2016,0.068,0.050,81.67%
89386,Jagan Mosley,Georgetown,2017,0.193,0.109,85.71%
89387,Kevin Huerter,Maryland,2016,0.094,0.045,86.36%
89387,Kevin Huerter,Maryland,2017,0.091,0.043,95.18%
89388,Jacolby Pemberton,Louisiana Tech,2017,0.200,0.100,2300.00%
89389,Lindy Waters III,Oklahoma State,2016,0.067,0.045,62.96%
89389,Lindy Waters III,Oklahoma State,2017,0.150,0.067,76.47%
89390,Brailen Neely,Oakland,2016,0.000,0.000,NA
89390,Brailen Neely,Oakland,2017,0.000,0.000,NA
89391,Christian Juzang,Harvard,2016,NA,NA,NA
89391,Christian Juzang,Harvard,2017,0.000,0.000,NA
89392,Cameron Krutwig,Loyola (IL),2017,0.079,0.058,107.69%
89393,Maliek White,Providence,2016,0.000,0.000,72.73%
89393,Maliek White,Providence,2017,0.071,0.049,96.30%
89394,Thomas Dziagwa,Oklahoma State,2016,0.333,0.111,112.50%
89394,Thomas Dziagwa,Oklahoma State,2017,0.250,0.083,112.50%
