GMID,Name,School,Year,Grade,PerRimABlkd,Per2PJABlkd,Per3PABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,PerS2APB,PerL2PAPB,PerPBDunked
3910,Tom Herzog,UCF,2010,Sr,13.51%,19.35%,NA,31.25%,29.41%,NA,13.51%,0.00%,0.00%
2541,Marcus Jordan,UCF,2010,So,11.29%,7.02%,1.43%,46.67%,30.56%,38.00%,0.00%,0.00%,0.00%
8202,Dogukan Kuzucan,UCF,2010,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
11554,Dwight McCombs,UCF,2010,Jr,7.69%,20.00%,NA,33.33%,40.00%,NA,38.46%,10.00%,33.33%
8199,A.J. Rompza,UCF,2010,Jr,7.14%,5.00%,0.00%,66.67%,37.50%,39.29%,0.00%,0.00%,NA
8205,Isaac Sosa,UCF,2010,Jr,18.18%,8.00%,1.47%,60.00%,35.29%,41.30%,18.18%,0.00%,0.00%
22857,Isaiah Sykes,UCF,2010,Fr,17.86%,11.11%,NA,50.00%,14.29%,NA,17.86%,22.22%,0.00%
8200,Amara Thompson,UCF,2010,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
4329,A.J. Tyler,UCF,2010,Sr,16.67%,0.00%,0.00%,25.00%,10.53%,22.22%,8.33%,0.00%,0.00%
8211,Taylor Young,UCF,2010,Sr,0.00%,0.00%,0.00%,100.00%,0.00%,30.00%,0.00%,0.00%,NA
2411,Jerime Anderson,UCLA,2010,Jr,4.17%,0.00%,0.00%,44.44%,40.00%,45.45%,0.00%,0.00%,0.00%
6882,Blake Arnet,UCLA,2010,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
6886,Matt DeMarcus,UCLA,2010,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
23262,Jack Haley,UCLA,2010,Fr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
2376,Tyler Honeycutt,UCLA,2010,So,2.04%,3.03%,0.00%,31.58%,40.82%,21.57%,14.29%,9.09%,0.00%
9331,Lazeric Jones,UCLA,2010,Jr,10.00%,3.85%,0.00%,47.06%,28.95%,38.24%,0.00%,1.92%,0.00%
9296,Tyler Lamb,UCLA,2010,Fr,7.69%,8.33%,0.00%,14.29%,42.86%,61.54%,0.00%,0.00%,NA
6883,Brendan Lane,UCLA,2010,So,4.76%,9.09%,12.50%,42.86%,33.33%,40.00%,23.81%,27.27%,0.00%
2182,Malcolm Lee,UCLA,2010,Jr,9.52%,15.22%,1.49%,39.13%,38.24%,28.00%,4.76%,0.00%,0.00%
6890,Reeves Nelson,UCLA,2010,So,7.81%,16.98%,0.00%,33.33%,43.75%,0.00%,11.72%,1.89%,6.25%
2374,Joshua Smith,UCLA,2010,Fr,9.91%,5.13%,NA,53.49%,25.93%,NA,20.72%,12.82%,3.57%
6881,Anthony Stover,UCLA,2010,Fr,22.22%,0.00%,NA,40.00%,0.00%,NA,22.22%,0.00%,0.00%
6892,Tyler Trapani,UCLA,2010,Jr,0.00%,NA,NA,NA,NA,NA,0.00%,NA,NA
2048,Kyle Bailey,Connecticut,2010,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
4352,Donnell Beverly,Connecticut,2010,Sr,28.57%,0.00%,0.00%,18.18%,28.57%,0.00%,0.00%,9.09%,0.00%
4362,Jamal Coombs-McDaniel,Connecticut,2010,So,9.30%,19.51%,0.00%,60.00%,30.77%,25.00%,9.30%,2.44%,0.00%
22393,Niels Giffey,Connecticut,2010,Fr,15.38%,8.33%,0.00%,60.00%,28.57%,16.67%,23.08%,0.00%,0.00%
22394,Jeremy Lamb,Connecticut,2010,Fr,6.45%,6.45%,1.08%,50.00%,41.10%,42.37%,14.52%,1.61%,18.18%
22395,Shabazz Napier,Connecticut,2010,Fr,14.63%,3.92%,0.94%,71.43%,42.42%,34.72%,0.00%,0.00%,NA
4350,Charles Okwandu,Connecticut,2010,Sr,10.81%,3.64%,NA,33.33%,25.71%,NA,35.14%,12.73%,0.00%
22396,Tyler Olander,Connecticut,2010,Fr,6.67%,8.70%,0.00%,44.44%,43.75%,0.00%,20.00%,0.00%,0.00%
2199,Alex Oriakhi,Connecticut,2010,So,8.63%,10.26%,NA,41.67%,27.08%,NA,39.57%,6.41%,5.08%
9279,Roscoe Smith,Connecticut,2010,Fr,8.89%,3.77%,8.62%,62.50%,28.57%,41.46%,42.22%,13.21%,7.69%
23984,Benjamin Stewart,Connecticut,2010,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
2181,Kemba Walker,Connecticut,2010,Jr,15.33%,4.30%,1.75%,47.46%,44.38%,38.14%,6.57%,0.39%,0.00%
24031,Enosch Wolf,Connecticut,2010,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
22669,Matt Conway,UMBC,2010,Fr,NA,0.00%,0.00%,NA,50.00%,0.00%,NA,0.00%,NA
17953,Chris De La Rosa,UMBC,2010,Jr,27.27%,7.69%,0.00%,66.67%,20.00%,75.00%,9.09%,0.00%,0.00%
17956,Justin Fry,UMBC,2010,Sr,50.00%,0.00%,0.00%,0.00%,66.67%,0.00%,0.00%,0.00%,NA
18237,Laurence Jolicoeur,UMBC,2010,Sr,0.00%,28.57%,0.00%,100.00%,16.67%,0.00%,33.33%,0.00%,0.00%
10502,Travis King,UMBC,2010,Sr,12.50%,0.00%,12.50%,50.00%,100.00%,14.29%,0.00%,0.00%,NA
17951,Brian Neller,UMBC,2010,So,0.00%,0.00%,0.00%,0.00%,0.00%,18.18%,0.00%,0.00%,NA
22670,Chase Plummer,UMBC,2010,Fr,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,NA
17949,Adrian Satchell,UMBC,2010,So,20.00%,50.00%,NA,50.00%,60.00%,NA,80.00%,0.00%,0.00%
17950,Bakari Smith,UMBC,2010,Sr,0.00%,0.00%,NA,50.00%,0.00%,NA,0.00%,0.00%,NA
17954,Jake Wasco,UMBC,2010,Jr,NA,0.00%,NA,NA,66.67%,NA,NA,33.33%,0.00%
17955,Jamar Wertz,UMBC,2010,RS-So,40.00%,0.00%,0.00%,50.00%,0.00%,50.00%,20.00%,33.33%,0.00%
23597,Louis Bell,Maryland-Eastern Shore,2010,Fr,100.00%,0.00%,0.00%,0.00%,NA,25.00%,0.00%,0.00%,NA
23593,Dishawn Bradshaw,Maryland-Eastern Shore,2010,Jr,0.00%,0.00%,0.00%,NA,33.33%,21.43%,0.00%,0.00%,NA
19389,Josh Bright,Maryland-Eastern Shore,2010,Sr,NA,NA,0.00%,NA,NA,16.67%,NA,NA,NA
16099,Tim Burns,Maryland-Eastern Shore,2010,Sr,50.00%,10.00%,0.00%,50.00%,22.22%,66.67%,0.00%,0.00%,NA
10833,Hillary Haley,Maryland-Eastern Shore,2010,Jr,27.27%,5.88%,0.00%,0.00%,10.00%,25.00%,27.27%,0.00%,0.00%
19397,Tyler Hines,Maryland-Eastern Shore,2010,Jr,8.33%,0.00%,NA,0.00%,0.00%,NA,41.67%,0.00%,0.00%
23594,Diyaaldin Kelley,Maryland-Eastern Shore,2010,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
19391,Lyvann Obame Obame,Maryland-Eastern Shore,2010,Sr,0.00%,33.33%,NA,NA,33.33%,NA,0.00%,0.00%,NA
19392,Mark Robertson,Maryland-Eastern Shore,2010,So,50.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,NA
23703,Michael Spence,Maryland-Eastern Shore,2010,Fr,0.00%,0.00%,NA,0.00%,NA,NA,0.00%,0.00%,NA
23595,Joseph Swift,Maryland-Eastern Shore,2010,Fr,25.00%,NA,NA,25.00%,NA,NA,0.00%,NA,NA
19394,R.J. Tucker,Maryland-Eastern Shore,2010,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
19390,Kevin White,Maryland-Eastern Shore,2010,Sr,11.11%,10.00%,NA,40.00%,16.67%,NA,0.00%,0.00%,NA
23596,Kevin Williams,Maryland-Eastern Shore,2010,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
7572,Reggie Chamberlain,Missouri-Kansas City,2010,Jr,25.00%,0.00%,0.00%,40.00%,25.00%,45.45%,0.00%,0.00%,NA
7249,Jay Couisnard,Missouri-Kansas City,2010,Sr,0.00%,0.00%,0.00%,66.67%,15.38%,14.29%,12.50%,0.00%,50.00%
13167,Dustin Dibble,Missouri-Kansas City,2010,Jr,0.00%,0.00%,NA,100.00%,50.00%,NA,0.00%,0.00%,NA
13172,"Michael Gholston, Jr.",Missouri-Kansas City,2010,Jr,NA,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%,NA
23089,Trinity Hall,Missouri-Kansas City,2010,Fr,20.00%,0.00%,0.00%,50.00%,33.33%,50.00%,20.00%,0.00%,100.00%
13174,Spencer Johnson,Missouri-Kansas City,2010,Sr,25.00%,0.00%,0.00%,0.00%,33.33%,20.00%,0.00%,0.00%,NA
23087,Bernard Kamwa,Missouri-Kansas City,2010,Jr,100.00%,0.00%,NA,0.00%,50.00%,NA,0.00%,50.00%,0.00%
13165,Bakari Lewis,Missouri-Kansas City,2010,Sr,9.09%,0.00%,0.00%,40.00%,12.50%,30.00%,0.00%,0.00%,NA
23088,Trevor Mason,Missouri-Kansas City,2010,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
13171,Max Rockmann,Missouri-Kansas City,2010,So,0.00%,0.00%,0.00%,NA,50.00%,0.00%,0.00%,0.00%,NA
16199,D.J. Cunningham,UNC Asheville,2010,So,16.67%,9.09%,NA,66.67%,20.00%,NA,33.33%,9.09%,0.00%
16206,Madison Davis,UNC Asheville,2010,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
16207,Matt Dickey,UNC Asheville,2010,Jr,0.00%,5.88%,0.00%,25.00%,50.00%,23.53%,0.00%,0.00%,NA
16203,Jeremy Harn,UNC Asheville,2010,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
22733,Toles Hartman,UNC Asheville,2010,Fr,0.00%,100.00%,NA,NA,0.00%,NA,100.00%,0.00%,0.00%
16208,Quinard Jackson,UNC Asheville,2010,Jr,0.00%,0.00%,NA,100.00%,20.00%,NA,25.00%,16.67%,0.00%
16202,Jaron Lane,UNC Asheville,2010,So,20.00%,0.00%,20.00%,33.33%,33.33%,25.00%,0.00%,18.18%,0.00%
22735,Trent Meyer,UNC Asheville,2010,Fr,NA,20.00%,0.00%,NA,66.67%,0.00%,NA,0.00%,NA
22734,Jon Nwannunu,UNC Asheville,2010,So,NA,12.50%,NA,NA,20.00%,NA,NA,0.00%,NA
16201,J.P. Primm,UNC Asheville,2010,Jr,9.09%,5.56%,0.00%,0.00%,30.00%,42.86%,0.00%,0.00%,NA
16205,Josh Seligson,UNC Asheville,2010,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
16198,Chris Stephenson,UNC Asheville,2010,Jr,0.00%,7.14%,0.00%,33.33%,50.00%,20.00%,14.29%,21.43%,0.00%
16200,Eric Stubbs,UNC Asheville,2010,Sr,0.00%,0.00%,NA,100.00%,0.00%,NA,0.00%,0.00%,NA
16204,John Williams,UNC Asheville,2010,Sr,0.00%,0.00%,NA,0.00%,20.00%,NA,20.00%,0.00%,0.00%
21375,Elhanan Bone,UNC Greensboro,2010,Jr,NA,0.00%,0.00%,NA,100.00%,NA,NA,0.00%,NA
22943,Aaron Brackett,UNC Greensboro,2010,Jr,5.56%,2.78%,0.00%,50.00%,33.33%,28.57%,27.78%,0.00%,0.00%
21372,Brian Cole,UNC Greensboro,2010,So,25.00%,8.70%,0.00%,0.00%,36.36%,25.00%,0.00%,4.35%,0.00%
18102,Brandon Davis,UNC Greensboro,2010,Jr,NA,100.00%,NA,NA,100.00%,NA,NA,0.00%,NA
7713,Brandon Evans,UNC Greensboro,2010,Sr,33.33%,20.00%,3.70%,45.45%,33.33%,46.67%,16.67%,0.00%,0.00%
22942,Cody Henegar,UNC Greensboro,2010,Fr,36.36%,6.25%,12.50%,57.14%,11.11%,60.00%,18.18%,12.50%,0.00%
22939,Aloysius Henry,UNC Greensboro,2010,Jr,10.53%,10.87%,0.00%,33.33%,36.67%,60.00%,2.63%,2.17%,0.00%
21385,Taylor Hoffer,UNC Greensboro,2010,Fr,NA,0.00%,NA,NA,NA,NA,NA,0.00%,NA
22941,Tyler McNeely,UNC Greensboro,2010,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
22937,Drew Parker,UNC Greensboro,2010,Fr,28.57%,0.00%,0.00%,50.00%,0.00%,0.00%,14.29%,0.00%,0.00%
21378,Kyle Randall,UNC Greensboro,2010,So,31.82%,4.88%,4.35%,71.43%,37.04%,41.67%,0.00%,2.44%,0.00%
21373,Darrius Sellers,UNC Greensboro,2010,Jr,0.00%,0.00%,NA,100.00%,0.00%,NA,0.00%,0.00%,NA
22940,Trevis Simpson,UNC Greensboro,2010,Fr,23.81%,15.38%,0.00%,62.50%,39.13%,27.27%,14.29%,0.00%,33.33%
21377,Korey Van Dussen,UNC Greensboro,2010,So,0.00%,0.00%,0.00%,33.33%,20.00%,35.71%,0.00%,3.23%,0.00%
22936,David Williams,UNC Greensboro,2010,Fr,18.52%,6.25%,14.29%,42.86%,36.36%,20.00%,25.93%,0.00%,0.00%
23651,Cam Chambers,UNC Wilmington,2010,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
5888,"Trevor Deloach, Jr.",UNC Wilmington,2010,Jr,0.00%,0.00%,0.00%,40.00%,22.22%,25.00%,13.33%,0.00%,0.00%
18766,Darryl Felder,UNC Wilmington,2010,Sr,10.00%,0.00%,0.00%,66.67%,100.00%,33.33%,0.00%,33.33%,0.00%
18763,Ahmad Grant,UNC Wilmington,2010,Sr,4.55%,16.67%,0.00%,37.50%,35.71%,23.53%,4.55%,0.00%,0.00%
23652,Tanner Milson,UNC Wilmington,2010,Fr,50.00%,0.00%,3.85%,0.00%,14.29%,35.71%,0.00%,0.00%,NA
23653,Donte Morales,UNC Wilmington,2010,Fr,18.18%,7.14%,0.00%,16.67%,18.18%,21.43%,9.09%,0.00%,0.00%
23654,Keegan Pace,UNC Wilmington,2010,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
18770,Keith Rendleman,UNC Wilmington,2010,So,6.06%,11.11%,0.00%,50.00%,46.15%,0.00%,21.21%,11.11%,0.00%
23655,Shane Reybold,UNC Wilmington,2010,Fr,60.00%,NA,NA,50.00%,NA,NA,80.00%,NA,0.00%
9575,Chad Tomko,UNC Wilmington,2010,Sr,20.69%,3.77%,3.33%,50.00%,32.35%,42.11%,6.90%,0.00%,0.00%
16570,Matthew Wallace,UNC Wilmington,2010,Jr,0.00%,0.00%,0.00%,0.00%,NA,28.57%,0.00%,0.00%,NA
18771,Matt Wilson,UNC Wilmington,2010,So,0.00%,13.33%,NA,28.57%,46.15%,NA,29.41%,6.67%,0.00%
7462,Kwadzo Ahelegbe,Northern Iowa,2010,Sr,13.33%,5.88%,0.00%,50.00%,20.59%,30.77%,0.00%,0.00%,NA
7461,Kerwin Dunham,Northern Iowa,2010,Sr,NA,0.00%,0.00%,NA,60.00%,0.00%,NA,12.50%,0.00%
7456,Anthony James,Northern Iowa,2010,So,37.50%,6.98%,3.33%,22.22%,37.50%,16.67%,6.25%,0.00%,0.00%
7459,Jake Koch,Northern Iowa,2010,So,0.00%,11.11%,2.94%,NA,18.18%,33.33%,0.00%,0.00%,NA
7466,Tyler Lange,Northern Iowa,2010,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
7454,Johnny Moran,Northern Iowa,2010,Jr,14.29%,0.00%,0.00%,16.67%,20.00%,34.38%,0.00%,0.00%,NA
7465,Matt Morrison,Northern Iowa,2010,Fr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
7463,Lucas O'Rear,Northern Iowa,2010,Sr,29.41%,14.81%,NA,16.67%,16.67%,NA,11.76%,14.81%,0.00%
7457,Austin Pehl,Northern Iowa,2010,So,0.00%,14.29%,NA,NA,14.29%,NA,0.00%,0.00%,NA
23506,Chip Rank,Northern Iowa,2010,Fr,100.00%,16.67%,0.00%,0.00%,40.00%,27.27%,0.00%,16.67%,0.00%
7464,Marc Sonnen,Northern Iowa,2010,So,14.29%,16.67%,7.14%,20.00%,25.00%,33.33%,14.29%,0.00%,0.00%
10009,Oscar Bellfield,UNLV,2010,Jr,4.76%,5.97%,1.22%,0.00%,34.09%,28.57%,0.00%,1.49%,0.00%
10017,Todd Hanni,UNLV,2010,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
10006,Justin Hawkins,UNLV,2010,So,11.11%,9.09%,0.00%,20.00%,28.57%,30.00%,5.56%,0.00%,0.00%
4819,Derrick Jasper,UNLV,2010,Sr,6.25%,20.83%,0.00%,53.33%,27.78%,90.00%,3.13%,4.17%,0.00%
10004,Carlos Lopez-Sosa,UNLV,2010,Fr,6.06%,12.50%,NA,26.67%,40.00%,NA,18.18%,6.25%,0.00%
10002,Anthony Marshall,UNLV,2010,So,5.88%,4.65%,3.45%,42.11%,47.83%,17.39%,1.96%,2.33%,0.00%
10008,Mychal Martinez,UNLV,2010,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
22381,Karam Mashour,UNLV,2010,Fr,0.00%,0.00%,0.00%,NA,100.00%,NA,0.00%,0.00%,NA
10003,Brice Massamba,UNLV,2010,Jr,5.88%,50.00%,NA,22.22%,25.00%,NA,17.65%,16.67%,0.00%
9474,Tyler Norman,UNLV,2010,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
6895,Chace Stanback,UNLV,2010,Jr,0.00%,4.76%,0.00%,50.00%,25.53%,18.92%,0.00%,9.52%,0.00%
4193,Quintrell Thomas,UNLV,2010,So,6.90%,11.76%,NA,12.50%,33.33%,NA,24.14%,8.82%,0.00%
7882,Tre'Von Willis,UNLV,2010,Sr,3.13%,0.00%,1.35%,66.67%,34.48%,31.37%,6.25%,1.92%,0.00%
14617,Josh Chavis,USC Upstate,2010,Sr,50.00%,0.00%,0.00%,50.00%,25.00%,22.73%,0.00%,12.50%,0.00%
14612,Carter Cook,USC Upstate,2010,Jr,0.00%,0.00%,0.00%,50.00%,25.00%,25.00%,33.33%,0.00%,0.00%
22581,Torrey Craig,USC Upstate,2010,Fr,0.00%,15.79%,0.00%,50.00%,25.00%,15.38%,33.33%,5.26%,0.00%
22582,Tony Dukes,USC Upstate,2010,So,33.33%,0.00%,0.00%,80.00%,25.00%,30.00%,16.67%,0.00%,0.00%
14621,Ricardo Glenn,USC Upstate,2010,Fr,25.00%,11.11%,0.00%,40.00%,33.33%,0.00%,25.00%,22.22%,0.00%
22578,Chandler Hash,USC Upstate,2010,Fr,NA,0.00%,0.00%,NA,0.00%,45.45%,NA,0.00%,NA
22583,Babatunde Olumuyiwa,USC Upstate,2010,Fr,14.29%,27.27%,0.00%,33.33%,14.29%,NA,42.86%,9.09%,25.00%
22576,Shane Porchea,USC Upstate,2010,Fr,0.00%,50.00%,0.00%,0.00%,50.00%,NA,0.00%,0.00%,NA
14614,Chalmers Rogers,USC Upstate,2010,Jr,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,10.00%,0.00%
22579,Marquis Sloan,USC Upstate,2010,Fr,0.00%,0.00%,0.00%,0.00%,14.29%,28.57%,0.00%,11.11%,0.00%
14618,Mezie Uzochukwu,USC Upstate,2010,Sr,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.22%,0.00%,0.00%
23279,Rivest Aduku,Texas-Arlington,2010,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
22056,Cameron Catlett,Texas-Arlington,2010,So,0.00%,0.00%,NA,33.33%,25.00%,NA,0.00%,0.00%,NA
23010,Brandon Edwards,Texas-Arlington,2010,Fr,6.25%,50.00%,NA,0.00%,50.00%,NA,31.25%,0.00%,0.00%
23011,Daniel Francis,Texas-Arlington,2010,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
23009,Bradley Gay,Texas-Arlington,2010,Jr,0.00%,20.00%,0.00%,50.00%,33.33%,20.00%,22.22%,0.00%,0.00%
23008,Bo Ingram,Texas-Arlington,2010,Jr,0.00%,7.69%,0.00%,100.00%,33.33%,33.33%,40.00%,7.69%,0.00%
23015,Stuart Lagerson,Texas-Arlington,2010,Fr,NA,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA
22063,LaMarcus Reed III,Texas-Arlington,2010,Jr,30.77%,7.14%,0.00%,55.56%,25.00%,11.11%,0.00%,0.00%,NA
22062,Jordan Reves,Texas-Arlington,2010,So,0.00%,0.00%,NA,0.00%,60.00%,NA,25.00%,0.00%,0.00%
23012,Darius Richardson,Texas-Arlington,2010,Fr,0.00%,0.00%,0.00%,100.00%,50.00%,8.33%,0.00%,0.00%,NA
22055,Bryant Smith,Texas-Arlington,2010,Fr,50.00%,0.00%,0.00%,0.00%,NA,20.00%,0.00%,0.00%,NA
23014,Shaquille White-Miller,Texas-Arlington,2010,Fr,0.00%,0.00%,0.00%,NA,33.33%,20.00%,0.00%,0.00%,NA
22053,Armani Williams,Texas-Arlington,2010,So,50.00%,33.33%,0.00%,100.00%,0.00%,75.00%,0.00%,0.00%,NA
11764,Reuben Clayton,Tennessee-Martin,2010,Sr,14.29%,5.88%,0.00%,14.29%,16.67%,55.56%,14.29%,5.88%,0.00%
22483,Trey Edwards,Tennessee-Martin,2010,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
11760,Daron Hood,Tennessee-Martin,2010,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
11757,Andres Irarrazabal,Tennessee-Martin,2010,Sr,7.14%,14.29%,NA,40.00%,20.00%,NA,14.29%,28.57%,0.00%
22482,Troy King,Tennessee-Martin,2010,Fr,33.33%,0.00%,0.00%,0.00%,11.11%,28.57%,0.00%,0.00%,NA
22481,Mike Liabo,Tennessee-Martin,2010,Fr,50.00%,0.00%,0.00%,50.00%,25.00%,30.77%,0.00%,5.56%,0.00%
22480,Omari Minor,Tennessee-Martin,2010,Fr,25.00%,0.00%,NA,66.67%,0.00%,NA,25.00%,0.00%,0.00%
22479,Pierre Mopo,Tennessee-Martin,2010,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
22446,Chris Richardson,Tennessee-Martin,2010,Fr,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%,0.00%,NA
11758,Benzor Simmons,Tennessee-Martin,2010,Sr,11.11%,8.33%,0.00%,33.33%,0.00%,18.18%,0.00%,0.00%,0.00%
22445,Dane Smith,Tennessee-Martin,2010,Jr,22.22%,28.57%,0.00%,50.00%,40.00%,0.00%,22.22%,0.00%,0.00%
22444,Terence Smith,Tennessee-Martin,2010,Fr,14.29%,9.09%,6.67%,100.00%,15.38%,33.33%,0.00%,0.00%,NA
11765,Ron Spencer,Tennessee-Martin,2010,RS-So,0.00%,0.00%,NA,NA,NA,NA,50.00%,0.00%,0.00%
9207,Nate Bendall,Utah State,2010,Sr,20.00%,0.00%,NA,66.67%,20.00%,NA,10.00%,0.00%,0.00%
9220,Brad Brown,Utah State,2010,Fr,100.00%,NA,NA,0.00%,NA,NA,0.00%,NA,NA
23406,E.J. Farris,Utah State,2010,So,50.00%,NA,0.00%,50.00%,NA,0.00%,0.00%,NA,NA
9205,Matt Formisano,Utah State,2010,Sr,NA,50.00%,NA,NA,0.00%,NA,NA,0.00%,NA
9201,Brian Green,Utah State,2010,Sr,NA,0.00%,0.00%,NA,50.00%,43.75%,NA,6.25%,0.00%
3589,Morgan Grim,Utah State,2010,Jr,0.00%,0.00%,NA,50.00%,60.00%,NA,0.00%,0.00%,NA
9200,Brady Jardine,Utah State,2010,Jr,8.00%,11.11%,NA,37.50%,27.27%,NA,12.00%,11.11%,0.00%
9211,Tyler Newbold,Utah State,2010,Sr,NA,50.00%,0.00%,NA,50.00%,12.50%,NA,0.00%,NA
7764,Brockeith Pane,Utah State,2010,Jr,14.29%,9.09%,0.00%,50.00%,40.00%,9.09%,0.00%,0.00%,NA
23407,James Walker III,Utah State,2010,Fr,0.00%,100.00%,0.00%,NA,100.00%,0.00%,0.00%,0.00%,NA
3592,Tai Wesley,Utah State,2010,Sr,10.34%,4.76%,0.00%,42.86%,14.29%,0.00%,20.69%,9.52%,0.00%
9208,Pooh Williams,Utah State,2010,Sr,20.00%,11.11%,0.00%,16.67%,50.00%,38.89%,0.00%,0.00%,NA
23726,Ben Aird,Utah Valley,2010,Fr,0.00%,7.69%,NA,50.00%,33.33%,NA,28.57%,0.00%,0.00%
14119,Justin Baker,Utah Valley,2010,Sr,0.00%,0.00%,0.00%,0.00%,66.67%,NA,0.00%,20.00%,0.00%
8393,Shawn Deadwiler,Utah Valley,2010,Sr,50.00%,20.00%,0.00%,100.00%,20.00%,100.00%,0.00%,0.00%,NA
14123,Rory Fannon,Utah Valley,2010,Jr,NA,0.00%,NA,NA,NA,NA,NA,0.00%,NA
23722,Holton Hunsaker,Utah Valley,2010,Fr,50.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,NA
23724,Zach Jones (3),Utah Valley,2010,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
12214,Geddes Robinson,Utah Valley,2010,Jr,14.29%,33.33%,NA,0.00%,0.00%,NA,0.00%,0.00%,NA
14117,Jordan Swarbrick,Utah Valley,2010,Sr,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,NA
23725,Keith Thompson,Utah Valley,2010,Jr,NA,0.00%,0.00%,NA,0.00%,100.00%,NA,0.00%,NA
23721,Isiah Williams,Utah Valley,2010,Jr,20.00%,0.00%,0.00%,33.33%,25.00%,42.86%,0.00%,0.00%,NA
14120,Kevin Woods II,Utah Valley,2010,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
22382,Will Clyburn,Utah,2010,Jr,13.89%,9.38%,0.00%,46.67%,27.27%,25.00%,19.44%,4.69%,0.00%
11501,Antonio DiMaria,Utah,2010,Jr,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%
10054,David Foster,Utah,2010,Jr,25.00%,0.00%,NA,66.67%,18.75%,NA,30.00%,21.74%,9.09%
10064,Shawn Glover,Utah,2010,So,14.29%,2.00%,0.00%,100.00%,27.78%,21.62%,14.29%,6.00%,0.00%
10053,Chris Hines (2),Utah,2010,So,20.00%,0.00%,0.00%,66.67%,60.00%,33.33%,10.00%,12.50%,0.00%
7708,Chris Kupets,Utah,2010,Jr,30.77%,15.15%,0.00%,14.29%,13.64%,25.00%,0.00%,0.00%,NA
22388,J.J. O'Brien,Utah,2010,Fr,7.41%,17.50%,0.00%,60.00%,33.33%,22.22%,37.04%,7.50%,0.00%
10055,Jace Tavita,Utah,2010,Jr,0.00%,33.33%,0.00%,100.00%,66.67%,0.00%,50.00%,0.00%,0.00%
10056,Jason Washburn,Utah,2010,So,0.00%,2.63%,NA,0.00%,16.67%,NA,33.33%,5.26%,0.00%
8658,Jay Watkins,Utah,2010,Sr,0.00%,11.11%,0.00%,50.00%,22.22%,0.00%,11.11%,11.11%,0.00%
22390,Josh Watkins,Utah,2010,Jr,9.38%,10.96%,0.00%,27.27%,32.08%,31.58%,0.00%,1.37%,0.00%
22894,Tony Baker,UTEP,2010,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
22895,John Bohannon,UTEP,2010,Fr,0.00%,7.14%,0.00%,33.33%,36.84%,0.00%,12.90%,10.71%,14.29%
8266,Claude Britten,UTEP,2010,Sr,6.25%,6.49%,NA,28.57%,19.05%,NA,12.50%,2.60%,0.00%
8273,Randy Culpepper,UTEP,2010,Sr,7.04%,6.61%,1.92%,52.94%,24.32%,29.17%,5.63%,0.83%,0.00%
8269,Isaac Gordon,UTEP,2010,Sr,0.00%,0.00%,0.00%,NA,50.00%,50.00%,0.00%,0.00%,NA
