GMID,Name,School,Year,Grade,PerRimABlkd,Per2PJABlkd,Per3PABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,PerS2APB,PerL2PAPB,PerPBDunked
28817,Staats Battle,NC State,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
2382,Lorenzo Brown,NC State,2012,Jr,8.70%,6.38%,1.79%,60.00%,44.78%,29.27%,4.35%,1.06%,0.00%
46418,Chase Cannon,NC State,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
26960,Thomas De Thaey,NC State,2012,So,50.00%,NA,0.00%,0.00%,NA,0.00%,50.00%,NA,0.00%
3790,Richard Howell,NC State,2012,Sr,11.03%,5.56%,NA,38.33%,29.63%,NA,26.47%,10.19%,0.00%
7114,C.J. Leslie,NC State,2012,Jr,10.27%,12.70%,0.00%,45.28%,36.36%,0.00%,8.90%,4.76%,36.84%
23546,Jay Lewis,NC State,2012,Sr,NA,NA,0.00%,NA,NA,25.00%,NA,NA,NA
24701,Tyler Lewis,NC State,2012,Fr,11.76%,11.76%,0.00%,50.00%,23.08%,14.29%,0.00%,0.00%,NA
24250,Rodney Purvis,NC State,2012,Fr,16.00%,2.33%,1.96%,48.57%,28.00%,34.38%,4.00%,2.33%,25.00%
46419,Jevoni Robinson,NC State,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
3788,Jordan Vandenberg,NC State,2012,Jr,0.00%,0.00%,0.00%,33.33%,50.00%,0.00%,40.00%,0.00%,0.00%
24292,T.J. Warren,NC State,2012,Fr,5.26%,2.86%,0.00%,51.85%,25.93%,22.22%,24.21%,9.52%,0.00%
3787,Scott Wood,NC State,2012,Sr,0.00%,11.54%,2.26%,50.00%,30.00%,41.00%,0.00%,7.69%,0.00%
7120,Reggie Bullock,North Carolina,2012,Jr,0.00%,7.23%,0.70%,11.11%,40.43%,37.04%,30.56%,13.25%,0.00%
22737,Luke Davis,North Carolina,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
24153,P.J. Hairston,North Carolina,2012,So,8.70%,6.06%,0.57%,37.50%,28.21%,29.91%,28.26%,9.09%,5.00%
28811,Desmond Hubert,North Carolina,2012,So,0.00%,23.08%,NA,33.33%,22.22%,NA,43.75%,23.08%,30.00%
24273,Joel James,North Carolina,2012,Fr,25.00%,8.33%,NA,0.00%,50.00%,NA,75.00%,25.00%,0.00%
24658,Brice Johnson,North Carolina,2012,Fr,3.85%,3.85%,NA,28.57%,40.00%,NA,19.23%,7.69%,9.09%
46420,James Manor,North Carolina,2012,Jr,NA,0.00%,0.00%,NA,33.33%,0.00%,NA,20.00%,0.00%
9304,James McAdoo,North Carolina,2012,So,11.90%,8.64%,0.00%,38.46%,32.69%,50.00%,17.86%,4.94%,14.81%
2362,Leslie McDonald,North Carolina,2012,Jr,22.22%,6.98%,1.20%,42.86%,33.33%,45.28%,0.00%,6.98%,0.00%
46284,Wade Moody,North Carolina,2012,Jr,NA,33.33%,0.00%,NA,100.00%,0.00%,NA,0.00%,NA
24262,Marcus Paige,North Carolina,2012,Fr,21.43%,7.69%,0.00%,62.50%,38.78%,38.10%,0.00%,1.28%,0.00%
46283,Denzel Robinson,North Carolina,2012,Jr,NA,0.00%,NA,NA,NA,NA,NA,0.00%,NA
28212,Jackson Simmons,North Carolina,2012,So,0.00%,14.29%,NA,0.00%,0.00%,NA,30.00%,21.43%,0.00%
2201,Baden Jaxen,North Carolina,2012,Sr,10.81%,5.69%,0.00%,40.00%,22.97%,36.36%,2.70%,4.07%,0.00%
46282,Frank Tanner,North Carolina,2012,Sr,0.00%,50.00%,0.00%,100.00%,100.00%,100.00%,0.00%,0.00%,NA
24272,J.P. Tokoto,North Carolina,2012,Fr,0.00%,13.33%,0.00%,100.00%,33.33%,0.00%,55.56%,3.33%,33.33%
12946,Jordan Aaberg,North Dakota State,2012,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
31550,Lawrence Alexander,North Dakota State,2012,So,0.00%,33.33%,0.00%,NA,0.00%,0.00%,0.00%,0.00%,NA
23091,Marshall Bjorklund,North Dakota State,2012,Jr,0.00%,66.67%,NA,NA,33.33%,NA,20.00%,0.00%,0.00%
12952,Taylor Braun,North Dakota State,2012,Jr,0.00%,16.67%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,NA
43171,Kory Brown,North Dakota State,2012,Fr,NA,0.00%,0.00%,NA,66.67%,NA,NA,0.00%,NA
12949,Mike Felt,North Dakota State,2012,Jr,NA,0.00%,0.00%,NA,0.00%,16.67%,NA,0.00%,NA
31551,Chris Kading,North Dakota State,2012,Fr,0.00%,NA,0.00%,NA,NA,50.00%,0.00%,NA,NA
46343,Jamie Mauch,North Dakota State,2012,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
23090,Fred Newell,North Dakota State,2012,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
43172,Brett VandenBergh,North Dakota State,2012,Fr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
23093,TrayVonn Wright,North Dakota State,2012,Jr,NA,0.00%,0.00%,NA,0.00%,50.00%,NA,0.00%,NA
12950,Nate Zastrow,North Dakota State,2012,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
14005,Jordan Allard,North Dakota,2012,Sr,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,NA
23706,Aaron Anderson,North Dakota,2012,Jr,12.50%,0.00%,0.00%,41.67%,11.11%,26.67%,0.00%,0.00%,NA
30823,Lenny Antwi,North Dakota,2012,So,0.00%,12.50%,0.00%,0.00%,50.00%,16.67%,0.00%,0.00%,NA
14003,Doug Archer,North Dakota,2012,Sr,0.00%,0.00%,0.00%,NA,0.00%,50.00%,0.00%,16.67%,0.00%
30824,Shane Benton,North Dakota,2012,Fr,100.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,NA
13999,Brandon Brekke,North Dakota,2012,Jr,0.00%,30.00%,NA,100.00%,20.00%,NA,33.33%,0.00%,0.00%
23707,Troy Huff,North Dakota,2012,Jr,0.00%,10.53%,0.00%,44.44%,30.77%,55.56%,6.90%,5.26%,0.00%
14006,Josh Schuler,North Dakota,2012,Jr,0.00%,14.29%,0.00%,0.00%,25.00%,20.00%,0.00%,0.00%,NA
14001,Dan Stockdale,North Dakota,2012,Sr,NA,NA,0.00%,NA,NA,100.00%,NA,NA,NA
44993,Alonzo Traylor,North Dakota,2012,Jr,0.00%,12.50%,NA,0.00%,28.57%,NA,0.00%,0.00%,NA
23708,Jamal Webb,North Dakota,2012,Jr,13.64%,14.29%,0.00%,37.50%,25.00%,41.67%,4.55%,0.00%,0.00%
14008,Mitch Wilmer,North Dakota,2012,Sr,25.00%,0.00%,NA,0.00%,20.00%,NA,0.00%,0.00%,NA
45134,Beau Beech,North Florida,2012,Fr,0.00%,9.09%,0.00%,50.00%,71.43%,36.36%,14.29%,0.00%,0.00%
45132,BaeBae Daniels,North Florida,2012,Fr,20.00%,33.33%,0.00%,50.00%,16.67%,0.00%,20.00%,22.22%,0.00%
14528,Andy Diaz,North Florida,2012,Sr,28.57%,33.33%,NA,0.00%,0.00%,NA,57.14%,0.00%,0.00%
14534,Jerron Granberry,North Florida,2012,RS-Sr,50.00%,0.00%,0.00%,100.00%,50.00%,37.50%,0.00%,0.00%,NA
14530,David Jeune,North Florida,2012,Sr,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,37.50%,50.00%,25.00%
22590,Charles McRoy,North Florida,2012,Jr,16.67%,22.22%,0.00%,20.00%,37.50%,25.00%,0.00%,11.11%,0.00%
45131,Cameron Naylor,North Florida,2012,Fr,0.00%,50.00%,0.00%,0.00%,50.00%,0.00%,100.00%,0.00%,0.00%
45130,Ray Rodriguez,North Florida,2012,Fr,50.00%,0.00%,0.00%,0.00%,16.67%,14.29%,0.00%,0.00%,NA
45129,Jibril Smith,North Florida,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
11714,Parker Smith,North Florida,2012,Sr,33.33%,25.00%,4.55%,0.00%,21.43%,32.14%,0.00%,0.00%,NA
19230,Travis Wallace,North Florida,2012,Jr,11.90%,25.00%,NA,50.00%,33.33%,NA,9.52%,18.75%,28.57%
14539,Will Wilson,North Florida,2012,Sr,0.00%,28.57%,0.00%,100.00%,33.33%,25.00%,16.67%,0.00%,0.00%
43441,Keith Coleman,North Texas,2012,So,0.00%,0.00%,NA,NA,NA,NA,50.00%,0.00%,0.00%
2385,Roger Franklin,North Texas,2012,Sr,60.00%,10.00%,NA,40.00%,25.00%,NA,20.00%,0.00%,0.00%
43442,P.J. Hardwick,North Texas,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
20236,Jacob Holmen,North Texas,2012,Sr,0.00%,0.00%,0.00%,100.00%,50.00%,25.00%,0.00%,0.00%,NA
31706,Chris Jones (3),North Texas,2012,So,20.00%,7.69%,0.00%,100.00%,33.33%,50.00%,0.00%,0.00%,NA
46327,Austin Mitchell,North Texas,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
9338,Tony Mitchell (2),North Texas,2012,So,0.00%,12.50%,0.00%,NA,25.00%,80.00%,0.00%,0.00%,NA
43443,Clarke Overlander,North Texas,2012,Fr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
23152,Justin Patton,North Texas,2012,Sr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
8644,Nikola Stojiljkovic,North Texas,2012,Sr,100.00%,0.00%,0.00%,100.00%,NA,NA,0.00%,0.00%,NA
20231,Alzee Williams,North Texas,2012,Jr,15.38%,0.00%,NA,28.57%,0.00%,NA,7.69%,0.00%,0.00%
31703,Jordan Williams (2),North Texas,2012,So,11.11%,0.00%,0.00%,80.00%,0.00%,66.67%,11.11%,0.00%,0.00%
18808,Chris Avenant,Northeastern,2012,Jr,50.00%,NA,0.00%,50.00%,NA,50.00%,50.00%,NA,0.00%
31255,Marco Banegas-Flores,Northeastern,2012,So,25.00%,NA,NA,22.22%,NA,NA,0.00%,NA,NA
31256,Quincy Ford,Northeastern,2012,So,33.33%,0.00%,0.00%,60.00%,60.00%,16.67%,13.33%,12.50%,0.00%
18811,Jonathan Lee,Northeastern,2012,Sr,18.18%,0.00%,0.00%,33.33%,36.36%,9.09%,0.00%,0.00%,NA
18809,Dinko Marshavelski,Northeastern,2012,Jr,0.00%,0.00%,NA,50.00%,0.00%,NA,0.00%,0.00%,NA
44729,Derrico Peck,Northeastern,2012,Fr,0.00%,0.00%,NA,33.33%,100.00%,NA,25.00%,0.00%,0.00%
31254,Demetrius Pollard,Northeastern,2012,So,12.50%,0.00%,0.00%,66.67%,0.00%,33.33%,12.50%,0.00%,0.00%
18810,Joel Smith,Northeastern,2012,Sr,25.00%,0.00%,0.00%,20.00%,0.00%,39.13%,12.50%,0.00%,0.00%
31253,Reggie Spencer,Northeastern,2012,So,11.11%,11.76%,NA,0.00%,38.46%,NA,11.11%,0.00%,0.00%
44730,Zach Stahl,Northeastern,2012,Fr,28.57%,0.00%,0.00%,50.00%,0.00%,100.00%,14.29%,0.00%,0.00%
44731,David Walker,Northeastern,2012,Fr,33.33%,0.00%,0.00%,25.00%,0.00%,33.33%,0.00%,20.00%,0.00%
22706,Gaellen Bewernick,Northern Arizona,2012,So,10.00%,5.56%,0.00%,50.00%,7.69%,0.00%,20.00%,11.11%,25.00%
13584,Michael Dunn,Northern Arizona,2012,Sr,0.00%,0.00%,16.67%,0.00%,20.00%,11.11%,0.00%,0.00%,NA
31083,Ephraim Ekanem,Northern Arizona,2012,Sr,22.22%,20.00%,NA,0.00%,33.33%,NA,0.00%,0.00%,NA
13583,Luis Flores,Northern Arizona,2012,Sr,NA,0.00%,0.00%,NA,NA,0.00%,NA,0.00%,NA
45034,Bryce Gosar,Northern Arizona,2012,Fr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
45033,Blake Hamilton,Northern Arizona,2012,Fr,0.00%,16.67%,0.00%,100.00%,28.57%,0.00%,0.00%,0.00%,NA
32047,Chris Heine,Northern Arizona,2012,Jr,0.00%,NA,NA,NA,NA,NA,0.00%,NA,NA
31081,Max Jacobsen,Northern Arizona,2012,Jr,0.00%,23.08%,NA,0.00%,28.57%,NA,18.18%,11.54%,0.00%
45032,Jordyn Martin,Northern Arizona,2012,Fr,12.50%,16.67%,0.00%,33.33%,33.33%,0.00%,0.00%,0.00%,NA
31082,Ben Olayinka,Northern Arizona,2012,Sr,0.00%,NA,NA,50.00%,NA,NA,0.00%,NA,NA
13579,Gabe Rogers,Northern Arizona,2012,Sr,42.86%,5.26%,0.00%,25.00%,20.00%,21.43%,0.00%,0.00%,0.00%
45031,Dewayne Russell,Northern Arizona,2012,Fr,13.33%,8.70%,0.00%,25.00%,16.13%,19.05%,0.00%,0.00%,NA
13589,Stallon Saldivar,Northern Arizona,2012,Sr,37.50%,0.00%,0.00%,80.00%,37.50%,0.00%,0.00%,0.00%,NA
13647,Emmanuel Addo,Northern Colorado,2012,Jr,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,NA
45028,Derrick Barden,Northern Colorado,2012,Jr,11.11%,13.33%,0.00%,9.09%,36.36%,0.00%,16.67%,13.33%,0.00%
31089,"James Davis, Jr.",Northern Colorado,2012,Fr,0.00%,0.00%,0.00%,100.00%,100.00%,50.00%,0.00%,0.00%,NA
31088,Bryce Douvier,Northern Colorado,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
31090,Dylan Elias,Northern Colorado,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
22710,Paul Garnica,Northern Colorado,2012,Jr,25.00%,0.00%,0.00%,50.00%,0.00%,11.11%,0.00%,0.00%,NA
31087,Tim Huskisson,Northern Colorado,2012,So,7.14%,37.50%,0.00%,55.56%,66.67%,62.50%,14.29%,25.00%,0.00%
22709,Xzaivier James,Northern Colorado,2012,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
31086,Brendan Keane,Northern Colorado,2012,So,NA,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA
45027,Cody McDavis,Northern Colorado,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
13643,Connor Osborne,Northern Colorado,2012,Jr,4.35%,8.33%,NA,57.14%,0.00%,NA,30.43%,16.67%,0.00%
22711,Tevin Svihovec,Northern Colorado,2012,So,18.75%,5.26%,0.00%,62.50%,25.00%,0.00%,0.00%,0.00%,NA
45026,Greg Tucker,Northern Colorado,2012,Fr,50.00%,33.33%,0.00%,100.00%,66.67%,0.00%,0.00%,0.00%,NA
13654,Tate Unruh,Northern Colorado,2012,Jr,12.50%,14.29%,0.00%,33.33%,20.00%,43.33%,0.00%,0.00%,NA
45270,Travon Baker,Northern Illinois,2012,Fr,20.00%,14.29%,0.00%,100.00%,50.00%,0.00%,20.00%,0.00%,0.00%
45269,Daveon Balls,Northern Illinois,2012,Fr,0.00%,0.00%,0.00%,0.00%,33.33%,16.67%,0.00%,0.00%,NA
23960,Aksel Bolin,Northern Illinois,2012,Jr,0.00%,0.00%,0.00%,100.00%,14.29%,40.00%,66.67%,0.00%,0.00%
45268,Darrell Bowie,Northern Illinois,2012,Fr,0.00%,8.33%,0.00%,100.00%,37.50%,0.00%,33.33%,8.33%,0.00%
11329,Antone Christian,Northern Illinois,2012,Jr,NA,0.00%,0.00%,NA,0.00%,50.00%,NA,0.00%,NA
45267,J.J. Cravatta,Northern Illinois,2012,Fr,NA,0.00%,0.00%,NA,100.00%,0.00%,NA,0.00%,NA
45266,Mike Davis (3),Northern Illinois,2012,Fr,0.00%,20.00%,NA,100.00%,0.00%,NA,0.00%,0.00%,NA
31315,Keith Gray,Northern Illinois,2012,So,12.50%,0.00%,NA,100.00%,50.00%,NA,25.00%,0.00%,0.00%
31316,Kevin Gray (2),Northern Illinois,2012,So,0.00%,0.00%,NA,50.00%,50.00%,NA,60.00%,0.00%,0.00%
31317,Brandon Hayes,Northern Illinois,2012,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
45265,Sam Mader,Northern Illinois,2012,Fr,NA,0.00%,NA,NA,57.14%,NA,NA,0.00%,NA
31320,Abdel Nader,Northern Illinois,2012,So,17.65%,8.33%,0.00%,33.33%,44.44%,25.00%,17.65%,0.00%,0.00%
11339,Tony Nixon,Northern Illinois,2012,RS-Sr,NA,0.00%,0.00%,NA,100.00%,50.00%,NA,0.00%,NA
45264,Akeem Springs,Northern Illinois,2012,Fr,0.00%,0.00%,0.00%,33.33%,0.00%,33.33%,0.00%,0.00%,NA
45181,Jalen Billups,Northern Kentucky,2012,RS-So,8.33%,0.00%,NA,66.67%,0.00%,NA,33.33%,0.00%,0.00%
45180,Ethan Faulkner,Northern Kentucky,2012,Sr,0.00%,33.33%,0.00%,NA,14.29%,46.15%,0.00%,0.00%,NA
45179,Jack Flournoy,Northern Kentucky,2012,Fr,0.00%,25.00%,0.00%,NA,66.67%,45.45%,0.00%,0.00%,NA
23649,Chad Jackson,Northern Kentucky,2012,Jr,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,NA
45177,Todd Johnson,Northern Kentucky,2012,Fr,50.00%,50.00%,0.00%,25.00%,100.00%,20.00%,25.00%,0.00%,0.00%
4232,Eshaunte Jones,Northern Kentucky,2012,Sr,50.00%,10.00%,0.00%,50.00%,0.00%,22.22%,25.00%,10.00%,0.00%
45176,Anthony Monaco,Northern Kentucky,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
45175,Bill Pecora,Northern Kentucky,2012,Fr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
45173,Justin Rossi,Northern Kentucky,2012,Fr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
45172,Nate Snodgrass,Northern Kentucky,2012,Fr,0.00%,0.00%,0.00%,50.00%,50.00%,28.57%,0.00%,0.00%,NA
45171,John Staley,Northern Kentucky,2012,Fr,0.00%,0.00%,NA,NA,0.00%,NA,0.00%,0.00%,NA
45170,Ernest Watson,Northern Kentucky,2012,Sr,20.00%,0.00%,0.00%,25.00%,27.27%,50.00%,0.00%,0.00%,NA
45169,Tyler White,Northern Kentucky,2012,Fr,16.67%,66.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,NA
44134,Austin Adams,Northwestern State,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
44135,Dustin Adams,Northwestern State,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
21725,Shamir Davis,Northwestern State,2012,Sr,14.29%,0.00%,5.88%,66.67%,75.00%,50.00%,7.14%,0.00%,0.00%
21724,O.J. Evans,Northwestern State,2012,Sr,10.00%,11.11%,NA,60.00%,33.33%,NA,30.00%,0.00%,0.00%
31828,Marvin Frazier,Northwestern State,2012,So,0.00%,0.00%,0.00%,NA,0.00%,50.00%,16.67%,0.00%,0.00%
44136,Dadrian Harris,Northwestern State,2012,Fr,NA,0.00%,0.00%,NA,100.00%,50.00%,NA,0.00%,NA
44137,DeQuan Hicks,Northwestern State,2012,Jr,0.00%,4.55%,NA,28.57%,16.67%,NA,6.25%,4.55%,0.00%
21720,James Hulbin,Northwestern State,2012,Sr,10.00%,7.14%,0.00%,33.33%,10.00%,28.57%,40.00%,7.14%,0.00%
44138,Matt Killian,Northwestern State,2012,Fr,NA,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%,NA
31827,Gary Roberson,Northwestern State,2012,Sr,33.33%,0.00%,0.00%,40.00%,50.00%,75.00%,0.00%,0.00%,NA
22976,Patrick Robinson,Northwestern State,2012,Jr,0.00%,NA,0.00%,100.00%,NA,20.00%,16.67%,NA,0.00%
22974,Gary Stewart,Northwestern State,2012,Jr,NA,0.00%,0.00%,NA,33.33%,0.00%,NA,0.00%,NA
31830,David Ulak,Northwestern State,2012,Sr,NA,NA,0.00%,NA,NA,50.00%,NA,NA,0.00%
31823,Jalan West,Northwestern State,2012,Fr,11.11%,0.00%,0.00%,50.00%,0.00%,38.89%,0.00%,0.00%,NA
44139,Brison White,Northwestern State,2012,Jr,11.11%,0.00%,0.00%,0.00%,40.00%,40.00%,11.11%,0.00%,0.00%
44140,Brandon Williams (4),Northwestern State,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
42324,Kale Abrahamson,Northwestern,2012,Fr,8.33%,41.67%,1.89%,50.00%,10.00%,13.51%,33.33%,8.33%,0.00%
42285,Chier Ajou,Northwestern,2012,RS-Fr,NA,NA,0.00%,NA,NA,NA,NA,NA,NA
9953,Nikola Cerina,Northwestern,2012,Jr,25.00%,100.00%,0.00%,50.00%,50.00%,0.00%,25.00%,0.00%,0.00%
3952,Drew Crawford,Northwestern,2012,RS-Sr,13.33%,0.00%,0.00%,50.00%,41.67%,18.75%,13.33%,26.67%,0.00%
11012,Tre Demps,Northwestern,2012,Fr,10.00%,11.36%,1.64%,21.43%,34.48%,22.50%,0.00%,2.27%,0.00%
5155,Reggie Hearn,Northwestern,2012,Sr,11.48%,12.50%,0.00%,34.78%,23.33%,30.23%,6.56%,2.50%,0.00%
32120,Omar Jimenez,Northwestern,2012,So,NA,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%,NA
42326,Sanjay Lumpkin,Northwestern,2012,RS-Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
3951,Alex Marcotullio,Northwestern,2012,Sr,14.29%,33.33%,0.00%,0.00%,0.00%,22.86%,0.00%,0.00%,NA
31938,James Montgomery III,Northwestern,2012,Jr,0.00%,0.00%,0.00%,50.00%,100.00%,0.00%,0.00%,0.00%,NA
42277,Alexandru Olah,Northwestern,2012,Fr,12.82%,19.05%,0.00%,26.09%,40.74%,14.29%,15.38%,2.38%,0.00%
28770,Dave Sobolewski,Northwestern,2012,So,20.00%,10.71%,4.17%,50.00%,36.84%,17.02%,0.00%,0.00%,0.00%
6121,Jared Swopshire,Northwestern,2012,Sr,5.00%,11.43%,0.00%,40.00%,28.57%,25.00%,20.00%,17.14%,0.00%
28769,Mike Turner,Northwestern,2012,Fr,11.11%,9.52%,0.00%,20.00%,41.18%,16.67%,33.33%,0.00%,0.00%
22409,Eric Atkins,Notre Dame,2012,Jr,19.67%,6.67%,1.28%,46.43%,48.72%,21.74%,0.00%,0.00%,NA
42388,Zach Auguste,Notre Dame,2012,Fr,17.14%,20.00%,NA,43.75%,33.33%,NA,25.71%,0.00%,11.11%
24288,Cameron Biedscheid,Notre Dame,2012,Fr,41.67%,0.00%,1.52%,25.00%,40.00%,30.61%,8.33%,0.00%,0.00%
42389,Austin Burgett,Notre Dame,2012,Fr,NA,0.00%,0.00%,NA,100.00%,100.00%,NA,0.00%,NA
24234,Pat Connaughton,Notre Dame,2012,So,8.82%,0.00%,0.00%,33.33%,25.00%,37.93%,8.82%,0.00%,0.00%
6196,Jack Cooley,Notre Dame,2012,Sr,7.75%,10.20%,0.00%,35.29%,29.03%,0.00%,24.81%,6.12%,2.86%
31913,Patrick Crowley,Notre Dame,2012,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
9389,Jerian Grant,Notre Dame,2012,So,15.94%,6.15%,1.94%,47.06%,32.56%,28.79%,0.00%,0.00%,NA
6200,Tom Knight,Notre Dame,2012,Jr,9.38%,0.00%,NA,22.22%,23.53%,NA,18.75%,1.67%,14.29%
4481,Scott Martin,Notre Dame,2012,Sr,0.00%,0.00%,0.00%,100.00%,20.00%,25.00%,0.00%,0.00%,NA
3911,Garrick Sherman,Notre Dame,2012,Jr,12.28%,13.51%,NA,41.67%,33.33%,NA,15.79%,0.00%,0.00%
23095,Joey Asbury,Oakland,2012,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
12986,Travis Bader,Oakland,2012,Jr,40.00%,0.00%,6.67%,33.33%,26.32%,33.33%,0.00%,0.00%,NA
43151,Mitch Baenziger,Oakland,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
23098,Ryan Bass,Oakland,2012,Jr,33.33%,16.00%,0.00%,70.00%,30.43%,40.00%,0.00%,8.00%,0.00%
46325,Raphael Carter,Oakland,2012,Jr,0.00%,NA,NA,0.00%,NA,NA,28.57%,NA,50.00%
23096,Jordan Howenstine,Oakland,2012,Sr,100.00%,NA,0.00%,0.00%,NA,100.00%,0.00%,NA,NA
31542,Korab Imami,Oakland,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
6270,Duke Mondy,Oakland,2012,Jr,21.43%,0.00%,4.55%,60.00%,17.39%,18.75%,21.43%,0.00%,0.00%
43152,Lloyd Neely II,Oakland,2012,Fr,0.00%,0.00%,NA,33.33%,0.00%,NA,25.00%,0.00%,0.00%
23094,Corey Petros,Oakland,2012,So,17.86%,22.73%,NA,21.43%,15.38%,NA,14.29%,13.64%,0.00%
31543,Matt Poches,Oakland,2012,So,20.00%,14.29%,NA,33.33%,50.00%,NA,0.00%,0.00%,NA
12979,Drew Valentine,Oakland,2012,Sr,5.56%,14.29%,0.00%,50.00%,20.00%,44.44%,22.22%,0.00%,20.00%
31541,Dante Williams,Oakland,2012,So,0.00%,25.00%,0.00%,50.00%,33.33%,0.00%,0.00%,0.00%,NA
9412,Aaron Craft,Ohio State,2012,Jr,5.75%,7.79%,0.00%,50.00%,37.74%,28.26%,0.00%,0.00%,0.00%
26524,Amedeo Della Valle,Ohio State,2012,Fr,0.00%,0.00%,0.00%,0.00%,100.00%,14.29%,50.00%,0.00%,0.00%
46310,Jake Lorbach,Ohio State,2012,Fr,NA,NA,0.00%,NA,NA,100.00%,NA,NA,NA
28744,Trey McDonald,Ohio State,2012,So,33.33%,0.00%,NA,100.00%,100.00%,NA,0.00%,0.00%,NA
3766,Evan Ravenel,Ohio State,2012,Sr,7.14%,7.14%,0.00%,35.29%,22.22%,0.00%,16.67%,3.57%,12.50%
30359,Alex Rogers,Ohio State,2012,Jr,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%,0.00%,NA
24185,LaQuinton Ross,Ohio State,2012,So,6.67%,13.51%,1.79%,33.33%,50.00%,21.21%,11.11%,13.51%,0.00%
24169,Shannon Scott,Ohio State,2012,So,11.63%,7.32%,0.00%,36.84%,24.14%,8.70%,9.30%,2.44%,0.00%
9311,"Lenzelle Smith, Jr.",Ohio State,2012,Jr,10.20%,7.69%,1.06%,47.62%,21.43%,29.03%,16.33%,5.13%,0.00%
2381,Deshaun Thomas,Ohio State,2012,Jr,7.69%,5.56%,0.00%,40.00%,29.90%,26.60%,16.48%,1.85%,5.26%
24184,Sam Thompson,Ohio State,2012,So,15.38%,3.85%,0.00%,55.00%,27.78%,33.33%,5.77%,5.77%,33.33%
24176,Amir Williams,Ohio State,2012,So,9.52%,23.08%,NA,18.75%,18.18%,NA,33.33%,7.69%,0.00%
11591,Ivo Baltic,Ohio,2012,Sr,0.00%,0.00%,0.00%,0.00%,9.09%,0.00%,8.33%,0.00%,100.00%
11588,D.J. Cooper,Ohio,2012,Sr,0.00%,5.88%,2.33%,75.00%,11.11%,20.00%,0.00%,0.00%,NA
20240,Nick Goff,Ohio,2012,Jr,NA,100.00%,0.00%,NA,0.00%,NA,NA,0.00%,NA
23295,Kadeem Green,Ohio,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
23932,T.J. Hall,Ohio,2012,Jr,20.00%,0.00%,0.00%,100.00%,0.00%,37.50%,20.00%,0.00%,0.00%
23934,Ricardo Johnson,Ohio,2012,Jr,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,NA
11595,Reggie Keely,Ohio,2012,Sr,11.76%,7.14%,0.00%,18.18%,16.67%,NA,5.88%,0.00%,0.00%
23935,Nick Kellogg,Ohio,2012,Jr,11.11%,0.00%,0.00%,33.33%,66.67%,30.00%,0.00%,0.00%,NA
