GMID,Name,School,Year,Grade,S2PA,S2PM,S2PMAss,DunkA,DunkM,L2PA,L2PM,L2PMAss,A3P,M3P,Ass3PM,FTA,FTM
31910,Cady Lalanne,Massachusetts,2012,So,129,83,46,19,19,21,4,3,8,1,1,63,47
22558,Jesse Morgan,Massachusetts,2012,Jr,18,6,2,1,1,25,8,2,53,15,12,8,7
10587,Raphiael Putney,Massachusetts,2012,Jr,39,23,8,5,4,25,8,4,62,20,19,19,14
10582,Freddie Riley,Massachusetts,2012,Sr,14,9,9,2,2,30,5,1,117,52,44,11,5
2380,Terrell Vinson,Massachusetts,2012,Sr,95,59,33,3,3,67,22,11,52,20,16,107,74
18671,Chaz Williams,Massachusetts,2012,Jr,89,37,5,0,0,49,19,4,74,25,17,62,49
21598,Dontae Cannon,McNeese State,2012,Sr,57,20,2,2,1,101,36,0,76,24,15,68,55
12984,Ledrick Eackles,McNeese State,2012,Jr,8,4,0,0,0,15,5,1,22,10,5,15,10
22964,Adrian Fields,McNeese State,2012,Jr,19,9,3,0,0,57,15,3,37,10,9,22,15
22972,Keelan Garrett,McNeese State,2012,Jr,4,3,0,0,0,4,3,1,10,3,2,8,7
31813,Desharick Guidry,McNeese State,2012,So,96,58,30,0,0,120,44,30,33,13,10,67,52
31815,Kevin Hardy,McNeese State,2012,So,67,37,10,6,5,95,30,4,28,8,8,47,20
48117,Josh Jagneaux,McNeese State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
44124,Shaun Johnson,McNeese State,2012,Fr,0,0,0,0,0,2,0,0,9,0,0,0,0
44125,Pete Kpan,McNeese State,2012,Jr,13,6,2,0,0,5,2,0,0,0,0,5,3
44126,Austin Lewis,McNeese State,2012,Fr,25,18,7,11,10,25,8,5,1,0,0,11,2
31814,Craig McFerrin,McNeese State,2012,So,72,50,33,2,2,66,27,18,1,0,0,16,8
21601,Jeremie Mitchell,McNeese State,2012,Sr,24,10,1,1,0,37,11,3,79,28,27,19,13
21594,Brandon Regis,McNeese State,2012,Jr,4,3,1,0,0,6,1,0,11,3,2,2,1
44127,Jordan Wells,McNeese State,2012,Fr,9,3,1,1,1,16,1,0,2,1,1,3,1
22873,Antonio Barton,Memphis,2012,Jr,13,3,1,0,0,10,2,0,40,15,15,13,7
9359,Tarik Black,Memphis,2012,Jr,90,59,43,28,27,45,18,14,0,0,0,78,33
42536,Anthony Cole,Memphis,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
22874,Chris Crawford,Memphis,2012,Jr,12,5,1,1,1,59,20,6,109,39,36,16,12
22875,Trey Draper,Memphis,2012,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
24253,Shaq Goodwin,Memphis,2012,Fr,87,50,30,9,7,53,10,5,5,0,0,87,52
6369,Ferrakohn Hall,Memphis,2012,Sr,19,6,1,2,2,9,2,1,0,0,0,7,4
7866,Charles Holt,Memphis,2012,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
7117,Joe Jackson,Memphis,2012,Jr,32,19,3,0,0,97,39,12,62,26,21,45,30
9357,Geron Johnson,Memphis,2012,Jr,33,20,8,7,7,49,18,3,88,34,28,31,23
3845,Stan Simpson,Memphis,2012,Sr,10,5,2,1,1,7,3,2,0,0,0,1,1
7867,D.J. Stephens,Memphis,2012,Sr,63,51,34,41,39,24,4,2,36,13,13,37,25
24150,Adonis Thomas,Memphis,2012,So,40,23,12,3,3,177,66,33,57,16,15,54,40
22876,Hippolyte Tsafack,Memphis,2012,So,0,0,0,0,0,0,0,0,0,0,0,0,0
24289,Damien Wilson,Memphis,2012,Fr,9,5,1,0,0,6,2,1,2,0,0,7,4
45137,Lawrence Brown (2),Mercer,2012,Fr,0,0,0,0,0,2,0,0,0,0,0,0,0
22632,Monty Brown,Mercer,2012,Jr,83,41,30,3,2,21,4,3,0,0,0,64,44
22631,Jibri Bryan,Mercer,2012,Fr,2,0,0,0,0,9,2,0,23,11,11,0,0
22627,Kevin Canevari,Mercer,2012,Jr,1,0,0,0,0,2,1,1,19,7,7,2,2
22634,Daniel Coursey,Mercer,2012,Jr,88,53,39,21,18,73,28,15,0,0,0,43,34
14478,Jake Gollon,Mercer,2012,Jr,65,38,18,0,0,61,14,8,86,28,28,38,28
22629,Langston Hall,Mercer,2012,Jr,35,20,8,1,1,59,23,1,101,39,32,56,45
31046,T.J. Hallice,Mercer,2012,So,37,19,14,0,0,9,4,4,10,3,3,26,14
22630,Darious Moten,Mercer,2012,So,9,6,2,3,3,6,1,0,4,1,1,8,6
45136,Dylan Poston,Mercer,2012,Fr,0,0,0,0,0,0,0,0,1,1,1,0,0
14475,Chris Smith (2),Mercer,2012,Sr,12,5,1,0,0,10,5,2,20,5,5,13,4
16257,Travis Smith,Mercer,2012,Sr,30,19,2,0,0,102,37,9,140,59,54,77,69
22628,Bud Thomas,Mercer,2012,Jr,33,27,15,0,0,18,7,2,103,31,28,18,7
45135,"Anthony White, Jr.",Mercer,2012,Jr,1,0,0,0,0,0,0,0,2,1,1,0,0
23538,Raphael Akpejiori,Miami (FL),2012,Jr,5,3,3,1,1,6,1,0,0,0,0,0,0
23539,Rion Brown,Miami (FL),2012,Jr,19,11,6,4,4,36,15,7,93,26,25,12,7
24632,Bishop Daniels,Miami (FL),2012,Fr,3,1,0,0,0,4,1,1,2,2,2,0,0
3797,Julian Gamble,Miami (FL),2012,Sr,75,43,22,23,19,61,31,12,0,0,0,47,28
23537,Justin Heller,Miami (FL),2012,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
31237,Tonye Jekiri,Miami (FL),2012,Fr,17,12,10,3,3,7,2,2,0,0,0,13,8
3801,Reggie Johnson,Miami (FL),2012,Sr,65,33,13,1,1,60,15,6,7,1,1,62,41
5633,Kenny Kadji,Miami (FL),2012,Sr,42,26,10,12,11,135,61,24,114,39,34,67,43
28945,Shane Larkin,Miami (FL),2012,So,68,38,7,0,0,84,43,1,129,56,21,39,33
13175,Trey McKinney Jones,Miami (FL),2012,Sr,18,12,6,3,1,56,16,4,110,44,39,23,21
2379,Durand Scott,Miami (FL),2012,Sr,53,26,7,1,1,102,45,4,69,22,11,56,46
46285,Steve Sorenson,Miami (FL),2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
23536,Erik Swoope,Miami (FL),2012,Jr,8,6,5,5,5,8,2,2,0,0,0,10,5
3980,Bill Edwards,Miami (OH),2012,Jr,5,4,1,0,0,11,1,0,12,7,7,0,0
20896,Will Felder,Miami (OH),2012,Jr,65,52,34,12,12,100,47,22,40,11,11,67,54
12756,Jon Harris,Miami (OH),2012,Jr,21,15,11,0,0,33,10,4,81,31,29,34,22
42951,Reggie Johnson (2),Miami (OH),2012,Fr,18,9,1,0,0,66,22,3,67,16,14,29,18
11548,Vince Legarza,Miami (OH),2012,Sr,20,12,7,0,0,12,4,0,1,0,0,11,9
11539,Drew McGhee,Miami (OH),2012,Jr,28,19,14,1,1,50,25,12,0,0,0,16,14
42952,Geovonie McKnight,Miami (OH),2012,Fr,16,5,1,0,0,69,19,4,19,5,4,30,18
31308,Joe Mezher,Miami (OH),2012,So,0,0,0,0,0,0,0,0,1,0,0,0,0
11537,Allen Roberts,Miami (OH),2012,Jr,31,18,5,0,0,58,16,5,94,35,27,63,54
12754,Quinten Rollins,Miami (OH),2012,Jr,30,17,6,0,0,44,16,1,13,4,3,30,10
12753,Josh Sewell,Miami (OH),2012,Jr,4,3,3,0,0,10,5,1,17,8,6,8,6
31310,Will Sullivan,Miami (OH),2012,So,15,5,1,0,0,15,6,1,31,14,14,22,11
31311,Jared Tadlock,Miami (OH),2012,So,0,0,0,0,0,0,0,0,2,0,0,0,0
7110,Keith Appling,Michigan State,2012,Jr,46,27,3,2,2,98,33,7,93,28,25,78,60
49474,Trevor Bohnhoff,Michigan State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
9361,Russell Byrd,Michigan State,2012,So,1,0,0,0,0,1,0,0,21,2,2,1,0
24000,Dan Chapman,Michigan State,2012,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
24277,Matt Costello,Michigan State,2012,Fr,13,10,9,1,1,7,0,0,0,0,0,9,6
49475,Emmett Dacey,Michigan State,2012,So,0,0,0,0,0,0,0,0,0,0,0,0,0
24160,Branden Dawson,Michigan State,2012,So,93,62,40,11,11,67,22,9,5,0,0,47,22
23204,Alex Gauna,Michigan State,2012,So,11,7,5,0,0,13,5,4,0,0,0,0,0
24252,Gary Harris,Michigan State,2012,Fr,45,25,10,1,1,63,20,4,106,45,44,42,29
26604,Brandan Kearney,Michigan State,2012,So,5,1,0,0,0,7,2,1,7,2,2,2,2
3520,Derrick Nix,Michigan State,2012,Sr,143,83,38,3,3,78,24,10,0,0,0,104,70
9303,Adreian Payne,Michigan State,2012,Jr,72,51,24,30,26,86,37,19,33,11,9,74,61
49476,Bella Sibedwo,Michigan State,2012,So,0,0,0,0,0,0,0,0,0,0,0,0,0
28741,Travis Trice,Michigan State,2012,So,9,1,0,0,0,21,2,1,50,19,17,6,3
44077,Denzel Valentine,Michigan State,2012,Fr,28,17,6,1,1,35,16,1,34,7,7,18,11
30356,Keenan Wetzel,Michigan State,2012,So,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,Eso Akunne,Michigan,2012,Sr,0,0,0,0,0,1,0,0,4,0,0,0,0
42321,Spike Albrecht,Michigan,2012,Fr,5,2,0,0,0,8,2,0,18,9,8,7,6
3899,Josh Bartelstein,Michigan,2012,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
28743,Max Bielfeldt,Michigan,2012,Fr,5,3,1,0,0,5,2,1,1,0,0,8,4
24223,Trey Burke,Michigan,2012,So,42,20,0,0,0,168,69,2,129,49,26,83,63
9386,Tim Hardaway Jr.,Michigan,2012,Jr,32,22,6,4,4,126,42,11,138,51,44,63,45
23202,Jon Horford,Michigan,2012,So,24,17,12,5,5,21,8,3,0,0,0,19,15
42322,Caris LeVert,Michigan,2012,Fr,6,1,1,0,0,24,8,1,27,8,8,8,2
24656,Mitch McGary,Michigan,2012,Fr,72,55,31,14,13,84,38,23,0,0,0,32,15
3898,Blake McLimans,Michigan,2012,Jr,0,0,0,0,0,0,0,0,1,0,0,0,0
3897,Jordan Morgan,Michigan,2012,Jr,40,30,22,7,7,46,17,7,0,0,0,33,18
3888,Corey Person,Michigan,2012,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
28500,Glenn Robinson,Michigan,2012,Fr,69,53,31,20,20,62,30,13,54,17,17,60,43
26608,Nik Stauskas,Michigan,2012,Fr,42,28,8,7,6,50,18,2,120,45,38,53,47
3900,Matt Vogrich,Michigan,2012,Sr,2,1,1,0,0,1,0,0,9,1,1,1,0
25116,Raymond Cintron,Middle Tennessee State,2012,Sr,14,6,0,0,0,11,4,0,93,40,39,19,15
20113,James Gallman,Middle Tennessee State,2012,Sr,6,1,0,0,0,20,7,2,39,17,16,7,7
43440,Gavin Gibson,Middle Tennessee State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
20123,Zane Gibson,Middle Tennessee State,2012,Jr,0,0,0,0,0,1,0,0,0,0,0,0,0
22498,Kerry Hammonds,Middle Tennessee State,2012,Jr,9,5,2,0,0,35,17,5,62,26,23,29,20
43438,Neiko Hunter,Middle Tennessee State,2012,Jr,53,35,22,1,1,56,22,11,24,10,10,44,31
8279,Jason Jones,Middle Tennessee State,2012,Sr,15,9,5,0,0,12,4,2,2,0,0,18,14
22499,Shawn Jones,Middle Tennessee State,2012,Jr,71,44,32,19,18,101,35,26,0,0,0,56,33
31744,Marcos Knight,Middle Tennessee State,2012,Sr,58,31,5,1,1,121,42,14,38,11,10,66,48
43439,Tweety Knight,Middle Tennessee State,2012,Jr,24,12,5,0,0,5,2,0,14,3,3,23,12
31742,Bruce Massey,Middle Tennessee State,2012,Sr,35,25,3,0,0,59,13,1,19,4,4,41,28
46331,Finoy Perkins,Middle Tennessee State,2012,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
31743,Jacquez Rozier,Middle Tennessee State,2012,So,8,2,1,0,0,9,0,0,1,0,0,12,8
20112,J.T. Sulton,Middle Tennessee State,2012,Sr,47,29,20,8,6,68,22,18,1,0,0,39,29
4269,Torin Walker,Middle Tennessee State,2012,Jr,8,5,3,1,1,20,6,4,0,0,0,13,11
42911,Jordan Aaron,Milwaukee,2012,Jr,54,22,1,0,0,74,31,0,148,53,29,55,48
42912,Austin Arians,Milwaukee,2012,Fr,17,12,9,1,1,15,4,2,84,32,31,11,9
30917,Paris Gulley,Milwaukee,2012,Sr,33,17,8,0,0,113,40,8,115,44,36,48,40
15706,Quinton Gustavson,Milwaukee,2012,So,1,1,1,0,0,0,0,0,1,0,0,0,0
7233,James Haarsma,Milwaukee,2012,Sr,47,24,11,0,0,42,12,3,18,3,3,43,34
15708,Ryan Haggerty,Milwaukee,2012,Sr,13,7,4,0,0,12,4,2,20,5,5,10,6
30916,Demetrius Harris,Milwaukee,2012,Sr,93,58,33,24,20,78,27,10,5,1,1,138,58
23753,Kyle Kelm,Milwaukee,2012,Jr,31,21,10,3,3,23,7,2,32,10,7,21,15
28596,Thierno Niang,Milwaukee,2012,Jr,10,4,0,0,0,7,0,0,24,5,4,4,1
30918,J.J. Panoske,Milwaukee,2012,RS-So,30,17,13,3,2,23,8,3,55,13,13,14,12
23756,Evan Richard,Milwaukee,2012,So,6,4,2,0,0,11,6,2,12,3,3,8,6
23755,Mitch Roelke,Milwaukee,2012,Jr,0,0,0,0,0,1,0,0,4,2,2,0,0
14300,Christian Wolf,Milwaukee,2012,Sr,6,2,1,0,0,8,0,0,0,0,0,8,6
23205,Maverick Ahanmisi,Minnesota,2012,Jr,6,5,3,0,0,10,3,1,30,13,12,18,13
24228,Joe Coleman,Minnesota,2012,So,45,28,17,6,4,92,28,14,20,6,6,33,23
23207,Elliott Eliason,Minnesota,2012,So,17,12,8,0,0,31,10,7,1,0,0,15,8
28572,Wally Ellenson,Minnesota,2012,Fr,0,0,0,0,0,2,0,0,0,0,0,0,0
15756,Chris Halvorsen,Minnesota,2012,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
24219,Andre Hollins,Minnesota,2012,So,17,11,5,0,0,87,21,3,150,64,45,63,51
23208,Austin Hollins,Minnesota,2012,Jr,37,29,11,6,5,58,13,12,100,29,27,43,35
28771,Andre Ingram,Minnesota,2012,Sr,12,7,5,4,4,24,8,6,0,0,0,20,10
5135,Trevor Mbakwe,Minnesota,2012,Sr,92,65,34,23,21,70,27,17,0,0,0,118,74
23209,Oto Osenieks,Minnesota,2012,So,6,4,3,1,1,18,4,1,9,1,1,13,10
30357,Kendal Shell,Minnesota,2012,So,0,0,0,0,0,0,0,0,0,0,0,0,0
9404,Maurice Walker,Minnesota,2012,So,17,6,3,0,0,16,4,3,0,0,0,18,12
16733,Julian Welch,Minnesota,2012,Sr,12,5,2,0,0,26,11,6,26,7,7,9,4
3924,Rodney Williams,Minnesota,2012,Sr,76,50,31,35,33,87,21,12,37,7,6,55,33
42363,Trivante Bloodman,Mississippi State,2012,So,30,14,3,0,0,24,5,1,31,9,9,37,27
42364,Colin Borchert,Mississippi State,2012,Jr,40,21,3,1,1,61,19,3,66,23,21,11,3
28799,Tyson Cunningham,Mississippi State,2012,Jr,6,4,0,0,0,7,0,0,27,9,7,7,6
28800,Roquez Johnson,Mississippi State,2012,So,70,32,9,5,2,31,6,2,13,3,3,90,56
5845,Wendell Lewis,Mississippi State,2012,RS-Sr,14,9,3,0,0,10,4,3,0,0,0,7,6
5833,Baxter Price,Mississippi State,2012,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
9287,Jalen Steele,Mississippi State,2012,Jr,9,2,1,0,0,41,15,5,47,16,13,9,9
42366,Craig Sword,Mississippi State,2012,Fr,48,21,3,2,2,80,28,5,48,7,6,65,36
42367,Fred Thomas,Mississippi State,2012,Fr,5,4,3,2,2,58,19,6,103,22,17,39,32
42368,Gavin Ware,Mississippi State,2012,Fr,90,58,32,27,25,61,18,10,0,0,0,54,27
45840,Nate Brandt,Mississippi Valley State,2012,Jr,1,0,0,0,0,6,1,0,5,0,0,0,0
45842,Cameron Dobbs,Mississippi Valley State,2012,Fr,8,3,1,0,0,10,3,0,53,14,13,2,2
45843,Arthur Framery,Mississippi Valley State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
16386,Julius Francis,Mississippi Valley State,2012,Jr,30,8,4,0,0,70,26,14,7,1,1,23,12
46451,Cortland Henry,Mississippi Valley State,2012,Jr,18,8,0,0,0,14,4,2,9,1,0,5,5
45844,Montreal Holley,Mississippi Valley State,2012,Jr,0,0,0,0,0,6,1,1,0,0,0,1,0
48861,Marcus Johnson (3),Mississippi Valley State,2012,Jr,0,0,0,0,0,5,1,0,23,5,5,7,6
45845,Darryl Marshall,Mississippi Valley State,2012,Jr,21,9,2,0,0,17,2,0,78,24,18,36,26
31493,Blake Ralling,Mississippi Valley State,2012,So,25,11,4,0,0,21,0,0,41,11,8,19,13
45846,Cordarius Samples,Mississippi Valley State,2012,Fr,9,4,0,0,0,24,6,1,4,4,3,17,12
45847,Matt Smith (2),Mississippi Valley State,2012,Fr,111,56,32,16,14,43,17,10,3,0,0,81,37
48862,Ervin Thomas,Mississippi Valley State,2012,Jr,23,12,4,1,1,25,4,1,27,8,6,11,7
45848,Darius Tomlin,Mississippi Valley State,2012,Fr,17,7,0,0,0,43,17,1,4,0,0,21,14
45849,Davon Usher,Mississippi Valley State,2012,Jr,41,16,4,1,0,112,45,8,96,36,28,104,73
31899,Tomie Aromona,Missouri State,2012,So,0,0,0,0,0,3,1,1,10,3,3,3,2
46397,Ryan Carmichael,Missouri State,2012,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,Anthony Downing,Missouri State,2012,Sr,23,11,4,0,0,149,55,11,102,27,13,52,45
30536,Christian Kirk,Missouri State,2012,So,58,39,26,7,4,138,60,30,0,0,0,49,25
42603,Bruce Marshall,Missouri State,2012,Fr,3,1,0,0,0,8,1,1,16,5,4,8,3
28295,Marcus Marshall,Missouri State,2012,Fr,6,3,1,0,0,75,38,5,113,33,23,78,62
7409,Keith Pickens,Missouri State,2012,Jr,51,38,14,5,4,86,24,10,7,3,3,40,26
23503,Nathan Scheer,Missouri State,2012,Jr,9,4,0,0,0,26,10,4,79,24,24,12,5
42605,Michael Simpson,Missouri State,2012,Fr,0,0,0,0,0,10,4,3,19,4,4,0,0
42606,Gavin Thurman,Missouri State,2012,Fr,8,4,2,1,1,112,34,10,59,17,16,27,18
30534,Dorrian Williams,Missouri State,2012,Fr,13,7,3,0,0,37,12,2,52,13,12,22,12
30533,Drew Wilson,Missouri State,2012,Fr,26,18,10,7,5,28,11,5,0,0,0,24,3
8427,Keion Bell,Missouri,2012,Sr,70,39,14,5,5,21,5,0,26,6,5,39,33
4217,Laurence Bowers,Missouri,2012,Sr,85,62,35,13,11,118,45,22,45,16,15,43,28
24164,Jabari Brown,Missouri,2012,So,20,8,5,0,0,26,7,3,103,40,37,37,27
44072,Dominique Bull,Missouri,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
8155,Tony Criswell,Missouri,2012,Jr,37,25,8,1,1,51,13,8,8,3,3,23,14
23857,Danny Feldmann,Missouri,2012,So,0,0,0,0,0,0,0,0,0,0,0,0,0
44073,Corey Haith,Missouri,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
44074,Stefan Jankovic,Missouri,2012,Fr,11,4,0,0,0,2,1,0,18,2,2,5,4
2199,Alex Oriakhi,Missouri,2012,Sr,126,86,44,33,31,39,18,3,0,0,0,99,73
9347,Phil Pressey,Missouri,2012,Jr,49,14,0,0,0,76,29,1,98,31,11,36,25
44075,Ryan Rosburg,Missouri,2012,Fr,17,5,4,0,0,0,0,0,0,0,0,6,4
5579,Earnest Ross,Missouri,2012,Jr,54,24,5,0,0,40,11,3,84,29,28,37,28
24721,Negus Webster-Chan,Missouri,2012,Fr,4,1,1,0,0,9,2,0,39,12,12,4,3
31760,Khalil Brown,Monmouth,2012,So,11,8,2,4,4,27,9,4,16,4,4,19,12
23219,Gary Cox,Monmouth,2012,Sr,11,1,0,0,0,18,5,2,6,1,1,12,10
31761,Max DiLeo,Monmouth,2012,So,14,7,0,0,0,5,2,2,7,2,2,5,3
23218,Dion Nesmith,Monmouth,2012,Jr,40,19,2,0,0,47,20,5,52,14,14,26,24
31764,Andrew Nicholas,Monmouth,2012,So,39,17,4,0,0,57,12,5,79,25,22,20,12
44316,Tyrone O'Garro,Monmouth,2012,Fr,39,21,10,2,1,12,1,0,0,0,0,10,6
44315,Jalen Palm,Monmouth,2012,Fr,3,1,0,0,0,7,1,0,17,3,2,4,4
5883,Stephen Spinella,Monmouth,2012,Jr,53,31,16,9,9,29,8,1,37,11,10,49,34
17002,Jesse Steele,Monmouth,2012,Sr,32,12,2,0,0,61,18,2,125,46,33,27,21
44314,Collin Stewart,Monmouth,2012,RS-Fr,0,0,0,0,0,0,0,0,2,2,2,0,0
20603,Ed Waite,Monmouth,2012,Sr,87,47,23,1,1,49,18,5,0,0,0,42,29
20607,Marcus Ware,Monmouth,2012,Jr,74,33,17,0,0,61,19,8,0,0,0,68,30
44313,Christian White,Monmouth,2012,Fr,6,3,0,0,0,5,4,2,26,13,13,9,6
31073,Antonio Biglow,Montana State,2012,Jr,39,23,3,0,0,43,15,1,53,18,13,40,33
31076,Xavier Blount,Montana State,2012,Sr,48,23,8,0,0,39,11,4,63,21,17,69,48
22681,Blake Brumwell,Montana State,2012,So,23,15,11,0,0,11,6,2,0,0,0,10,4
13524,Jeff Budinich,Montana State,2012,Jr,2,1,0,0,0,11,4,2,16,2,2,3,2
44999,Marcus Colbert,Montana State,2012,Fr,11,6,0,0,0,25,7,0,56,25,18,9,6
44997,Calen Coleman,Montana State,2012,Jr,32,14,4,1,1,19,8,3,72,27,27,24,18
44998,Flavien Davis,Montana State,2012,Jr,71,49,16,1,1,88,38,6,31,9,8,74,52
31895,Michael Dison,Montana State,2012,So,7,1,0,0,0,23,8,1,29,7,3,8,7
44996,Paul Egwuonwu,Montana State,2012,Jr,50,32,19,11,10,133,49,13,3,0,0,57,44
31894,Christian Moon,Montana State,2012,Sr,22,15,7,0,0,25,7,2,74,28,24,36,28
30761,Eric Norman,Montana State,2012,So,7,6,1,1,1,4,1,0,14,3,3,4,4
44995,Danny Robison,Montana State,2012,Fr,3,2,1,0,0,5,0,0,2,0,0,12,9
31072,Jamie Stewart,Montana State,2012,Sr,14,6,1,1,1,15,2,0,9,3,3,18,13
13470,Will Cherry,Montana,2012,Sr,53,28,4,0,0,34,9,1,59,18,14,55,43
45005,Spencer Coleman,Montana,2012,Jr,41,28,16,2,2,37,13,8,46,22,20,27,23
31069,Keron DeShields,Montana,2012,So,47,22,3,0,0,30,8,2,47,11,10,40,34
45004,Nick Emerson,Montana,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
31070,Jordan Gregory,Montana,2012,So,16,9,1,0,0,14,7,0,71,34,33,24,21
31071,Kevin Henderson,Montana,2012,So,10,6,3,0,0,17,5,2,22,8,8,4,3
13462,Eric Hutchison,Montana,2012,Jr,41,24,12,3,3,25,10,6,0,0,0,21,10
22703,Kareem Jamar,Montana,2012,Jr,68,47,8,0,0,83,35,1,82,30,17,92,66
45002,Andy Martin,Montana,2012,Fr,17,12,8,5,4,16,5,3,0,0,0,21,16
13464,Mathias Ward,Montana,2012,Sr,73,42,20,7,7,84,36,26,52,20,20,58,52
22704,Michael Weisner,Montana,2012,So,8,7,2,0,0,18,5,2,58,24,20,9,9
45001,Jake Wiley,Montana,2012,Fr,8,4,1,1,1,3,1,0,0,0,0,0,0
45000,Morgan Young,Montana,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
31362,Devon Atkinson,Morehead State,2012,Sr,16,4,0,0,0,62,24,3,55,24,16,21,18
31878,Milton Chavis,Morehead State,2012,Sr,37,22,12,11,11,67,23,7,63,22,21,31,19
15080,Jason Holmes,Morehead State,2012,Sr,19,14,8,3,3,23,6,3,5,1,1,23,17
43121,Cordell James,Morehead State,2012,Fr,2,0,0,0,0,7,3,0,8,3,2,5,3
3619,Drew Kelly,Morehead State,2012,Jr,36,22,11,0,0,38,13,7,30,7,6,62,46
43122,Maurice Lewis-Briggs,Morehead State,2012,Jr,30,18,6,0,0,28,10,1,26,6,5,17,10
43123,Taariq Muhammad,Morehead State,2012,Jr,6,3,1,0,0,4,3,0,4,0,0,5,2
31358,Kahlil Owens,Morehead State,2012,Sr,49,35,24,1,1,36,17,6,0,0,0,32,13
31363,Jordan Percell,Morehead State,2012,So,1,1,0,0,0,1,0,0,0,0,0,2,2
43124,Chad Posthumus,Morehead State,2012,Jr,74,45,25,6,6,79,26,15,0,0,0,62,32
43126,Bruce Reed,Morehead State,2012,Jr,24,16,7,3,3,11,5,4,7,3,3,28,21
43127,Jourdan Stickler,Morehead State,2012,Fr,2,2,0,0,0,6,2,1,3,2,2,4,4
43128,Jarrett Stokes,Morehead State,2012,Jr,2,2,1,0,0,29,12,3,68,13,13,22,19
43129,Bakari Turner,Morehead State,2012,Jr,29,18,8,0,0,41,13,4,76,21,21,59,40
31364,Angelo Warner,Morehead State,2012,So,33,16,6,0,0,58,22,7,58,21,19,46,39
44446,Tauron Bailey,Morgan State,2012,Jr,28,15,8,1,1,9,3,2,0,0,0,25,12
23602,Justin Black,Morgan State,2012,Jr,92,49,9,1,0,61,18,2,89,33,24,67,47
44447,Cedric Blossom,Morgan State,2012,Fr,18,9,2,1,1,20,6,2,0,0,0,25,16
31590,Blake Bozeman,Morgan State,2012,So,15,5,1,0,0,26,4,1,104,28,20,15,9
23599,Ian Chiles,Morgan State,2012,Jr,111,74,39,30,27,110,38,18,0,0,0,60,32
31594,Shaquille Duncan,Morgan State,2012,So,61,42,25,13,12,45,19,13,0,0,0,53,24
49460,Tyrece Edwards,Morgan State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
31593,Thair Heath,Morgan State,2012,Jr,16,10,3,2,2,4,2,2,0,0,0,6,3
31591,Anthony Hubbard,Morgan State,2012,Jr,116,63,27,0,0,42,15,4,35,9,8,122,75
19466,Dewayne Jackson,Morgan State,2012,Sr,84,53,24,11,9,38,11,4,95,25,22,71,49
44448,Donte Pretlow,Morgan State,2012,Fr,5,0,0,0,0,24,6,3,10,5,4,2,0
46381,Daon Riley,Morgan State,2012,So,0,0,0,0,0,0,0,0,0,0,0,0,0
44449,Rasean Simpson,Morgan State,2012,Fr,2,0,0,0,0,3,0,0,6,1,1,2,1
20654,Raven Barber,Mount St. Mary's,2012,Sr,54,34,19,12,9,25,8,2,0,0,0,34,20
31790,Aaron Brown (3),Mount St. Mary's,2012,So,0,0,0,0,0,0,0,0,0,0,0,0,0
20652,Oliver Brown,Mount St. Mary's,2012,Sr,1,1,0,0,0,0,0,0,0,0,0,0,0
23199,Josh Castellanos,Mount St. Mary's,2012,Jr,11,5,0,0,0,18,6,0,16,2,0,15,10
31791,Taylor Danaher,Mount St. Mary's,2012,Fr,16,9,5,2,1,22,11,8,10,2,2,15,9
48172,Aaron DeVan,Mount St. Mary's,2012,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
44311,Gregory Graves,Mount St. Mary's,2012,Fr,8,5,2,2,1,1,0,0,8,1,1,13,10
20649,Kristijan Krajina,Mount St. Mary's,2012,Jr,86,55,25,2,2,27,14,1,0,0,0,23,13
23200,Julian Norfleet,Mount St. Mary's,2012,Jr,43,22,1,0,0,61,30,3,116,35,29,27,21
31793,Xavier Owens,Mount St. Mary's,2012,So,14,8,0,0,0,12,5,4,35,9,8,15,7
31794,Kelvin Parker,Mount St. Mary's,2012,So,10,4,2,0,0,11,3,1,64,19,17,9,4
