GMID,Name,School,Year,Grade,S2PA,S2PM,S2PMAss,DunkA,DunkM,L2PA,L2PM,L2PMAss,A3P,M3P,Ass3PM,FTA,FTM
6963,Brendan Sherrer,Washington,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,Scott Suggs,Washington,2010,Jr,8,4,1,0,0,27,13,4,57,26,26,5,5
4711,Isaiah Thomas,Washington,2010,Jr,55,32,2,1,0,79,29,4,105,33,25,89,66
6964,C.J. Wilcox,Washington,2010,Fr,8,4,4,0,0,28,11,5,73,31,29,5,5
22724,Scott Bamforth,Weber State,2010,So,17,8,0,0,0,32,11,5,107,54,44,46,39
13814,Kyle Bullinger,Weber State,2010,Jr,34,15,8,0,0,57,23,8,89,41,33,61,39
13806,Blake Davis,Weber State,2010,Fr,0,0,0,0,0,0,0,0,1,0,0,0,0
13807,Byron Fulton,Weber State,2010,Fr,39,21,8,0,0,77,29,5,33,17,17,29,21
13815,Lindsey Hughey,Weber State,2010,Sr,64,30,2,0,0,30,8,1,96,38,34,38,29
13809,Damian Lillard,Weber State,2010,RS-Jr,22,11,1,0,0,8,3,1,32,9,4,28,23
13810,Darin Mahoney,Weber State,2010,Jr,36,21,9,0,0,31,10,6,3,0,0,28,23
13820,Trevor Morris,Weber State,2010,Sr,70,41,19,5,5,100,45,26,1,0,0,76,56
8473,B.J. Porter,Weber State,2010,Jr,1,0,0,0,0,2,1,1,18,8,8,2,1
22726,Jordan Richardson,Weber State,2010,Fr,3,1,0,0,0,15,1,1,38,11,11,12,12
22727,Kyle Tresnak,Weber State,2010,Fr,27,16,8,1,1,34,15,5,0,0,0,20,13
6594,Darryl Bryant,West Virginia,2010,Jr,33,16,6,0,0,87,25,9,97,32,26,66,55
22425,Craig Carey,West Virginia,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
22426,Jake Ferguson,West Virginia,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
6598,John Flowers,West Virginia,2010,Sr,52,34,16,5,5,65,24,14,55,20,20,52,39
6593,Danny Jennings,West Virginia,2010,So,12,7,6,2,2,2,1,0,0,0,0,15,8
2370,Kevin Jones,West Virginia,2010,Jr,100,63,34,3,3,136,46,33,83,26,26,63,41
6596,Deniz Kilicli,West Virginia,2010,So,54,32,18,8,7,103,45,30,0,0,0,44,23
6597,Joe Mazzulla,West Virginia,2010,Sr,62,35,7,0,0,39,10,4,23,8,7,77,52
6591,Casey Mitchell,West Virginia,2010,Sr,43,26,10,0,0,74,26,13,130,46,41,51,43
22427,Kevin Noreen,West Virginia,2010,RS-Fr,5,4,3,0,0,0,0,0,0,0,0,2,0
6592,Dalton Pepper,West Virginia,2010,So,25,14,6,1,1,9,1,0,49,17,17,11,8
6600,Kenny Ross,West Virginia,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
6589,Cam Thoroughman,West Virginia,2010,Sr,32,15,7,0,0,22,9,9,2,0,0,31,19
6599,Jonnie West,West Virginia,2010,Sr,3,1,1,0,0,3,1,1,29,11,10,8,8
22931,Brandon Boggs,Western Carolina,2010,Fr,31,18,3,3,3,84,35,15,38,10,10,23,16
21430,Keaton Cole,Western Carolina,2010,Jr,6,2,0,0,0,18,1,0,79,24,24,19,14
21427,Blake Gallagher,Western Carolina,2010,Sr,6,1,0,0,0,14,6,3,0,0,0,2,1
21433,Richie Gordon,Western Carolina,2010,Sr,93,59,33,11,10,116,37,20,0,0,0,71,46
22933,Ishmael Hollis,Western Carolina,2010,Fr,0,0,0,0,0,2,1,0,1,0,0,0,0
22932,Tawaski King,Western Carolina,2010,Fr,26,18,6,4,3,54,22,9,0,0,0,31,17
9426,Harouna Mutombo,Western Carolina,2010,Jr,80,54,17,1,1,60,22,4,47,13,12,48,25
21425,Anthony Phillip,Western Carolina,2010,Sr,0,0,0,0,0,3,0,0,1,0,0,0,0
22934,Preston Ross,Western Carolina,2010,Fr,19,12,6,4,3,36,12,4,22,9,9,15,8
21434,Sam Smithson,Western Carolina,2010,Jr,7,4,0,0,0,2,1,1,0,0,0,2,1
21435,Trey Sumler,Western Carolina,2010,Fr,24,12,4,0,0,51,17,3,81,34,27,45,35
21432,Mike Williams (2),Western Carolina,2010,Sr,28,15,7,0,0,151,50,16,98,34,29,46,40
23116,Mael Amenvedzi,Western Illinois,2010,Fr,8,3,1,0,0,4,1,1,21,7,7,12,8
13099,Ceola Clark,Western Illinois,2010,So,8,4,0,0,0,10,5,1,25,7,6,9,6
13100,David Gebru,Western Illinois,2010,RS-So,20,14,10,1,1,4,1,0,0,0,0,23,11
23114,Jack Houpt,Western Illinois,2010,So,20,16,6,0,0,27,13,10,97,35,35,15,11
13103,Jelani Johnson,Western Illinois,2010,So,15,8,2,0,0,54,13,5,42,20,20,6,2
13105,Matt Lander,Western Illinois,2010,Sr,65,38,8,0,0,109,36,8,89,30,18,118,92
13097,Arsenio Mims,Western Illinois,2010,Sr,3,1,1,0,0,15,4,3,1,0,0,3,0
13098,Billy Molinari,Western Illinois,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
13096,Abdou Niang,Western Illinois,2010,So,5,2,2,0,0,15,3,3,8,2,2,4,3
11242,"Emeka Okafor, Jr.",Western Illinois,2010,Jr,37,15,5,1,1,24,12,5,0,0,0,14,6
23115,Kaimarr Price,Western Illinois,2010,Jr,97,50,34,2,2,123,46,15,2,0,0,80,53
12109,Brandon Smith (2),Western Illinois,2010,Sr,8,3,1,0,0,11,2,1,33,11,9,12,9
13107,Tommie Tyler,Western Illinois,2010,Jr,39,23,6,1,1,28,4,3,11,3,3,38,16
4266,Teeng Akol,Western Kentucky,2010,So,7,5,3,2,2,27,8,3,1,1,1,14,10
23067,Kene Anyigbo,Western Kentucky,2010,Fr,1,1,1,0,0,1,0,0,0,0,0,4,1
23066,Ken Brown,Western Kentucky,2010,Jr,1,0,0,0,0,4,0,0,16,5,3,9,9
20393,Jamal Crook,Western Kentucky,2010,So,28,16,3,0,0,43,11,6,3,0,0,20,13
20391,Caden Dickerson,Western Kentucky,2010,Fr,11,3,2,0,0,26,10,2,54,23,20,22,18
20392,Cliff Dixon,Western Kentucky,2010,Sr,33,18,8,5,5,49,14,4,1,1,1,29,9
23069,Stephon Drane,Western Kentucky,2010,Fr,4,3,2,1,1,5,3,1,0,0,0,5,2
23068,Mike Gabbard,Western Kentucky,2010,Fr,0,0,0,0,0,1,1,0,0,0,0,0,0
20396,Sergio Kerusch,Western Kentucky,2010,Sr,77,60,21,7,7,103,39,12,101,28,24,64,42
23065,Kahlil McDonald,Western Kentucky,2010,Jr,17,3,0,0,0,25,4,0,102,30,26,23,17
4133,Juan Pattillo,Western Kentucky,2010,Sr,134,72,28,31,20,87,26,8,1,0,0,106,68
71599,Snap Peters,Western Kentucky,2010,Fr,17,5,2,1,0,11,1,0,16,4,4,3,2
3553,Steffphon Pettigrew,Western Kentucky,2010,Sr,113,77,32,9,7,97,35,10,68,16,14,75,44
11128,David Brown,Western Michigan,2010,RS-So,2,2,0,0,0,2,0,0,11,2,2,4,3
11135,Muhammed Conteh,Western Michigan,2010,Jr,25,16,13,0,0,17,6,4,1,0,0,12,5
23971,Caleb Dean,Western Michigan,2010,Jr,7,5,4,0,0,26,11,10,1,0,0,9,5
11134,Mike Douglas,Western Michigan,2010,Jr,60,25,1,0,0,57,25,6,29,16,14,45,38
23972,"Juwan Howard, Jr.",Western Michigan,2010,Fr,39,23,4,0,0,107,34,9,66,19,18,34,25
11136,Nate Hutcheson,Western Michigan,2010,So,50,29,9,6,4,38,10,0,78,21,19,42,29
23973,Dan Loney,Western Michigan,2010,So,0,0,0,0,0,1,1,0,0,0,0,0,0
11127,Brandon Pokley,Western Michigan,2010,So,0,0,0,0,0,2,1,1,14,3,3,2,1
23974,Matt Stainbrook,Western Michigan,2010,Fr,121,83,40,1,1,92,27,10,3,0,0,34,19
11137,Nick Stapert,Western Michigan,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
11131,Ed Thomas,Western Michigan,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
11129,Demetrius Ward,Western Michigan,2010,Jr,55,23,5,0,0,55,14,1,94,32,26,62,49
11132,Flenard Whitfield,Western Michigan,2010,Jr,93,58,27,9,7,171,73,32,10,1,0,83,49
11125,Alex Wolf,Western Michigan,2010,Sr,5,2,1,0,0,7,1,0,51,22,20,15,13
7558,Gabe Blair,Wichita State,2010,Sr,56,39,27,8,8,81,30,21,0,0,0,38,28
7584,Derek Brown,Wichita State,2010,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
7561,J.T. Durley,Wichita State,2010,Sr,69,45,17,7,6,133,57,23,65,21,20,68,53
7553,Aaron Ellis,Wichita State,2010,Sr,28,20,12,4,4,81,36,27,0,0,0,15,10
7562,Jerome Hamilton,Wichita State,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
7560,Graham Hatch,Wichita State,2010,Sr,28,17,5,0,0,16,8,2,71,33,33,33,26
7556,David Kyles,Wichita State,2010,Jr,16,9,4,3,2,35,11,5,135,46,35,26,19
7565,Toure' Murry,Wichita State,2010,Jr,45,20,12,1,0,65,24,7,59,13,13,73,63
7576,Ehimen Orukpe,Wichita State,2010,So,1,0,0,0,0,1,0,0,0,0,0,8,4
23516,Joe Ragland,Wichita State,2010,Jr,25,17,3,0,0,16,6,0,81,25,23,19,18
7566,Tyler Richardson,Wichita State,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
23515,Ben Smith (3),Wichita State,2010,Jr,26,23,8,1,1,18,6,2,58,19,18,36,28
7559,Garrett Stutz,Wichita State,2010,Jr,79,50,31,5,4,38,12,3,17,4,4,60,43
23517,Josh Walker,Wichita State,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
7557,Demetric Williams,Wichita State,2010,So,12,8,3,0,0,18,9,1,33,11,9,13,9
23661,Julian Boatner,William & Mary,2010,Fr,6,4,2,0,0,13,3,0,107,43,41,12,11
23662,Brandon Britt,William & Mary,2010,Fr,40,22,1,0,0,39,9,0,76,22,19,52,39
18985,Kendrix Brown,William & Mary,2010,Jr,10,6,2,1,1,34,11,2,28,4,4,14,9
18986,Kyle Gaillard,William & Mary,2010,So,57,30,13,7,6,27,11,1,33,10,10,21,10
9328,Fred Heldring,William & Mary,2010,Fr,4,2,1,1,0,2,1,1,2,0,0,2,1
18983,Doug Howard II,William & Mary,2010,So,0,0,0,0,0,0,0,0,0,0,0,0,0
18987,Marcus Kitts,William & Mary,2010,Sr,121,80,48,29,25,52,16,4,0,0,0,88,47
18984,JohnMark Ludwick,William & Mary,2010,Jr,2,1,0,0,0,4,1,1,74,30,27,8,5
18990,Quinn McDowell,William & Mary,2010,Jr,69,35,12,0,0,67,33,14,104,47,42,72,60
18980,Andrew Pavloff,William & Mary,2010,So,0,0,0,0,0,0,0,0,1,0,0,0,0
18989,Matt Rum,William & Mary,2010,So,19,8,1,0,0,25,7,1,61,19,18,20,16
23663,Tim Rusthoven,William & Mary,2010,Fr,35,24,15,1,1,29,16,11,8,1,1,20,16
23664,Ben Whitlatch,William & Mary,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
16442,Justin Burton,Winthrop,2010,Sr,8,1,0,0,0,40,5,0,31,6,5,11,5
16382,Charles Corbin,Winthrop,2010,Sr,44,25,6,0,0,159,63,18,11,1,1,40,24
16392,Robbie Dreher,Winthrop,2010,So,28,17,5,2,2,84,19,2,71,26,25,89,58
16386,Julius Francis,Winthrop,2010,So,2,1,0,0,0,8,3,2,0,0,0,4,2
16385,Gideon Gamble,Winthrop,2010,So,9,8,6,0,0,44,14,9,54,18,15,7,2
22728,Joab Jerome,Winthrop,2010,Fr,14,9,3,0,0,18,5,1,5,1,1,18,12
16380,Andre Jones,Winthrop,2010,Jr,37,24,7,0,0,82,25,15,61,24,21,32,23
16391,Reggie King,Winthrop,2010,So,0,0,0,0,0,0,0,0,1,0,0,1,1
23981,Patrik Marcu,Winthrop,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
16390,Reggie Middleton,Winthrop,2010,Jr,32,21,4,0,0,58,18,3,54,18,15,45,29
10834,Matt Morgan,Winthrop,2010,Jr,49,27,13,3,2,128,43,35,5,0,0,44,30
22729,Derrick Scott,Winthrop,2010,Fr,0,0,0,0,0,0,0,0,1,0,0,0,0
16384,George Valentine,Winthrop,2010,Jr,61,46,15,2,1,39,14,7,0,0,0,44,22
3999,Jared Berggren,Wisconsin,2010,So,13,10,5,2,2,14,9,5,15,4,4,7,4
4008,Mike Bruesewitz,Wisconsin,2010,So,38,25,12,3,3,14,6,3,50,14,13,23,18
9319,Ben Brust,Wisconsin,2010,Fr,0,0,0,0,0,3,1,1,1,0,0,0,0
9272,Duje Dukan,Wisconsin,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
5238,Ryan Evans,Wisconsin,2010,So,20,11,5,5,4,57,13,7,2,0,0,25,19
23216,Josh Gasser,Wisconsin,2010,Fr,32,21,11,0,0,26,12,3,52,14,13,31,30
3998,J.P. Gavinski,Wisconsin,2010,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,Tim Jarmusz,Wisconsin,2010,Sr,5,2,2,0,0,8,4,1,69,25,25,7,5
4000,Jon Leuer,Wisconsin,2010,Sr,57,42,20,11,11,227,100,36,122,43,41,78,63
3542,Keaton Nankivil,Wisconsin,2010,Sr,29,20,9,9,8,67,31,25,114,52,50,28,24
4007,Wquinton Smith,Wisconsin,2010,Sr,5,1,0,0,0,3,2,0,3,1,1,4,2
4001,Jordan Taylor,Wisconsin,2010,Jr,61,30,13,0,0,159,60,7,144,59,25,117,95
3996,Brett Valentyn,Wisconsin,2010,Sr,0,0,0,0,0,0,0,0,13,4,4,0,0
4004,Rob Wilson,Wisconsin,2010,Jr,7,6,6,0,0,9,2,0,12,0,0,2,2
21470,Drew Crowell,Wofford,2010,Jr,10,7,4,0,0,7,3,3,0,0,0,0,0
21477,Noah Dahlman,Wofford,2010,Sr,254,153,98,0,0,66,26,9,0,0,0,144,109
21471,Jamar Diggs,Wofford,2010,Sr,54,31,8,0,0,135,51,16,45,14,12,77,61
21474,Kevin Giltner,Wofford,2010,Jr,15,8,3,0,0,13,5,4,89,38,36,16,9
21480,Tim Johnson (2),Wofford,2010,Sr,116,52,16,7,5,31,8,2,0,0,0,73,33
21467,Brad Loesing,Wofford,2010,Jr,35,18,3,0,0,35,14,3,57,24,22,16,13
21479,Terry Martin,Wofford,2010,Sr,48,24,16,1,1,54,22,15,2,0,0,42,32
22949,Cameron McQueen,Wofford,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
21476,Nathan Parker,Wofford,2010,So,3,2,1,0,0,2,1,0,3,1,1,7,5
13476,Cameron Rundles,Wofford,2010,Sr,37,19,2,0,0,84,38,10,139,50,41,68,48
22948,Aerris Smith,Wofford,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
21475,Matt Steelman,Wofford,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
21473,Joseph Tecklenburg,Wofford,2010,Jr,0,0,0,0,0,0,0,0,0,0,0,0,0
21478,Taylor Wagener,Wofford,2010,So,0,0,0,0,0,0,0,0,3,1,1,0,0
8121,Armond Battle,Wright State,2010,So,9,4,1,0,0,13,5,0,20,9,9,23,16
23758,Kegan Clark,Wright State,2010,Fr,2,1,0,0,0,5,1,0,5,1,1,4,2
23760,Cole Darling,Wright State,2010,Fr,22,16,8,1,0,22,4,2,27,14,14,21,13
15809,Vaughn Duggins,Wright State,2010,Sr,91,59,16,2,2,169,64,11,90,26,21,127,107
15804,N'Gai Evans,Wright State,2010,Sr,70,44,5,0,0,101,37,3,56,23,16,84,66
23759,Vance Hall,Wright State,2010,Fr,1,0,0,0,0,0,0,0,18,7,7,2,1
15800,Cooper Land,Wright State,2010,Sr,28,18,9,0,0,40,13,7,73,30,29,39,27
20175,Johann Mpondo,Wright State,2010,Jr,29,18,12,3,3,47,16,13,0,0,0,36,23
23761,A.J. Pacher,Wright State,2010,Fr,12,8,3,1,1,23,7,4,45,13,13,9,5
15807,Troy Tabler,Wright State,2010,Sr,28,11,3,0,0,41,15,8,99,33,28,39,32
23762,Matt Vest,Wright State,2010,Fr,16,10,4,2,2,16,6,0,29,10,10,18,9
10106,Arthur Bouedo,Wyoming,2010,Jr,2,1,0,0,0,10,3,2,43,11,11,10,6
22354,Paco Cruz,Wyoming,2010,Jr,8,5,1,0,0,76,38,6,73,26,24,26,23
22355,Brian Gibson,Wyoming,2010,So,13,12,7,1,1,14,4,4,0,0,0,12,5
10107,Daylen Harrison,Wyoming,2010,So,7,7,3,0,0,23,8,0,25,8,7,16,14
22353,Joe Hudson,Wyoming,2010,Fr,0,0,0,0,0,4,1,0,46,9,9,0,0
10108,Desmar Jackson,Wyoming,2010,So,38,25,3,3,3,100,35,2,54,17,13,65,44
9092,JayDee Luster,Wyoming,2010,Jr,15,8,0,0,0,23,5,0,43,7,4,41,24
10105,Amath M'Baye,Wyoming,2010,So,58,47,10,8,6,136,45,20,30,6,6,62,44
10104,Afam Muojeke,Wyoming,2010,Jr,5,4,1,0,0,12,4,0,39,13,11,11,8
4488,Djibril Thiam,Wyoming,2010,Sr,65,49,27,25,24,67,21,11,9,2,2,82,49
10103,Adam Waddell,Wyoming,2010,Jr,19,13,8,3,2,43,9,6,3,1,1,45,25
22530,Jay Canty,Xavier,2010,Fr,3,2,1,0,0,4,0,0,4,0,0,1,1
10916,Kevin Feeney,Xavier,2010,Sr,0,0,0,0,0,0,0,0,2,1,1,2,0
10915,Kenny Frease,Xavier,2010,Jr,103,69,43,8,8,143,61,40,1,0,0,58,43
10919,Tu Holloway,Xavier,2010,Jr,66,35,4,1,1,88,32,6,132,46,25,148,131
10913,Joe Hughes,Xavier,2010,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
10911,Dante' Jackson,Xavier,2010,Sr,11,4,2,0,0,31,12,5,117,42,40,18,13
22531,Jordan Latham,Xavier,2010,Fr,1,1,0,0,0,3,0,0,0,0,0,0,0
10917,Mark Lyons,Xavier,2010,So,93,36,5,1,0,45,14,4,117,38,34,76,56
10914,Johnny Mazza,Xavier,2010,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
22532,Griffin McKenzie,Xavier,2010,Fr,0,0,0,0,0,0,0,0,1,0,0,0,0
8132,Jamel McLean,Xavier,2010,Sr,129,83,41,31,30,56,13,6,1,0,0,99,61
10912,Jeff Robinson (2),Xavier,2010,So,49,34,16,14,14,25,7,4,12,3,3,24,17
10909,Andrew Taylor,Xavier,2010,Sr,21,19,15,0,0,23,10,7,0,0,0,14,12
12715,Rhett Anderson,Yale,2010,Jr,34,19,13,0,0,12,2,2,8,0,0,21,15
23824,Will Bartlett,Yale,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
12712,Porter Braswell,Yale,2010,Sr,40,20,4,0,0,41,15,3,82,30,28,40,35
23825,Alfonso Costa,Yale,2010,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
12709,Michael Grace,Yale,2010,So,6,2,0,0,0,19,8,3,6,1,1,10,9
12706,Brian Katz,Yale,2010,Jr,2,2,1,0,0,3,0,0,9,2,2,2,1
23827,Jeremiah Kreisberg,Yale,2010,Fr,71,47,27,3,1,56,23,12,0,0,0,42,30
12707,Greg Mangano,Yale,2010,Jr,104,66,38,7,6,135,54,24,64,20,19,94,67
12713,Raffi Mantilla,Yale,2010,Sr,8,5,1,0,0,5,2,1,20,5,5,8,5
12716,Sam Martin,Yale,2010,So,2,2,0,0,0,5,4,2,34,10,9,9,5
12705,Austin Morgan,Yale,2010,So,45,25,7,0,0,31,12,3,98,47,41,79,63
23828,Jesse Pritchard,Yale,2010,Fr,5,3,2,0,0,6,1,1,11,2,2,10,7
23829,Isaiah Salafia,Yale,2010,Fr,5,2,0,0,0,10,0,0,15,3,3,6,6
12714,Reggie Willhite,Yale,2010,Jr,62,40,11,6,4,71,21,10,40,7,5,43,28
23764,Blake Allen,Youngstown State,2010,So,2,2,0,0,0,36,11,4,86,33,31,7,4
15848,Dan Boudler,Youngstown State,2010,Sr,18,12,12,0,0,23,7,2,0,0,0,8,4
23773,Tre Brewer,Youngstown State,2010,Jr,20,12,6,1,1,62,18,5,10,0,0,26,9
23771,Sheldon Brogdon,Youngstown State,2010,Fr,1,1,0,0,0,2,0,0,12,2,2,0,0
23770,DuShawn Brooks,Youngstown State,2010,Jr,11,8,5,0,0,91,32,18,69,17,15,16,10
23768,Josh Chojnacki,Youngstown State,2010,Fr,4,1,1,0,0,3,2,1,0,0,0,4,4
21386,Damian Eargle,Youngstown State,2010,So,63,52,35,17,17,148,54,16,0,0,0,71,33
23769,Devonte Maymon,Youngstown State,2010,Jr,11,4,1,0,0,36,10,1,49,24,20,24,16
23765,Kendrick Perry,Youngstown State,2010,Fr,14,10,2,0,0,47,21,6,69,25,22,16,13
23767,Nate Perry,Youngstown State,2010,Fr,1,0,0,0,0,0,0,0,1,0,0,1,0
23774,Mike Podolsky,Youngstown State,2010,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
15857,Vytas Sulskis,Youngstown State,2010,Sr,36,28,5,0,0,66,25,11,89,35,34,110,79
15846,Ashen Ward,Youngstown State,2010,Jr,15,10,5,0,0,59,23,9,116,39,38,26,18
31866,Hameed Ali,Texas A&M-CC,2011,Fr,16,7,1,0,0,49,10,2,43,13,12,4,3
31871,Myron Dempsey,Texas A&M-CC,2011,Jr,95,61,28,2,2,90,27,17,0,0,0,60,23
31875,Kennon Dvorak,Texas A&M-CC,2011,Fr,1,0,0,0,0,2,0,0,15,5,5,12,7
22995,Chris Hawkins-Mast,Texas A&M-CC,2011,Sr,112,63,32,3,2,74,14,6,54,10,8,94,62
21952,Terence Jones,Texas A&M-CC,2011,Jr,30,13,2,0,0,86,24,12,139,48,41,73,53
31867,Johnathan Jordan,Texas A&M-CC,2011,Fr,25,11,1,0,0,45,21,1,13,4,4,41,23
31874,James King,Texas A&M-CC,2011,Fr,3,2,0,0,0,1,0,0,7,1,1,1,0
31868,Jake Kocher,Texas A&M-CC,2011,Fr,0,0,0,0,0,9,2,0,34,12,11,3,3
31869,Kevin Lynch,Texas A&M-CC,2011,So,1,0,0,0,0,0,0,0,0,0,0,0,0
31872,Nate Maxey,Texas A&M-CC,2011,Fr,33,24,15,16,14,16,5,2,0,0,0,26,10
31870,Jordan Pope-Didier,Texas A&M-CC,2011,Fr,13,11,6,0,0,21,6,5,4,0,0,5,2
31876,Jason Smith,Texas A&M-CC,2011,Jr,14,7,3,0,0,20,3,2,15,4,4,21,15
22999,Ted Wang,Texas A&M-CC,2011,So,8,1,0,0,0,17,6,4,1,0,0,8,4
30650,Colt Barnhill,Air Force,2011,Fr,5,1,1,0,0,5,2,1,3,1,1,6,2
9484,Adam Brakeville,Air Force,2011,Jr,3,2,1,1,1,2,1,0,0,0,0,1,1
9499,Taylor Broekhuis,Air Force,2011,Jr,54,34,19,11,11,55,29,11,51,17,16,68,49
30643,Chris Carter (2),Air Force,2011,Fr,5,3,0,0,0,4,1,1,9,0,0,14,8
30645,Brian Davidson,Air Force,2011,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
30647,DeLovell Earls,Air Force,2011,Fr,6,4,1,0,0,4,1,0,3,1,1,8,2
9493,Mike Fitzgerald,Air Force,2011,Jr,42,25,14,1,1,20,11,6,89,32,32,42,34
9500,Todd Fletcher,Air Force,2011,Jr,19,14,9,0,0,49,24,11,70,23,20,30,26
9490,Kyle Green,Air Force,2011,Jr,5,4,0,0,0,7,2,0,25,9,8,4,3
30641,Justin Hammonds,Air Force,2011,Fr,29,15,10,0,0,16,9,5,10,4,4,21,7
9497,Shawn Hempsey,Air Force,2011,Sr,3,3,1,0,0,4,1,0,8,1,1,5,0
22361,Chase Kammerer,Air Force,2011,So,5,4,4,0,0,0,0,0,2,1,1,4,2
9492,Michael Lyons,Air Force,2011,Jr,26,18,11,2,2,62,14,6,88,34,34,43,31
30640,Marek Olesinski,Air Force,2011,Fr,0,0,0,0,0,1,0,0,9,3,3,0,0
9498,Taylor Stewart,Air Force,2011,Sr,32,19,5,0,0,29,12,6,12,3,2,27,21
10986,Scott Stucky,Air Force,2011,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
30642,Kamryn Williams,Air Force,2011,Fr,25,11,7,2,1,23,5,2,34,12,11,24,11
30648,Max Yon,Air Force,2011,Fr,4,3,1,0,0,6,2,1,21,3,3,6,6
23936,Alex Abreu,Akron,2011,So,42,17,1,0,0,16,6,0,71,33,27,43,34
32597,Luke Avsec,Akron,2011,So,0,0,0,0,0,0,0,0,0,0,0,0,0
11187,Nikola Cvetinovic,Akron,2011,Sr,115,68,36,2,2,43,6,2,40,11,11,35,23
20177,Quincy Diggs,Akron,2011,Jr,39,19,2,0,0,46,15,2,56,17,12,52,36
23937,Josh Egner,Akron,2011,So,3,2,0,0,0,1,0,0,0,0,0,2,1
17952,Chauncey Gilliam,Akron,2011,Jr,30,17,7,1,0,16,6,1,41,16,16,9,7
23939,Michael Green (2),Akron,2011,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
31286,Nick Harney,Akron,2011,Fr,68,43,19,11,10,42,12,4,17,7,6,27,17
31287,Deji Ibitayo,Akron,2011,Fr,3,1,0,0,0,1,1,0,3,1,0,0,0
11192,Zeke Marshall,Akron,2011,Jr,127,73,50,20,20,55,20,15,2,0,0,115,79
11180,Brett McClanahan,Akron,2011,Sr,9,4,0,0,0,24,7,3,61,17,15,24,15
11181,C.J. Oldham,Akron,2011,So,0,0,0,0,0,0,0,0,0,0,0,0,0
11185,Kyle Petersen,Akron,2011,Sr,0,0,0,0,0,0,0,0,0,0,0,0,0
31289,Tree Treadwell,Akron,2011,Fr,96,56,26,6,4,47,14,3,3,0,0,62,31
10910,Brian Walsh,Akron,2011,So,27,17,4,0,0,39,11,4,78,36,31,27,19
23985,Diamon Alexander,Alabama A&M ,2011,Sr,7,1,0,0,0,9,3,1,20,6,6,10,6
31462,Brandon Allen,Alabama A&M ,2011,Jr,9,4,0,0,0,19,6,3,19,6,5,13,7
23123,Justan Banks,Alabama A&M ,2011,So,16,11,7,9,8,3,1,1,0,0,0,6,4
14649,Casey Cantey,Alabama A&M ,2011,Sr,68,40,16,3,2,43,11,3,51,13,10,68,50
31460,Devin Coleman (2),Alabama A&M ,2011,Fr,0,0,0,0,0,0,0,0,0,0,0,0,0
23120,Jeremy Crutcher,Alabama A&M ,2011,So,30,9,0,0,0,52,13,4,45,13,11,42,26
23117,Brandon Ellis,Alabama A&M ,2011,So,20,11,2,0,0,24,8,5,43,15,14,9,6
31459,"Eddie Hardy, Jr.",Alabama A&M ,2011,So,0,0,0,0,0,2,1,0,24,9,4,2,1
31898,Green Hill,Alabama A&M ,2011,So,13,8,1,0,0,27,13,3,10,1,1,19,11
23121,Jerome Hunter,Alabama A&M ,2011,So,44,28,13,6,4,25,10,5,0,0,0,21,11
31458,Jeremy Ingram (2),Alabama A&M ,2011,Jr,5,2,0,0,0,30,8,3,38,17,13,9,6
32456,Anthony Lanier,Alabama A&M ,2011,Fr,6,3,1,1,1,3,0,0,0,0,0,4,3
14659,Marcus Lee,Alabama A&M ,2011,Jr,5,4,1,0,0,3,1,1,5,1,1,6,6
23122,Jose Long,Alabama A&M ,2011,Fr,3,1,1,0,0,4,1,0,9,4,4,7,2
23125,Reginald Martin,Alabama A&M ,2011,So,0,0,0,0,0,26,10,8,0,0,0,6,4
23119,Demarquelle Tabb,Alabama A&M ,2011,So,88,55,32,17,13,52,11,6,1,0,0,75,41
14725,Stephawn Brown,Alabama State,2011,Jr,36,25,8,0,0,35,10,4,36,8,8,13,3
